strategy_id,price_damage_threshold_pct,control_trade_id,ticker,name,date,event_type,close_return_pct,running_mfe_pct,fast_date,fast_state,arm_cycle,detail
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-10,DISARM_PRICE,-24.17795,2.514507,2026-07-10,SETUP,2.0,ARM_CLEARED
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-13,REARM,-28.433269,2.514507,2026-07-10,SETUP,3.0,PRICE_DAMAGED_AND_WEAK_FAST
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-24,FAILURE_CONFIRMED,-31.528046,2.514507,2026-07-24,SETUP,3.0,NEW_WEAK_FAST_AND_PRICE_DAMAGED
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-27,EXIT_EXECUTED,-31.141199,,,SETUP,3.0,PREWINNER_FAILURE_CONFIRMED
FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-20,ARMED,-32.108317,2.514507,2026-07-10,SETUP,1.0,PRICE_DAMAGED_AND_WEAK_FAST
FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-24,FAILURE_CONFIRMED,-31.528046,2.514507,2026-07-24,SETUP,1.0,NEW_WEAK_FAST_AND_PRICE_DAMAGED
FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,000430,대원강업,2026-07-27,EXIT_EXECUTED,-31.141199,,,SETUP,1.0,PREWINNER_FAILURE_CONFIRMED
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_01,000480,CR홀딩스,2023-04-20,EXIT_EXECUTED,11.583422,,,SETUP,,SOFT_EXIT
FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_01,000480,CR홀딩스,2023-04-20,EXIT_EXECUTED,11.583422,,,SETUP,,SOFT_EXIT
FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_02,000480,CR홀딩스,2023-04-20,EXIT_EXECUTED,11.583422,,,SETUP,,SOFT_EXIT
