sample_id,ticker,name,reference_date,weekly_stage_at_reference,human_label,human_confidence,source_cohort,source_reason,weekly_feature_status,weekly_feature_missing_count,completed_weekly_bars_at_reference,weekly_ma12,weekly_ma26,weekly_ma52,weekly_ma200,close_vs_wma12_pct,close_vs_wma26_pct,close_vs_wma52_pct,close_vs_wma200_pct,wma12_vs_wma26_pct,wma52_vs_wma200_pct,wma12_slope_1w,wma26_slope_1w,wma52_slope_1w,wma200_slope_1w,high_vs_wma200_pct,weeks_above_wma200_recent_12w,distance_to_prior_13w_high_pct,distance_to_prior_26w_high_pct,distance_to_prior_52w_high_pct,close_above_prior_26w_high,high_above_prior_26w_high,weeks_since_26w_close_breakout,post_breakout_min_close_vs_level_pct_26w,post_breakout_min_low_vs_level_pct_26w,post_breakout_close_hold_ratio_26w,weeks_closed_above_breakout_level_26w,higher_weekly_low_count_8w,higher_weekly_low_count_13w,weekly_low_slope_8w,weekly_low_slope_13w,rolling_low_4w_change,rolling_low_8w_change,weeks_since_13w_low,weeks_since_26w_low,distance_from_13w_low_pct,distance_from_26w_low_pct,weekly_down_week_ratio_8w,weekly_ma_spread_pct,wma12_wma26_gap_pct,weekly_return_4w,weekly_return_8w,weekly_return_13w,weekly_return_26w,recent_4w_return_vs_prior_12w,weekly_positive_ratio_8w,distance_from_52w_low_pct,range_position_26w,range_position_52w,recent_8w_max_runup,consecutive_positive_weeks,higher_low_after_breakout_count,close_back_below_breakout_level,MONTHLY_range_position_24m,MONTHLY_drawdown_from_12m_high,MONTHLY_close_vs_ma24_pct,MONTHLY_ma_alignment_score,MONTHLY_monthly_down_month_ratio_12m,MONTHLY_higher_monthly_low_count_12m,MONTHLY_recent_3m_return
000050_20251024,000050,경방,2025-10-24,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,219,7073.333333333333,7441.538461538462,6899.038461538462,9463.2,-0.034401508011310034,-0.08217903659292958,-0.010006968641115055,-0.27825682644348637,-0.04947970505134047,-0.2709613596311542,-0.004923798358733911,-0.0003616636528028794,0.0009486342456963559,-0.0036691741989143267,-0.27085975145828056,0.0,-0.14411027568922308,-0.37454212454212454,-0.37454212454212454,0.0,0.0,24.0,-0.254180602006689,-0.27201783723522854,0.0,0.0,3.0,3.0,-0.008601756954612006,-0.010586777790291699,-0.05499276410998555,-0.0684736091298146,1.0,1.0,0.04594180704441042,0.04594180704441042,0.75,0.37542628674400275,0.0539099748470174,-0.031205673758865293,-0.05138888888888893,-0.10367454068241466,-0.010144927536231862,-0.002552983474754365,0.25,0.20246478873239426,0.0683371298405467,0.21946564885496184,0.086696562032885,1.0,8.0,1.0,0.2690839694656488,-0.3507326007326007,-0.0306482852911017,0.0,0.4166666666666667,6.0,-0.0744125326370757
000250_20251226,000250,삼천당제약,2025-12-26,EXTENDED,TOO_EXTENDED,,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,OK,0,228,218516.66666666666,205061.53846153847,185663.46153846153,105105.25,0.01136450308900927,0.07772526070973074,0.1903257548293542,1.1026542441980776,0.06561507489934226,0.7664527845988809,0.002101884052432279,0.013072888956449091,0.007724022754553417,0.008844949428293836,1.326239650255339,12.0,-0.17690875232774672,-0.17690875232774672,-0.17690875232774672,0.0,0.0,22.0,-0.1750588235294117,-0.1863529411764706,0.5,11.0,3.0,6.0,0.006787330316742082,0.00034806822137138876,0.027707808564231717,0.0076142131979695105,10.0,25.0,0.12182741116751261,0.5785714285714285,0.5,0.5131738310708899,0.060882933054878685,0.020785219399538146,-0.05555555555555558,0.02314814814814814,0.4520367936925098,-0.002154832133591411,0.5,0.7319749216300941,0.6303501945525292,0.6628814762242725,0.1327014218009479,0.0,12.0,0.0,0.7483059051306873,-0.1936685288640596,0.4348834640450678,1.0,0.3333333333333333,7.0,0.1252598752598752
000370_20250509,000370,한화손해보험,2025-05-09,SETUP,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,13,195,3986.25,4089.230769230769,4630.576923076923,,-0.0040765130134838845,-0.02915726109857031,-0.14265542588977942,,-0.02518340857787804,,-0.00031347962382444194,-0.00663365411566863,-0.0045063667934513996,,,,-0.0904925544100802,-0.20599999999999996,-0.362760834670947,0.0,0.0,,,,,,4.0,8.0,0.0012594458438287153,0.0,0.03571428571428581,-0.048366013071895475,4.0,4.0,0.09065934065934056,0.09065934065934056,0.625,,0.025939740360395227,0.046113306982872304,-0.032886723507917215,-0.005012531328320802,-0.15170940170940173,0.018588472790287885,0.375,0.09065934065934056,0.2426470588235294,0.1274131274131274,0.08036890645586303,0.0,,,0.1947565543071161,-0.3451043338683788,-0.0855862165569407,0.0,0.5,4.0,0.0036900369003689
000650_20250926,000650,천일고속,2025-09-26,WATCH,TOO_EARLY,,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,PARTIAL,7,215,41579.166666666664,40905.769230769234,39571.153846153844,51132.25,-0.033169656278184134,-0.017253537680410047,0.01589152937746041,-0.21380342151968668,0.016462162882171283,-0.22610184675710843,-0.00637259782933397,0.0014595103578156632,-0.00038863249939280475,-0.0024192171686380215,-0.19620200558356027,0.0,-0.14468085106382977,-0.14468085106382977,-0.14468085106382977,0.0,0.0,,,,,,2.0,5.0,-0.006996268656716418,-0.0006697282816685801,0.008838383838383868,-0.017369727047146455,4.0,24.0,0.015151515151515138,0.08648648648648649,0.75,0.28758945656333723,0.01675117999744851,-0.031325301204819245,-0.05522914218566388,-0.05411764705882349,0.040103492884864256,-0.00931781722005412,0.125,0.18584070796460184,0.32,0.48091603053435117,0.04228855721393043,0.0,,,0.2065217391304347,-0.2110266159695817,-0.050614812696597,0.0,0.5,6.0,0.022167487684729
000650_20251226,000650,천일고속,2025-12-26,EXTENDED,TOO_EXTENDED,,RECENT_SYSTEMATIC,FAILED_BREAKOUT,OK,0,228,171100.0,101371.15384615384,70272.11538461539,57422.25,1.1040327293980128,2.5513061294177906,4.122942407947129,5.26934681242898,0.6878568853982889,0.22377850719216652,0.18456124156233789,0.13696266419343006,0.09724349157733547,0.026676083157146646,6.810561237151104,6.0,-0.30501930501930496,-0.30501930501930496,-0.30501930501930496,0.0,0.0,3.0,0.34672304439746293,0.07399577167019022,1.0,3.0,4.0,4.0,0.07527777777777778,0.045737179487179494,5.684782608695652,-0.010752688172043001,7.0,7.0,8.782608695652174,8.782608695652174,0.375,0.3157715277777778,0.19369123931623933,0.522198731501057,8.67741935483871,7.955223880597014,7.470588235294118,-0.08583761480474347,0.625,9.126582278481013,0.6716541978387365,0.6725049227899265,10.132075471698114,1.0,1.0,0.0,1.0,0.0,3.66526938725188,1.0,0.4166666666666667,7.0,4.698795180722891
000700_20260109,000700,유수홀딩스,2026-01-09,SETUP,BORDERLINE_TRIGGER,LOW,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,7,230,5810.833333333333,5820.384615384615,5723.653846153846,5940.75,-0.01046895167072992,-0.01209277737395098,0.004603030608473668,-0.03210874047889578,-0.0016410053084869869,-0.03654355996232028,0.0018678160919540776,-0.004276878536649598,0.0012783851976450045,0.0001599380450520993,-0.01190927071497705,4.0,-0.08439490445859876,-0.12213740458015265,-0.12213740458015265,0.0,0.0,,,,,,5.0,7.0,0.0034782608695652175,0.0,0.03867403314917128,0.003696857670979714,9.0,9.0,0.06284658040665425,0.06284658040665425,0.5,0.03775585284280944,0.0016610925306577765,-0.07556270096463025,0.02131438721136769,0.01590106007067127,-0.1015625,-0.023574628990544678,0.5,0.11867704280155644,0.3008849557522124,0.4326241134751773,0.11870503597122295,1.0,,,0.4588859416445623,-0.1114503816793893,0.0398272909997767,1.0,0.5833333333333334,5.0,0.0210526315789474
000810_20180629,000810,삼성화재,2018-06-29,SETUP,TOO_EARLY,LOW,HISTORICAL_COVERAGE,RANGE_BOUND,PARTIAL,7,214,263958.3333333333,271365.3846153846,274774.50980392157,282097.98994974873,0.00015785319652739105,-0.027141945999574868,-0.03921218824704753,-0.06415497661990643,-0.02729549051567348,-0.025960766849603356,-0.0003156067539846763,-0.00042501948005957413,-0.0012472382581427688,-0.00024042314473482485,-0.04111333778668447,0.0,-0.04693140794223827,-0.11260504201680677,-0.14146341463414636,0.0,0.0,,,,,,4.0,7.0,-0.0023674242424242425,-0.001893939393939394,0.018036072144288484,-0.04770992366412219,4.0,4.0,0.05811623246492981,0.05811623246492981,0.75,0.06871082051672509,0.02805701243201254,0.03937007874015741,-0.022222222222222254,-0.02402957486136781,-0.011235955056179803,0.01718047631220478,0.25,0.05811623246492981,0.3020833333333333,0.25,0.061023622047243986,0.0,,,0.008695652173913,-0.1853658536585366,-0.0865304261946365,0.0,0.5833333333333334,4.0,-0.1332179930795848
000850_20250919,000850,화천기공,2025-09-19,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,214,31825.0,30763.46153846154,29112.5,32137.25,0.008641005498821741,0.04344564605863588,0.10261914984972087,-0.0011590910858894077,0.034506469963118125,-0.09411975200118239,0.0006550504388838085,0.006100628930817642,0.002416898424049796,-0.0005131594293045216,0.0019525628359613467,5.0,-0.07625899280575543,-0.07625899280575543,-0.2199270959902795,0.0,0.0,10.0,-0.1026785714285714,-0.11309523809523814,0.0,0.0,3.0,6.0,-0.0040887850467289715,-0.003115264797507788,-0.0033444816053511683,-0.04487179487179482,3.0,23.0,0.07718120805369133,0.2205323193916351,0.375,0.09422897196261683,0.03306973400431343,0.06467661691542292,-0.006191950464396245,-0.01382488479262678,0.17798165137614674,0.019212954708756485,0.5,0.2588235294117647,0.6863905325443787,0.4217252396166134,0.06965174129353224,2.0,4.0,1.0,0.3027522935779816,-0.2648845686512758,0.0046357157683525,0.0,0.3333333333333333,6.0,-0.0396825396825396
001210_20250314,001210,금호전기,2025-03-14,WATCH,NO_SETUP,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,6,187,4267.5,4052.3076923076924,3823.5576923076924,,-0.17867603983596958,-0.1350607441154138,-0.08331447252609081,,0.05310364464692485,,-0.009381951832865942,-0.0034523528020808936,-0.0011554595463564299,,,,-0.480355819125278,-0.480355819125278,-0.480355819125278,0.0,0.0,9.0,-0.2991967871485943,-0.3373493975903614,0.0,0.0,2.0,5.0,-0.037446504992867335,0.006913200921760123,-0.15923566878980888,0.1205432937181663,0.0,14.0,0.06212121212121202,0.1901528013582343,0.875,,0.061395808186107736,-0.14927184466019416,-0.20340909090909087,-0.11265822784810131,-0.09431524547803616,-0.07123132810202093,0.125,0.1901528013582343,0.14736842105263157,0.14736842105263157,0.2449856733524356,1.0,2.0,1.0,0.1361079865016873,-0.4736842105263158,-0.1374335611237661,0.0,0.6666666666666666,4.0,0.1269841269841269
001260_20250926,001260,남광토건,2025-09-26,WATCH,NO_SETUP,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,215,8908.333333333334,8855.0,8295.384615384615,9023.85,-0.12778297474275024,-0.12252964426877466,-0.06333456973293772,-0.13894845326551308,0.006022962544701693,-0.08072667260818667,-0.01247113163972291,0.0007824386003041361,0.0027430377981307874,-0.0026139817629179385,-0.08575607972206989,7.0,-0.27383177570093453,-0.3651960784313726,-0.3651960784313726,0.0,0.0,15.0,-0.19481865284974098,-0.19585492227979273,0.2,3.0,1.0,4.0,-0.01270913770913771,-0.012276012276012277,-0.125140924464487,-0.09239766081871348,0.0,25.0,0.0012886597938144284,0.07172413793103449,0.875,0.09375358875358882,0.006864006864006942,-0.15174672489082974,-0.15635179153094458,-0.13666666666666671,0.02371541501976293,-0.03936327549729493,0.125,0.3058823529411765,0.10420841683366733,0.2893481717011129,0.26769626769626775,0.0,5.0,1.0,0.5319148936170213,-0.2516339869281045,0.2044707429322814,1.0,0.4166666666666667,7.0,0.0292134831460673
