sample_id,ticker,name,reference_date,weekly_stage_at_reference,human_label,human_confidence,source_cohort,source_reason,weekly_feature_status,weekly_feature_missing_count,completed_weekly_bars_at_reference,weekly_ma12,weekly_ma26,weekly_ma52,weekly_ma200,close_vs_wma12_pct,close_vs_wma26_pct,close_vs_wma52_pct,close_vs_wma200_pct,wma12_vs_wma26_pct,wma52_vs_wma200_pct,wma12_slope_1w,wma26_slope_1w,wma52_slope_1w,wma200_slope_1w,high_vs_wma200_pct,weeks_above_wma200_recent_12w,distance_to_prior_13w_high_pct,distance_to_prior_26w_high_pct,distance_to_prior_52w_high_pct,close_above_prior_26w_high,high_above_prior_26w_high,weeks_since_26w_close_breakout,post_breakout_min_close_vs_level_pct_26w,post_breakout_min_low_vs_level_pct_26w,post_breakout_close_hold_ratio_26w,weeks_closed_above_breakout_level_26w,higher_weekly_low_count_8w,higher_weekly_low_count_13w,weekly_low_slope_8w,weekly_low_slope_13w,rolling_low_4w_change,rolling_low_8w_change,weeks_since_13w_low,weeks_since_26w_low,distance_from_13w_low_pct,distance_from_26w_low_pct,weekly_down_week_ratio_8w,weekly_ma_spread_pct,wma12_wma26_gap_pct,weekly_return_4w,weekly_return_8w,weekly_return_13w,weekly_return_26w,recent_4w_return_vs_prior_12w,weekly_positive_ratio_8w,distance_from_52w_low_pct,range_position_26w,range_position_52w,recent_8w_max_runup,consecutive_positive_weeks,higher_low_after_breakout_count,close_back_below_breakout_level,MONTHLY_range_position_24m,MONTHLY_drawdown_from_12m_high,MONTHLY_close_vs_ma24_pct,MONTHLY_ma_alignment_score,MONTHLY_monthly_down_month_ratio_12m,MONTHLY_higher_monthly_low_count_12m,MONTHLY_recent_3m_return
001450_20260116,001450,현대해상,2026-01-16,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,7,231,28937.5,28217.30769230769,26028.846153846152,30169.5,-0.07386609071274297,-0.05022831050228305,0.029626893239748764,-0.11168564278493176,0.025523069583588853,-0.13724635297747223,-0.0031577436486293076,-0.001429154757043749,0.0010354263737888392,-0.0004224337151802482,-0.09179800792190784,4.0,-0.15323854660347547,-0.15323854660347547,-0.15323854660347547,0.0,0.0,,,,,,3.0,6.0,-0.006063432835820896,-0.002296211251435132,-0.05605786618444841,-0.009487666034155628,0.0,23.0,0.026819923371647514,0.050980392156862786,0.375,0.15450200918484505,0.026872847301951813,-0.11551155115511547,-0.032490974729241895,-0.007407407407407418,-0.037701974865350096,-0.032329452162462635,0.625,0.35080645161290325,0.21138211382113822,0.5893310753598645,0.1399253731343284,0.0,,,0.6462264150943396,-0.0268562401263823,0.0661282180716811,0.0,0.3333333333333333,6.0,0.0941385435168737
001540_20260213,001540,안국약품,2026-02-13,TRIGGER,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,235,8572.5,8180.0,7738.846153846154,8030.9,0.028871391076115582,0.0782396088019559,0.13970478604443115,0.09825797855782037,0.04798288508557458,-0.03636626606654858,0.006555772994129239,0.004202275839274794,0.006050000000000111,-0.0015726886760200065,0.10323874036533898,10.0,-0.045454545454545414,-0.045454545454545414,-0.045454545454545414,0.0,0.0,10.0,-0.07514450867052025,-0.09595375722543353,0.4,4.0,3.0,6.0,-0.00510204081632653,0.0057561486132914706,0.0012787723785165905,0.04685408299866123,4.0,14.0,0.12787723785166238,0.1807228915662651,0.375,0.09451857666143376,0.04450113378684807,0.101123595505618,-0.02433628318584069,0.050000000000000044,0.1122320302648172,0.020791890983460598,0.625,0.4157303370786516,0.7627118644067796,0.8604651162790697,0.135,1.0,5.0,0.0,0.7408637873754153,-0.0844155844155843,0.1257485029940119,1.0,0.3333333333333333,5.0,0.0777070063694267
001570_20240927,001570,금양,2024-09-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,PARTIAL,13,163,59383.333333333336,76823.07692307692,90328.84615384616,,-0.048554588829638035,-0.26454390707920294,-0.37450767494837245,,-0.2270117819832448,,-0.035854417534839644,-0.02873814733770974,-0.013400827574618246,,,,-0.3791208791208791,-0.540650406504065,-0.5786726323639075,0.0,0.0,,,,,,3.0,5.0,-0.026327433628318585,-0.03458134785568414,-0.08123569794050345,-0.36269841269841274,2.0,2.0,0.4072229140722292,0.4072229140722292,0.625,,0.30866802813705463,0.22030237580993517,-0.14781297134238314,-0.34302325581395354,-0.5112456747404844,0.10772402673452772,0.375,0.4072229140722292,0.20348475420037337,0.17402873869079297,0.46300715990453467,3.0,,,0.1913495756912127,-0.673943661971831,-0.3857379767827529,0.0,0.6666666666666666,5.0,-0.4441776710684273
001800_20250321,001800,오리온홀딩스,2025-03-21,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,6,188,15207.5,15641.538461538461,15299.807692307691,,0.03830346868321555,0.009491492082226882,0.032039115624882264,,-0.027749090193764148,,0.003409028426898386,0.00044280442804423004,0.0018006447063563247,,,,-0.01864512119328776,-0.07606787595084841,-0.07606787595084841,0.0,0.0,20.0,-0.11369047619047623,-0.12797619047619047,0.0,0.0,5.0,7.0,0.002454084863837872,-0.0016563550445754373,0.003364737550471064,0.014334470989761039,9.0,9.0,0.07781569965870316,0.07781569965870316,0.375,,0.027488186291226156,0.0,0.06044325050369381,0.01153106982703389,0.01153106982703389,0.002203625429836792,0.625,0.15255474452554751,0.4672131147540984,0.616519174041298,0.0590207914151577,1.0,10.0,1.0,0.4183908045977011,-0.1275599765944997,-0.0218942189421894,1.0,0.4166666666666667,6.0,-0.0756354618722876
002070_20260327,002070,비비안,2026-03-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,PARTIAL,7,241,10369.583333333334,12049.653846153846,14381.346153846154,21645.75,-0.2575400811668743,-0.3610604837036493,-0.464653731463033,-0.6443181686936235,-0.13942894412330165,-0.33560416461216847,-0.03579869048080275,-0.021461010363503452,-0.01019152118380462,-0.008859740540421823,-0.6041717196216347,0.0,-0.4348113346057848,-0.5006809780141384,-0.7301342493603,0.0,0.0,,,,,,3.0,4.0,-0.06635602026237174,-0.05681057479992406,-0.35391766268260294,-0.3727205746914717,1.0,1.0,0.1303773307884304,0.1303773307884304,0.5,1.4646274407931765,0.21821931586186671,-0.2844130495399201,-0.294769625354951,-0.3878021628498728,-0.4715854495538778,-0.05658941525935502,0.5,0.1303773307884304,0.10315985130111524,0.04088774288608527,0.6022107177836855,1.0,,,0.0120642686384611,-0.6228749693294542,-0.3261287687606183,-1.0,0.75,3.0,-0.186588039615937
002170_20250321,002170,SYTS,2025-03-21,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,13,188,48287.5,48625.0,48519.230769230766,,-0.00906031581672273,-0.01593830334190227,-0.013793103448275779,,-0.0069408740359897525,,-0.0031825219335970267,0.001703510022977417,-0.0012074186971755552,,,,-0.09203036053130931,-0.09203036053130931,-0.09203036053130931,0.0,0.0,,,,,,2.0,4.0,-0.003787878787878788,-0.004420866489832007,-0.0021505376344086446,-0.04033092037228547,1.0,25.0,0.03125,0.058628318584070804,0.625,,0.007053291536050157,0.0010460251046024993,-0.017453798767967155,-0.05247524752475252,0.04704595185995619,0.00395031928662524,0.375,0.10000000000000009,0.35333333333333333,0.47282608695652173,0.04086021505376336,2.0,,,0.3364485981308411,-0.1062618595825426,-0.0434929768150278,-1.0,0.5833333333333334,5.0,-0.058
002460_20250509,002460,HS화성,2025-05-09,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_EARLY,PARTIAL,6,195,9625.833333333334,9571.923076923076,9378.846153846154,,0.04718206215912035,0.053079921244023165,0.07475907320073816,,0.005632123866543548,,0.005308964316797171,0.002214884020618424,0.00047182390711242306,,,,-0.007874015748031482,-0.01658536585365855,-0.01658536585365855,0.0,0.0,20.0,-0.04795918367346941,-0.08571428571428574,0.2,4.0,4.0,6.0,0.006820436507936508,0.004578754578754579,0.018599562363238453,0.02008928571428581,9.0,21.0,0.125,0.21153846153846145,0.5,,0.005348239723239853,0.06666666666666665,0.039175257731958846,0.06779661016949157,0.057712486883525704,0.01914174800853825,0.375,0.21153846153846145,0.9119170984455959,0.9119170984455959,0.06666666666666665,1.0,9.0,0.0,0.5379537953795379,-0.0292682926829268,0.0131952989095847,0.0,0.5,4.0,0.0268317853457171
003060_20260327,003060,에이프로젠바이오로직스,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,PARTIAL,7,241,402.0,495.2692307692308,575.3269230769231,1911.29797979798,-0.24129353233830841,-0.3841733322978955,-0.46986663101246784,-0.8404225802445321,-0.18832026093034093,-0.6989862757361707,-0.045886075949367,-0.02358204428268118,-0.015629112924453792,-0.012303243368802286,-0.7823468635466405,0.0,-0.4795221843003413,-0.5399698340874812,-0.6334134615384616,0.0,0.0,,,,,,1.0,3.0,-0.08073770491803278,-0.06229508196721312,-0.12543554006968638,-0.45434782608695656,1.0,1.0,0.21513944223107573,0.21513944223107573,0.875,4.948517966550754,0.30580075662042877,-0.07012195121951215,-0.43518518518518523,-0.43830570902394106,-0.5048701298701299,0.035944521088754844,0.125,0.21513944223107573,0.13106796116504854,0.10207939508506617,0.7463235294117647,0.0,,,0.0274614869390488,-0.6095238095238096,-0.5810537519957424,-1.0,0.5,2.0,-0.4373927958833619
003100_20250822,003100,선광,2025-08-22,WATCH,FALSE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,210,20461.666666666668,18430.76923076923,16943.26923076923,49296.85,-0.07290054573592908,0.029257095158597757,0.11961863685375396,-0.6151883943903109,0.11019059543683918,-0.6563011788629652,-0.006192577002468891,0.006701539883615881,0.0029369244254213722,-0.0035605279647484833,-0.5942945644600011,0.0,-0.1823275862068966,-0.1823275862068966,-0.1823275862068966,0.0,0.0,6.0,-0.1322654462242563,-0.1496567505720824,0.0,0.0,2.0,4.0,-0.008697944122298365,0.0026762904991687276,-0.063508064516129,0.14904143475572051,0.0,19.0,0.020990312163616798,0.29753761969904247,0.625,1.7055129556790072,0.10705837827609054,-0.05621890547263686,-0.05149999999999999,0.013896312132549493,0.20215462610899881,-0.0328726583871905,0.375,0.3387438249823571,0.506993006993007,0.53156146179402,0.19725738396624481,0.0,1.0,1.0,0.5968992248062015,-0.1568965517241379,0.1242994683144129,0.0,0.6666666666666666,6.0,0.2014742014742014
003120_20260327,003120,일성아이에스,2026-03-27,WATCH,NO_SETUP,LOW,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,241,23047.5,23089.23076923077,22298.653846153848,20725.555,0.008786202408070265,0.006962953091684376,0.04266383793433537,0.12180349332020302,-0.0018073694029850929,0.07590140993347805,0.0065509335080249365,-0.0006658676255160145,0.006877328262172133,0.0017034544190008827,0.1435158189973682,11.0,-0.20648464163822522,-0.20648464163822522,-0.26073131955484896,0.0,0.0,5.0,-0.11583011583011582,-0.21235521235521237,0.0,0.0,4.0,7.0,0.00913978494623656,0.002315963606286187,-0.07482993197278909,0.04081632653061229,10.0,10.0,0.18622448979591844,0.18622448979591844,0.375,0.10166347394540944,0.001794871794871807,-0.06999999999999995,0.06164383561643838,0.028761061946902755,-0.016913319238900604,-0.02389025469974378,0.625,0.603448275862069,0.37628865979381443,0.5162241887905604,0.17897091722595082,0.0,2.0,1.0,0.6194690265486725,-0.205087440381558,0.274778507234368,1.0,0.3333333333333333,6.0,0.0683760683760683
003480_20250207,003480,한진중공업홀딩스,2025-02-07,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,13,182,3598.3333333333335,3535.9615384615386,3505.8653846153848,,-0.02732746641963879,-0.010170228966117412,-0.0016730204876443944,,0.01763927412483457,,-0.0003472624146313441,0.00032642402480820287,0.0012907123633767448,,,,-0.07894736842105265,-0.07894736842105265,-0.09677419354838712,0.0,0.0,,,,,,3.0,6.0,0.0066071428571428574,0.0013186813186813185,-0.024079320113314484,0.05674846625766872,8.0,21.0,0.07361963190184051,0.07526881720430101,0.625,,0.017820512820512835,-0.04502046384720326,-0.02777777777777779,-0.012693935119887145,0.008645533141210304,-0.01673215160152433,0.25,0.10935023771790808,0.44954128440366975,0.4791666666666667,0.04857142857142849,0.0,,,0.3306451612903225,-0.0967741935483871,-0.002967359050445,1.0,0.5,6.0,0.0057471264367816
003490_20250905,003490,대한항공,2025-09-05,SETUP,GOOD_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,212,24008.333333333332,22838.46153846154,23231.73076923077,24128.85,-0.01492537313432829,0.0355338497810711,0.018004221679566168,-0.019845537603325414,0.0512237565959357,-0.03718035591291047,0.007694998251136731,-0.0010094212651412526,0.0011602370198484646,-0.0013347902206439777,-0.013628913106094931,6.0,-0.11588785046728967,-0.11588785046728967,-0.11588785046728967,0.0,0.0,7.0,-0.08284023668639051,-0.09467455621301779,0.0,0.0,2.0,6.0,0.0,0.0030899333224914624,0.017429193899782147,0.09026128266033262,11.0,21.0,0.12351543942992871,0.18309154577288633,0.625,0.05456187998048455,0.049466037838130784,-0.020703933747411973,-0.048289738430583484,0.037280701754385914,-0.024742268041237137,-0.012259331533661866,0.375,0.18309154577288633,0.5414201183431953,0.5414201183431953,0.11612903225806459,0.0,2.0,1.0,0.601593625498008,-0.1121495327102803,0.0504008108357134,0.0,0.3333333333333333,6.0,0.0555555555555555
006260_20200925,006260,LS,2020-09-25,WATCH,BORDERLINE_TRIGGER,LOW,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,331,45937.5,40586.53846153846,41647.11538461538,59080.90452261306,0.11238095238095247,0.25903814262023217,0.2269757347678527,-0.1350843320206513,0.13184079601990062,-0.29508331463214044,0.028451492537313383,0.02173702556158008,0.0018504383225776966,-0.0009941540343960664,0.005400991741160821,3.0,-0.2853146853146853,-0.2853146853146853,-0.2853146853146853,0.0,0.0,3.0,0.1243124312431243,0.11771177117711762,1.0,3.0,3.0,7.0,0.023116438356164382,0.02446183953033268,0.12368421052631584,0.12259970457902503,12.0,25.0,0.5096011816838995,0.8856088560885609,0.375,0.36192497184099026,0.1047154899894626,0.20803782505910173,0.21811680572109649,0.4517045454545454,0.7835951134380454,0.059479719838293615,0.5,1.1247401247401245,0.5405405405405406,0.5700737618545838,0.5140664961636829,0.0,2.0,0.0,0.4330949948927477,-0.1281310211946049,-0.0245216922662354,-1.0,0.5,6.0,0.2098930481283423
