feature_name,count,missing_count,mean,median,std,min,max,p25,p75,BORDERLINE_TRIGGER_n,BORDERLINE_TRIGGER_median,BORDERLINE_TRIGGER_iqr,FALSE_TRIGGER_n,FALSE_TRIGGER_median,FALSE_TRIGGER_iqr,GOOD_TRIGGER_n,GOOD_TRIGGER_median,GOOD_TRIGGER_iqr,NO_SETUP_n,NO_SETUP_median,NO_SETUP_iqr,TOO_EARLY_n,TOO_EARLY_median,TOO_EARLY_iqr,TOO_EXTENDED_n,TOO_EXTENDED_median,TOO_EXTENDED_iqr,TOO_LATE_n,TOO_LATE_median,TOO_LATE_iqr,STAGE_EXTENDED_n,STAGE_EXTENDED_median,STAGE_EXTENDED_iqr,STAGE_SETUP_n,STAGE_SETUP_median,STAGE_SETUP_iqr,STAGE_TREND_n,STAGE_TREND_median,STAGE_TREND_iqr,STAGE_TRIGGER_n,STAGE_TRIGGER_median,STAGE_TRIGGER_iqr,STAGE_WATCH_n,STAGE_WATCH_median,STAGE_WATCH_iqr,GROUP_POSITIVE_STRUCTURE_n,GROUP_POSITIVE_STRUCTURE_median,GROUP_POSITIVE_STRUCTURE_iqr,GROUP_FAILED_STRUCTURE_n,GROUP_FAILED_STRUCTURE_median,GROUP_FAILED_STRUCTURE_iqr,GROUP_EARLY_OR_NONE_n,GROUP_EARLY_OR_NONE_median,GROUP_EARLY_OR_NONE_iqr,GROUP_LATE_OR_EXTENDED_n,GROUP_LATE_OR_EXTENDED_median,GROUP_LATE_OR_EXTENDED_iqr,cliffs_delta_GOOD_TRIGGER_vs_NO_SETUP,median_diff_GOOD_TRIGGER_vs_NO_SETUP,standardized_effect_GOOD_TRIGGER_vs_NO_SETUP,cliffs_delta_GOOD_TRIGGER_vs_TOO_EARLY,median_diff_GOOD_TRIGGER_vs_TOO_EARLY,standardized_effect_GOOD_TRIGGER_vs_TOO_EARLY,cliffs_delta_GOOD_TRIGGER_vs_FALSE_TRIGGER,median_diff_GOOD_TRIGGER_vs_FALSE_TRIGGER,standardized_effect_GOOD_TRIGGER_vs_FALSE_TRIGGER,cliffs_delta_GOOD_TRIGGER_vs_TOO_EXTENDED,median_diff_GOOD_TRIGGER_vs_TOO_EXTENDED,standardized_effect_GOOD_TRIGGER_vs_TOO_EXTENDED,cliffs_delta_SETUP_GOOD_vs_WATCH_EARLY_NONE,median_diff_SETUP_GOOD_vs_WATCH_EARLY_NONE,standardized_effect_SETUP_GOOD_vs_WATCH_EARLY_NONE,n_SETUP_GOOD,n_WATCH_EARLY_NONE,cliffs_delta_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE,median_diff_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE,standardized_effect_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE
high_vs_wma200_pct,30,10,0.6153371572848542,-0.01276909191053599,2.1692087186109545,-0.7823468635466405,9.466857317220287,-0.22551610954153814,0.3201754941701127,3,-0.01190927071497705,0.2510923112012383,3,-0.23528747752753076,0.34007410281493744,8,0.17493075877370945,0.5148636336824244,6,-0.530892676108931,0.516465190738157,6,-0.09694863982531593,0.17653357733395694,3,1.9198679330902717,2.7421607934478827,1,9.466857317220287,0.0,3,1.9198679330902717,2.7421607934478827,8,-0.01276909191053599,0.32543666757500667,2,5.556396767045843,3.910460550174444,1,0.10323874036533898,0.0,16,-0.21574474155554552,0.5239760341732483,11,0.005400991741160821,0.34939500784095423,3,-0.23528747752753076,0.34007410281493744,12,-0.17449297372375383,0.46390629172155595,4,4.365214585120688,5.703174394786862,0.75,0.7058234348826404,1.1912297057834624,0.5833333333333334,0.2718793985990254,0.6344818900431954,0.75,0.4102182363012402,1.0268257150930338,-0.9166666666666666,-1.7449371743165623,-1.2106832247262398,0.6363636363636364,0.31269893762155276,0.7546268648938642,6,11,0.5454545454545454,0.17989396546491465,0.5040343330088902
weeks_above_wma200_recent_12w,30,10,5.333333333333333,4.5,5.155066696336544,0.0,12.0,0.0,11.75,3,3.0,2.0,3,0.0,4.0,8,11.0,6.5,6,0.0,5.25,6,0.0,3.75,3,12.0,3.0,1,12.0,0.0,3,12.0,3.0,8,5.0,9.0,2,12.0,0.0,1,10.0,0.0,16,0.0,5.5,11,6.0,8.5,3,0.0,4.0,12,0.0,5.5,4,12.0,1.5,0.625,11.0,0.9361702127659575,0.5833333333333334,11.0,0.9166666666666666,0.6666666666666666,11.0,1.1,-0.20833333333333334,-1.0,-0.16666666666666666,0.5151515151515151,9.0,0.8181818181818182,6,11,0.4696969696969697,6.0,0.5714285714285714
distance_to_prior_13w_high_pct,40,0,-0.18221047971244592,-0.14895969883365262,0.13546184485659887,-0.480355819125278,0.08737864077669899,-0.26583811659567125,-0.08896814192220984,6,-0.08744372943433948,0.07624732242344301,4,-0.18222908519966824,0.025981788138922796,9,-0.11588785046728967,0.08804949836357978,9,-0.3791208791208791,0.19375527539072734,8,-0.09353751982698688,0.06939272203776589,3,-0.17690875232774672,0.09672664329777941,1,-0.22516556291390732,0.0,3,-0.17690875232774672,0.09672664329777941,10,-0.10179077982284113,0.07391036027485756,2,-0.18041918287422198,0.04474638003968534,1,-0.045454545454545414,0.0,24,-0.18222908519966824,0.19525142136050339,15,-0.11308900523560206,0.08604277767844587,4,-0.18222908519966824,0.025981788138922796,17,-0.20648464163822522,0.2870905185895698,4,-0.20103715762082702,0.08455592958851016,0.7037037037037037,0.26323302865358944,1.0191960838461493,-0.05555555555555555,-0.022350330640302785,-0.3019619643136808,0.6111111111111112,0.06634123473237857,0.9608881450097281,0.4074074074074074,0.061020901860457055,0.9177044057828109,0.3392857142857143,0.1189412521321147,0.5104294518090784,7,16,0.3568627450980392,0.09339563640262316,0.4706795386279677
distance_to_prior_26w_high_pct,40,0,-0.22743807727511528,-0.1850204483935507,0.15857856187869623,-0.540650406504065,0.08737864077669899,-0.354468662464986,-0.11506714835466894,6,-0.1640687022900763,0.1757411365251863,4,-0.1850204483935507,0.06497288201876536,9,-0.13567280283453664,0.07717067065262706,9,-0.480355819125278,0.17302048207818155,8,-0.17417528791723597,0.1623417419076812,3,-0.17690875232774672,0.09672664329777941,1,-0.22516556291390732,0.0,3,-0.17690875232774672,0.09672664329777941,10,-0.13544056158655876,0.047121461582214835,2,-0.18041918287422198,0.04474638003968534,1,-0.045454545454545414,0.0,24,-0.2601023976023976,0.26121221742381956,15,-0.13567280283453664,0.10698409052123176,4,-0.1850204483935507,0.06497288201876536,17,-0.3651960784313726,0.33567496806144825,4,-0.20103715762082702,0.08455592958851016,0.7530864197530864,0.3446830162907414,0.9864200044213014,0.3333333333333333,0.03850248508269932,0.3448826974700211,0.6111111111111112,0.04934764555901405,0.7427429535905917,0.4074074074074074,0.04123594949321008,0.6466023568930026,0.5714285714285714,0.2211253828937837,0.7779685843698824,7,16,0.5058823529411764,0.22952327559683594,0.8825400868466979
distance_to_prior_52w_high_pct,40,0,-0.27816912918608117,-0.2225463294520934,0.20088012700689423,-0.7301342493603,0.08737864077669899,-0.4040109603778977,-0.12672702037726324,6,-0.20372604494741897,0.24028430102555307,4,-0.2898979703186382,0.29284556995767386,9,-0.13567280283453664,0.0869155494635162,9,-0.5786726323639075,0.2514088924834873,8,-0.2423067823185721,0.2429397960052974,3,-0.17690875232774672,0.09672664329777941,1,-0.22516556291390732,0.0,3,-0.17690875232774672,0.09672664329777941,10,-0.1473509806188109,0.07960402857303897,2,-0.18041918287422198,0.04474638003968534,1,-0.045454545454545414,0.0,24,-0.36986910148674856,0.3320191200138055,15,-0.13567280283453664,0.16044191538436037,4,-0.2898979703186382,0.29284556995767386,17,-0.37454212454212454,0.35874553637362805,4,-0.20103715762082702,0.08455592958851016,0.7530864197530864,0.4429998295293709,1.0224818904610116,0.5555555555555556,0.10663397948403547,0.7166328611690874,0.6111111111111112,0.15422516748410153,1.6668780728079662,0.3333333333333333,0.04123594949321008,0.502308444921807,0.6607142857142857,0.24585190477781255,0.7450051805400973,7,16,0.5686274509803921,0.2388693217075879,0.7746127236360265
close_above_prior_26w_high,40,0,0.025,0.0,0.15811388300841897,0.0,1.0,0.0,0.0,6,0.0,0.0,4,0.0,0.0,9,0.0,0.0,9,0.0,0.0,8,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,10,0.0,0.0,2,0.0,0.0,1,0.0,0.0,24,0.0,0.0,15,0.0,0.0,4,0.0,0.0,17,0.0,0.0,4,0.0,0.0,-0.1111111111111111,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.0625,0.0,,7,16,-0.058823529411764705,0.0,
high_above_prior_26w_high,40,0,0.025,0.0,0.15811388300841897,0.0,1.0,0.0,0.0,6,0.0,0.0,4,0.0,0.0,9,0.0,0.0,9,0.0,0.0,8,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,10,0.0,0.0,2,0.0,0.0,1,0.0,0.0,24,0.0,0.0,15,0.0,0.0,4,0.0,0.0,17,0.0,0.0,4,0.0,0.0,-0.1111111111111111,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.0625,0.0,,7,16,-0.058823529411764705,0.0,
weeks_since_26w_close_breakout,20,20,8.9,6.5,7.580445758313744,0.0,24.0,3.0,12.75,2,11.5,8.5,2,4.0,2.0,6,8.5,6.75,4,7.0,6.75,2,17.0,7.0,3,4.0,9.5,1,1.0,0.0,3,4.0,9.5,4,9.5,7.75,2,1.0,0.0,1,10.0,0.0,10,7.5,10.25,8,8.5,10.25,2,4.0,2.0,6,9.5,7.75,4,3.5,6.0,0.16666666666666666,1.5,0.20689655172413793,-0.5833333333333334,-8.5,-1.096774193548387,0.5,4.5,0.6428571428571429,0.05555555555555555,4.5,0.5625,0.0,0.0,0.0,4,6,-0.0625,-1.0,-0.1
post_breakout_min_close_vs_level_pct_26w,19,21,-0.07105880464443426,-0.08284023668639051,0.14370124642266494,-0.2991967871485943,0.34672304439746293,-0.14636194947315967,-0.04873206708425948,2,0.038176623784827446,0.08613580745829685,2,-0.0930107618712872,0.03925468435296908,6,-0.07899237267845538,0.05006307627553758,3,-0.19481865284974098,0.09168333565923925,2,-0.1784295867176302,0.07575101528905881,3,0.03756476683937815,0.2608909339634373,1,-0.06212424849699394,0.0,3,0.03756476683937815,0.2608909339634373,4,-0.09826535643843337,0.050876055184817665,2,-0.0006673228752748228,0.061456925621719116,1,-0.07514450867052025,0.0,9,-0.11583011583011582,0.14106257533142286,8,-0.0623247295827849,0.06978080949392096,2,-0.0930107618712872,0.03925468435296908,5,-0.19481865284974098,0.1383504861765732,4,-0.012279740828807895,0.20521222848399773,0.8888888888888888,0.1158262801712856,1.3576477029512155,0.6666666666666666,0.09943721403917483,1.7553572101766106,0.16666666666666666,0.014018389192831826,0.21356173200687664,-0.2222222222222222,-0.11655713951783353,-0.7705990032677926,0.7,0.09655329641130761,1.0478967993306338,4,5,0.85,0.13249392326695608,1.1941391718836452
post_breakout_min_low_vs_level_pct_26w,19,21,-0.11262582363595265,-0.09595375722543353,0.11117537045898304,-0.3373493975903614,0.11771177117711762,-0.18773234451373672,-0.07326732673267328,2,0.015998742731415938,0.10171302844570168,2,-0.10331567241676776,0.04634107815531463,6,-0.09531415671922566,0.05068666729695118,3,-0.21235521235521237,0.07074723765528435,2,-0.19255653766523334,0.0794612995699952,3,-0.09196891191709844,0.13017435642333042,1,-0.094188376753507,0.0,3,-0.09196891191709844,0.13017435642333042,4,-0.11132537334460413,0.05704907072236501,2,-0.030860740608239512,0.06332763614526749,1,-0.09595375722543353,0.0,9,-0.1496567505720824,0.12664092664092663,8,-0.09019442096365177,0.06646081360908415,2,-0.10331567241676776,0.04634107815531463,5,-0.21235521235521237,0.07616291495543581,4,-0.09307864433530272,0.06675177683897163,1.0,0.11704105563598671,1.1567565940485367,0.6666666666666666,0.09724238094600768,1.7045392626857574,0.0,0.008001515697542094,0.10880878344174026,-0.2222222222222222,-0.003345244802127223,-0.049813175781039686,0.8,0.10102983901060825,1.017830598525026,4,5,0.9,0.12216079139156061,1.1091346046370862
post_breakout_close_hold_ratio_26w,19,21,0.34912280701754383,0.2,0.407812354127897,0.0,1.0,0.0,0.625,2,0.6,0.4,2,0.25,0.25,6,0.24166666666666667,0.6416666666666666,3,0.0,0.1,2,0.0,0.0,3,1.0,0.25,1,0.0,0.0,3,1.0,0.25,4,0.041666666666666664,0.25,2,0.5,0.5,1,0.4,0.0,9,0.0,0.2,8,0.30000000000000004,0.75,2,0.25,0.25,5,0.0,0.0,4,0.75,0.625,0.4444444444444444,0.24166666666666667,0.6041666666666666,0.6666666666666666,0.24166666666666667,0.4957264957264957,0.16666666666666666,-0.008333333333333331,-0.014814814814814812,-0.6666666666666666,-0.7583333333333333,-0.8272727272727273,0.3,0.041666666666666664,0.5,4,5,0.625,0.30000000000000004,0.7500000000000001
weeks_closed_above_breakout_level_26w,19,21,2.0,1.0,2.70801280154532,0.0,11.0,0.0,3.0,2,3.5,0.5,2,0.5,0.5,6,1.0,2.25,3,0.0,1.5,2,0.0,0.0,3,4.0,4.0,1,0.0,0.0,3,4.0,4.0,4,0.5,1.5,2,0.5,0.5,1,4.0,0.0,9,0.0,3.0,8,2.0,2.5,2,0.5,0.5,5,0.0,0.0,4,3.5,3.5,0.2777777777777778,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,-0.7777777777777778,-3.0,-1.0,0.25,0.5,0.5,4,5,0.55,2.0,0.6666666666666666
