feature_name,count,missing_count,mean,median,std,min,max,p25,p75,BORDERLINE_TRIGGER_n,BORDERLINE_TRIGGER_median,BORDERLINE_TRIGGER_iqr,FALSE_TRIGGER_n,FALSE_TRIGGER_median,FALSE_TRIGGER_iqr,GOOD_TRIGGER_n,GOOD_TRIGGER_median,GOOD_TRIGGER_iqr,NO_SETUP_n,NO_SETUP_median,NO_SETUP_iqr,TOO_EARLY_n,TOO_EARLY_median,TOO_EARLY_iqr,TOO_EXTENDED_n,TOO_EXTENDED_median,TOO_EXTENDED_iqr,TOO_LATE_n,TOO_LATE_median,TOO_LATE_iqr,STAGE_EXTENDED_n,STAGE_EXTENDED_median,STAGE_EXTENDED_iqr,STAGE_SETUP_n,STAGE_SETUP_median,STAGE_SETUP_iqr,STAGE_TREND_n,STAGE_TREND_median,STAGE_TREND_iqr,STAGE_TRIGGER_n,STAGE_TRIGGER_median,STAGE_TRIGGER_iqr,STAGE_WATCH_n,STAGE_WATCH_median,STAGE_WATCH_iqr,GROUP_POSITIVE_STRUCTURE_n,GROUP_POSITIVE_STRUCTURE_median,GROUP_POSITIVE_STRUCTURE_iqr,GROUP_FAILED_STRUCTURE_n,GROUP_FAILED_STRUCTURE_median,GROUP_FAILED_STRUCTURE_iqr,GROUP_EARLY_OR_NONE_n,GROUP_EARLY_OR_NONE_median,GROUP_EARLY_OR_NONE_iqr,GROUP_LATE_OR_EXTENDED_n,GROUP_LATE_OR_EXTENDED_median,GROUP_LATE_OR_EXTENDED_iqr,cliffs_delta_GOOD_TRIGGER_vs_NO_SETUP,median_diff_GOOD_TRIGGER_vs_NO_SETUP,standardized_effect_GOOD_TRIGGER_vs_NO_SETUP,cliffs_delta_GOOD_TRIGGER_vs_TOO_EARLY,median_diff_GOOD_TRIGGER_vs_TOO_EARLY,standardized_effect_GOOD_TRIGGER_vs_TOO_EARLY,cliffs_delta_GOOD_TRIGGER_vs_FALSE_TRIGGER,median_diff_GOOD_TRIGGER_vs_FALSE_TRIGGER,standardized_effect_GOOD_TRIGGER_vs_FALSE_TRIGGER,cliffs_delta_GOOD_TRIGGER_vs_TOO_EXTENDED,median_diff_GOOD_TRIGGER_vs_TOO_EXTENDED,standardized_effect_GOOD_TRIGGER_vs_TOO_EXTENDED,cliffs_delta_SETUP_GOOD_vs_WATCH_EARLY_NONE,median_diff_SETUP_GOOD_vs_WATCH_EARLY_NONE,standardized_effect_SETUP_GOOD_vs_WATCH_EARLY_NONE,n_SETUP_GOOD,n_WATCH_EARLY_NONE,cliffs_delta_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE,median_diff_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE,standardized_effect_POSITIVE_STRUCTURE_vs_EARLY_OR_NONE
daily_return_5d,40,0,-0.018261850832370367,-0.011960584437648636,0.0668226238443052,-0.176056338028169,0.22118380062305287,-0.05351022851637485,0.009980891719745255,6,-0.009270704573547617,0.037033944361863164,4,-0.04898203816685087,0.03229927653628897,9,-0.005471956224350261,0.01967592592592593,9,-0.0038461538461538325,0.08940860774720372,8,0.006074990986660311,0.026024702825079793,3,-0.06566200215285256,0.07527562917020042,1,-0.176056338028169,0.0,3,-0.06566200215285256,0.07527562917020042,10,-0.0048412412700698515,0.017091101000878794,2,-0.11406774332365233,0.061988594704516675,1,0.050000000000000044,0.0,24,-0.0059972816853550714,0.0595107844077849,15,-0.005471956224350261,0.03143702434635587,4,-0.04898203816685087,0.03229927653628897,17,-0.0037735849056603765,0.05033852105864767,4,-0.11808445729762446,0.11765885369870122,-0.08641975308641975,-0.0016258023781964281,-0.023355243983650912,-0.2222222222222222,-0.011546947211010572,-0.31055635012321453,0.7777777777777778,0.04351008194250061,0.908947862898053,0.8518518518518519,0.0601900459285023,1.1714377738066746,-0.17857142857142858,-0.005697876435943883,-0.1256669577679788,7,16,-0.1843137254901961,-0.0016983713186898841,-0.034449986529397646
daily_return_10d,40,0,-0.008027207497166533,-0.02258032794945547,0.10055617667405203,-0.20735097292288684,0.36111111111111116,-0.06392226921765334,0.03703069724980029,6,-0.03631413805832412,0.04512805068745676,4,-0.04922706174697994,0.05655842052575022,9,-0.015116279069767424,0.12578143865203517,9,-0.027196652719665315,0.1940748521630875,8,0.005257996273309307,0.05354696623025074,3,-0.004149377593360981,0.07557799585960584,1,-0.042944785276073594,0.0,3,-0.004149377593360981,0.07557799585960584,10,-0.029983388704318936,0.08615467931518822,2,0.023905363100370836,0.06685014837644443,1,0.042553191489361764,0.0,24,-0.027021145151778947,0.0969704244390115,15,-0.02777777777777779,0.09135648230983506,4,-0.04922706174697994,0.05655842052575022,17,-0.015873015873015928,0.12388320090919058,4,-0.023547081434717287,0.06688555369183738,-0.08641975308641975,0.01208037364989789,0.08739761967996046,-0.08333333333333333,-0.02037427534307673,-0.22428025341137092,0.2222222222222222,0.034110782677212514,0.27713570596518616,-0.18518518518518517,-0.010966901476406443,-0.09131783837289438,-0.23214285714285715,-0.03119572133656634,-0.25067275552623525,7,16,-0.15294117647058825,-0.011904761904761862,-0.11565017565580696
daily_return_20d,40,0,0.43707816265780197,-0.013247914140100792,2.5615401396336086,-0.37011294526498695,16.043478260869566,-0.08058572992564059,0.05495621577986798,6,0.01404678741127341,0.11078887991581948,4,-0.02236202185792352,0.09086751832676407,9,-0.012526096033402934,0.07077288746824029,9,-0.11849710982658956,0.08404310838628737,8,-0.006959539582612639,0.04749681316264706,3,0.054892601431980825,1.2030451760045375,1,0.4113389626055488,0.0,3,0.054892601431980825,1.2030451760045375,10,-0.013247914140100792,0.061552186922686325,2,0.2954845065266075,0.11585445607894129,1,0.101123595505618,0.0,24,-0.04543583410517649,0.15462752873690253,15,-0.012526096033402934,0.10863518816762452,4,-0.02236202185792352,0.09086751832676407,17,-0.039381153305203975,0.15405619371300072,4,0.23311578201876482,0.8688573588824448,0.5555555555555556,0.10597101379318663,0.7883765635181925,0.0,-0.005566556450790294,-0.07952973557067179,0.16666666666666666,0.009835925824520586,0.11978634656431197,-0.25925925925925924,-0.06741869746538376,-0.6082632933749781,0.19642857142857142,0.04594005302553211,0.44763179845105755,7,16,0.3176470588235294,0.02685505727180104,0.20424714029498148
recent_5d_max_runup,40,0,0.05683579458477219,0.04553407643271157,0.05712781323893817,0.008528784648187626,0.3285198555956679,0.02053839016612502,0.06961152882205507,6,0.02155656527241223,0.025597821612314664,4,0.05435710869713739,0.04243644117495382,9,0.03399765533411481,0.02843722660596426,9,0.05920205920205923,0.08815681345772708,8,0.013460275117950338,0.03646499679262494,3,0.09885057471264358,0.1297570038212258,1,0.15598290598290587,0.0,3,0.09885057471264358,0.1297570038212258,10,0.028079223310221835,0.03358427006560727,2,0.10354502217976058,0.05243788380314529,1,0.03399765533411481,0.0,24,0.04553407643271157,0.05337171901093962,15,0.030683403068340276,0.03589786510376858,4,0.05435710869713739,0.04243644117495382,17,0.04883720930232549,0.051215020761870456,4,0.12741674034777473,0.10772775036330962,-0.30864197530864196,-0.025204403867944425,-0.6849964957377682,0.3333333333333333,0.02053738021616447,0.5433291031128262,-0.3888888888888889,-0.020359453363022584,-0.5859923454190475,-1.0,-0.06485291937852877,-1.6933893405923868,-0.08928571428571429,-0.01850584378465736,-0.42956856810420585,7,16,-0.09803921568627451,-0.018153806233985215,-0.3955857973629741
recent_10d_max_runup,40,0,0.12437470453641505,0.08119982789353986,0.13255073782804902,0.018181818181818077,0.651624548736462,0.04960983282956016,0.1311689546769616,6,0.0560483192570409,0.09153162580443097,4,0.09265979118920298,0.02844521764808522,9,0.09168443496801704,0.07179468484511764,9,0.07862068965517244,0.17621910710463617,8,0.04541097106337644,0.04179128558971745,3,0.1610169491525424,0.2763869870119092,1,0.25213675213675213,0.0,3,0.1610169491525424,0.2763869870119092,10,0.07408394169150956,0.05943226536272972,2,0.1951547516799681,0.05698200045678403,1,0.06393244873341386,0.0,24,0.07475233947007542,0.07854305897177916,15,0.07787610619469021,0.0830985797289292,4,0.09265979118920298,0.02844521764808522,17,0.06115702479338836,0.08265012598764665,4,0.20657685064464726,0.20653334574411192,-0.08641975308641975,0.013063745312844599,0.1547724998093305,0.5555555555555556,0.0462734639046406,0.5598716680910673,0.16666666666666666,-0.0009753562211859412,-0.021014163237765587,-0.6296296296296297,-0.06933251418452535,-0.8123539429389351,0.14285714285714285,0.025663927928833652,0.336668622079577,7,16,0.043137254901960784,0.01671908140130185,0.19551614960563937
consecutive_positive_days,40,0,0.55,0.0,1.01147265068163,0.0,5.0,0.0,1.0,6,0.0,0.75,4,0.0,0.5,9,1.0,2.0,9,0.0,1.0,8,0.0,0.0,3,0.0,0.5,1,0.0,0.0,3,0.0,0.5,10,0.0,1.0,2,0.5,0.5,1,5.0,0.0,24,0.0,0.25,15,0.0,1.0,4,0.0,0.5,17,0.0,0.0,4,0.0,0.25,0.2839506172839506,1.0,1.0,0.4166666666666667,1.0,1.0,0.2777777777777778,1.0,0.5,0.3333333333333333,1.0,0.8,0.19642857142857142,0.0,0.0,7,16,0.23137254901960785,0.0,0.0
distance_to_prior_10d_high_pct,40,0,-0.08989613090026045,-0.08513153773880366,0.07069061356840713,-0.26682692307692313,0.008000000000000007,-0.1204443831191859,-0.03605207189743634,6,-0.047260388340250925,0.07892977537287077,4,-0.08446874284405775,0.043619610070767645,9,-0.08155339805825246,0.08278104082334581,9,-0.09671532846715325,0.024982254120987424,8,-0.036532645845223366,0.033145270995599774,3,-0.1124497991967871,0.0707730073856373,1,-0.22516556291390732,0.0,3,-0.1124497991967871,0.0707730073856373,10,-0.04941268021621964,0.06858272932805298,2,-0.18041918287422198,0.04474638003968534,1,0.008000000000000007,0.0,24,-0.07844574780058655,0.08326890826860617,15,-0.06045751633986929,0.08717445429397808,4,-0.08446874284405775,0.043619610070767645,17,-0.05652173913043479,0.06299817224186965,4,-0.16880768105534721,0.11992332648065882,0.20987654320987653,0.015161930408900792,0.19502630937082366,-0.3333333333333333,-0.04502075221302909,-0.572777943463869,0.1111111111111111,0.002915344785805296,0.036072873418894834,0.4074074074074074,0.030896401138534646,0.3616549660239331,-0.08928571428571429,-0.008937689783357627,-0.11480043629762673,7,16,-0.00392156862745098,-0.003935777209434499,-0.04892859649910697
distance_to_prior_20d_high_pct,40,0,-0.12098686470296491,-0.1001378479215505,0.09625604035521544,-0.3803418803418803,0.008000000000000007,-0.1715749007735749,-0.05637435519528372,6,-0.07553078556263271,0.11017736385051136,4,-0.09821935524572584,0.0709981121794806,9,-0.08155339805825246,0.07988392681487311,9,-0.18210526315789477,0.12476050241271652,8,-0.05622697126013265,0.027320055885210554,3,-0.1124497991967871,0.09672664329777941,1,-0.22516556291390732,0.0,3,-0.1124497991967871,0.09672664329777941,10,-0.07337122314907407,0.06692001775000092,2,-0.18041918287422198,0.04474638003968534,1,0.008000000000000007,0.0,24,-0.10848328486449416,0.12704032765530293,15,-0.08155339805825246,0.08859444277841988,4,-0.09821935524572584,0.0709981121794806,17,-0.08870967741935487,0.14400314492114408,4,-0.16880768105534721,0.13290014443672987,0.6790123456790124,0.10055186509964231,0.9149199643887381,-0.3333333333333333,-0.025326426798119805,-0.33747515090216745,0.3333333333333333,0.01666595718747338,0.2642544300237197,0.4074074074074074,0.030896401138534646,0.46907281675763657,0.19642857142857142,0.03383465098352828,0.28187846990162746,7,16,0.15294117647058825,0.007156279361102413,0.05479895193481821
close_above_prior_20d_high,40,0,0.05,0.0,0.22072142786315221,0.0,1.0,0.0,0.0,6,0.0,0.0,4,0.0,0.0,9,0.0,0.0,9,0.0,0.0,8,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,10,0.0,0.0,2,0.0,0.0,1,1.0,0.0,24,0.0,0.0,15,0.0,0.0,4,0.0,0.0,17,0.0,0.0,4,0.0,0.0,0.0,0.0,,0.1111111111111111,0.0,,0.1111111111111111,0.0,,0.1111111111111111,0.0,,-0.0625,0.0,,7,16,0.00784313725490196,0.0,
high_above_prior_20d_high,40,0,0.075,0.0,0.2667467828369185,0.0,1.0,0.0,0.0,6,0.0,0.0,4,0.0,0.0,9,0.0,0.0,9,0.0,0.0,8,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,10,0.0,0.0,2,0.0,0.0,1,1.0,0.0,24,0.0,0.0,15,0.0,0.0,4,0.0,0.0,17,0.0,0.0,4,0.0,0.0,0.0,0.0,,-0.013888888888888888,0.0,,0.1111111111111111,0.0,,0.1111111111111111,0.0,,-0.125,0.0,,7,16,-0.050980392156862744,0.0,
