scope,version,lifecycle_group,role,trades,mean_return,median_return,q25_return,q75_return,positive_rate_pct,ge_30_count,ge_30_rate_pct,ge_50_count,ge_50_rate_pct,ge_100_count,ge_100_rate_pct,le_neg_15_count,le_neg_15_rate_pct,le_neg_30_count,le_neg_30_rate_pct,le_neg_40_count,le_neg_40_rate_pct,le_neg_50_count,le_neg_50_rate_pct,le_neg_60_count,le_neg_60_rate_pct,open_at_cutoff_rate_pct,closed_rate_pct,holding_days_mean,holding_days_median,mfe_mean,mfe_median,mae_mean,mae_median,peak_giveback_mean,peak_giveback_median
POOLED_DEDUP,ALL,NORMAL_EARLY_TREND_HANDOFF,PRIMARY,3276,20.7114,-14.36,-16.49,42.08,41.6972,979,29.884,722,22.0391,307,9.3712,1477,45.0855,39,1.1905,17,0.5189,8,0.2442,3,0.0916,0.9768,99.0232,226.7903,104.0,70.1037,32.3,-16.4284,-16.44,49.3923,30.31
POOLED_DEDUP,ALL,SKIPPED_EARLY_TREND_HANDOFF,PRIMARY,284,6.2064,-15.425,-17.7975,6.885,28.5211,50,17.6056,33,11.6197,15,5.2817,160,56.338,23,8.0986,18,6.338,15,5.2817,13,4.5775,19.0141,80.9859,291.6831,67.0,59.3962,19.64,-21.7652,-17.36,53.1898,27.85
POOLED_DEDUP,ALL,PROGRESSED_WITHOUT_DIRECT_HANDOFF,PRIMARY,742,-1.1647,-15.64,-17.3275,-12.1925,21.2938,98,13.2075,69,9.2992,24,3.2345,469,63.2075,38,5.1213,29,3.9084,17,2.2911,12,1.6173,13.6119,86.3881,282.2237,86.5,44.2127,19.25,-19.4422,-17.115,45.3773,30.355
POOLED_DEDUP,ALL,COVERAGE_PATH_COMBINED,PRIMARY,1026,0.8757,-15.61,-17.485,-6.0575,23.2943,148,14.425,102,9.9415,39,3.8012,629,61.306,61,5.9454,47,4.5809,32,3.1189,25,2.4366,15.1072,84.8928,284.8421,80.0,48.4155,19.285,-20.0852,-17.185,47.5398,29.45
POOLED_DEDUP,ALL,NEVER_PROGRESSED,REFERENCE_ONLY,1078,-14.079,-15.885,-17.1075,-15.05,6.308,13,1.2059,6,0.5566,0,0.0,830,76.9944,10,0.9276,3,0.2783,1,0.0928,0,0.0,8.8126,91.1874,117.8108,54.0,18.2156,10.25,-17.3254,-17.06,32.2946,25.65
