scope,version,comparison,first,second,first_n,second_n,mean_return_first,mean_return_second,mean_return_diff,mean_return_favorable,median_return_first,median_return_second,median_return_diff,median_return_favorable,ge_50_rate_pct_first,ge_50_rate_pct_second,ge_50_rate_pct_diff,ge_50_rate_pct_favorable,ge_100_rate_pct_first,ge_100_rate_pct_second,ge_100_rate_pct_diff,ge_100_rate_pct_favorable,le_neg_30_rate_pct_first,le_neg_30_rate_pct_second,le_neg_30_rate_pct_diff,le_neg_30_rate_pct_favorable,le_neg_50_rate_pct_first,le_neg_50_rate_pct_second,le_neg_50_rate_pct_diff,le_neg_50_rate_pct_favorable,le_neg_60_rate_pct_first,le_neg_60_rate_pct_second,le_neg_60_rate_pct_diff,le_neg_60_rate_pct_favorable,positive_rate_pct_diff,ge_30_rate_pct_diff,le_neg_15_rate_pct_diff,le_neg_40_rate_pct_diff,return_auc,return_auc_effect,favorable,unfavorable
WINDOW_P3-2,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,703,95,27.7799,3.5877,24.1922,FAVORABLE,-11.68,-13.04,1.36,FAVORABLE,27.7383,13.6842,14.0541,FAVORABLE,11.0953,4.2105,6.8848,FAVORABLE,1.2802,6.3158,-5.0356,FAVORABLE,0.0,3.1579,-3.1579,FAVORABLE,0.0,3.1579,-3.1579,FAVORABLE,10.5832,12.3186,-3.3286,-3.4993,0.5855,0.0855,7,0
WINDOW_P3-2,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,703,228,27.7799,6.5667,21.2132,FAVORABLE,-11.68,-15.155,3.475,FAVORABLE,27.7383,15.3509,12.3874,FAVORABLE,11.0953,5.7018,5.3935,FAVORABLE,1.2802,4.8246,-3.5444,FAVORABLE,0.0,1.7544,-1.7544,FAVORABLE,0.0,0.8772,-0.8772,FAVORABLE,14.3552,14.2485,-11.9251,-3.2362,0.5942,0.0942,7,0
WINDOW_P3-2,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,95,228,3.5877,6.5667,-2.979,UNFAVORABLE,-13.04,-15.155,2.115,FAVORABLE,13.6842,15.3509,-1.6667,UNFAVORABLE,4.2105,5.7018,-1.4913,UNFAVORABLE,6.3158,4.8246,1.4912,UNFAVORABLE,3.1579,1.7544,1.4035,UNFAVORABLE,3.1579,0.8772,2.2807,UNFAVORABLE,3.772,1.9299,-8.5965,0.2631,0.5111,0.0111,1,6
WINDOW_P3-2,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,678,258,23.5538,6.3733,17.1805,FAVORABLE,-13.31,-15.27,1.96,FAVORABLE,26.2537,15.1163,11.1374,FAVORABLE,9.882,5.814,4.068,FAVORABLE,1.3274,0.7752,0.5522,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,16.7833,12.5884,-12.5781,0.7375,0.5894,0.0894,4,1
WINDOW_P3-2,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,678,74,23.5538,7.0149,16.5389,FAVORABLE,-13.31,-14.55,1.24,FAVORABLE,26.2537,14.8649,11.3888,FAVORABLE,9.882,5.4054,4.4766,FAVORABLE,1.3274,2.7027,-1.3753,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,10.9065,9.7704,-4.648,0.7375,0.5694,0.0694,5,0
WINDOW_P3-2,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,678,184,23.5538,6.1153,17.4385,FAVORABLE,-13.31,-15.405,2.095,FAVORABLE,26.2537,15.2174,11.0363,FAVORABLE,9.882,5.9783,3.9037,FAVORABLE,1.3274,0.0,1.3274,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,19.1468,13.7217,-15.7673,0.7375,0.5974,0.0974,4,1
WINDOW_P3-2,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,74,184,7.0149,6.1153,0.8996,FAVORABLE,-14.55,-15.405,0.855,FAVORABLE,14.8649,15.2174,-0.3525,UNFAVORABLE,5.4054,5.9783,-0.5729,UNFAVORABLE,2.7027,0.0,2.7027,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,8.2403,3.9513,-11.1193,0.0,0.5317,0.0317,2,3
ENTRY_BEFORE_2021,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,2156,548,17.7726,-3.1043,20.8769,FAVORABLE,-14.965,-15.88,0.915,FAVORABLE,20.269,7.6642,12.6048,FAVORABLE,8.7662,3.2847,5.4815,FAVORABLE,1.0204,6.0219,-5.0015,FAVORABLE,0.1855,3.2847,-3.0992,FAVORABLE,0.0928,2.7372,-2.6444,FAVORABLE,20.6915,16.9268,-19.4389,-4.2373,0.6275,0.1275,7,0
ENTRY_BEFORE_2021,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,2156,133,17.7726,-1.167,18.9396,FAVORABLE,-14.965,-16.21,1.245,FAVORABLE,20.269,9.7744,10.4946,FAVORABLE,8.7662,5.2632,3.503,FAVORABLE,1.0204,9.0226,-8.0022,FAVORABLE,0.1855,6.7669,-6.5814,FAVORABLE,0.0928,6.015,-5.9222,FAVORABLE,15.8578,15.8456,-20.2031,-7.1941,0.6425,0.1425,7,0
ENTRY_BEFORE_2021,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,2156,415,17.7726,-3.7252,21.4978,FAVORABLE,-14.965,-15.83,0.865,FAVORABLE,20.269,6.988,13.281,FAVORABLE,8.7662,2.6506,6.1156,FAVORABLE,1.0204,5.0602,-4.0398,FAVORABLE,0.1855,2.1687,-1.9832,FAVORABLE,0.0928,1.6867,-1.5939,FAVORABLE,22.2406,17.2733,-19.194,-3.2898,0.6227,0.1227,7,0
ENTRY_BEFORE_2021,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,133,415,-1.167,-3.7252,2.5582,FAVORABLE,-16.21,-15.83,-0.38,UNFAVORABLE,9.7744,6.988,2.7864,FAVORABLE,5.2632,2.6506,2.6126,FAVORABLE,9.0226,5.0602,3.9624,UNFAVORABLE,6.7669,2.1687,4.5982,UNFAVORABLE,6.015,1.6867,4.3283,UNFAVORABLE,6.3828,1.4277,1.0091,3.9043,0.464,-0.036,3,4
ENTRY_BEFORE_2021,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,2152,484,17.5748,-3.4731,21.0479,FAVORABLE,-14.97,-15.835,0.865,FAVORABLE,20.1673,7.2314,12.9359,FAVORABLE,8.6896,2.8926,5.797,FAVORABLE,1.0223,0.4132,0.6091,UNFAVORABLE,0.1859,0.0,0.1859,UNFAVORABLE,0.0929,0.0,0.0929,UNFAVORABLE,21.6374,17.2509,-20.2272,0.3253,0.616,0.116,4,3
ENTRY_BEFORE_2021,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,2152,112,17.5748,-1.6643,19.2391,FAVORABLE,-14.97,-15.955,0.985,FAVORABLE,20.1673,8.9286,11.2387,FAVORABLE,8.6896,4.4643,4.2253,FAVORABLE,1.0223,0.0,1.0223,UNFAVORABLE,0.1859,0.0,0.1859,UNFAVORABLE,0.0929,0.0,0.0929,UNFAVORABLE,17.0108,17.9667,-19.8288,0.3253,0.6214,0.1214,4,3
ENTRY_BEFORE_2021,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,2152,372,17.5748,-4.0177,21.5925,FAVORABLE,-14.97,-15.795,0.825,FAVORABLE,20.1673,6.7204,13.4469,FAVORABLE,8.6896,2.4194,6.2702,FAVORABLE,1.0223,0.5376,0.4847,UNFAVORABLE,0.1859,0.0,0.1859,UNFAVORABLE,0.0929,0.0,0.0929,UNFAVORABLE,23.0304,17.0354,-20.3472,0.3253,0.6143,0.1143,4,3
ENTRY_BEFORE_2021,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,112,372,-1.6643,-4.0177,2.3534,FAVORABLE,-15.955,-15.795,-0.16,UNFAVORABLE,8.9286,6.7204,2.2082,FAVORABLE,4.4643,2.4194,2.0449,FAVORABLE,0.0,0.5376,-0.5376,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,6.0196,-0.9313,-0.5184,0.0,0.4812,-0.0188,4,1
ENTRY_FROM_2021,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,1120,478,26.3687,5.4386,20.9301,FAVORABLE,-0.645,-15.195,14.55,FAVORABLE,25.4464,12.5523,12.8941,FAVORABLE,10.5357,4.3933,6.1424,FAVORABLE,1.5179,5.8577,-4.3398,FAVORABLE,0.3571,2.9289,-2.5718,FAVORABLE,0.0893,2.0921,-2.0028,FAVORABLE,18.9204,15.34,-16.1406,-3.7096,0.6197,0.1197,7,0
ENTRY_FROM_2021,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,1120,151,26.3687,12.7009,13.6678,FAVORABLE,-0.645,-13.9,13.255,FAVORABLE,25.4464,13.245,12.2014,FAVORABLE,10.5357,5.298,5.2377,FAVORABLE,1.5179,7.2848,-5.7669,FAVORABLE,0.3571,3.9735,-3.6164,FAVORABLE,0.0893,3.3113,-3.222,FAVORABLE,15.0272,11.2334,-8.2102,-4.4051,0.5946,0.0946,7,0
ENTRY_FROM_2021,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,1120,327,26.3687,2.085,24.2837,FAVORABLE,-0.645,-15.37,14.725,FAVORABLE,25.4464,12.2324,13.214,FAVORABLE,10.5357,3.9755,6.5602,FAVORABLE,1.5179,5.1988,-3.6809,FAVORABLE,0.3571,2.4465,-2.0894,FAVORABLE,0.0893,1.5291,-1.4398,FAVORABLE,20.7181,17.2362,-19.8026,-3.3884,0.6313,0.1313,7,0
ENTRY_FROM_2021,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,151,327,12.7009,2.085,10.6159,FAVORABLE,-13.9,-15.37,1.47,FAVORABLE,13.245,12.2324,1.0126,FAVORABLE,5.298,3.9755,1.3225,FAVORABLE,7.2848,5.1988,2.086,UNFAVORABLE,3.9735,2.4465,1.527,UNFAVORABLE,3.3113,1.5291,1.7822,UNFAVORABLE,5.6909,6.0028,-11.5924,1.0167,0.5411,0.0411,4,3
ENTRY_FROM_2021,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,1092,387,23.6811,3.3211,20.36,FAVORABLE,-2.325,-15.31,12.985,FAVORABLE,24.4505,12.4031,12.0474,FAVORABLE,9.7985,4.3928,5.4057,FAVORABLE,1.5568,0.7752,0.7816,UNFAVORABLE,0.3663,0.0,0.3663,UNFAVORABLE,0.0916,0.0,0.0916,UNFAVORABLE,21.7366,15.0296,-18.2093,0.9158,0.6158,0.1158,4,3
ENTRY_FROM_2021,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,1092,118,23.6811,5.4197,18.2614,FAVORABLE,-2.325,-14.59,12.265,FAVORABLE,24.4505,12.7119,11.7386,FAVORABLE,9.7985,5.0847,4.7138,FAVORABLE,1.5568,2.5424,-0.9856,FAVORABLE,0.3663,0.0,0.3663,UNFAVORABLE,0.0916,0.0,0.0916,UNFAVORABLE,16.1482,10.5668,-9.5223,0.9158,0.5845,0.0845,5,2
ENTRY_FROM_2021,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,1092,269,23.6811,2.4005,21.2806,FAVORABLE,-2.325,-15.5,13.175,FAVORABLE,24.4505,12.2677,12.1828,FAVORABLE,9.7985,4.0892,5.7093,FAVORABLE,1.5568,0.0,1.5568,UNFAVORABLE,0.3663,0.0,0.3663,UNFAVORABLE,0.0916,0.0,0.0916,UNFAVORABLE,24.188,16.9873,-22.0199,0.9158,0.6295,0.1295,4,3
ENTRY_FROM_2021,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,118,269,5.4197,2.4005,3.0192,FAVORABLE,-14.59,-15.5,0.91,FAVORABLE,12.7119,12.2677,0.4442,FAVORABLE,5.0847,4.0892,0.9955,FAVORABLE,2.5424,0.0,2.5424,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,8.0398,6.4205,-12.4976,0.0,0.556,0.056,4,1
