analysis_scope,arm_event_type,arm_cycle_number,variant,price_damage_threshold_pct,control_trade_id,ticker,name,recovery_class,v2_loss_guard_triggered,entry_date,entry_open,first_arm_date,first_arm_close,first_arm_close_return_pct,first_arm_running_mfe_pct,first_arm_fast_date,first_arm_fast_state,next_usable_fast_date,next_usable_fast_state,unavailable_before_next_usable_count,next_fast_close,next_fast_close_return_pct,arm_to_next_fast_delta_pp,min_close_return_after_arm_to_next_fast_pct,min_close_date_after_arm_to_next_fast,min_close_delta_vs_arm_pp,additional_close_deterioration_pp,min_low_return_after_arm_to_next_fast_pct,additional_low_deterioration_pp,first_mfe20_date,long_horizon_end_date,long_horizon_end_reason,post_arm_long_min_close_return_pct,post_arm_long_min_close_date,post_arm_long_min_close_delta_pp,post_arm_long_additional_close_deterioration_pp,post_arm_long_min_low_return_pct,post_arm_long_additional_low_deterioration_pp,days_arm_to_long_min_close_trading,days_arm_to_long_min_close_calendar,long_horizon_last_close_return_pct,arm_to_long_horizon_last_close_delta_pp,arm_date,arm_close,arm_close_return_pct,arm_running_mfe_pct,arm_fast_date,arm_fast_state
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008730_KR7008730004_KOSPI_02,8730,율촌화학,NEVER_WINNER,True,2025-02-17,34200.0,2026-03-09,23700.0,-30.701754,14.619883,2026-03-06,WATCH,2026-03-13,WATCH,0,24750.0,-27.631579,3.070175,-28.508772,2026-03-11,2.192982,0.0,-29.678363,0.0,,2026-08-21,SUPPORT_END,-65.05848,2026-07-29,-34.356726,34.356726,-67.397661,36.695907,97.0,142.0,-56.549708,-25.847954,2026-03-09,23700.0,-30.701754,14.619883,2026-03-06,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,4,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008730_KR7008730004_KOSPI_02,8730,율촌화학,NEVER_WINNER,True,2025-02-17,34200.0,2026-03-23,22300.0,-34.795322,14.619883,2026-03-20,WATCH,2026-03-27,WATCH,0,23950.0,-29.97076,4.824562,-32.017544,2026-03-24,2.777778,0.0,-34.94152,0.146198,,2026-08-21,SUPPORT_END,-65.05848,2026-07-29,-30.263158,30.263158,-67.397661,32.602339,87.0,128.0,-56.549708,-21.754386,2026-03-23,22300.0,-34.795322,14.619883,2026-03-20,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,5,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008730_KR7008730004_KOSPI_02,8730,율촌화학,NEVER_WINNER,True,2025-02-17,34200.0,2026-03-30,23800.0,-30.409357,14.619883,2026-03-27,WATCH,2026-04-03,WATCH,0,23950.0,-29.97076,0.438597,-31.871345,2026-03-31,-1.461988,1.461988,-32.45614,2.046783,,2026-08-21,SUPPORT_END,-65.05848,2026-07-29,-34.649123,34.649123,-67.397661,36.988304,82.0,121.0,-56.549708,-26.140351,2026-03-30,23800.0,-30.409357,14.619883,2026-03-27,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,6,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008730_KR7008730004_KOSPI_02,8730,율촌화학,NEVER_WINNER,True,2025-02-17,34200.0,2026-05-11,23850.0,-30.263158,14.619883,2026-05-08,WATCH,2026-05-15,WATCH,0,23000.0,-32.748538,-2.48538,-33.625731,2026-05-13,-3.362573,3.362573,-34.502924,4.239766,,2026-08-21,SUPPORT_END,-65.05848,2026-07-29,-34.795322,34.795322,-67.397661,37.134503,54.0,79.0,-56.549708,-26.28655,2026-05-11,23850.0,-30.263158,14.619883,2026-05-08,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2022-06-23,67500.0,-25.496689,13.686534,2022-06-17,WATCH,2022-06-24,WATCH,0,68900.0,-23.951435,1.545254,-23.951435,2022-06-24,1.545254,0.0,-25.93819,0.441501,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-34.878587,34.878587,-60.375276,34.878587,605.0,900.0,-53.311258,-27.814569,2022-06-23,67500.0,-25.496689,13.686534,2022-06-17,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2022-07-04,67800.0,-25.165563,13.686534,2022-07-01,WATCH,2022-07-08,WATCH,0,69700.0,-23.068433,2.09713,-24.724062,2022-07-06,0.441501,0.0,-25.055188,0.0,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-35.209713,35.209713,-60.375276,35.209713,598.0,889.0,-53.311258,-28.145695,2022-07-04,67800.0,-25.165563,13.686534,2022-07-01,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2022-07-12,67500.0,-25.496689,13.686534,2022-07-08,WATCH,2022-07-15,WATCH,0,67600.0,-25.386313,0.110376,-25.386313,2022-07-15,0.110376,0.0,-26.379691,0.883002,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-34.878587,34.878587,-60.375276,34.878587,592.0,881.0,-53.311258,-27.814569,2022-07-12,67500.0,-25.496689,13.686534,2022-07-08,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2022-11-03,62700.0,-30.794702,13.686534,2022-10-28,SETUP,2022-11-04,SETUP,0,64700.0,-28.587196,2.207506,-28.587196,2022-11-04,2.207506,0.0,-33.112583,2.317881,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-29.580574,29.580574,-60.375276,29.580574,515.0,767.0,-53.311258,-22.516556,2022-11-03,62700.0,-30.794702,13.686534,2022-10-28,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2023-10-30,60800.0,-32.891832,13.686534,2023-10-27,SETUP,2023-11-03,WATCH,0,65000.0,-28.256071,4.635761,-32.339956,2023-11-01,0.551876,0.0,-33.554084,0.662252,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-27.483444,27.483444,-60.375276,27.483444,272.0,406.0,-53.311258,-20.419426,2023-10-30,60800.0,-32.891832,13.686534,2023-10-27,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_01,8770,호텔신라,NEVER_WINNER,True,2021-05-24,90600.0,2024-01-04,63200.0,-30.242826,13.686534,2023-12-22,WATCH,2024-01-05,WATCH,0,62800.0,-30.684327,-0.441501,-30.684327,2024-01-05,-0.441501,0.441501,-31.015453,0.772627,,2026-08-21,SUPPORT_END,-60.375276,2024-12-09,-30.13245,30.13245,-60.375276,30.13245,227.0,340.0,-53.311258,-23.068432,2024-01-04,63200.0,-30.242826,13.686534,2023-12-22,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_02,8770,호텔신라,NEVER_WINNER,True,2023-01-09,85400.0,2023-10-30,60800.0,-28.805621,10.070258,2023-10-27,SETUP,2023-11-03,WATCH,0,65000.0,-23.887588,4.918033,-28.220141,2023-11-01,0.58548,0.0,-29.508197,0.702576,,2026-08-21,SUPPORT_END,-57.962529,2024-12-09,-29.156908,29.156908,-57.962529,29.156908,272.0,406.0,-50.468384,-21.662763,2023-10-30,60800.0,-28.805621,10.070258,2023-10-27,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_02,8770,호텔신라,NEVER_WINNER,True,2023-01-09,85400.0,2024-01-04,63200.0,-25.995316,10.070258,2023-12-22,WATCH,2024-01-05,WATCH,0,62800.0,-26.4637,-0.468384,-26.4637,2024-01-05,-0.468384,0.468384,-26.814988,0.819672,,2026-08-21,SUPPORT_END,-57.962529,2024-12-09,-31.967213,31.967213,-57.962529,31.967213,227.0,340.0,-50.468384,-24.473068,2024-01-04,63200.0,-25.995316,10.070258,2023-12-22,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_02,8770,호텔신라,NEVER_WINNER,True,2023-01-09,85400.0,2024-01-16,59100.0,-30.796253,10.070258,2024-01-12,WATCH,2024-01-19,WATCH,0,57500.0,-32.669789,-1.873536,-32.786885,2024-01-17,-1.990632,1.990632,-33.138173,2.34192,,2026-08-21,SUPPORT_END,-57.962529,2024-12-09,-27.166276,27.166276,-57.962529,27.166276,219.0,328.0,-50.468384,-19.672131,2024-01-16,59100.0,-30.796253,10.070258,2024-01-12,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_03,8770,호텔신라,NEVER_WINNER,True,2023-09-04,88500.0,2023-10-30,60800.0,-31.299435,3.050847,2023-10-27,SETUP,2023-11-03,WATCH,0,65000.0,-26.553672,4.745763,-30.734463,2023-11-01,0.564972,0.0,-31.977401,0.677966,,2026-08-21,SUPPORT_END,-59.435028,2024-12-09,-28.135593,28.135593,-59.435028,28.135593,272.0,406.0,-52.20339,-20.903955,2023-10-30,60800.0,-31.299435,3.050847,2023-10-27,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_03,8770,호텔신라,NEVER_WINNER,True,2023-09-04,88500.0,2023-10-30,60800.0,-31.299435,3.050847,2023-10-27,SETUP,2023-11-03,WATCH,0,65000.0,-26.553672,4.745763,-30.734463,2023-11-01,0.564972,0.0,-31.977401,0.677966,,2026-08-21,SUPPORT_END,-59.435028,2024-12-09,-28.135593,28.135593,-59.435028,28.135593,272.0,406.0,-52.20339,-20.903955,2023-10-30,60800.0,-31.299435,3.050847,2023-10-27,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_03,8770,호텔신라,NEVER_WINNER,True,2023-09-04,88500.0,2024-01-10,61800.0,-30.169492,3.050847,2024-01-05,WATCH,2024-01-12,WATCH,0,61000.0,-31.073446,-0.903954,-31.073446,2024-01-12,-0.903954,0.903954,-31.525424,1.355932,,2026-08-21,SUPPORT_END,-59.435028,2024-12-09,-29.265536,29.265536,-59.435028,29.265536,223.0,334.0,-52.20339,-22.033898,2024-01-10,61800.0,-30.169492,3.050847,2024-01-05,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_04,8770,호텔신라,NEVER_WINNER,True,2026-04-27,65000.0,2026-06-24,47900.0,-26.307692,8.153846,2026-06-19,SETUP,2026-06-26,SETUP,0,45950.0,-29.307692,-3.0,-29.307692,2026-06-26,-3.0,3.0,-30.538462,4.23077,,2026-08-21,SUPPORT_END,-36.538462,2026-08-03,-10.23077,10.23077,-38.384615,12.076923,27.0,40.0,-34.923077,-8.615385,2026-06-24,47900.0,-26.307692,8.153846,2026-06-19,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_04,8770,호텔신라,NEVER_WINNER,True,2026-04-27,65000.0,2026-07-20,44950.0,-30.846154,8.153846,2026-07-10,SETUP,2026-07-24,WATCH,0,47100.0,-27.538462,3.307692,-29.692308,2026-07-21,1.153846,0.0,-31.846154,1.0,,2026-08-21,SUPPORT_END,-36.538462,2026-08-03,-5.692308,5.692308,-38.384615,7.538461,10.0,14.0,-34.923077,-4.076923,2026-07-20,44950.0,-30.846154,8.153846,2026-07-10,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008770_KR7008770000_KOSPI_04,8770,호텔신라,NEVER_WINNER,True,2026-04-27,65000.0,2026-07-29,43600.0,-32.923077,8.153846,2026-07-24,WATCH,2026-07-31,WATCH,0,43550.0,-33.0,-0.076923,-34.076923,2026-07-30,-1.153846,1.153846,-35.384615,2.461538,,2026-08-21,SUPPORT_END,-36.538462,2026-08-03,-3.615385,3.615385,-38.384615,5.461538,3.0,5.0,-34.923077,-2.0,2026-07-29,43600.0,-32.923077,8.153846,2026-07-24,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008930_KR7008930000_KOSPI_02,8930,한미사이언스,NEVER_WINNER,True,2026-02-09,47150.0,2026-03-04,34900.0,-25.980912,17.709438,2026-02-27,SETUP,2026-03-06,SETUP,0,39400.0,-16.436903,9.544009,-18.663839,2026-03-05,7.317073,0.0,-22.057264,0.0,,2026-08-21,SUPPORT_END,-44.644751,2026-06-26,-18.663839,18.663839,-45.705196,19.724284,78.0,114.0,-4.66596,21.314952,2026-03-04,34900.0,-25.980912,17.709438,2026-02-27,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008930_KR7008930000_KOSPI_02,8930,한미사이언스,NEVER_WINNER,True,2026-02-09,47150.0,2026-05-11,35200.0,-25.344645,17.709438,2026-05-08,SETUP,2026-05-15,WATCH,0,35000.0,-25.768823,-0.424178,-26.617179,2026-05-13,-1.272534,1.272534,-27.253446,1.908801,,2026-08-21,SUPPORT_END,-44.644751,2026-06-26,-19.300106,19.300106,-45.705196,20.360551,32.0,46.0,-4.66596,20.678685,2026-05-11,35200.0,-25.344645,17.709438,2026-05-08,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008930_KR7008930000_KOSPI_02,8930,한미사이언스,NEVER_WINNER,True,2026-02-09,47150.0,2026-05-20,31150.0,-33.934252,17.709438,2026-05-15,WATCH,2026-05-22,SETUP,0,33750.0,-28.419936,5.514316,-31.919406,2026-05-21,2.014846,0.0,-33.297985,0.0,,2026-08-21,SUPPORT_END,-44.644751,2026-06-26,-10.710499,10.710499,-45.705196,11.770944,25.0,37.0,-4.66596,29.268292,2026-05-20,31150.0,-33.934252,17.709438,2026-05-15,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_008930_KR7008930000_KOSPI_02,8930,한미사이언스,NEVER_WINNER,True,2026-02-09,47150.0,2026-05-27,32350.0,-31.389183,17.709438,2026-05-22,SETUP,2026-05-29,WATCH,0,31750.0,-32.661718,-1.272535,-32.767762,2026-05-28,-1.378579,1.378579,-34.358431,2.969248,,2026-08-21,SUPPORT_END,-44.644751,2026-06-26,-13.255568,13.255568,-45.705196,14.316013,21.0,30.0,-4.66596,26.723223,2026-05-27,32350.0,-31.389183,17.709438,2026-05-22,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009160_KR7009160003_KOSPI_03,9160,SIMPAC,NEVER_WINNER,True,2026-04-27,5870.0,2026-06-19,4295.0,-26.831346,17.546848,2026-06-19,SETUP,2026-06-26,SETUP,0,3870.0,-34.07155,-7.240204,-34.07155,2026-06-26,-7.240204,7.240204,-36.541738,9.710392,,2026-08-21,SUPPORT_END,-34.07155,2026-06-26,-7.240204,7.240204,-36.541738,9.710392,5.0,7.0,-16.950596,9.88075,2026-06-19,4295.0,-26.831346,17.546848,2026-06-19,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009160_KR7009160003_KOSPI_03,9160,SIMPAC,NEVER_WINNER,True,2026-04-27,5870.0,2026-06-23,4025.0,-31.431005,17.546848,2026-06-19,SETUP,2026-06-26,SETUP,0,3870.0,-34.07155,-2.640545,-34.07155,2026-06-26,-2.640545,2.640545,-36.541738,5.110733,,2026-08-21,SUPPORT_END,-34.07155,2026-06-26,-2.640545,2.640545,-36.541738,5.110733,3.0,3.0,-16.950596,14.480409,2026-06-23,4025.0,-31.431005,17.546848,2026-06-19,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009290_KR7009290008_KOSPI_01,9290,광동제약,RECOVERY,True,2023-11-06,7570.0,2024-09-06,5650.0,-25.363276,12.285337,2024-09-06,WATCH,2024-09-13,WATCH,0,5730.0,-24.306473,1.056803,-26.68428,2024-09-11,-1.321004,1.321004,-27.608983,2.245707,2026-02-20,2026-02-19,BEFORE_FIRST_MFE20,-32.496697,2024-12-09,-7.133421,7.133421,-33.817701,8.454425,60.0,94.0,5.680317,31.043593,2024-09-06,5650.0,-25.363276,12.285337,2024-09-06,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009290_KR7009290008_KOSPI_01,9290,광동제약,RECOVERY,True,2023-11-06,7570.0,2024-10-25,5580.0,-26.287979,12.285337,2024-10-25,SETUP,2024-11-01,SETUP,0,5490.0,-27.476882,-1.188903,-27.476882,2024-11-01,-1.188903,1.188903,-27.873184,1.585205,2026-02-20,2026-02-19,BEFORE_FIRST_MFE20,-32.496697,2024-12-09,-6.208718,6.208718,-33.817701,7.529722,31.0,45.0,5.680317,31.968296,2024-10-25,5580.0,-26.287979,12.285337,2024-10-25,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009290_KR7009290008_KOSPI_01,9290,광동제약,RECOVERY,True,2023-11-06,7570.0,2024-11-14,5140.0,-32.100396,12.285337,2024-11-08,WATCH,2024-11-15,WATCH,0,5280.0,-30.250991,1.849405,-30.250991,2024-11-15,1.849405,0.0,-33.817701,1.717305,2026-02-20,2026-02-19,BEFORE_FIRST_MFE20,-32.496697,2024-12-09,-0.396301,0.396301,-33.817701,1.717305,17.0,25.0,5.680317,37.780713,2024-11-14,5140.0,-32.100396,12.285337,2024-11-08,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_01,9580,무림P&P,NEVER_WINNER,False,2021-04-26,5460.0,2021-11-10,4055.0,-25.732601,18.131868,2021-11-05,WATCH,2021-11-12,WATCH,0,4015.0,-26.465201,-0.7326,-26.465201,2021-11-12,-0.7326,0.7326,-26.923077,1.190476,,2026-08-21,SUPPORT_END,-73.040293,2026-06-26,-47.307692,47.307692,-74.084249,48.351648,1131.0,1689.0,-70.274725,-44.542124,2021-11-10,4055.0,-25.732601,18.131868,2021-11-05,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_01,9580,무림P&P,NEVER_WINNER,False,2021-04-26,5460.0,2021-11-30,3735.0,-31.593407,18.131868,2021-11-26,WATCH,2021-12-03,WATCH,0,4205.0,-22.985348,8.608059,-29.945055,2021-12-01,1.648352,0.0,-32.600733,1.007326,,2026-08-21,SUPPORT_END,-73.040293,2026-06-26,-41.446886,41.446886,-74.084249,42.490842,1117.0,1669.0,-70.274725,-38.681318,2021-11-30,3735.0,-31.593407,18.131868,2021-11-26,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_01,9580,무림P&P,NEVER_WINNER,False,2021-04-26,5460.0,2022-01-26,3815.0,-30.128205,18.131868,2022-01-21,WATCH,2022-01-28,WATCH,0,3810.0,-30.21978,-0.091575,-32.692308,2022-01-27,-2.564103,2.564103,-32.875458,2.747253,,2026-08-21,SUPPORT_END,-73.040293,2026-06-26,-42.912088,42.912088,-74.084249,43.956044,1077.0,1612.0,-70.274725,-40.14652,2022-01-26,3815.0,-30.128205,18.131868,2022-01-21,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_02,9580,무림P&P,NEVER_WINNER,True,2022-04-25,5420.0,2022-06-17,4020.0,-25.830258,7.564576,2022-06-17,SETUP,2022-06-24,SETUP,0,3915.0,-27.767528,-1.93727,-31.457565,2022-06-23,-5.627307,5.627307,-32.103321,6.273063,,2026-08-21,SUPPORT_END,-72.841328,2026-06-26,-47.01107,47.01107,-73.892989,48.062731,983.0,1470.0,-70.055351,-44.225093,2022-06-17,4020.0,-25.830258,7.564576,2022-06-17,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_02,9580,무림P&P,NEVER_WINNER,True,2022-04-25,5420.0,2022-06-23,3715.0,-31.457565,7.564576,2022-06-17,SETUP,2022-06-24,SETUP,0,3915.0,-27.767528,3.690037,-27.767528,2022-06-24,3.690037,0.0,-32.103321,0.645756,,2026-08-21,SUPPORT_END,-72.841328,2026-06-26,-41.383763,41.383763,-73.892989,42.435424,979.0,1464.0,-70.055351,-38.597786,2022-06-23,3715.0,-31.457565,7.564576,2022-06-17,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_02,9580,무림P&P,NEVER_WINNER,True,2022-04-25,5420.0,2022-07-04,3780.0,-30.258303,7.564576,2022-07-01,SETUP,2022-07-08,SETUP,0,3970.0,-26.752768,3.505535,-28.874539,2022-07-06,1.383764,0.0,-30.258303,0.0,,2026-08-21,SUPPORT_END,-72.841328,2026-06-26,-42.583025,42.583025,-73.892989,43.634686,972.0,1453.0,-70.055351,-39.797048,2022-07-04,3780.0,-30.258303,7.564576,2022-07-01,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_02,9580,무림P&P,NEVER_WINNER,True,2022-04-25,5420.0,2023-03-13,3755.0,-30.719557,7.564576,2023-03-10,WATCH,2023-03-17,WATCH,0,3625.0,-33.118081,-2.398524,-33.579336,2023-03-16,-2.859779,2.859779,-34.04059,3.321033,,2026-08-21,SUPPORT_END,-72.841328,2026-06-26,-42.121771,42.121771,-73.892989,43.173432,801.0,1201.0,-70.055351,-39.335794,2023-03-13,3755.0,-30.719557,7.564576,2023-03-10,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010060_KR7010060002_KOSPI_01,10060,OCI홀딩스,RECOVERY,True,2022-07-04,113636.0,2022-07-25,84631.0,-25.524482,0.349361,2022-07-22,SETUP,2022-07-29,SETUP,0,97346.0,-14.335246,11.189236,-23.775916,2022-07-27,1.748566,0.0,-25.524482,0.0,2026-02-04,2026-02-03,BEFORE_FIRST_MFE20,-51.687845,2024-12-09,-26.163363,26.163363,-51.687845,26.163363,562.0,868.0,3.840332,29.364814,2022-07-25,84631.0,-25.524482,0.349361,2022-07-22,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010060_KR7010060002_KOSPI_01,10060,OCI홀딩스,RECOVERY,True,2022-07-04,113636.0,2022-09-07,83836.0,-26.224084,0.349361,2022-09-02,SETUP,2022-09-16,WATCH,0,87810.0,-22.726953,3.497131,-27.273047,2022-09-14,-1.048963,1.048963,-28.322011,2.097927,2026-02-04,2026-02-03,BEFORE_FIRST_MFE20,-51.687845,2024-12-09,-25.463761,25.463761,-51.687845,25.463761,531.0,824.0,3.840332,30.064416,2022-09-07,83836.0,-26.224084,0.349361,2022-09-02,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010060_KR7010060002_KOSPI_01,10060,OCI홀딩스,RECOVERY,True,2022-07-04,113636.0,2022-09-19,83836.0,-26.224084,0.349361,2022-09-16,WATCH,2022-09-23,WATCH,0,78035.0,-31.32898,-5.104896,-31.32898,2022-09-23,-5.104896,5.104896,-31.608821,5.384737,2026-02-04,2026-02-03,BEFORE_FIRST_MFE20,-51.687845,2024-12-09,-25.463761,25.463761,-51.687845,25.463761,525.0,812.0,3.840332,30.064416,2022-09-19,83836.0,-26.224084,0.349361,2022-09-16,WATCH
