ticker,anchor_date,naver_rows,pykrx_rows,common_date_count,naver_only_date_count,pykrx_only_date_count,pre_common_date_count,post_common_date_count,open_mismatch_count,high_mismatch_count,low_mismatch_count,close_mismatch_count,volume_mismatch_count,date_mismatch_count,ohlc_mismatch_count,parity_verdict,api_fetch_count
005930,2018-05-04,46,46,46,0,0,16,29,0,0,0,0,0,0,0,MATCH,0
