ticker,name,market,entry_execution_date,entry_open_price,pattern_a_stage_at_entry,coverage_path,policy_a_status,policy_a_exit_reason,policy_a_terminal_return_pct,policy_a_terminal_giveback_pct,policy_b_status,policy_b_exit_reason,policy_b_terminal_return_pct,policy_b_terminal_giveback_pct,paired_return_delta_pct,paired_giveback_delta_pct,exit4_triggered,policy_b_better,policy_b_equal,policy_b_worse
001800,오리온홀딩스,KOSPI,2024-08-05,14880.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,80.11,21.17,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,80.11,21.17,0.0,0.0,False,False,True,False
001820,삼화콘덴서,KOSPI,2025-10-13,35400.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,190.96,264.97,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,338.42,117.51,147.46,-147.46,True,True,False,False
001940,KISCO홀딩스,KOSPI,2025-06-02,24100.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,15.77,6.43,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,15.77,6.43,0.0,0.0,False,False,True,False
002020,코오롱,KOSPI,2025-06-02,34400.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_WEAK,-32.85,189.25,REALIZED,EXIT3_PROGRESSED_TO_WEAK,-32.85,189.25,0.0,0.0,False,False,True,False
002230,피에스텍,KOSDAQ,2025-07-28,4405.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_WEAK,10.1,275.6,REALIZED,EXIT3_PROGRESSED_TO_WEAK,10.1,275.6,0.0,0.0,False,False,True,False
002240,고려제강,KOSPI,2026-01-05,21600.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-18.1,49.12,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-18.1,49.12,0.0,0.0,False,False,True,False
002310,아세아제지,KOSPI,2025-07-14,8860.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-12.08,40.52,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-12.08,40.52,0.0,0.0,False,False,True,False
002320,한진,KOSPI,2025-07-14,22200.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-30.18,37.61,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-30.18,37.61,0.0,0.0,False,False,True,False
002350,넥센타이어,KOSPI,2025-11-10,6970.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-3.44,48.49,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-3.44,48.49,0.0,0.0,False,False,True,False
002380,KCC,KOSPI,2025-06-02,302500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,53.88,74.88,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,59.01,5.78,5.13,-69.1,True,True,False,False
002790,아모레퍼시픽홀딩스,KOSPI,2025-07-07,31200.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-15.54,30.76,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-15.54,30.76,0.0,0.0,False,False,True,False
002810,삼영무역,KOSPI,2025-03-10,13470.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,74.83,7.43,OPEN_AT_CUTOFF,,74.83,7.43,0.0,0.0,False,False,True,False
002840,미원상사,KOSPI,2024-08-05,201000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-35.62,41.59,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-35.62,41.59,0.0,0.0,False,False,True,False
002960,한국쉘석유,KOSPI,2024-10-14,321000.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,61.68,31.47,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,61.68,31.47,0.0,0.0,False,False,True,False
002990,금호건설,KOSPI,2026-02-19,5100.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,162.75,117.25,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,135.29,0.0,-27.46,-117.25,True,False,False,True
003000,부광약품,KOSPI,2026-03-23,5750.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-23.22,95.22,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-23.22,95.22,0.0,0.0,False,False,True,False
003010,혜인,KOSPI,2025-03-04,5090.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,90.37,0.0,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,90.37,0.0,0.0,0.0,False,False,True,False
003030,세아제강지주,KOSPI,2025-01-31,215000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-49.77,85.82,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-49.77,85.82,0.0,0.0,False,False,True,False
003070,코오롱글로벌,KOSPI,2026-03-23,11970.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-14.45,27.82,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-14.45,27.82,0.0,0.0,False,False,True,False
003090,대웅,KOSPI,2024-10-14,27550.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-34.26,45.33,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-34.26,45.33,0.0,0.0,False,False,True,False
003160,디아이,KOSPI,2025-10-13,19140.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,34.8,83.07,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,76.59,41.28,41.79,-41.79,True,True,False,False
003200,일신방직,KOSPI,2025-07-14,11670.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-3.77,56.3,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-3.77,56.3,0.0,0.0,False,False,True,False
003230,삼양식품,KOSPI,2019-11-04,91000.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-3.74,57.59,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-3.74,57.59,0.0,0.0,False,False,True,False
003240,태광산업,KOSPI,2025-03-04,717000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,29.71,98.18,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,29.71,98.18,0.0,0.0,False,False,True,False
003300,한일홀딩스,KOSPI,2025-06-02,16810.0,EARLY_TREND,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,2.44,39.14,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,2.44,39.14,0.0,0.0,False,False,True,False
003470,유안타증권,KOSPI,2025-05-19,3120.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,52.4,116.83,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,52.4,116.83,0.0,0.0,False,False,True,False
003490,대한항공,KOSPI,2024-12-02,26000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,1.15,18.85,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,1.15,18.85,0.0,0.0,False,False,True,False
003530,한화투자증권,KOSPI,2025-06-02,4520.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,5.75,122.13,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,76.55,51.33,70.8,-70.8,True,True,False,False
003540,대신증권,KOSPI,2025-07-07,23850.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,14.05,101.46,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,79.04,36.47,64.99,-64.99,True,True,False,False
003550,LG,KOSPI,2017-05-15,67449.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,77.91,97.71,OPEN_AT_CUTOFF,,77.91,97.71,0.0,0.0,False,False,True,False
003650,미창석유,KOSPI,2024-11-04,94500.0,EARLY_TREND,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,55.98,22.86,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,55.98,22.86,0.0,0.0,False,False,True,False
003670,포스코퓨처엠,KOSPI,2026-05-11,290000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-41.21,41.21,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-41.21,41.21,0.0,0.0,False,False,True,False
003690,코리안리,KOSPI,2024-10-07,7171.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,113.22,1.53,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,47.96,15.06,-65.26,13.53,True,False,False,True
003720,삼영,KOSPI,2024-09-19,4900.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,47.35,137.96,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,132.65,15.11,85.3,-122.85,True,True,False,False
004000,롯데정밀화학,KOSPI,2026-04-20,54700.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-13.89,45.15,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-13.89,45.15,0.0,0.0,False,False,True,False
004020,현대제철,KOSPI,2025-07-07,35250.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-15.18,58.16,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-15.18,58.16,0.0,0.0,False,False,True,False
004090,한국석유,KOSPI,2026-02-09,14500.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-24.62,156.17,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-24.62,156.17,0.0,0.0,False,False,True,False
004150,한솔홀딩스,KOSPI,2025-06-16,3155.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,10.3,38.51,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,10.3,38.51,0.0,0.0,False,False,True,False
004170,신세계,KOSPI,2017-05-15,223000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,48.43,64.8,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,87.22,6.95,38.79,-57.85,True,True,False,False
004370,농심,KOSPI,2019-03-18,302000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,44.87,53.47,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,44.87,53.47,0.0,0.0,False,False,True,False
004690,삼천리,KOSPI,2025-07-07,147800.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-15.63,35.25,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-15.63,35.25,0.0,0.0,False,False,True,False
004710,한솔테크닉스,KOSPI,2025-07-07,6088.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,30.26,139.62,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,30.26,139.62,0.0,0.0,False,False,True,False
004800,효성,KOSPI,2025-06-16,63900.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,165.57,232.08,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,109.55,0.0,-56.02,-232.08,True,False,False,True
004960,한신공영,KOSPI,2025-05-26,8070.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,44.86,96.9,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,42.26,99.5,-2.6,2.6,True,False,False,True
004990,롯데지주,KOSPI,2025-06-16,29000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-16.21,52.76,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-16.21,52.76,0.0,0.0,False,False,True,False
005010,휴스틸,KOSPI,2025-03-10,6360.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-36.56,51.34,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-36.56,51.34,0.0,0.0,False,False,True,False
005180,빙그레,KOSPI,2018-09-03,70500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,0.57,67.37,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,37.73,30.21,37.16,-37.16,True,True,False,False
005290,동진쎄미켐,KOSDAQ,2025-10-13,45000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,-3.44,63.88,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,28.89,14.22,32.33,-49.66,True,True,False,False
005300,롯데칠성,KOSPI,2025-07-14,128000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-20.55,41.49,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-20.55,41.49,0.0,0.0,False,False,True,False
005380,현대차,KOSPI,2017-05-29,163000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,30.37,53.37,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,45.71,38.03,15.34,-15.34,True,True,False,False
005430,한국공항,KOSPI,2025-07-14,59800.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,44.15,16.22,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,44.15,16.22,0.0,0.0,False,False,True,False
005490,POSCO홀딩스,KOSPI,2017-05-15,272500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,4.59,47.15,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,27.16,24.58,22.57,-22.57,True,True,False,False
005500,삼진제약,KOSPI,2025-07-14,20400.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-9.61,36.57,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-9.61,36.57,0.0,0.0,False,False,True,False
005680,삼영전자,KOSPI,2025-05-07,10670.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,34.4,34.2,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,34.4,34.2,0.0,0.0,False,False,True,False
005690,파미셀,KOSPI,2025-05-26,12490.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-4.64,73.98,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-4.64,73.98,0.0,0.0,False,False,True,False
005830,DB손해보험,KOSPI,2017-07-17,78600.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,124.94,47.32,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,78.37,93.89,-46.57,46.57,True,False,False,True
005850,에스엘,KOSPI,2018-02-05,21601.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,185.17,82.87,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,240.72,27.32,55.55,-55.55,True,True,False,False
005930,삼성전자,KOSPI,2019-11-04,51700.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,39.85,47.38,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,39.85,47.38,0.0,0.0,False,False,True,False
005940,NH투자증권,KOSPI,2017-05-15,13900.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_EARLY_TREND,7.19,19.79,REALIZED,EXIT3_PROGRESSED_TO_EARLY_TREND,7.19,19.79,0.0,0.0,False,False,True,False
005960,동부건설,KOSPI,2025-09-15,6590.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,25.64,35.36,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,46.13,14.87,20.49,-20.49,True,True,False,False
006040,동원산업,KOSPI,2025-01-06,36300.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,3.44,49.18,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,3.44,49.18,0.0,0.0,False,False,True,False
006120,SK디스커버리,KOSPI,2025-04-28,41200.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,27.91,37.87,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,27.91,37.87,0.0,0.0,False,False,True,False
006260,LS,KOSPI,2018-05-21,86500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,8.67,116.53,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-9.48,84.39,-18.15,-32.14,True,False,False,True
006280,녹십자,KOSPI,2024-10-21,176000.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-26.59,31.02,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-26.59,31.02,0.0,0.0,False,False,True,False
006340,대원전선,KOSPI,2025-11-03,3825.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,284.58,146.14,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,328.24,5.22,43.66,-140.92,True,True,False,False
006360,GS건설,KOSPI,2017-07-24,34150.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-2.05,67.5,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,54.03,6.15,56.08,-61.35,True,True,False,False
006650,대한유화,KOSPI,2025-09-08,123300.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_BASE,-6.0,70.23,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,1.78,62.45,7.78,-7.78,True,True,False,False
006730,서부T&D,KOSDAQ,2025-06-16,8240.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,38.11,23.9,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,38.11,23.9,0.0,0.0,False,False,True,False
006800,미래에셋증권,KOSPI,2024-09-19,8752.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,330.19,573.01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,112.51,75.88,-217.68,-497.13,True,False,False,True
006910,보성파워텍,KOSDAQ,2025-08-25,4140.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,91.06,248.55,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,83.82,43.23,-7.24,-205.32,True,False,False,True
007070,GS리테일,KOSPI,2025-11-17,21800.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,27.06,10.33,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,27.06,10.33,0.0,0.0,False,False,True,False
007160,사조산업,KOSPI,2024-08-12,60500.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-18.18,48.76,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-18.18,48.76,0.0,0.0,False,False,True,False
007340,DN오토모티브,KOSPI,2024-08-19,18607.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,216.55,12.9,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,25.76,44.07,-190.79,31.17,True,False,False,True
007660,이수페타시스,KOSPI,2025-06-16,43500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,119.77,158.16,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,161.84,10.57,42.07,-147.59,True,True,False,False
007690,국도화학,KOSPI,2025-07-21,41000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-8.29,16.7,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-8.29,16.7,0.0,0.0,False,False,True,False
007810,코리아써키트,KOSPI,2025-10-13,18850.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,234.75,451.99,OPEN_AT_CUTOFF,,234.75,451.99,0.0,0.0,False,False,True,False
008060,대덕,KOSPI,2024-12-09,6480.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,162.35,113.42,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,83.64,23.92,-78.71,-89.5,True,False,False,True
008730,율촌화학,KOSPI,2025-02-17,34200.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-55.88,70.5,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-55.88,70.5,0.0,0.0,False,False,True,False
008770,호텔신라,KOSPI,2026-04-27,65000.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-30.15,38.3,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-30.15,38.3,0.0,0.0,False,False,True,False
008930,한미사이언스,KOSPI,2025-06-23,42650.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,3.87,26.26,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,3.87,26.26,0.0,0.0,False,False,True,False
009070,KCTC,KOSPI,2025-07-07,6000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_WEAK,-31.42,71.25,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-17.5,57.33,13.92,-13.92,True,True,False,False
009150,삼성전기,KOSPI,2019-12-16,122500.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_EARLY_TREND,47.76,34.28,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,44.9,37.14,-2.86,2.86,True,False,False,True
009160,SIMPAC,KOSPI,2025-06-16,4985.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,0.3,38.12,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,0.3,38.12,0.0,0.0,False,False,True,False
009270,신원,KOSPI,2025-01-06,1514.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-29.33,72.66,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,-29.33,72.66,0.0,0.0,False,False,True,False
009450,경동나비엔,KOSPI,2024-08-19,72100.0,EARLY_TREND,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-16.5,65.88,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,18.03,12.48,34.53,-53.4,True,True,False,False
009470,삼화전기,KOSPI,2025-10-13,39400.0,TRANSITION,SKIPPED_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-35.66,86.68,OPEN_AT_CUTOFF,SKIPPED_EARLY_TREND_HANDOFF,-35.66,86.68,0.0,0.0,False,False,True,False
009830,한화솔루션,KOSPI,2017-05-22,33021.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,23.12,86.21,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,60.28,26.25,37.16,-59.96,True,True,False,False
009970,영원무역홀딩스,KOSPI,2025-03-17,93000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,OPEN_AT_CUTOFF,,103.66,78.06,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,51.29,11.61,-52.37,-66.45,True,False,False,True
010130,고려아연,KOSPI,2017-09-04,508000.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_WEAK,58.86,314.96,REALIZED,EXIT3_PROGRESSED_TO_WEAK,58.86,314.96,0.0,0.0,False,False,True,False
010820,퍼스텍,KOSPI,2025-07-21,4740.0,TRANSITION,NEVER_PROGRESSED,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,39.03,256.12,OPEN_AT_CUTOFF,NO_PROGRESSED_BEFORE_CUTOFF,39.03,256.12,0.0,0.0,False,False,True,False
010950,S-Oil,KOSPI,2017-07-10,97300.0,TRANSITION,NORMAL_EARLY_TREND_HANDOFF,REALIZED,EXIT3_PROGRESSED_TO_EARLY_TREND,22.3,15.42,REALIZED,EXIT3_PROGRESSED_TO_EARLY_TREND,22.3,15.42,0.0,0.0,False,False,True,False
