ticker,isu_cd,name,market,baseline_trade_id,entry_signal_date,entry_execution_date,entry_open,baseline_exit_date,baseline_exit_price,baseline_terminal_return,no_loss_guard_trade_id,no_loss_guard_exit_type,no_loss_guard_exit_execution_date,no_loss_guard_terminal_return,return_delta,no_loss_guard_mfe,no_loss_guard_mae,no_loss_guard_holding_days,fundamental_exit_triggered,fundamental_exit_type,paired_status
010120,KR7010120004,LS ELECTRIC,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_010120_KR7010120004_KOSPI_01,2021-08-20,2021-08-23,12280.0,2022-01-24,10260.0,-16.45,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_010120_KR7010120004_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,4.89,21.34,123.94,-34.85,540.0,False,,PAIRED
010780,KR7010780005,아이에스동서,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_010780_KR7010780005_KOSPI_01,2022-04-01,2022-04-04,55200.0,2022-06-14,46000.0,-16.67,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_010780_KR7010780005_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-03-24,-23.46,-6.79,2.54,-53.8,243.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
011760,KR7011760006,현대코퍼레이션,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_011760_KR7011760006_KOSPI_01,2025-02-21,2025-02-24,22850.0,2025-04-10,19960.0,-12.65,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_011760_KR7011760006_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,14.0,26.65,43.76,-17.42,365.0,False,,PAIRED
011780,KR7011780004,금호석유화학,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_011780_KR7011780004_KOSPI_01,2024-09-27,2024-09-30,159600.0,2024-10-23,134700.0,-15.6,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_011780_KR7011780004_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,-36.28,-20.68,1.69,-36.28,32.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
012510,KR7012510004,더존비즈온,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_012510_KR7012510004_KOSPI_01,2021-09-17,2021-09-23,107500.0,2021-10-06,90900.0,-15.44,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_012510_KR7012510004_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-05-17,-64.74,-49.3,3.72,-66.09,160.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
013030,KR7013030002,하이록코리아,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_013030_KR7013030002_KOSDAQ_01,2022-08-19,2022-08-22,24700.0,2022-09-27,20300.0,-17.81,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_013030_KR7013030002_KOSDAQ_01,EXIT3_PROGRESSED_TO_EARLY_TREND,2023-09-01,7.29,25.1,27.94,-24.09,257.0,False,,PAIRED
013030,KR7013030002,하이록코리아,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_013030_KR7013030002_KOSDAQ_02,2026-04-10,2026-04-13,42200.0,2026-06-01,34800.0,-17.54,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_013030_KR7013030002_KOSDAQ_02,NO_PROGRESSED_BEFORE_CUTOFF,,-29.03,-11.49,13.98,-34.72,89.0,False,,PAIRED
015750,KR7015750003,성우하이텍,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_015750_KR7015750003_KOSDAQ_02,2025-12-12,2025-12-15,6950.0,2026-06-29,5730.0,-17.55,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_015750_KR7015750003_KOSDAQ_02,NO_PROGRESSED_BEFORE_CUTOFF,,-14.96,2.59,72.52,-29.78,167.0,False,,PAIRED
017800,KR7017800004,현대엘리베이터,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_017800_KR7017800004_KOSPI_01,2021-05-21,2021-05-24,51400.0,2021-11-29,41000.0,-20.23,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017800_KR7017800004_KOSPI_01,FUNDAMENTAL_A_OPERATING_LOSS,2022-08-17,-41.63,-21.4,12.45,-50.58,307.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
017810,KR7017810003,풀무원,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_017810_KR7017810003_KOSPI_01,2024-06-14,2024-06-17,17610.0,2024-06-25,14600.0,-17.09,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017810_KR7017810003_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-47.59,-30.5,9.71,-54.0,531.0,False,,PAIRED
017810,KR7017810003,풀무원,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_017810_KR7017810003_KOSPI_02,2025-02-28,2025-03-04,17420.0,2025-04-08,14750.0,-15.33,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
017960,KR7017960006,한국카본,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_017960_KR7017960006_KOSPI_01,2023-08-11,2023-08-14,14390.0,2023-09-27,12230.0,-15.01,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017960_KR7017960006_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-30,-13.06,1.95,1.11,-23.56,73.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
017960,KR7017960006,한국카본,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_017960_KR7017960006_KOSPI_02,2024-08-16,2024-08-19,12360.0,2024-11-18,10120.0,-18.12,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017960_KR7017960006_KOSPI_02,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-01,171.44,189.56,171.44,-23.95,251.0,False,,PAIRED
018250,KR7018250001,애경산업,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_018250_KR7018250001_KOSPI_01,2023-07-07,2023-07-10,26200.0,2023-08-18,21450.0,-18.13,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_018250_KR7018250001_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-03-17,-45.61,-27.48,3.82,-55.34,409.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
018250,KR7018250001,애경산업,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_018250_KR7018250001_KOSPI_02,2024-05-24,2024-05-27,24050.0,2024-07-02,20400.0,-15.18,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
020000,KR7020000006,한섬,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_020000_KR7020000006_KOSPI_01,2026-04-17,2026-04-20,25150.0,2026-06-09,20700.0,-17.69,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_020000_KR7020000006_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2026-08-18,-34.83,-17.14,14.31,-38.17,81.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
021240,KR7021240007,코웨이,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_021240_KR7021240007_KOSPI_01,2021-05-28,2021-05-31,81200.0,2021-12-01,69300.0,-14.66,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_021240_KR7021240007_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2025-05-02,11.21,25.87,11.82,-51.23,964.0,False,,PAIRED
024720,KR7024720005,콜마홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_024720_KR7024720005_KOSPI_01,2021-05-07,2021-05-10,15460.0,2021-08-17,13059.0,-15.53,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_024720_KR7024720005_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-18,-19.91,-4.38,6.64,-19.91,71.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
024720,KR7024720005,콜마홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_024720_KR7024720005_KOSPI_02,2024-06-28,2024-07-01,10540.0,2024-07-17,8920.0,-15.37,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_024720_KR7024720005_KOSPI_02,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-16,-24.0,-8.63,1.8,-32.64,34.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
025000,KR7025000001,KPX케미칼,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_025000_KR7025000001_KOSPI_01,2021-04-09,2021-04-12,62068.0,2021-11-19,52446.0,-15.5,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_025000_KR7025000001_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-15.25,0.25,17.78,-36.63,1295.0,False,,PAIRED
025540,KR7025540006,한국단자,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_025540_KR7025540006_KOSPI_01,2023-11-03,2023-11-06,71700.0,2024-04-05,60300.0,-15.9,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_025540_KR7025540006_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-17,-14.09,1.81,20.22,-25.38,494.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
025770,KR7025770009,한국정보통신,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_025770_KR7025770009_KOSDAQ_01,2021-07-09,2021-07-12,11050.0,2021-08-17,9360.0,-15.29,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_025770_KR7025770009_KOSDAQ_01,NO_EXIT_BEFORE_CUTOFF,,-29.95,-14.66,65.88,-37.42,1251.0,False,,PAIRED
028050,KR7028050003,삼성E&A,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_028050_KR7028050003_KOSPI_02,2023-02-17,2023-02-20,28250.0,2023-10-31,23300.0,-17.52,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028050_KR7028050003_KOSPI_02,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-16,-6.02,11.5,33.81,-23.54,367.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
028260,KR7028260008,삼성물산,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_028260_KR7028260008_KOSPI_01,2022-07-01,2022-07-04,123000.0,2022-09-29,105000.0,-14.63,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028260_KR7028260008_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,144.31,158.94,152.85,-19.27,877.0,False,,PAIRED
028670,KR7028670008,팬오션,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_028670_KR7028670008_KOSPI_01,2023-02-24,2023-02-27,6680.0,2023-03-21,5740.0,-14.07,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028670_KR7028670008_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-12,-21.11,-7.04,2.84,-24.7,52.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
028670,KR7028670008,팬오션,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_028670_KR7028670008_KOSPI_02,2026-05-15,2026-05-18,6040.0,2026-06-02,5100.0,-15.56,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028670_KR7028670008_KOSPI_02,NO_EXIT_BEFORE_CUTOFF,,-3.15,12.41,2.32,-27.15,66.0,False,,PAIRED
030000,KR7030000004,제일기획,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_030000_KR7030000004_KOSPI_01,2022-04-22,2022-04-25,25050.0,2023-01-04,21350.0,-14.77,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_030000_KR7030000004_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-08-16,-23.75,-8.98,6.39,-34.49,326.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
030520,KR7030520001,한컴,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_030520_KR7030520001_KOSDAQ_01,2025-06-13,2025-06-16,28850.0,2025-08-21,24500.0,-15.08,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_030520_KR7030520001_KOSDAQ_01,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-19,-28.6,-13.52,24.44,-36.5,186.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
033240,KR7033240003,자화전자,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_033240_KR7033240003_KOSPI_01,2026-01-02,2026-01-05,27100.0,2026-01-16,22900.0,-15.5,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_033240_KR7033240003_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-04,81.55,97.05,87.45,-18.82,81.0,False,,PAIRED
033500,KR7033500000,동성화인텍,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_033500_KR7033500000_KOSDAQ_01,2023-07-14,2023-07-17,14340.0,2023-09-27,12160.0,-15.2,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_033500_KR7033500000_KOSDAQ_01,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-22,-14.71,0.49,6.14,-22.8,168.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
033500,KR7033500000,동성화인텍,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_033500_KR7033500000_KOSDAQ_02,2024-07-26,2024-07-29,14070.0,2024-08-06,12200.0,-13.29,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_033500_KR7033500000_KOSDAQ_02,EXIT4_SCORE_DRAWDOWN_GE_15,2025-07-01,87.63,100.92,104.34,-24.24,222.0,False,,PAIRED
033500,KR7033500000,동성화인텍,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_033500_KR7033500000_KOSDAQ_03,2024-08-09,2024-08-12,13950.0,2024-09-05,11580.0,-16.99,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
034020,KR7034020008,두산에너빌리티,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_034020_KR7034020008_KOSPI_01,2023-04-21,2023-04-24,18440.0,2023-05-04,15990.0,-13.29,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_034020_KR7034020008_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-13,13.88,27.17,35.57,-27.6,380.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
035420,KR7035420009,NAVER,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_035420_KR7035420009_KOSPI_01,2025-02-07,2025-02-10,229500.0,2025-03-31,191400.0,-16.6,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_035420_KR7035420009_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-3.27,13.33,32.46,-23.22,375.0,False,,PAIRED
035420,KR7035420009,NAVER,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_035420_KR7035420009_KOSPI_02,2025-06-27,2025-06-30,257000.0,2025-08-28,217500.0,-15.37,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
035600,KR7035600006,KG이니시스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_035600_KR7035600006_KOSDAQ_01,2021-05-28,2021-05-31,21950.0,2021-08-23,18350.0,-16.4,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_035600_KR7035600006_KOSDAQ_01,FUNDAMENTAL_A_OPERATING_LOSS,2024-11-15,-60.36,-43.96,14.58,-60.36,853.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
035600,KR7035600006,KG이니시스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_035600_KR7035600006_KOSDAQ_02,2022-04-01,2022-04-04,22450.0,2022-04-18,18900.0,-15.81,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
035600,KR7035600006,KG이니시스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_035600_KR7035600006_KOSDAQ_03,2026-02-20,2026-02-23,12270.0,2026-03-05,10190.0,-16.95,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_035600_KR7035600006_KOSDAQ_02,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2026-08-14,-19.23,-2.28,0.08,-27.3,119.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
036800,KR7036800001,나이스정보통신,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_036800_KR7036800001_KOSDAQ_01,2021-04-02,2021-04-05,6020.0,2022-06-20,5110.0,-15.12,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036800_KR7036800001_KOSDAQ_01,NO_EXIT_BEFORE_CUTOFF,,13.95,29.07,23.26,-44.49,1306.0,False,,PAIRED
036830,KR7036830008,솔브레인홀딩스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_036830_KR7036830008_KOSDAQ_01,2023-09-01,2023-09-04,40600.0,2023-09-12,33300.0,-17.98,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036830_KR7036830008_KOSDAQ_01,EXIT4_SCORE_DRAWDOWN_GE_15,2024-03-04,71.67,89.65,116.26,-34.73,120.0,False,,PAIRED
036830,KR7036830008,솔브레인홀딩스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_036830_KR7036830008_KOSDAQ_02,2023-12-15,2023-12-18,45950.0,2024-01-29,38850.0,-15.45,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
036890,KR7036890002,진성티이씨,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_036890_KR7036890002_KOSDAQ_01,2022-12-02,2022-12-05,14350.0,2023-01-06,12050.0,-16.03,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036890_KR7036890002_KOSDAQ_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,-32.26,-16.23,14.77,-36.24,234.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
037270,KR7037270006,YG PLUS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_037270_KR7037270006_KOSPI_01,2023-06-02,2023-06-05,6570.0,2023-07-19,5500.0,-16.29,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_037270_KR7037270006_KOSPI_01,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-22,-34.86,-18.57,5.63,-39.88,197.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
039130,KR7039130000,하나투어,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_039130_KR7039130000_KOSPI_01,2024-03-22,2024-03-25,70000.0,2024-04-03,58200.0,-16.86,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_039130_KR7039130000_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-55.43,-38.57,0.86,-59.14,586.0,False,,PAIRED
039840,KR7039840004,디오,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_039840_KR7039840004_KOSDAQ_02,2021-08-20,2021-08-23,52100.0,2021-09-29,41050.0,-21.21,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_039840_KR7039840004_KOSDAQ_02,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-11-15,-28.02,-6.81,0.58,-33.97,56.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
041190,KR7041190000,우리기술투자,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_041190_KR7041190000_KOSDAQ_01,2025-06-13,2025-06-16,9820.0,2025-06-24,8690.0,-11.51,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_041190_KR7041190000_KOSDAQ_01,FUNDAMENTAL_A_OPERATING_LOSS,2025-11-14,-11.1,0.41,33.81,-17.62,104.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
042670,KR7042670000,HD현대인프라코어,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_042670_KR7042670000_KOSPI_01,2023-02-17,2023-02-20,9470.0,2023-03-14,7980.0,-15.73,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_042670_KR7042670000_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-08-16,9.93,25.66,55.12,-24.39,122.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
045100,KR7045100005,한양이엔지,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_045100_KR7045100005_KOSDAQ_01,2024-06-07,2024-06-10,20500.0,2024-08-06,16760.0,-18.24,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_045100_KR7045100005_KOSDAQ_01,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-16,-10.98,7.26,7.07,-20.05,49.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
045390,KR7045390002,대아티아이,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_045390_KR7045390002_KOSDAQ_01,2021-06-18,2021-06-21,6950.0,2021-07-20,5820.0,-16.26,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_045390_KR7045390002_KOSDAQ_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-11-15,-13.67,2.59,7.63,-16.55,100.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
047050,KR7047050000,포스코인터내셔널,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_047050_KR7047050000_KOSPI_01,2022-08-19,2022-08-22,27000.0,2022-09-27,22350.0,-17.22,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_047050_KR7047050000_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2023-09-01,195.93,213.15,258.15,-27.22,257.0,False,,PAIRED
049770,KR7049770001,동원F&B,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_049770_KR7049770001_KOSPI_01,2021-05-14,2021-05-17,46144.0,2021-08-20,39437.0,-14.53,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_049770_KR7049770001_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-3.13,11.4,8.02,-45.55,990.0,False,,PAIRED
