candidate_id,ticker,isu_cd,market,entry_signal_information_date,quarter,initial_evaluable,initial_failure_reason,final_evaluable,final_classification,required_latest_fy,required_latest_quarter,required_prior_year_same_quarter,opendart_live_used,opendart_call_count,selected_receipt_dates,future_filing_used,evaluation_error,local_cache_missing,missing_sources,retry_count
140410|KR7140410002|KOSDAQ|2021-08-20,140410,KR7140410002,KOSDAQ,2021-08-20,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,False,TRUE_DATA_UNAVAILABLE,2020.0,,,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-03-23|2021-05-17|2021-08-17,False,,False,[],
003410|KR7003410008|KOSPI|2021-08-27,003410,KR7003410008,KOSPI,2021-08-27,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-13|2021-03-17|2021-05-13|2021-08-13,False,,False,[],
060720|KR7060720000|KOSDAQ|2021-08-27,060720,KR7060720000,KOSDAQ,2021-08-27,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2019.0,2021Q2,2020Q2,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-05-17|2021-08-17,False,,False,[],
140410|KR7140410002|KOSDAQ|2021-08-27,140410,KR7140410002,KOSDAQ,2021-08-27,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,False,TRUE_DATA_UNAVAILABLE,2020.0,,,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-03-23|2021-05-17|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-08-27,214870,KR7214870008,KOSDAQ,2021-08-27,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
140410|KR7140410002|KOSDAQ|2021-09-03,140410,KR7140410002,KOSDAQ,2021-09-03,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,False,TRUE_DATA_UNAVAILABLE,2020.0,,,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-03-23|2021-05-17|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-09-03,214870,KR7214870008,KOSDAQ,2021-09-03,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-09-10,214870,KR7214870008,KOSDAQ,2021-09-10,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
012510|KR7012510004|KOSPI|2021-09-17,012510,KR7012510004,KOSPI,2021-09-17,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-15|2019-08-12|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-05-17|2021-07-06|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-09-17,214870,KR7214870008,KOSDAQ,2021-09-17,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
012510|KR7012510004|KOSPI|2021-09-24,012510,KR7012510004,KOSPI,2021-09-24,2021Q3,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-15|2019-08-12|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-05-17|2021-07-06|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-10-08,214870,KR7214870008,KOSDAQ,2021-10-08,2021Q4,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
214870|KR7214870008|KOSDAQ|2021-11-05,214870,KR7214870008,KOSDAQ,2021-11-05,2021Q4,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q2,2020Q2,False,0,2019-05-09|2019-08-14|2019-11-14|2020-03-27|2020-05-15|2020-08-14|2020-11-16|2021-03-11|2021-05-17|2021-08-17,False,,False,[],
140410|KR7140410002|KOSDAQ|2021-11-19,140410,KR7140410002,KOSDAQ,2021-11-19,2021Q4,False,ANNUAL_DATA_UNAVAILABLE,False,TRUE_DATA_UNAVAILABLE,2020.0,,,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-14|2020-11-16|2021-05-17|2021-08-17|2021-10-21|2021-11-11,False,,False,[],
041140|KR7041140005|KOSDAQ|2021-12-10,041140,KR7041140005,KOSDAQ,2021-12-10,2021Q4,False,ANNUAL_DATA_UNAVAILABLE,True,EVALUABLE_RECOVERED_FROM_CACHE,2020.0,2021Q3,2020Q3,False,0,2019-05-15|2019-08-14|2019-11-14|2020-03-30|2020-05-15|2020-08-13|2020-11-11|2021-03-17|2021-05-12|2021-08-11|2021-11-09,False,,False,[],
