ticker,legacy_rows,store_rows,date_mismatch_count,ohlc_mismatch,content_sha256,status
005930,2997,2997,0,0,165e4af0c508687f01c228b1fef139a37383dfb535bdf06a64a483ddf0d34f1b,PASS
000660,3000,3000,0,0,10510410306aad2367be6d335e19d12699285c75212196ca024f4dda946a4496,PASS
068270,3000,3000,0,0,747d2b77c78503239e78c5f68527fecae0bb3858f608055c44291a15f40d6214,PASS
