window,layer,market,version,lifecycle_group,role,trades,mean_return,median_return,q25_return,q75_return,positive_rate_pct,ge_30_count,ge_30_rate_pct,ge_50_count,ge_50_rate_pct,ge_100_count,ge_100_rate_pct,le_neg_15_count,le_neg_15_rate_pct,le_neg_30_count,le_neg_30_rate_pct,le_neg_40_count,le_neg_40_rate_pct,le_neg_50_count,le_neg_50_rate_pct,le_neg_60_count,le_neg_60_rate_pct,open_at_cutoff_rate_pct,closed_rate_pct,holding_days_mean,holding_days_median,mfe_mean,mfe_median,mae_mean,mae_median,peak_giveback_mean,peak_giveback_median
P2-2,FILLED,KOSPI,CLOSED_ONLY,NORMAL_EARLY_TREND_HANDOFF,PRIMARY,110,33.703,-0.335,-15.89,60.1725,49.0909,34,30.9091,30,27.2727,18,16.3636,45,40.9091,2,1.8182,2,1.8182,1,0.9091,0,0.0,0.0,100.0,242.5,103.0,67.1425,34.645,-15.2157,-15.71,33.4395,23.64
P2-2,FILLED,KOSPI,CLOSED_ONLY,SKIPPED_EARLY_TREND_HANDOFF,PRIMARY,7,-16.9529,-15.61,-16.175,-14.97,0.0,0,0.0,0,0.0,0,0.0,5,71.4286,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,104.7143,69.0,20.1614,11.92,-18.6829,-17.21,37.1143,26.33
P2-2,FILLED,KOSPI,CLOSED_ONLY,PROGRESSED_WITHOUT_DIRECT_HANDOFF,PRIMARY,18,10.0189,-14.96,-16.2325,10.7725,27.7778,4,22.2222,3,16.6667,3,16.6667,9,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,209.3333,94.0,43.9217,16.545,-14.8611,-16.59,33.9028,23.79
P2-2,FILLED,KOSPI,CLOSED_ONLY,COVERAGE_PATH_COMBINED,PRIMARY,25,2.4668,-15.59,-16.24,-10.81,20.0,4,16.0,3,12.0,3,12.0,14,56.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,180.04,79.0,37.2688,11.92,-15.9312,-16.82,34.802,25.66
P2-2,FILLED,KOSPI,CLOSED_ONLY,NEVER_PROGRESSED,REFERENCE_ONLY,49,-15.9471,-15.79,-16.52,-15.01,0.0,0,0.0,0,0.0,0,0.0,38,77.551,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,92.3265,51.0,12.3804,7.86,-17.3512,-16.71,28.3276,24.32
P2-2,FILLED,KOSDAQ,ALL,NORMAL_EARLY_TREND_HANDOFF,PRIMARY,25,4.0628,-14.17,-15.34,17.54,32.0,6,24.0,4,16.0,0,0.0,8,32.0,2,8.0,0,0.0,0,0.0,0,0.0,12.0,88.0,123.52,74.0,50.1916,26.92,-17.4992,-16.28,46.1288,26.25
P2-2,FILLED,KOSDAQ,ALL,SKIPPED_EARLY_TREND_HANDOFF,PRIMARY,3,18.86,-15.11,-17.245,37.98,33.3333,1,33.3333,1,33.3333,0,0.0,2,66.6667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,35.6667,39.0,38.31,4.0,-17.4467,-16.0,19.45,18.75
P2-2,FILLED,KOSDAQ,ALL,PROGRESSED_WITHOUT_DIRECT_HANDOFF,PRIMARY,2,-16.37,-16.37,-17.135,-15.605,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,187.5,187.5,8.11,8.11,-16.885,-16.885,24.48,24.48
P2-2,FILLED,KOSDAQ,ALL,COVERAGE_PATH_COMBINED,PRIMARY,5,4.768,-15.11,-17.9,-14.84,20.0,1,20.0,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,96.4,39.0,26.23,7.33,-17.222,-16.0,21.462,22.17
P2-2,FILLED,KOSDAQ,ALL,NEVER_PROGRESSED,REFERENCE_ONLY,8,-16.9275,-16.01,-17.2475,-15.4275,0.0,0,0.0,0,0.0,0,0.0,7,87.5,1,12.5,0,0.0,0,0.0,0,0.0,12.5,87.5,50.5,44.5,25.4012,7.34,-17.9625,-17.07,42.3287,23.55
P2-2,FILLED,KOSDAQ,CLOSED_ONLY,NORMAL_EARLY_TREND_HANDOFF,PRIMARY,22,0.7923,-14.26,-16.6,10.235,27.2727,5,22.7273,3,13.6364,0,0.0,8,36.3636,2,9.0909,0,0.0,0,0.0,0,0.0,0.0,100.0,108.9545,30.5,33.1518,23.2,-17.7127,-16.65,32.3595,24.215
P2-2,FILLED,KOSDAQ,CLOSED_ONLY,SKIPPED_EARLY_TREND_HANDOFF,PRIMARY,3,18.86,-15.11,-17.245,37.98,33.3333,1,33.3333,1,33.3333,0,0.0,2,66.6667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,35.6667,39.0,38.31,4.0,-17.4467,-16.0,19.45,18.75
P2-2,FILLED,KOSDAQ,CLOSED_ONLY,PROGRESSED_WITHOUT_DIRECT_HANDOFF,PRIMARY,2,-16.37,-16.37,-17.135,-15.605,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,187.5,187.5,8.11,8.11,-16.885,-16.885,24.48,24.48
P2-2,FILLED,KOSDAQ,CLOSED_ONLY,COVERAGE_PATH_COMBINED,PRIMARY,5,4.768,-15.11,-17.9,-14.84,20.0,1,20.0,1,20.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,96.4,39.0,26.23,7.33,-17.222,-16.0,21.462,22.17
P2-2,FILLED,KOSDAQ,CLOSED_ONLY,NEVER_PROGRESSED,REFERENCE_ONLY,7,-18.7157,-16.13,-17.375,-15.68,0.0,0,0.0,0,0.0,0,0.0,7,100.0,1,14.2857,0,0.0,0,0.0,0,0.0,0.0,100.0,57.5714,45.0,28.8471,9.2,-19.39,-17.12,47.5629,26.32
