window,layer,market,version,comparison,first,second,first_n,second_n,mean_return_first,mean_return_second,mean_return_diff,mean_return_favorable,median_return_first,median_return_second,median_return_diff,median_return_favorable,ge_50_rate_pct_first,ge_50_rate_pct_second,ge_50_rate_pct_diff,ge_50_rate_pct_favorable,ge_100_rate_pct_first,ge_100_rate_pct_second,ge_100_rate_pct_diff,ge_100_rate_pct_favorable,le_neg_30_rate_pct_first,le_neg_30_rate_pct_second,le_neg_30_rate_pct_diff,le_neg_30_rate_pct_favorable,le_neg_50_rate_pct_first,le_neg_50_rate_pct_second,le_neg_50_rate_pct_diff,le_neg_50_rate_pct_favorable,le_neg_60_rate_pct_first,le_neg_60_rate_pct_second,le_neg_60_rate_pct_diff,le_neg_60_rate_pct_favorable,positive_rate_pct_diff,ge_30_rate_pct_diff,le_neg_15_rate_pct_diff,le_neg_40_rate_pct_diff,return_auc,return_auc_effect,favorable,unfavorable,tier,panel_favorable,loss_30_count,loss_50_count,deep_loss_generalizable
P2-1,FILLED,KOSPI,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,46,20,25.5767,1.6275,23.9492,FAVORABLE,14.155,-15.075,29.23,FAVORABLE,17.3913,10.0,7.3913,FAVORABLE,13.0435,5.0,8.0435,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,38.0435,1.7391,-19.5652,0.0,0.65,0.15,4,0,A_EVALUABLE,True,0,0,False
P2-1,FILLED,KOSPI,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,46,10,25.5767,0.134,25.4427,FAVORABLE,14.155,-14.88,29.035,FAVORABLE,17.3913,10.0,7.3913,FAVORABLE,13.0435,0.0,13.0435,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,33.0435,1.7391,-19.5652,0.0,0.6522,0.1522,4,0,B_DESCRIPTIVE,True,0,0,False
P2-1,FILLED,KOSPI,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,46,10,25.5767,3.121,22.4557,FAVORABLE,14.155,-15.085,29.24,FAVORABLE,17.3913,10.0,7.3913,FAVORABLE,13.0435,10.0,3.0435,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,43.0435,1.7391,-19.5652,0.0,0.6478,0.1478,4,0,B_DESCRIPTIVE,True,0,0,False
P2-1,FILLED,KOSPI,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,10,10,0.134,3.121,-2.987,UNFAVORABLE,-14.88,-15.085,0.205,FAVORABLE,10.0,10.0,0.0,TIE,0.0,10.0,-10.0,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,10.0,0.0,0.0,0.0,0.52,0.02,1,2,B_DESCRIPTIVE,False,0,0,False
P2-1,FILLED,KOSDAQ,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,7,5,17.0671,-22.45,39.5171,FAVORABLE,17.54,-15.11,32.65,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,40.0,-40.0,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-31.4286,0.0,0.8286,0.3286,4,0,C_TOO_SMALL,True,3,0,False
P2-1,FILLED,KOSDAQ,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,7,2,17.0671,-25.845,42.9121,FAVORABLE,17.54,-25.845,43.385,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,50.0,-50.0,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-71.4286,0.0,0.8571,0.3571,4,0,C_TOO_SMALL,True,3,0,False
P2-1,FILLED,KOSDAQ,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,7,3,17.0671,-20.1867,37.2538,FAVORABLE,17.54,-14.84,32.38,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,33.3333,-33.3333,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-4.7619,0.0,0.8095,0.3095,4,0,C_TOO_SMALL,True,3,0,False
P2-1,FILLED,KOSDAQ,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,2,3,-25.845,-20.1867,-5.6583,UNFAVORABLE,-25.845,-14.84,-11.005,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,50.0,33.3333,16.6667,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,66.6667,0.0,0.1667,-0.3333,0,3,C_TOO_SMALL,False,3,0,False
P2-1,FILLED,KOSDAQ,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,7,4,17.0671,-18.9175,35.9846,FAVORABLE,17.54,-14.975,32.515,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,25.0,-25.0,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-21.4286,0.0,0.7857,0.2857,4,0,C_TOO_SMALL,True,2,0,False
P2-1,FILLED,KOSDAQ,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,7,1,17.0671,-15.11,32.1771,FAVORABLE,17.54,-15.11,32.65,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-71.4286,0.0,0.7143,0.2143,3,0,C_TOO_SMALL,True,2,0,False
P2-1,FILLED,KOSDAQ,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,7,3,17.0671,-20.1867,37.2538,FAVORABLE,17.54,-14.84,32.38,FAVORABLE,14.2857,0.0,14.2857,FAVORABLE,0.0,0.0,0.0,TIE,0.0,33.3333,-33.3333,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,57.1429,42.8571,-4.7619,0.0,0.8095,0.3095,4,0,C_TOO_SMALL,True,2,0,False
P2-1,FILLED,KOSDAQ,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,1,3,-15.11,-20.1867,5.0767,FAVORABLE,-15.11,-14.84,-0.27,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,33.3333,-33.3333,FAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,66.6667,0.0,0.3333,-0.1667,2,1,C_TOO_SMALL,False,2,0,False
P2-2,ELIGIBLE,KOSPI,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,213,74,34.6344,10.1305,24.5039,FAVORABLE,7.56,-14.61,22.17,FAVORABLE,31.4554,18.9189,12.5365,FAVORABLE,15.0235,6.7568,8.2667,FAVORABLE,0.939,2.7027,-1.7637,FAVORABLE,0.4695,1.3514,-0.8819,FAVORABLE,0.0,0.0,0.0,TIE,18.386,10.0051,-11.2041,-0.4124,0.6056,0.1056,6,0,A_EVALUABLE,True,4,2,False
P2-2,ELIGIBLE,KOSPI,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,213,21,34.6344,-4.6148,39.2492,FAVORABLE,7.56,-15.61,23.17,FAVORABLE,31.4554,9.5238,21.9316,FAVORABLE,15.0235,4.7619,10.2616,FAVORABLE,0.939,9.5238,-8.5848,FAVORABLE,0.4695,4.7619,-4.2924,FAVORABLE,0.0,0.0,0.0,TIE,34.4735,21.3951,-27.163,-3.8229,0.7129,0.2129,6,0,A_EVALUABLE,True,4,2,False
P2-2,ELIGIBLE,KOSPI,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,213,53,34.6344,15.973,18.6614,FAVORABLE,7.56,-13.35,20.91,FAVORABLE,31.4554,22.6415,8.8139,FAVORABLE,15.0235,7.5472,7.4763,FAVORABLE,0.939,0.0,0.939,UNFAVORABLE,0.4695,0.0,0.4695,UNFAVORABLE,0.0,0.0,0.0,TIE,12.0117,5.4921,-4.8808,0.939,0.5631,0.0631,4,2,A_EVALUABLE,True,4,2,False
P2-2,ELIGIBLE,KOSPI,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,21,53,-4.6148,15.973,-20.5878,UNFAVORABLE,-15.61,-13.35,-2.26,UNFAVORABLE,9.5238,22.6415,-13.1177,UNFAVORABLE,4.7619,7.5472,-2.7853,UNFAVORABLE,9.5238,0.0,9.5238,UNFAVORABLE,4.7619,0.0,4.7619,UNFAVORABLE,0.0,0.0,0.0,TIE,-22.4618,-15.903,22.2822,4.7619,0.3315,-0.1685,0,6,A_EVALUABLE,False,4,2,False
P2-2,ELIGIBLE,KOSPI,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,208,61,32.2494,8.1289,24.1205,FAVORABLE,5.54,-15.2,20.74,FAVORABLE,30.2885,18.0328,12.2557,FAVORABLE,13.9423,8.1967,5.7456,FAVORABLE,0.9615,1.6393,-0.6778,FAVORABLE,0.4808,0.0,0.4808,UNFAVORABLE,0.0,0.0,0.0,TIE,22.8956,11.6646,-15.2428,0.9615,0.6178,0.1178,5,1,A_EVALUABLE,True,3,1,False
P2-2,ELIGIBLE,KOSPI,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,208,17,32.2494,0.6347,31.6147,FAVORABLE,5.54,-15.38,20.92,FAVORABLE,30.2885,11.7647,18.5238,FAVORABLE,13.9423,5.8824,8.0599,FAVORABLE,0.9615,5.8824,-4.9209,FAVORABLE,0.4808,0.0,0.4808,UNFAVORABLE,0.0,0.0,0.0,TIE,28.8744,16.9683,-23.2466,0.9615,0.6677,0.1677,5,1,B_DESCRIPTIVE,True,3,1,False
P2-2,ELIGIBLE,KOSPI,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,208,44,32.2494,11.0243,21.2251,FAVORABLE,5.54,-14.745,20.285,FAVORABLE,30.2885,20.4545,9.834,FAVORABLE,13.9423,9.0909,4.8514,FAVORABLE,0.9615,0.0,0.9615,UNFAVORABLE,0.4808,0.0,0.4808,UNFAVORABLE,0.0,0.0,0.0,TIE,20.5856,9.6154,-12.1504,0.9615,0.5985,0.0985,4,2,A_EVALUABLE,True,3,1,False
P2-2,ELIGIBLE,KOSPI,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,17,44,0.6347,11.0243,-10.3896,UNFAVORABLE,-15.38,-14.745,-0.635,UNFAVORABLE,11.7647,20.4545,-8.6898,UNFAVORABLE,5.8824,9.0909,-3.2085,UNFAVORABLE,5.8824,0.0,5.8824,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,-8.2888,-7.3529,11.0962,0.0,0.4178,-0.0822,0,5,B_DESCRIPTIVE,False,3,1,False
P2-2,ELIGIBLE,KOSDAQ,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,60,15,11.6908,2.3007,9.3901,FAVORABLE,-13.915,-15.15,1.235,FAVORABLE,21.6667,13.3333,8.3334,FAVORABLE,6.6667,6.6667,0.0,TIE,3.3333,6.6667,-3.3334,FAVORABLE,0.0,6.6667,-6.6667,FAVORABLE,0.0,6.6667,-6.6667,FAVORABLE,8.3333,15.0,-23.3333,-6.6667,0.56,0.06,6,0,B_DESCRIPTIVE,True,4,1,False
P2-2,ELIGIBLE,KOSDAQ,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,60,6,11.6908,1.4933,10.1975,FAVORABLE,-13.915,-13.625,-0.29,UNFAVORABLE,21.6667,16.6667,5.0,FAVORABLE,6.6667,0.0,6.6667,FAVORABLE,3.3333,16.6667,-13.3334,FAVORABLE,0.0,16.6667,-16.6667,FAVORABLE,0.0,16.6667,-16.6667,FAVORABLE,1.6667,11.6666,-13.3333,-16.6667,0.5444,0.0444,6,1,C_TOO_SMALL,True,4,1,False
P2-2,ELIGIBLE,KOSDAQ,ALL,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,60,9,11.6908,2.8389,8.8519,FAVORABLE,-13.915,-15.42,1.505,FAVORABLE,21.6667,11.1111,10.5556,FAVORABLE,6.6667,11.1111,-4.4444,UNFAVORABLE,3.3333,0.0,3.3333,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,12.7778,17.2222,-30.0,0.0,0.5704,0.0704,3,2,C_TOO_SMALL,True,4,1,False
P2-2,ELIGIBLE,KOSDAQ,ALL,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,6,9,1.4933,2.8389,-1.3456,UNFAVORABLE,-13.625,-15.42,1.795,FAVORABLE,16.6667,11.1111,5.5556,FAVORABLE,0.0,11.1111,-11.1111,UNFAVORABLE,16.6667,0.0,16.6667,UNFAVORABLE,16.6667,0.0,16.6667,UNFAVORABLE,16.6667,0.0,16.6667,UNFAVORABLE,11.1111,5.5556,-16.6667,16.6667,0.537,0.037,2,5,C_TOO_SMALL,False,4,1,False
P2-2,ELIGIBLE,KOSDAQ,CLOSED_ONLY,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,56,13,8.9825,6.1638,2.8187,FAVORABLE,-14.14,-15.15,1.01,FAVORABLE,19.6429,15.3846,4.2583,FAVORABLE,5.3571,7.6923,-2.3352,UNFAVORABLE,3.5714,0.0,3.5714,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,9.066,11.4011,-22.2528,0.0,0.5261,0.0261,3,2,B_DESCRIPTIVE,True,3,0,False
P2-2,ELIGIBLE,KOSDAQ,CLOSED_ONLY,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,56,5,8.9825,13.986,-5.0035,UNFAVORABLE,-14.14,-12.14,-2.0,UNFAVORABLE,19.6429,20.0,-0.3571,UNFAVORABLE,5.3571,0.0,5.3571,FAVORABLE,3.5714,0.0,3.5714,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,-7.8571,6.7857,-0.7143,0.0,0.4357,-0.0643,1,4,C_TOO_SMALL,False,3,0,False
P2-2,ELIGIBLE,KOSDAQ,CLOSED_ONLY,NORMAL_vs_WITHOUT_DIRECT,NORMAL_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,56,8,8.9825,1.275,7.7075,FAVORABLE,-14.14,-15.43,1.29,FAVORABLE,19.6429,12.5,7.1429,FAVORABLE,5.3571,12.5,-7.1429,UNFAVORABLE,3.5714,0.0,3.5714,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,19.6429,14.2857,-35.7143,0.0,0.5826,0.0826,3,2,C_TOO_SMALL,True,3,0,False
P2-2,ELIGIBLE,KOSDAQ,CLOSED_ONLY,SKIPPED_vs_WITHOUT_DIRECT,SKIPPED_EARLY_TREND_HANDOFF,PROGRESSED_WITHOUT_DIRECT_HANDOFF,5,8,13.986,1.275,12.711,FAVORABLE,-12.14,-15.43,3.29,FAVORABLE,20.0,12.5,7.5,FAVORABLE,0.0,12.5,-12.5,UNFAVORABLE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,0.0,0.0,0.0,TIE,27.5,7.5,-35.0,0.0,0.675,0.175,3,1,C_TOO_SMALL,True,3,0,False
P2-2,FILLED,KOSPI,ALL,NORMAL_vs_COVERAGE_COMBINED,NORMAL_EARLY_TREND_HANDOFF,COVERAGE_PATH_COMBINED,113,32,34.8085,4.3528,30.4557,FAVORABLE,5.62,-14.445,20.065,FAVORABLE,28.3186,12.5,15.8186,FAVORABLE,16.8142,9.375,7.4392,FAVORABLE,1.7699,3.125,-1.3551,FAVORABLE,0.885,3.125,-2.24,FAVORABLE,0.0,0.0,0.0,TIE,22.3175,13.1084,-7.052,-1.3551,0.6121,0.1121,6,0,A_EVALUABLE,True,3,2,False
P2-2,FILLED,KOSPI,ALL,NORMAL_vs_SKIPPED,NORMAL_EARLY_TREND_HANDOFF,SKIPPED_EARLY_TREND_HANDOFF,113,9,34.8085,-20.1789,54.9874,FAVORABLE,5.62,-15.61,21.23,FAVORABLE,28.3186,0.0,28.3186,FAVORABLE,16.8142,0.0,16.8142,FAVORABLE,1.7699,11.1111,-9.3412,FAVORABLE,0.885,11.1111,-10.2261,FAVORABLE,0.0,0.0,0.0,TIE,50.4425,31.8584,-26.8437,-9.3412,0.7365,0.2365,6,0,C_TOO_SMALL,True,3,2,False
