sample_id,asset_type,file_path,sha256,data_start,data_end,reference_date,human_exposure_phase
INV_OOS_B_012,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/012_INV_OOS_B_012_outcome.png,247b2535bd6bd3dfafc9ab5e50b3d452cde29785c3368a8f95cd232ae1b7a57d,2023-12-22,2025-01-10,2023-12-22,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_013,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/013_INV_OOS_B_013_monthly.png,85b739ca7f93db75e7b11561d14ff5be85fc3bd283e61b4ec687d9a2a085b932,2021-08-31,2024-05-31,2024-06-28,PASS_A
INV_OOS_B_013,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/013_INV_OOS_B_013_weekly.png,9d8021eb645de025bdd2078bc8eb4a73e78dcb19e181d4565a6be1365685e910,2021-08-20,2024-06-28,2024-06-28,PASS_A
INV_OOS_B_013,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/013_INV_OOS_B_013_daily.png,ebff61e53f8bf31db8b0042ed87375eef92675058a6e33af53bdcf065ca790fa,2021-08-17,2024-06-28,2024-06-28,PASS_A
INV_OOS_B_013,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/013_INV_OOS_B_013_outcome.png,4398272b40ff02c8696af57e8b5cdfce1711f1f60a503b1910b34498ac930680,2024-06-28,2025-07-04,2024-06-28,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_014,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/014_INV_OOS_B_014_monthly.png,db7014ce791def2e3bbc8140788896f79c8db6f1e1b726f41990fa2f5a876713,2021-08-31,2023-08-31,2023-09-22,PASS_A
INV_OOS_B_014,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/014_INV_OOS_B_014_weekly.png,92456d492b089f073ca93969ed322a7bfbbb5a5e2db7231ac284f8d71168bd49,2021-08-20,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_014,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/014_INV_OOS_B_014_daily.png,b43fcf86329cefd366bdf0cb89d225ba20a2c530e732d216a77b382df5a82d0c,2021-08-17,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_014,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/014_INV_OOS_B_014_outcome.png,509e4e00d113fac332853bafc35d80ac5081f230b26aca7bb6c96f46fbc2b6cd,2023-09-22,2024-10-18,2023-09-22,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_015,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/015_INV_OOS_B_015_monthly.png,6e8d6bd06119f2dddcf62076a8c7f2d32ffbcf4c6758c38f3a802f0d9d4f338e,2021-08-31,2024-11-30,2024-12-27,PASS_A
INV_OOS_B_015,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/015_INV_OOS_B_015_weekly.png,0854305e219e90fc3ffeaa83fc75cb730f701daba93699abbda15707d9a215a0,2021-08-20,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_015,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/015_INV_OOS_B_015_daily.png,aa54939af74796804e696760d8b1e8ff42348f689e09db2d25896966e920521c,2021-08-17,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_015,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/015_INV_OOS_B_015_outcome.png,a3b27bf0a97042f745b45da759c51650cdf253c38ec818eafe8bfa601bc2e6f9,2024-12-27,2026-01-16,2024-12-27,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_016,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/016_INV_OOS_B_016_monthly.png,ae7ba323992c9568d8f30640fd618daa3a8b46090bcdb7086f0088d81a95d8b5,2021-08-31,2022-11-30,2022-12-23,PASS_A
INV_OOS_B_016,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/016_INV_OOS_B_016_weekly.png,5d8bfa2f03c2242c94d6cda90742d46a119c4018fd4fe9ef9276664b013b405c,2021-08-20,2022-12-23,2022-12-23,PASS_A
INV_OOS_B_016,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/016_INV_OOS_B_016_daily.png,bbdae895b1d7193fa3f38b992ef3570372b13d2ade54954cc1f5ff927ab8aeb8,2021-08-17,2022-12-23,2022-12-23,PASS_A
INV_OOS_B_016,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/016_INV_OOS_B_016_outcome.png,6d9bf8bca8b0142644c150b84f498438a6740f154de5065ac09ca453addd24f1,2022-12-23,2024-01-19,2022-12-23,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_017,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/017_INV_OOS_B_017_monthly.png,088c2f27812834b2569c0e95bc19268f2ea7eb8e51ac8a367d0419960c13b291,2021-08-31,2023-08-31,2023-09-22,PASS_A
INV_OOS_B_017,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/017_INV_OOS_B_017_weekly.png,094a2030a5242a5cff275fcb8e47c66d6b5798b170d06be61c74d79f4e80e1ef,2021-08-20,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_017,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/017_INV_OOS_B_017_daily.png,4cf93a683868d940c6685ec9aa727547f76f60b85af4a8af3a805ea65fc33f99,2021-08-17,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_017,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/017_INV_OOS_B_017_outcome.png,4852e4399518ba063f31212bc46daa578daf5d48dc021eb9ed05149d33e36aa2,2023-09-22,2024-10-18,2023-09-22,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_018,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/018_INV_OOS_B_018_monthly.png,ea815ac22366062a0d563e9d82d6064690846b26815d72178843caeaa9af5aaa,2021-08-31,2023-08-31,2023-09-22,PASS_A
INV_OOS_B_018,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/018_INV_OOS_B_018_weekly.png,eabc2be164c8451ccdfd535642ecdefe5453cc89a2625605eb96d797a3bf724f,2021-08-20,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_018,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/018_INV_OOS_B_018_daily.png,ac06a9d62c9e236af87eed5574e1ff86721ef1684d5bf9bab5fb4b50a645ce53,2021-08-17,2023-09-22,2023-09-22,PASS_A
INV_OOS_B_018,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/018_INV_OOS_B_018_outcome.png,4c9b793d4b61989437f9f9e888c52417b94ef2117df1c4768717b8da2e0aa5ae,2023-09-22,2024-10-18,2023-09-22,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_019,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/019_INV_OOS_B_019_monthly.png,87ce2f2b76a6ab5f1461429abb7019c2435e100ff5208b7a0ca69d2f057e5f84,2021-08-31,2025-05-31,2025-06-27,PASS_A
INV_OOS_B_019,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/019_INV_OOS_B_019_weekly.png,250b38dd4a311cc55160709c700820fe87381c6f6f4f1d039e6aa7bab1e50111,2021-08-20,2025-06-27,2025-06-27,PASS_A
INV_OOS_B_019,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/019_INV_OOS_B_019_daily.png,1c743d5461885e32cf2ee7e53a57a94c2b6a2b5119e0287e03f7f5ad2d25027b,2021-08-17,2025-06-27,2025-06-27,PASS_A
INV_OOS_B_019,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/019_INV_OOS_B_019_outcome.png,8906dc014585aef230c478250ec4abda58ec1beed6f62bbab3ae9a8e3613349c,2025-06-27,2026-07-24,2025-06-27,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_020,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/020_INV_OOS_B_020_monthly.png,5bb3d04b86cd49f024be63a176389af138922c3cd12a25c3d0d0a36cc09434a7,2017-07-31,2023-11-30,2023-12-22,PASS_A
INV_OOS_B_020,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/020_INV_OOS_B_020_weekly.png,3baae8becdbdfc305ca43adab947db4fb4dd355d7eabf8f16363a92287512e7d,2017-07-07,2023-12-22,2023-12-22,PASS_A
INV_OOS_B_020,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/020_INV_OOS_B_020_daily.png,e3ca238f85fdf26b199ca3f2ad1daf75760dfcdcb23dc16729594a30f8b49322,2017-07-07,2023-12-22,2023-12-22,PASS_A
INV_OOS_B_020,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/020_INV_OOS_B_020_outcome.png,57a0b82ffe0b4120ddf14ef6833983848c5ed0dc4df617f1ffbdf08bdf513cef,2023-12-22,2025-01-10,2023-12-22,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_021,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/021_INV_OOS_B_021_monthly.png,fe9968081a4fd1ba115a7d390230150973bbc0b112dd078e4e29b873e8383541,2019-01-31,2021-05-31,2021-06-25,PASS_A
INV_OOS_B_021,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/021_INV_OOS_B_021_weekly.png,975ed92d7e79b150f5bed47f99d75dc1b95de5ce5b32919a4cedd9a10d2c6916,2019-01-04,2021-06-25,2021-06-25,PASS_A
INV_OOS_B_021,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/021_INV_OOS_B_021_daily.png,b3f1d872c3fbf549ccafd9a7a4e835f3aa7cfe506e5cb8396b36422f0ed93425,2019-01-02,2021-06-25,2021-06-25,PASS_A
INV_OOS_B_021,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/021_INV_OOS_B_021_outcome.png,da05a18a54583c512bcbb4454b939804f5e9ad03e24c189f3ef5f81dc0101fc0,2021-06-25,2022-07-01,2021-06-25,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_022,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/022_INV_OOS_B_022_monthly.png,59fbbcc5dc18e5818f6957c398cfce16faaef6d858b5d49572b1088584693490,2021-08-31,2024-02-29,2024-03-29,PASS_A
INV_OOS_B_022,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/022_INV_OOS_B_022_weekly.png,2bce17306b2578910c8fae5b187c9d9803d8b647c739e0cb79a94b158f4d05ba,2021-08-20,2024-03-29,2024-03-29,PASS_A
INV_OOS_B_022,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/022_INV_OOS_B_022_daily.png,55debff11152c5e934e3e6813e1b043b52ab3f682c25fba7137c3a615ba42b97,2021-08-17,2024-03-29,2024-03-29,PASS_A
INV_OOS_B_022,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/022_INV_OOS_B_022_outcome.png,d06010364531302ddbb7c9fc2ee18839eb0027e6d00f4b3bf53a51b3d4884228,2024-03-29,2025-03-28,2024-03-29,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_023,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/023_INV_OOS_B_023_monthly.png,727b3177561c98de68320b0999545b5c49e6b438a94dc2de0a24210d58cdc870,2021-08-31,2023-03-31,2023-03-31,PASS_A
INV_OOS_B_023,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/023_INV_OOS_B_023_weekly.png,8be882b320bd1ea04b845dc7ddd6dd7fb75a92cb79cdf4dcdde6acdabc989fc1,2021-08-20,2023-03-31,2023-03-31,PASS_A
INV_OOS_B_023,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/023_INV_OOS_B_023_daily.png,cb9ed6b1bb86ccafe191e958f07b479d49f0e4d10c96aaac551031b65900606d,2021-08-17,2023-03-31,2023-03-31,PASS_A
INV_OOS_B_023,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/023_INV_OOS_B_023_outcome.png,a0b3def0daff9829967dd660cc622dd4a57a8c8ded50940f3f66948860d9e31c,2023-03-31,2024-05-03,2023-03-31,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_024,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/024_INV_OOS_B_024_monthly.png,56d221cd0db766d68cb57703594d2b623e5b1fba1a94bf73373e896e492e2c65,2021-08-31,2024-11-30,2024-12-27,PASS_A
INV_OOS_B_024,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/024_INV_OOS_B_024_weekly.png,14513fd3f004354fc28fac93d3da52923ea1c4c550dd7693f1a02e145f0e400a,2021-08-20,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_024,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/024_INV_OOS_B_024_daily.png,e009f09b098c0f6600e90d8bdafa090063132a32a5d8ada51750d4260798978f,2021-08-17,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_024,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/024_INV_OOS_B_024_outcome.png,2cbec7d3b4d252cd4c630e611b3c280fbbe2a7cf0018cb2a1dd15f77c2556dcc,2024-12-27,2026-01-16,2024-12-27,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_025,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/025_INV_OOS_B_025_monthly.png,28bbffebeffad3457b74d8139df3ba65455041050453f78fb3c8602e29510c31,2014-05-31,2022-02-28,2022-03-25,PASS_A
INV_OOS_B_025,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/025_INV_OOS_B_025_weekly.png,46caf18da86757dc0821aaf3c6d3862e858cdb7e7c1f58c9478d138cd658d911,2014-05-30,2022-03-25,2022-03-25,PASS_A
INV_OOS_B_025,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/025_INV_OOS_B_025_daily.png,0da809ea0d78a996550cf7986a20200e3e4209ad0fb718e1971464d31ecd7080,2014-05-26,2022-03-25,2022-03-25,PASS_A
INV_OOS_B_025,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/025_INV_OOS_B_025_outcome.png,2061a2bd2145015cd0437a9e0d212afdd353044498e4340265621ad051c56532,2022-03-25,2023-04-07,2022-03-25,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_026,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/026_INV_OOS_B_026_monthly.png,4096ed3753bc4f69d3d133c8c57cbcccc43a3ebda9fa5fe38e255637a656eaec,2021-08-31,2024-08-31,2024-09-27,PASS_A
INV_OOS_B_026,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/026_INV_OOS_B_026_weekly.png,96386b54ef99ba429fdfb7e8164acbf751135acfd8f94fa7f39384b3a45898fe,2021-08-20,2024-09-27,2024-09-27,PASS_A
INV_OOS_B_026,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/026_INV_OOS_B_026_daily.png,402ab9b489a0188bdc1eb8de49ff67bb549133246070879b76b64158a3c9f521,2021-08-17,2024-09-27,2024-09-27,PASS_A
INV_OOS_B_026,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/026_INV_OOS_B_026_outcome.png,5bbc20d5f9edf4ca9c518edfd9126cfbd9e49a94d658084cae67fb1673370f80,2024-09-27,2025-10-17,2024-09-27,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_027,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/027_INV_OOS_B_027_monthly.png,dd5a866df63722b81ded8a1aef0d481ea5708af1fa24f0a04f33889eb753efb7,2021-08-31,2024-11-30,2024-12-27,PASS_A
INV_OOS_B_027,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/027_INV_OOS_B_027_weekly.png,317e09358e5b557dae612a421cc1b285b14bf37bd6db98c66e78c7e782550773,2021-08-20,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_027,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/027_INV_OOS_B_027_daily.png,666acfc706560636f12dc7f092ed0800694353fe186640cb0b64f713bbd1a9d0,2021-08-17,2024-12-27,2024-12-27,PASS_A
INV_OOS_B_027,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/027_INV_OOS_B_027_outcome.png,f32a7b2badb4c8f9d952b44b8b950d253f3002100f5240a7d61d90b6643999ad,2024-12-27,2026-01-16,2024-12-27,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_028,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/028_INV_OOS_B_028_monthly.png,ecd8d7d3338eac0962589be5a95c0531dfbb5df652598649bf3dd0c352df52cb,2021-08-31,2024-02-29,2024-03-29,PASS_A
INV_OOS_B_028,WEEKLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/028_INV_OOS_B_028_weekly.png,832d7594b62de3cc98994167e4d2fd0d19ac65a5bdb1d6e9364e3bc7509be5e0,2021-08-20,2024-03-29,2024-03-29,PASS_A
INV_OOS_B_028,DAILY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/028_INV_OOS_B_028_daily.png,961c5eb246b1645714dbdc2703b0ccd93024828f96ebdd4b562a74d14a1aefc7,2021-08-17,2024-03-29,2024-03-29,PASS_A
INV_OOS_B_028,OUTCOME_BLIND,artifacts/pattern_a_fast/investable_oos/charts/outcome_blind/028_INV_OOS_B_028_outcome.png,42202e451b09f60a14dab4dcc4c1fd7f6b846e744f272062b15946d79901d726,2024-03-29,2025-03-28,2024-03-29,PASS_B_AFTER_STAGE_FREEZE
INV_OOS_B_029,MONTHLY_STAGE_BLIND,artifacts/pattern_a_fast/investable_oos/charts/stage_blind/029_INV_OOS_B_029_monthly.png,42de21102c8b1f3e4fa42995a7a5f852a978f3afa00ceb92c0ec0f5555b217a6,2021-08-31,2024-05-31,2024-06-28,PASS_A
