ticker,isu_cd,market,first_common_date,last_common_date,canonical_adjusted_date_min,canonical_metadata_requested_start,raw_pre_boundary_first_date,raw_pre_boundary_last_date,raw_pre_boundary_session_count,lifecycle_transition_present,common_interval_count,historical_name_evidence,identity_authority_reference,previous_classification,previous_classification_reason
210120,KR7210120002,KOSDAQ,2023-08-17,2026-08-21,2023-08-17,2023-08-17,2021-08-17,2023-08-16,494,false,1,2020-03-27:KONEX:빅텐츠 -> 2020-06-26:KONEX:빅텐츠 -> 2020-09-25:KONEX:빅텐츠 -> 2020-12-18:KONEX:빅텐츠 -> 2020-12-24:KONEX:빅텐츠 -> 2021-03-26:KONEX:빅텐츠 -> 2021-06-25:KONEX:빅텐츠 -> 2021-09-24:KONEX:빅텐츠 -> 2021-12-24:KONEX:빅텐츠 -> 2021-12-30:KONEX:빅텐츠 -> 2022-03-25:KONEX:빅텐츠 -> 2022-06-24:KONEX:빅텐츠 -> 2022-09-30:KONEX:빅텐츠 -> 2022-12-23:KONEX:빅텐츠 -> 2022-12-29:KONEX:빅텐츠 -> 2023-03-31:KONEX:빅텐츠 -> 2023-06-30:KONEX:빅텐츠 -> 2023-09-22:KOSDAQ:빅텐츠 -> 2023-12-22:KOSDAQ:빅텐츠 -> 2023-12-28:KOSDAQ:빅텐츠 -> 2024-03-29:KOSDAQ:빅텐츠 -> 2024-06-28:KOSDAQ:빅텐츠 -> 2024-09-27:KOSDAQ:빅텐츠 -> 2024-12-27:KOSDAQ:빅텐츠 -> 2025-03-28:KOSDAQ:캔버스엔 -> 2025-06-27:KOSDAQ:캔버스엔 -> 2026-08-14:KOSDAQ:캔버스엔 -> 2026-08-21:KOSDAQ:캔버스엔,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
211050,KR7211050000,KOSDAQ,2022-02-16,2026-08-21,2022-02-16,2022-02-16,2021-08-17,2022-02-15,122,false,1,2020-03-27:KONEX:인카금융서비스 -> 2020-06-26:KONEX:인카금융서비스 -> 2020-09-25:KONEX:인카금융서비스 -> 2020-12-18:KONEX:인카금융서비스 -> 2020-12-24:KONEX:인카금융서비스 -> 2021-03-26:KONEX:인카금융서비스 -> 2021-06-25:KONEX:인카금융서비스 -> 2021-09-24:KONEX:인카금융서비스 -> 2021-12-24:KONEX:인카금융서비스 -> 2021-12-30:KONEX:인카금융서비스 -> 2022-03-25:KOSDAQ:인카금융서비스 -> 2022-06-24:KOSDAQ:인카금융서비스 -> 2022-09-30:KOSDAQ:인카금융서비스 -> 2022-12-23:KOSDAQ:인카금융서비스 -> 2022-12-29:KOSDAQ:인카금융서비스 -> 2023-03-31:KOSDAQ:인카금융서비스 -> 2023-06-30:KOSDAQ:인카금융서비스 -> 2023-09-22:KOSDAQ:인카금융서비스 -> 2023-12-22:KOSDAQ:인카금융서비스 -> 2023-12-28:KOSDAQ:인카금융서비스 -> 2024-03-29:KOSDAQ:인카금융서비스 -> 2024-06-28:KOSDAQ:인카금융서비스 -> 2024-09-27:KOSDAQ:인카금융서비스 -> 2024-12-27:KOSDAQ:인카금융서비스 -> 2025-03-28:KOSDAQ:인카금융서비스 -> 2025-06-27:KOSDAQ:인카금융서비스 -> 2026-08-14:KOSDAQ:인카금융서비스 -> 2026-08-21:KOSDAQ:인카금융서비스,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
221800,KR7221800006,KOSDAQ,2023-11-02,2026-08-21,2023-11-02,2023-11-02,2021-08-17,2023-11-01,544,false,1,2020-03-27:KONEX:유투바이오 -> 2020-06-26:KONEX:유투바이오 -> 2020-09-25:KONEX:유투바이오 -> 2020-12-18:KONEX:유투바이오 -> 2020-12-24:KONEX:유투바이오 -> 2021-03-26:KONEX:유투바이오 -> 2021-06-25:KONEX:유투바이오 -> 2021-09-24:KONEX:유투바이오 -> 2021-12-24:KONEX:유투바이오 -> 2021-12-30:KONEX:유투바이오 -> 2022-03-25:KONEX:유투바이오 -> 2022-06-24:KONEX:유투바이오 -> 2022-09-30:KONEX:유투바이오 -> 2022-12-23:KONEX:유투바이오 -> 2022-12-29:KONEX:유투바이오 -> 2023-03-31:KONEX:유투바이오 -> 2023-06-30:KONEX:유투바이오 -> 2023-09-22:KONEX:유투바이오 -> 2023-12-22:KOSDAQ:유투바이오 -> 2023-12-28:KOSDAQ:유투바이오 -> 2024-03-29:KOSDAQ:유투바이오 -> 2024-06-28:KOSDAQ:유투바이오 -> 2024-09-27:KOSDAQ:유투바이오 -> 2024-12-27:KOSDAQ:유투바이오 -> 2025-03-28:KOSDAQ:유투바이오 -> 2025-06-27:KOSDAQ:유투바이오 -> 2026-08-14:KOSDAQ:지구홀딩스 -> 2026-08-21:KOSDAQ:지구홀딩스,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
232830,KR7232830000,KOSDAQ,2023-06-29,2026-08-21,2023-06-29,2023-06-29,2021-08-17,2023-06-28,460,false,1,2020-03-27:KONEX:시큐센 -> 2020-06-26:KONEX:시큐센 -> 2020-09-25:KONEX:시큐센 -> 2020-12-18:KONEX:시큐센 -> 2020-12-24:KONEX:시큐센 -> 2021-03-26:KONEX:시큐센 -> 2021-06-25:KONEX:시큐센 -> 2021-09-24:KONEX:시큐센 -> 2021-12-24:KONEX:시큐센 -> 2021-12-30:KONEX:시큐센 -> 2022-03-25:KONEX:시큐센 -> 2022-06-24:KONEX:시큐센 -> 2022-09-30:KONEX:시큐센 -> 2022-12-23:KONEX:시큐센 -> 2022-12-29:KONEX:시큐센 -> 2023-03-31:KONEX:시큐센 -> 2023-06-30:KOSDAQ:시큐센 -> 2023-09-22:KOSDAQ:시큐센 -> 2023-12-22:KOSDAQ:시큐센 -> 2023-12-28:KOSDAQ:시큐센 -> 2024-03-29:KOSDAQ:시큐센 -> 2024-06-28:KOSDAQ:시큐센 -> 2024-09-27:KOSDAQ:시큐센 -> 2024-12-27:KOSDAQ:시큐센 -> 2025-03-28:KOSDAQ:시큐센 -> 2025-06-27:KOSDAQ:아이티센피엔에스 -> 2026-08-14:KOSDAQ:아이티센피엔에스 -> 2026-08-21:KOSDAQ:아이티센피엔에스,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
246250,KR7246250005,KOSDAQ,2023-10-20,2026-08-21,2023-10-20,2023-10-20,2021-08-17,2023-10-19,535,false,1,2020-03-27:KONEX:에스엘에스바이오 -> 2020-06-26:KONEX:에스엘에스바이오 -> 2020-09-25:KONEX:에스엘에스바이오 -> 2020-12-18:KONEX:에스엘에스바이오 -> 2020-12-24:KONEX:에스엘에스바이오 -> 2021-03-26:KONEX:에스엘에스바이오 -> 2021-06-25:KONEX:에스엘에스바이오 -> 2021-09-24:KONEX:에스엘에스바이오 -> 2021-12-24:KONEX:에스엘에스바이오 -> 2021-12-30:KONEX:에스엘에스바이오 -> 2022-03-25:KONEX:에스엘에스바이오 -> 2022-06-24:KONEX:에스엘에스바이오 -> 2022-09-30:KONEX:에스엘에스바이오 -> 2022-12-23:KONEX:에스엘에스바이오 -> 2022-12-29:KONEX:에스엘에스바이오 -> 2023-03-31:KONEX:에스엘에스바이오 -> 2023-06-30:KONEX:에스엘에스바이오 -> 2023-09-22:KONEX:에스엘에스바이오 -> 2023-12-22:KOSDAQ:에스엘에스바이오 -> 2023-12-28:KOSDAQ:에스엘에스바이오 -> 2024-03-29:KOSDAQ:에스엘에스바이오 -> 2024-06-28:KOSDAQ:에스엘에스바이오 -> 2024-09-27:KOSDAQ:에스엘에스바이오 -> 2024-12-27:KOSDAQ:에스엘에스바이오 -> 2025-03-28:KOSDAQ:에스엘에스바이오 -> 2025-06-27:KOSDAQ:에스엘에스바이오 -> 2026-08-14:KOSDAQ:에스엘에스바이오 -> 2026-08-21:KOSDAQ:에스엘에스바이오,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
260970,KR7260970009,KOSDAQ,2021-09-29,2026-08-21,2021-09-29,2021-09-29,2021-08-17,2021-09-28,28,false,1,2020-03-27:KONEX:에스앤디 -> 2020-06-26:KONEX:에스앤디 -> 2020-09-25:KONEX:에스앤디 -> 2020-12-18:KONEX:에스앤디 -> 2020-12-24:KONEX:에스앤디 -> 2021-03-26:KONEX:에스앤디 -> 2021-06-25:KONEX:에스앤디 -> 2021-09-24:KONEX:에스앤디 -> 2021-12-24:KOSDAQ:에스앤디 -> 2021-12-30:KOSDAQ:에스앤디 -> 2022-03-25:KOSDAQ:에스앤디 -> 2022-06-24:KOSDAQ:에스앤디 -> 2022-09-30:KOSDAQ:에스앤디 -> 2022-12-23:KOSDAQ:에스앤디 -> 2022-12-29:KOSDAQ:에스앤디 -> 2023-03-31:KOSDAQ:에스앤디 -> 2023-06-30:KOSDAQ:에스앤디 -> 2023-09-22:KOSDAQ:에스앤디 -> 2023-12-22:KOSDAQ:에스앤디 -> 2023-12-28:KOSDAQ:에스앤디 -> 2024-03-29:KOSDAQ:에스앤디 -> 2024-06-28:KOSDAQ:에스앤디 -> 2024-09-27:KOSDAQ:에스앤디 -> 2024-12-27:KOSDAQ:에스앤디 -> 2025-03-28:KOSDAQ:에스앤디 -> 2025-06-27:KOSDAQ:에스앤디 -> 2026-08-14:KOSDAQ:에스앤디 -> 2026-08-21:KOSDAQ:에스앤디,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
303360,KR7303360002,KOSDAQ,2023-06-16,2026-08-21,2023-06-16,2023-06-16,2021-08-17,2023-06-15,451,false,1,2020-03-27:KONEX:프로테옴텍 -> 2020-06-26:KONEX:프로테옴텍 -> 2020-09-25:KONEX:프로테옴텍 -> 2020-12-18:KONEX:프로테옴텍 -> 2020-12-24:KONEX:프로테옴텍 -> 2021-03-26:KONEX:프로테옴텍 -> 2021-06-25:KONEX:프로테옴텍 -> 2021-09-24:KONEX:프로테옴텍 -> 2021-12-24:KONEX:프로테옴텍 -> 2021-12-30:KONEX:프로테옴텍 -> 2022-03-25:KONEX:프로테옴텍 -> 2022-06-24:KONEX:프로테옴텍 -> 2022-09-30:KONEX:프로테옴텍 -> 2022-12-23:KONEX:프로테옴텍 -> 2022-12-29:KONEX:프로테옴텍 -> 2023-03-31:KONEX:프로테옴텍 -> 2023-06-30:KOSDAQ:프로테옴텍 -> 2023-09-22:KOSDAQ:프로테옴텍 -> 2023-12-22:KOSDAQ:프로티아 -> 2023-12-28:KOSDAQ:프로티아 -> 2024-03-29:KOSDAQ:프로티아 -> 2024-06-28:KOSDAQ:프로티아 -> 2024-09-27:KOSDAQ:프로티아 -> 2024-12-27:KOSDAQ:프로티아 -> 2025-03-28:KOSDAQ:프로티아 -> 2025-06-27:KOSDAQ:프로티아 -> 2026-08-14:KOSDAQ:프로티아 -> 2026-08-21:KOSDAQ:프로티아,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
323350,KR7323350009,KOSDAQ,2024-06-11,2026-08-21,2024-06-11,2024-06-11,2021-08-17,2024-06-10,691,false,1,2020-03-27:KONEX:다원넥스뷰 -> 2020-06-26:KONEX:다원넥스뷰 -> 2020-09-25:KONEX:다원넥스뷰 -> 2020-12-18:KONEX:다원넥스뷰 -> 2020-12-24:KONEX:다원넥스뷰 -> 2021-03-26:KONEX:다원넥스뷰 -> 2021-06-25:KONEX:다원넥스뷰 -> 2021-09-24:KONEX:다원넥스뷰 -> 2021-12-24:KONEX:다원넥스뷰 -> 2021-12-30:KONEX:다원넥스뷰 -> 2022-03-25:KONEX:다원넥스뷰 -> 2022-06-24:KONEX:다원넥스뷰 -> 2022-09-30:KONEX:다원넥스뷰 -> 2022-12-23:KONEX:다원넥스뷰 -> 2022-12-29:KONEX:다원넥스뷰 -> 2023-03-31:KONEX:다원넥스뷰 -> 2023-06-30:KONEX:다원넥스뷰 -> 2023-09-22:KONEX:다원넥스뷰 -> 2023-12-22:KONEX:다원넥스뷰 -> 2023-12-28:KONEX:다원넥스뷰 -> 2024-03-29:KONEX:다원넥스뷰 -> 2024-06-28:KOSDAQ:다원넥스뷰 -> 2024-09-27:KOSDAQ:다원넥스뷰 -> 2024-12-27:KOSDAQ:다원넥스뷰 -> 2025-03-28:KOSDAQ:다원넥스뷰 -> 2025-06-27:KOSDAQ:다원넥스뷰 -> 2026-08-14:KOSDAQ:다원넥스뷰 -> 2026-08-21:KOSDAQ:다원넥스뷰,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
344860,KR7344860002,KOSDAQ,2023-02-20,2026-08-21,2023-02-20,2023-02-20,2021-08-17,2023-02-17,359,false,1,2020-06-26:KONEX:이노진 -> 2020-09-25:KONEX:이노진 -> 2020-12-18:KONEX:이노진 -> 2020-12-24:KONEX:이노진 -> 2021-03-26:KONEX:이노진 -> 2021-06-25:KONEX:이노진 -> 2021-09-24:KONEX:이노진 -> 2021-12-24:KONEX:이노진 -> 2021-12-30:KONEX:이노진 -> 2022-03-25:KONEX:이노진 -> 2022-06-24:KONEX:이노진 -> 2022-09-30:KONEX:이노진 -> 2022-12-23:KONEX:이노진 -> 2022-12-29:KONEX:이노진 -> 2023-03-31:KOSDAQ:이노진 -> 2023-06-30:KOSDAQ:이노진 -> 2023-09-22:KOSDAQ:이노진 -> 2023-12-22:KOSDAQ:이노진 -> 2023-12-28:KOSDAQ:이노진 -> 2024-03-29:KOSDAQ:이노진 -> 2024-06-28:KOSDAQ:이노진 -> 2024-09-27:KOSDAQ:이노진 -> 2024-12-27:KOSDAQ:이노진 -> 2025-03-28:KOSDAQ:이노진 -> 2025-06-27:KOSDAQ:이노진 -> 2026-08-14:KOSDAQ:이노진 -> 2026-08-21:KOSDAQ:이노진,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
388610,KR7388610008,KOSDAQ,2025-06-30,2026-08-21,2025-06-30,2025-06-30,2022-12-23,2025-06-27,611,false,1,2022-12-23:KONEX:지에프씨생명과학 -> 2022-12-29:KONEX:지에프씨생명과학 -> 2023-03-31:KONEX:지에프씨생명과학 -> 2023-06-30:KONEX:지에프씨생명과학 -> 2023-09-22:KONEX:지에프씨생명과학 -> 2023-12-22:KONEX:지에프씨생명과학 -> 2023-12-28:KONEX:지에프씨생명과학 -> 2024-03-29:KONEX:지에프씨생명과학 -> 2024-06-28:KONEX:지에프씨생명과학 -> 2024-09-27:KONEX:지에프씨생명과학 -> 2024-12-27:KONEX:지에프씨생명과학 -> 2025-03-28:KONEX:지에프씨생명과학 -> 2025-06-27:KONEX:지에프씨생명과학 -> 2026-08-14:KOSDAQ:지에프씨생명과학 -> 2026-08-21:KOSDAQ:지에프씨생명과학,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
393210,KR7393210000,KOSDAQ,2023-04-27,2026-08-21,2023-04-27,2023-04-27,2021-10-14,2023-04-26,381,false,1,2021-12-24:KONEX:토마토시스템 -> 2021-12-30:KONEX:토마토시스템 -> 2022-03-25:KONEX:토마토시스템 -> 2022-06-24:KONEX:토마토시스템 -> 2022-09-30:KONEX:토마토시스템 -> 2022-12-23:KONEX:토마토시스템 -> 2022-12-29:KONEX:토마토시스템 -> 2023-03-31:KONEX:토마토시스템 -> 2023-06-30:KOSDAQ:토마토시스템 -> 2023-09-22:KOSDAQ:토마토시스템 -> 2023-12-22:KOSDAQ:토마토시스템 -> 2023-12-28:KOSDAQ:토마토시스템 -> 2024-03-29:KOSDAQ:토마토시스템 -> 2024-06-28:KOSDAQ:토마토시스템 -> 2024-09-27:KOSDAQ:토마토시스템 -> 2024-12-27:KOSDAQ:토마토시스템 -> 2025-03-28:KOSDAQ:토마토시스템 -> 2025-06-27:KOSDAQ:토마토시스템 -> 2026-08-14:KOSDAQ:토마토시스템 -> 2026-08-21:KOSDAQ:토마토시스템,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
448900,KR7448900001,KOSDAQ,2025-04-04,2026-08-21,2025-04-04,2025-04-04,2023-08-30,2025-04-03,386,false,1,2023-09-22:KONEX:한국피아이엠 -> 2023-12-22:KONEX:한국피아이엠 -> 2023-12-28:KONEX:한국피아이엠 -> 2024-03-29:KONEX:한국피아이엠 -> 2024-06-28:KONEX:한국피아이엠 -> 2024-09-27:KONEX:한국피아이엠 -> 2024-12-27:KONEX:한국피아이엠 -> 2025-03-28:KONEX:한국피아이엠 -> 2025-06-27:KOSDAQ:한국피아이엠 -> 2026-08-14:KOSDAQ:한국피아이엠 -> 2026-08-21:KOSDAQ:한국피아이엠,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_corrected_effective_authority/effective_historical_common_population.json; artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01_spac_prelabel_lifecycle_correction_v01/corrected_full_classification_census.json; data/reference/krx_instrument_metadata.csv,NO_ACTION_REQUIRED,KRX Tier-A authority has one COMMON interval with lifecycle_transition_present=false; no same-identity repair authority is present
