portfolio,date,cash,invested_market_value,equity,position_count,cash_ratio,invested_ratio,high_water_mark,drawdown_pct
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-01,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-02,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-05,175058982.0,24953244.0,200012226.0,5,0.8752414064928211,0.12475859350717891,200012226.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-06,175058982.0,25104592.0,200163574.0,5,0.8745796175681795,0.1254203824318205,200163574.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-07,175058982.0,25119640.0,200178622.0,5,0.874513872914961,0.1254861270850391,200178622.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-08,175058982.0,24826036.0,199885018.0,5,0.8757984152669211,0.12420158473307889,200178622.0,-0.14667100665723964
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-09,175058982.0,24818524.0,199877506.0,5,0.8758313304149392,0.12416866958506076,200178622.0,-0.1504236551293725
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-12,150157298.0,48954306.0,199111604.0,10,0.754136348577655,0.24586365142234504,200178622.0,-0.5330329429483194
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-13,150157298.0,49289188.0,199446486.0,10,0.7528701107323595,0.24712988926764046,200178622.0,-0.36574135274045627
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-14,150157298.0,49585660.0,199742958.0,10,0.7517526500233365,0.2482473499766635,200178622.0,-0.21763762566014977
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-15,150157298.0,49748134.0,199905432.0,10,0.7511416598224304,0.24885834017756955,200178622.0,-0.13647311449671573
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-16,150157298.0,51518470.0,201675768.0,10,0.7445480410913818,0.2554519589086181,201675768.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-19,150157298.0,51434994.0,201592292.0,10,0.7448563459956098,0.2551436540043902,201675768.0,-0.04139118984289869
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-20,150157298.0,53090966.0,203248264.0,10,0.7387876041096223,0.2612123958903777,203248264.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-21,150157298.0,52856666.0,203013964.0,10,0.7396402446483927,0.26035975535160727,203248264.0,-0.11527773737836089
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-22,150157298.0,53111418.0,203268716.0,10,0.7387132705654519,0.2612867294345481,203268716.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-23,150157298.0,52772078.0,202929376.0,10,0.7399485523475912,0.2600514476524089,203268716.0,-0.1669415769812832
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-26,145173998.0,57146454.0,202320452.0,11,0.7175448481105607,0.28245515188943926,203268716.0,-0.46650759578763523
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-27,145173998.0,57280300.0,202454298.0,11,0.7170704669357032,0.2829295330642968,203268716.0,-0.4006607686743102
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-28,145173998.0,56334736.0,201508734.0,11,0.7204352641111824,0.2795647358888176,203268716.0,-0.865840073491686
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-29,145173998.0,59034466.0,204208464.0,11,0.7109107779195675,0.2890892220804325,204208464.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-04-30,145173998.0,59176170.0,204350168.0,11,0.7104178059692126,0.2895821940307874,204350168.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-03,139817989.0,63788257.0,203606246.0,12,0.6867077594466331,0.3132922405533669,204350168.0,-0.3640427640852262
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-04,139817989.0,62689223.0,202507212.0,12,0.6904346152373082,0.3095653847626918,204350168.0,-0.9018617493869674
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-06,139817989.0,63672269.0,203490258.0,12,0.6870991779862012,0.3129008220137988,204350168.0,-0.42080219870432867
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-07,139817989.0,63611178.0,203429167.0,12,0.6873055179938873,0.3126944820061127,204350168.0,-0.4506974518366902
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-10,134824409.0,70719273.0,205543682.0,13,0.6559404195162759,0.34405958048372415,205543682.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-11,134824409.0,71289111.0,206113520.0,13,0.6541269539232555,0.3458730460767445,206113520.0,0.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-12,134824409.0,69677313.0,204501722.0,13,0.6592825120563044,0.34071748794369566,206113520.0,-0.7819952810470654
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-13,134824409.0,69841931.0,204666340.0,13,0.6587522354677374,0.34124776453226263,206113520.0,-0.7021276430580592
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-14,134824409.0,70081396.0,204905805.0,13,0.6579823787813137,0.34201762121868634,206113520.0,-0.5859465211209836
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,104880477.0,98196190.0,203076667.0,19,0.5164575455633217,0.4835424544366783,206113520.0,-1.4733885482136277
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-18,104880477.0,99589288.0,204469765.0,19,0.5129388054023537,0.48706119459764624,206113520.0,-0.7974998437754066
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-20,104880477.0,99359900.0,204240377.0,19,0.5135149011206536,0.4864850988793465,206113520.0,-0.9087919123403454
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-21,104880477.0,97747772.0,202628249.0,19,0.5176004704062759,0.4823995295937241,206113520.0,-1.6909472993329122
