portfolio,execution_date,event_type,ticker,name,signal_date,signal_type,open_price,shares_before,shares_delta,shares_after,cash_before,cash_delta,cash_after,position_cost_basis,realized_pnl,realized_return,partial_profit_taken,portfolio_equity_after_execution
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-03,ENTRY,028050,삼성E&A,2021-04-30,ABC_FASTCORE_ENTRY,17200.0,0,290,290,149790798.0,-4988000.0,144802798.0,17200.0,0.0,0.0,False,204265276.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-03,ENTRY,115390,락앤락,2021-04-30,ABC_FASTCORE_ENTRY,15529.0,0,321,321,144802798.0,-4984809.0,139817989.0,15529.0,0.0,0.0,False,204265276.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-10,ENTRY,024720,콜마홀딩스,2021-05-07,ABC_FASTCORE_ENTRY,15460.0,0,323,323,139817989.0,-4993580.0,134824409.0,15460.0,0.0,0.0,False,203835490.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,023410,유진기업,2021-05-14,ABC_FASTCORE_ENTRY,5860.0,0,853,853,134824409.0,-4998580.0,129825829.0,5860.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,037710,광주신세계,2021-05-14,ABC_FASTCORE_ENTRY,38100.0,0,131,131,129825829.0,-4991100.0,124834729.0,38100.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,049770,동원F&B,2021-05-14,ABC_FASTCORE_ENTRY,46144.0,0,108,108,124834729.0,-4983552.0,119851177.0,46144.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,105630,한세실업,2021-05-14,ABC_FASTCORE_ENTRY,28300.0,0,176,176,119851177.0,-4980800.0,114870377.0,28300.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,072710,농심홀딩스,2021-05-14,ABC_FASTCORE_ENTRY,87700.0,0,57,57,114870377.0,-4998900.0,109871477.0,87700.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-17,ENTRY,101530,해태제과식품,2021-05-14,ABC_FASTCORE_ENTRY,10850.0,0,460,460,109871477.0,-4991000.0,104880477.0,10850.0,0.0,0.0,False,205150821.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,FULL_EXIT,145720,덴티움,2021-05-17,FUNDAMENTAL_B_SHARP_DECLINE,56000.0,72,-72,0,104880477.0,4032000.0,108912477.0,69000.0,-936000.0,-18.84058,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,009450,경동나비엔,2021-05-21,ABC_FASTCORE_ENTRY,62500.0,0,80,80,108912477.0,-5000000.0,103912477.0,62500.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,017800,현대엘리베이터,2021-05-21,ABC_FASTCORE_ENTRY,51400.0,0,97,97,103912477.0,-4985800.0,98926677.0,51400.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,043150,바텍,2021-05-21,ABC_FASTCORE_ENTRY,31800.0,0,157,157,98926677.0,-4992600.0,93934077.0,31800.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,069960,현대백화점,2021-05-21,ABC_FASTCORE_ENTRY,88800.0,0,56,56,93934077.0,-4972800.0,88961277.0,88800.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,004170,신세계,2021-05-21,ABC_FASTCORE_ENTRY,299500.0,0,16,16,88961277.0,-4792000.0,84169277.0,299500.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,033290,로젠,2021-05-21,ABC_FASTCORE_ENTRY,5534.0,0,903,903,84169277.0,-4997202.0,79172075.0,5534.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,041830,인바디,2021-05-21,ABC_FASTCORE_ENTRY,26950.0,0,185,185,79172075.0,-4985750.0,74186325.0,26950.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-24,ENTRY,051600,한전KPS,2021-05-21,ABC_FASTCORE_ENTRY,41500.0,0,120,120,74186325.0,-4980000.0,69206325.0,41500.0,0.0,0.0,False,202323984.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,001680,대상,2021-05-28,ABC_FASTCORE_ENTRY,29550.0,0,169,169,69206325.0,-4993950.0,64212375.0,29550.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,021240,코웨이,2021-05-28,ABC_FASTCORE_ENTRY,81200.0,0,61,61,64212375.0,-4953200.0,59259175.0,81200.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,057050,현대홈쇼핑,2021-05-28,ABC_FASTCORE_ENTRY,93000.0,0,53,53,59259175.0,-4929000.0,54330175.0,93000.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,000050,경방,2021-05-28,ABC_FASTCORE_ENTRY,15300.0,0,326,326,54330175.0,-4987800.0,49342375.0,15300.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,284740,쿠쿠홈시스,2021-05-28,ABC_FASTCORE_ENTRY,51400.0,0,97,97,49342375.0,-4985800.0,44356575.0,51400.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,035600,KG이니시스,2021-05-28,ABC_FASTCORE_ENTRY,21950.0,0,227,227,44356575.0,-4982650.0,39373925.0,21950.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,192820,코스맥스,2021-05-28,ABC_FASTCORE_ENTRY,126000.0,0,39,39,39373925.0,-4914000.0,34459925.0,126000.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,002790,아모레퍼시픽홀딩스,2021-05-28,ABC_FASTCORE_ENTRY,76600.0,0,65,65,34459925.0,-4979000.0,29480925.0,76600.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-05-31,ENTRY,012450,한화에어로스페이스,2021-05-28,ABC_FASTCORE_ENTRY,48282.0,0,103,103,29480925.0,-4973046.0,24507879.0,48282.0,0.0,0.0,False,207166126.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-07,ENTRY,041510,에스엠,2021-06-04,ABC_FASTCORE_ENTRY,44500.0,0,112,112,24507879.0,-4984000.0,19523879.0,44500.0,0.0,0.0,False,206456464.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-07,ENTRY,009970,영원무역홀딩스,2021-06-04,ABC_FASTCORE_ENTRY,50300.0,0,99,99,19523879.0,-4979700.0,14544179.0,50300.0,0.0,0.0,False,206456464.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-07,ENTRY,005300,롯데칠성,2021-06-04,ABC_FASTCORE_ENTRY,159000.0,0,31,31,14544179.0,-4929000.0,9615179.0,159000.0,0.0,0.0,False,206456464.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-07,ENTRY,093050,LF,2021-06-04,ABC_FASTCORE_ENTRY,20250.0,0,246,246,9615179.0,-4981500.0,4633679.0,20250.0,0.0,0.0,False,206456464.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-07,ENTRY,002990,금호건설,2021-06-04,ABC_FASTCORE_ENTRY,12500.0,0,370,370,4633679.0,-4625000.0,8679.0,12500.0,0.0,0.0,False,206456464.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-06-21,ENTRY,045390,대아티아이,2021-06-18,ABC_FASTCORE_ENTRY,6950.0,0,1,1,8679.0,-6950.0,1729.0,6950.0,0.0,0.0,False,206264347.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-17,FULL_EXIT,005300,롯데칠성,2021-08-13,FUNDAMENTAL_B_SHARP_DECLINE,131500.0,31,-31,0,1729.0,4076500.0,4078229.0,159000.0,-852500.0,-17.295597,False,200696102.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,007340,DN오토모티브,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,8402.0,808,-808,0,4078229.0,6788816.0,10867045.0,6188.0,1788912.0,35.778927,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,024720,콜마홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,11357.0,323,-323,0,10867045.0,3668311.0,14535356.0,15460.0,-1325269.0,-26.539457,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,023410,유진기업,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,4810.0,853,-853,0,14535356.0,4102930.0,18638286.0,5860.0,-895650.0,-17.918089,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,043150,바텍,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,41650.0,157,-157,0,18638286.0,6539050.0,25177336.0,31800.0,1546450.0,30.974843,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,069960,현대백화점,2021-08-17,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,76000.0,56,-56,0,25177336.0,4256000.0,29433336.0,88800.0,-716800.0,-14.414414,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,004170,신세계,2021-08-17,FUNDAMENTAL_A_OPERATING_LOSS,247000.0,16,-16,0,29433336.0,3952000.0,33385336.0,299500.0,-840000.0,-17.529215,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,041830,인바디,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,28300.0,185,-185,0,33385336.0,5235500.0,38620836.0,26950.0,249750.0,5.009276,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,002790,아모레퍼시픽홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,54300.0,65,-65,0,38620836.0,3529500.0,42150336.0,76600.0,-1449500.0,-29.112272,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,FULL_EXIT,009970,영원무역홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,43550.0,99,-99,0,42150336.0,4311450.0,46461786.0,50300.0,-668250.0,-13.419483,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,ENTRY,003800,에이스침대,2021-08-20,ABC_FASTCORE_ENTRY,48250.0,0,103,103,46461786.0,-4969750.0,41492036.0,48250.0,0.0,0.0,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,ENTRY,010120,LS ELECTRIC,2021-08-20,ABC_FASTCORE_ENTRY,12280.0,0,407,407,41492036.0,-4997960.0,36494076.0,12280.0,0.0,0.0,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-23,ENTRY,039840,디오,2021-08-20,ABC_FASTCORE_ENTRY,52100.0,0,95,95,36494076.0,-4949500.0,31544576.0,52100.0,0.0,0.0,False,188367994.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-30,ENTRY,069260,TKG휴켐스,2021-08-27,ABC_FASTCORE_ENTRY,26650.0,0,187,187,31544576.0,-4983550.0,26561026.0,26650.0,0.0,0.0,False,195433851.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-30,ENTRY,100120,뷰웍스,2021-08-27,ABC_FASTCORE_ENTRY,46200.0,0,108,108,26561026.0,-4989600.0,21571426.0,46200.0,0.0,0.0,False,195433851.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-30,ENTRY,000880,한화,2021-08-27,ABC_FASTCORE_ENTRY,42556.0,0,117,117,21571426.0,-4979052.0,16592374.0,42556.0,0.0,0.0,False,195433851.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-08-30,ENTRY,041830,인바디,2021-08-27,ABC_FASTCORE_ENTRY,29800.0,0,167,167,16592374.0,-4976600.0,11615774.0,29800.0,0.0,0.0,False,195433851.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-09-06,FULL_EXIT,084110,휴온스글로벌,2021-08-31,EXIT4_SCORE_DRAWDOWN_GE_15,69253.0,144,-144,0,11615774.0,9972432.0,21588206.0,34626.0,4986288.0,100.002888,False,197001672.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-09-23,ENTRY,060980,HL홀딩스,2021-09-17,ABC_FASTCORE_ENTRY,56700.0,0,88,88,21588206.0,-4989600.0,16598606.0,56700.0,0.0,0.0,False,193937680.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-09-23,ENTRY,145990,삼양사,2021-09-17,ABC_FASTCORE_ENTRY,77000.0,0,64,64,16598606.0,-4928000.0,11670606.0,77000.0,0.0,0.0,False,193937680.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-09-23,ENTRY,012510,더존비즈온,2021-09-17,ABC_FASTCORE_ENTRY,107500.0,0,46,46,11670606.0,-4945000.0,6725606.0,107500.0,0.0,0.0,False,193937680.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-10-05,FULL_EXIT,028050,삼성E&A,2021-09-30,EXIT4_SCORE_DRAWDOWN_GE_15,25450.0,290,-290,0,6725606.0,7380500.0,14106106.0,17200.0,2392500.0,47.965116,False,188594931.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-10-05,FULL_EXIT,012450,한화에어로스페이스,2021-09-30,EXIT4_SCORE_DRAWDOWN_GE_15,52562.0,103,-103,0,14106106.0,5413886.0,19519992.0,48282.0,440840.0,8.864587,False,188594931.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-10-05,ENTRY,119610,인터로조,2021-10-01,ABC_FASTCORE_ENTRY,19800.0,0,252,252,19519992.0,-4989600.0,14530392.0,19800.0,0.0,0.0,False,188594931.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-10-25,ENTRY,082920,비츠로셀,2021-10-22,ABC_FASTCORE_ENTRY,8705.0,0,574,574,14530392.0,-4996670.0,9533722.0,8705.0,0.0,0.0,False,194904477.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-01,FULL_EXIT,041510,에스엠,2021-10-31,EXIT4_SCORE_DRAWDOWN_GE_15,79400.0,112,-112,0,9533722.0,8892800.0,18426522.0,44500.0,3908800.0,78.426966,False,191310334.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-15,FULL_EXIT,105630,한세실업,2021-11-12,FUNDAMENTAL_B_SHARP_DECLINE,25200.0,176,-176,0,18426522.0,4435200.0,22861722.0,28300.0,-545600.0,-10.954064,False,186336728.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-15,FULL_EXIT,045390,대아티아이,2021-11-12,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,6000.0,1,-1,0,22861722.0,6000.0,22867722.0,6950.0,-950.0,-13.669065,False,186336728.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-15,FULL_EXIT,039840,디오,2021-11-12,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,37500.0,95,-95,0,22867722.0,3562500.0,26430222.0,52100.0,-1387000.0,-28.023033,False,186336728.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-15,FULL_EXIT,082920,비츠로셀,2021-11-10,FUNDAMENTAL_B_SHARP_DECLINE,7620.0,574,-574,0,26430222.0,4373880.0,30804102.0,8705.0,-622790.0,-12.464101,False,186336728.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-22,FULL_EXIT,037710,광주신세계,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,36500.0,131,-131,0,30804102.0,4781500.0,35585602.0,38100.0,-209600.0,-4.199475,False,182667600.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-22,FULL_EXIT,093050,LF,2021-11-15,FUNDAMENTAL_A_OPERATING_LOSS,18500.0,246,-246,0,35585602.0,4551000.0,40136602.0,20250.0,-430500.0,-8.641975,False,182667600.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-22,FULL_EXIT,069260,TKG휴켐스,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,22900.0,187,-187,0,40136602.0,4282300.0,44418902.0,26650.0,-701250.0,-14.071295,False,182667600.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-22,FULL_EXIT,119610,인터로조,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,19658.0,252,-252,0,44418902.0,4953816.0,49372718.0,19800.0,-35784.0,-0.717172,False,182667600.0
PORTFOLIO_A_NO_PARTIAL_PROFIT,2021-11-22,ENTRY,181710,NHN,2021-11-19,ABC_FASTCORE_ENTRY,48251.0,0,103,103,49372718.0,-4969853.0,44402865.0,48251.0,0.0,0.0,False,182667600.0
