ticker,name,market,total_trades,first_entry_date,last_exit_date,last_trade_status,sequential_cumulative_return_pct,loss_guard_count,positive_trade_count,win_rate_pct,trade_ids
036830,솔브레인홀딩스,KOSDAQ,1,2025-10-20,2025-11-20,REALIZED,-14.1,1,0,0.0,036830_01
036890,진성티이씨,KOSDAQ,1,2025-06-16,2026-04-01,REALIZED,57.17,0,1,100.0,036890_01
036930,주성엔지니어링,KOSDAQ,1,2025-03-24,2025-04-08,REALIZED,-14.9,1,0,0.0,036930_01
037030,파워넷,KOSDAQ,2,2025-09-08,2026-06-01,REALIZED,61.13,1,1,50.0,"037030_01,037030_02"
037070,파세코,KOSDAQ,1,2026-04-20,2026-05-21,REALIZED,-20.0,1,0,0.0,037070_01
037350,성도이엔지,KOSDAQ,1,2025-09-22,,OPEN_AT_CUTOFF,65.49,0,1,100.0,037350_01
037460,삼지전자,KOSDAQ,1,2025-01-31,2026-02-02,REALIZED,143.82,0,1,100.0,037460_01
037710,광주신세계,KOSPI,1,2025-07-14,,OPEN_AT_CUTOFF,16.2,0,1,100.0,037710_01
039200,오스코텍,KOSDAQ,1,2025-07-21,2026-04-01,REALIZED,47.5,0,1,100.0,039200_01
039440,에스티아이,KOSDAQ,1,2025-12-15,2026-07-09,REALIZED,-15.54,1,0,0.0,039440_01
039560,다산네트웍스,KOSDAQ,1,2026-02-09,2026-03-05,REALIZED,-10.13,1,0,0.0,039560_01
039830,오로라,KOSDAQ,1,2025-02-10,2026-04-01,REALIZED,40.48,0,1,100.0,039830_01
041190,우리기술투자,KOSDAQ,2,2025-06-16,2025-11-18,REALIZED,-27.16,2,0,0.0,"041190_01,041190_02"
041440,현대에버다임,KOSDAQ,2,2026-02-09,2026-06-09,REALIZED,-30.79,2,0,0.0,"041440_01,041440_02"
041510,에스엠,KOSDAQ,2,2018-02-05,2025-09-01,REALIZED,219.26,0,2,100.0,"041510_01,041510_02"
041520,이엘씨,KOSDAQ,2,2025-05-26,2026-08-03,REALIZED,-14.58,1,1,50.0,"041520_01,041520_02"
041830,인바디,KOSDAQ,1,2025-08-25,2026-08-03,REALIZED,68.58,0,1,100.0,041830_01
041920,메디아나,KOSDAQ,2,2025-05-07,2026-08-03,REALIZED,-2.32,1,1,50.0,"041920_01,041920_02"
041960,코미팜,KOSDAQ,1,2025-05-07,2026-02-02,REALIZED,23.29,0,1,100.0,041960_01
042370,비츠로테크,KOSDAQ,1,2026-01-12,2026-03-05,REALIZED,-10.88,1,0,0.0,042370_01
042660,한화오션,KOSPI,3,2023-04-24,2025-05-02,REALIZED,63.2,1,1,33.33,"042660_01,042660_02,042660_03"
042700,한미반도체,KOSPI,1,2020-07-27,2020-08-21,REALIZED,-16.67,1,0,0.0,042700_01
043260,성호전자,KOSDAQ,1,2025-11-03,,OPEN_AT_CUTOFF,912.41,0,1,100.0,043260_01
044450,KSS해운,KOSPI,1,2024-09-02,,OPEN_AT_CUTOFF,13.72,0,1,100.0,044450_01
044820,코스맥스비티아이,KOSPI,1,2025-03-10,2025-10-01,REALIZED,86.42,0,1,100.0,044820_01
045100,한양이엔지,KOSDAQ,1,2025-07-07,2026-05-04,REALIZED,76.33,0,1,100.0,045100_01
045390,대아티아이,KOSDAQ,1,2025-04-21,2025-11-03,REALIZED,0.5,0,1,100.0,045390_01
047040,대우건설,KOSPI,2,2025-06-02,2026-05-04,REALIZED,479.49,1,1,50.0,"047040_01,047040_02"
047050,포스코인터내셔널,KOSPI,1,2026-02-09,2026-06-09,REALIZED,-16.21,1,0,0.0,047050_01
047770,코데즈컴바인,KOSDAQ,1,2025-08-04,2026-02-02,REALIZED,40.38,0,1,100.0,047770_01
047810,한국항공우주,KOSPI,1,2025-03-10,2025-09-01,REALIZED,19.4,0,1,100.0,047810_01
049430,코메론,KOSDAQ,2,2024-10-07,2026-08-03,REALIZED,42.51,1,1,50.0,"049430_01,049430_02"
049630,재영솔루텍,KOSDAQ,1,2025-04-21,2025-07-21,REALIZED,-15.08,1,0,0.0,049630_01
049720,고려신용정보,KOSDAQ,1,2025-09-29,2026-07-31,REALIZED,-15.24,1,0,0.0,049720_01
050890,쏠리드,KOSDAQ,2,2025-01-06,2025-03-10,REALIZED,-30.48,2,0,0.0,"050890_01,050890_02"
051160,지어소프트,KOSDAQ,1,2025-06-23,2025-08-04,REALIZED,-16.92,1,0,0.0,051160_01
051600,한전KPS,KOSPI,1,2025-06-16,2026-06-29,REALIZED,-16.89,1,0,0.0,051600_01
051910,LG화학,KOSPI,2,2020-02-10,2020-11-02,REALIZED,3.23,1,1,50.0,"051910_01,051910_02"
052020,에스티큐브,KOSDAQ,1,2026-03-09,2026-08-03,REALIZED,-34.29,0,0,0.0,052020_01
052330,코텍,KOSDAQ,1,2025-03-17,,OPEN_AT_CUTOFF,37.99,0,1,100.0,052330_01
052710,아모텍,KOSDAQ,1,2025-08-25,2025-11-03,REALIZED,-9.84,0,0,0.0,052710_01
053030,바이넥스,KOSDAQ,1,2024-08-19,2024-10-02,REALIZED,4.13,0,1,100.0,053030_01
053080,케이엔솔,KOSDAQ,1,2026-03-03,2026-03-05,REALIZED,-12.72,1,0,0.0,053080_01
053690,한미글로벌,KOSPI,1,2026-03-23,2026-05-18,REALIZED,-18.05,1,0,0.0,053690_01
053800,안랩,KOSDAQ,1,2025-04-07,2025-04-17,REALIZED,-16.94,1,0,0.0,053800_01
054210,이랜텍,KOSDAQ,1,2025-12-15,2026-01-09,REALIZED,-17.56,1,0,0.0,054210_01
054950,제이브이엠,KOSDAQ,1,2025-06-02,2026-06-09,REALIZED,-15.16,1,0,0.0,054950_01
055550,신한지주,KOSPI,2,2017-05-02,2025-08-01,REALIZED,47.84,1,1,50.0,"055550_01,055550_02"
058430,포스코스틸리온,KOSPI,1,2026-02-23,2026-08-03,REALIZED,-7.39,0,0,0.0,058430_01
058470,리노공업,KOSDAQ,1,2025-10-20,,OPEN_AT_CUTOFF,24.43,0,1,100.0,058470_01
058610,에스피지,KOSDAQ,2,2025-02-03,2026-02-02,REALIZED,300.61,1,1,50.0,"058610_01,058610_02"
058970,엠로,KOSDAQ,1,2025-02-10,2025-02-27,REALIZED,-15.73,1,0,0.0,058970_01
059090,미코,KOSDAQ,1,2025-05-12,2026-05-04,REALIZED,115.12,0,1,100.0,059090_01
059120,아진엑스텍,KOSDAQ,1,2025-10-13,2026-05-04,REALIZED,124.83,0,1,100.0,059120_01
059210,메타바이오메드,KOSDAQ,1,2025-05-12,2026-01-20,REALIZED,-15.53,1,0,0.0,059210_01
060980,HL홀딩스,KOSPI,1,2025-03-04,,OPEN_AT_CUTOFF,11.38,0,1,100.0,060980_01
064760,티씨케이,KOSDAQ,1,2025-06-23,2026-02-02,REALIZED,120.34,0,1,100.0,064760_01
064820,케이프,KOSDAQ,1,2025-01-20,2025-05-02,REALIZED,-13.9,0,0,0.0,064820_01
064960,SNT모티브,KOSPI,1,2024-09-02,,OPEN_AT_CUTOFF,13.24,0,1,100.0,064960_01
065660,안트로젠,KOSDAQ,1,2024-12-30,2025-09-01,REALIZED,33.87,0,1,100.0,065660_01
065680,우주일렉트로,KOSDAQ,1,2025-01-13,2025-07-01,REALIZED,93.25,0,1,100.0,065680_01
065710,서호전기,KOSDAQ,1,2025-02-24,2025-10-01,REALIZED,80.0,0,1,100.0,065710_01
066570,LG전자,KOSPI,4,2017-07-03,,OPEN_AT_CUTOFF,229.4,2,2,50.0,"066570_01,066570_02,066570_03,066570_04"
066970,엘앤에프,KOSPI,1,2026-04-20,2026-05-21,REALIZED,-16.31,1,0,0.0,066970_01
067080,대화제약,KOSDAQ,1,2024-10-14,2024-11-04,REALIZED,-20.83,1,0,0.0,067080_01
067290,JW신약,KOSDAQ,1,2026-02-23,2026-03-05,REALIZED,-22.48,1,0,0.0,067290_01
068270,셀트리온,KOSPI,4,2017-06-26,2026-06-09,REALIZED,86.12,2,2,50.0,"068270_01,068270_02,068270_03,068270_04"
069080,웹젠,KOSDAQ,1,2026-02-02,2026-02-24,REALIZED,-17.96,1,0,0.0,069080_01
069260,TKG휴켐스,KOSPI,1,2026-02-19,2026-05-29,REALIZED,-13.69,1,0,0.0,069260_01
069620,대웅제약,KOSPI,4,2017-05-02,2025-08-07,REALIZED,38.08,3,1,25.0,"069620_01,069620_02,069620_03,069620_04"
069960,현대백화점,KOSPI,1,2025-02-24,2026-02-02,REALIZED,67.72,0,1,100.0,069960_01
071050,한국금융지주,KOSPI,1,2024-12-02,2025-07-01,REALIZED,86.58,0,1,100.0,071050_01
071200,인피니트헬스케어,KOSDAQ,2,2025-03-10,,OPEN_AT_CUTOFF,50.14,1,1,50.0,"071200_01,071200_02"
072710,농심홀딩스,KOSPI,1,2025-06-02,,OPEN_AT_CUTOFF,19.23,0,1,100.0,072710_01
073010,케이에스피,KOSDAQ,2,2025-08-11,2025-11-19,REALIZED,-27.84,2,0,0.0,"073010_01,073010_02"
073240,금호타이어,KOSPI,1,2025-12-01,2026-05-14,REALIZED,-16.02,1,0,0.0,073240_01
073490,LIG아큐버,KOSDAQ,1,2026-01-26,2026-06-01,REALIZED,54.3,0,1,100.0,073490_01
074600,원익QnC,KOSDAQ,2,2025-10-13,2026-08-03,REALIZED,-33.62,1,0,0.0,"074600_01,074600_02"
077970,STX엔진,KOSPI,1,2024-08-19,2024-09-06,REALIZED,-19.06,1,0,0.0,077970_01
078020,LS증권,KOSDAQ,1,2025-07-14,2025-07-23,REALIZED,-15.49,1,0,0.0,078020_01
078350,한양디지텍,KOSDAQ,1,2025-10-13,2026-05-04,REALIZED,78.31,0,1,100.0,078350_01
078520,에이블씨엔씨,KOSPI,1,2025-08-04,2026-07-01,REALIZED,4.89,0,1,100.0,078520_01
078600,대주전자재료,KOSDAQ,2,2026-03-03,2026-06-09,REALIZED,-26.74,2,0,0.0,"078600_01,078600_02"
078930,GS,KOSPI,5,2017-07-03,2026-05-04,REALIZED,-3.19,4,1,20.0,"078930_01,078930_02,078930_03,078930_04,078930_05"
079370,제우스,KOSDAQ,2,2025-11-03,2026-03-05,REALIZED,-32.02,2,0,0.0,"079370_01,079370_02"
079550,LIG디펜스앤에어로스페이스,KOSPI,2,2021-01-25,2024-07-01,REALIZED,189.35,0,2,100.0,"079550_01,079550_02"
079940,가비아,KOSDAQ,1,2025-04-21,2025-11-03,REALIZED,29.27,0,1,100.0,079940_01
079960,동양이엔피,KOSDAQ,1,2025-06-02,2026-06-01,REALIZED,1.13,0,1,100.0,079960_01
080220,제주반도체,KOSDAQ,1,2025-09-22,,OPEN_AT_CUTOFF,323.38,0,1,100.0,080220_01
081660,미스토홀딩스,KOSPI,2,2024-10-21,,OPEN_AT_CUTOFF,-10.87,1,1,50.0,"081660_01,081660_02"
082920,비츠로셀,KOSDAQ,1,2025-01-06,2026-02-02,REALIZED,72.28,0,1,100.0,082920_01
083450,GST,KOSDAQ,1,2025-10-13,2026-05-04,REALIZED,105.71,0,1,100.0,083450_01
083500,에프엔에스테크,KOSDAQ,1,2025-07-07,2026-05-04,REALIZED,59.87,0,1,100.0,083500_01
083650,비에이치아이,KOSDAQ,1,2024-11-25,2025-01-02,REALIZED,-20.61,0,0,0.0,083650_01
083930,아바코,KOSDAQ,2,2025-02-24,2025-11-24,REALIZED,-30.26,2,0,0.0,"083930_01,083930_02"
084110,휴온스글로벌,KOSDAQ,1,2024-09-30,2025-05-02,REALIZED,53.92,0,1,100.0,084110_01
084370,유진테크,KOSDAQ,1,2025-08-25,2026-02-02,REALIZED,112.31,0,1,100.0,084370_01
085620,미래에셋생명,KOSPI,1,2025-06-16,2026-03-03,REALIZED,92.19,0,1,100.0,085620_01
085660,차바이오텍,KOSDAQ,1,2026-01-05,,OPEN_AT_CUTOFF,-35.82,0,0,0.0,085660_01
085910,네오티스,KOSDAQ,1,2025-11-17,,OPEN_AT_CUTOFF,320.27,0,1,100.0,085910_01
086280,현대글로비스,KOSPI,1,2024-09-23,2025-11-03,REALIZED,56.02,0,1,100.0,086280_01
086390,유니테스트,KOSDAQ,1,2025-09-08,2025-11-19,REALIZED,-16.65,1,0,0.0,086390_01
086450,동국제약,KOSDAQ,1,2025-09-15,,OPEN_AT_CUTOFF,2.18,0,1,100.0,086450_01
086520,에코프로,KOSDAQ,2,2017-05-15,2021-01-04,REALIZED,200.28,0,2,100.0,"086520_01,086520_02"
086670,비엠티,KOSDAQ,1,2025-10-13,2026-08-03,REALIZED,35.06,0,1,100.0,086670_01
086790,하나금융지주,KOSPI,2,2023-01-09,2025-12-01,REALIZED,87.35,1,1,50.0,"086790_01,086790_02"
086820,바이오솔루션,KOSDAQ,1,2025-01-06,2025-03-04,REALIZED,26.68,0,1,100.0,086820_01
088350,한화생명,KOSPI,1,2025-06-02,,OPEN_AT_CUTOFF,89.24,0,1,100.0,088350_01
089010,켐트로닉스,KOSDAQ,1,2025-03-17,2025-03-26,REALIZED,-20.9,1,0,0.0,089010_01
089030,테크윙,KOSDAQ,1,2025-09-15,,OPEN_AT_CUTOFF,14.53,0,1,100.0,089030_01
089470,HDC현대EP,KOSPI,1,2025-06-23,,OPEN_AT_CUTOFF,1.76,0,1,100.0,089470_01
089860,롯데렌탈,KOSPI,1,2024-08-05,,OPEN_AT_CUTOFF,57.07,0,1,100.0,089860_01
089890,코세스,KOSDAQ,1,2025-09-22,2026-02-02,REALIZED,72.87,0,1,100.0,089890_01
089970,브이엠,KOSDAQ,1,2025-03-24,2026-02-02,REALIZED,166.23,0,1,100.0,089970_01
089980,상아프론테크,KOSDAQ,1,2026-04-20,2026-06-01,REALIZED,-18.47,1,0,0.0,089980_01
090360,로보스타,KOSDAQ,1,2025-02-10,2025-03-10,REALIZED,-15.08,1,0,0.0,090360_01
090430,아모레퍼시픽,KOSPI,1,2025-06-02,2026-06-02,REALIZED,-16.93,1,0,0.0,090430_01
090850,현대이지웰,KOSDAQ,1,2025-06-16,2025-10-29,REALIZED,-16.92,1,0,0.0,090850_01
091580,상신이디피,KOSDAQ,2,2025-12-15,2026-06-01,REALIZED,7.94,1,1,50.0,"091580_01,091580_02"
091700,파트론,KOSDAQ,1,2025-12-15,2026-06-23,REALIZED,-15.75,1,0,0.0,091700_01
092070,디엔에프,KOSDAQ,2,2026-03-03,2026-06-01,REALIZED,-25.14,2,0,0.0,"092070_01,092070_02"
092460,한라IMS,KOSDAQ,1,2025-01-20,2025-10-01,REALIZED,70.47,0,1,100.0,092460_01
092730,네오팜,KOSDAQ,1,2025-05-26,2026-07-01,REALIZED,23.69,0,1,100.0,092730_01
093050,LF,KOSPI,2,2025-02-17,2026-07-01,REALIZED,-17.71,1,0,0.0,"093050_01,093050_02"
093190,빅솔론,KOSDAQ,1,2025-05-07,2026-07-01,REALIZED,55.77,0,1,100.0,093190_01
093320,케이아이엔엑스,KOSDAQ,1,2025-07-21,,OPEN_AT_CUTOFF,62.51,0,1,100.0,093320_01
094800,맵스리얼티,KOSPI,1,2024-12-02,2026-08-03,REALIZED,33.03,0,1,100.0,094800_01
094820,일진파워,KOSDAQ,1,2026-01-19,2026-06-01,REALIZED,-2.31,0,0,0.0,094820_01
094840,슈프리마에이치큐,KOSDAQ,1,2026-04-20,,OPEN_AT_CUTOFF,36.03,0,1,100.0,094840_01
095340,ISC,KOSDAQ,3,2025-01-06,,OPEN_AT_CUTOFF,51.69,2,1,33.33,"095340_01,095340_02,095340_03"
095570,AJ네트웍스,KOSPI,1,2025-11-24,2026-06-24,REALIZED,-16.16,1,0,0.0,095570_01
095610,테스,KOSDAQ,2,2025-03-17,2025-12-01,REALIZED,41.43,1,1,50.0,"095610_01,095610_02"
096530,씨젠,KOSDAQ,2,2025-05-19,2026-07-21,REALIZED,-29.31,2,0,0.0,"096530_01,096530_02"
096760,JW홀딩스,KOSPI,1,2025-06-02,,OPEN_AT_CUTOFF,17.64,0,1,100.0,096760_01
096770,SK이노베이션,KOSPI,1,2025-02-24,2025-04-01,REALIZED,-15.22,1,0,0.0,096770_01
097230,HJ중공업,KOSPI,1,2024-12-23,2025-06-02,REALIZED,18.52,0,1,100.0,097230_01
097520,엠씨넥스,KOSPI,1,2025-02-03,,OPEN_AT_CUTOFF,-8.33,0,0,0.0,097520_01
097950,CJ제일제당,KOSPI,1,2024-08-05,2024-10-02,REALIZED,-16.48,1,0,0.0,097950_01
098120,마이크로컨텍솔,KOSDAQ,1,2025-04-21,2025-10-01,REALIZED,110.94,0,1,100.0,098120_01
098460,고영,KOSDAQ,1,2025-02-17,2025-03-04,REALIZED,-20.2,1,0,0.0,098460_01
099430,바이오플러스,KOSDAQ,2,2024-12-16,2025-08-19,REALIZED,-31.9,2,0,0.0,"099430_01,099430_02"
100090,SK오션플랜트,KOSPI,2,2025-05-19,2026-01-02,REALIZED,-15.34,1,0,0.0,"100090_01,100090_02"
100120,뷰웍스,KOSDAQ,2,2026-02-02,2026-06-09,REALIZED,-28.72,2,0,0.0,"100120_01,100120_02"
101160,월덱스,KOSDAQ,1,2025-09-22,,OPEN_AT_CUTOFF,15.42,0,1,100.0,101160_01
101170,우림피티에스,KOSDAQ,1,2025-12-01,2026-03-03,REALIZED,85.14,0,1,100.0,101170_01
101490,에스앤에스텍,KOSDAQ,1,2025-10-13,2025-11-24,REALIZED,-14.35,1,0,0.0,101490_01
101530,해태제과식품,KOSPI,1,2025-06-16,2026-06-02,REALIZED,-15.25,1,0,0.0,101530_01
102120,어보브반도체,KOSDAQ,2,2025-10-13,2026-05-19,REALIZED,-29.23,2,0,0.0,"102120_01,102120_02"
102260,동성케미컬,KOSPI,1,2025-12-01,2026-06-01,REALIZED,-15.95,1,0,0.0,102260_01
102460,이연제약,KOSPI,1,2024-11-11,2024-12-03,REALIZED,-16.71,1,0,0.0,102460_01
102710,이엔에프테크놀로지,KOSDAQ,1,2025-03-24,2025-12-01,REALIZED,72.34,0,1,100.0,102710_01
102940,코오롱생명과학,KOSDAQ,1,2025-03-10,2025-04-03,REALIZED,-15.49,1,0,0.0,102940_01
104480,티케이케미칼,KOSDAQ,2,2026-02-23,2026-05-21,REALIZED,-23.6,2,0,0.0,"104480_01,104480_02"
104700,한국철강,KOSPI,1,2025-09-22,2026-06-01,REALIZED,-15.93,1,0,0.0,104700_01
104830,원익머트리얼즈,KOSDAQ,1,2025-09-15,2026-05-04,REALIZED,94.22,0,1,100.0,104830_01
105560,KB금융,KOSPI,2,2023-01-09,2024-12-02,REALIZED,49.7,1,1,50.0,"105560_01,105560_02"
105840,우진,KOSPI,1,2025-06-16,2026-01-02,REALIZED,60.26,0,1,100.0,105840_01
107640,한중엔시에스,KOSDAQ,1,2025-08-11,2025-08-22,REALIZED,-19.82,1,0,0.0,107640_01
108380,대양전기공업,KOSDAQ,1,2025-01-13,2025-10-01,REALIZED,102.68,0,1,100.0,108380_01
108670,LX하우시스,KOSPI,1,2026-05-26,2026-06-01,REALIZED,-17.24,1,0,0.0,108670_01
111770,영원무역,KOSPI,1,2025-03-04,2025-12-01,REALIZED,85.34,0,1,100.0,111770_01
112610,씨에스윈드,KOSPI,3,2024-09-02,2026-05-29,REALIZED,-39.44,3,0,0.0,"112610_01,112610_02,112610_03"
114090,GKL,KOSPI,1,2025-07-07,2025-11-13,REALIZED,-17.18,1,0,0.0,114090_01
114810,한솔아이원스,KOSDAQ,1,2025-06-16,2026-05-04,REALIZED,91.16,0,1,100.0,114810_01
114840,아이패밀리에스씨,KOSDAQ,1,2025-09-01,2025-09-26,REALIZED,-15.74,1,0,0.0,114840_01
120110,코오롱인더,KOSPI,1,2025-07-07,2025-08-12,REALIZED,-15.56,1,0,0.0,120110_01
121440,골프존홀딩스,KOSDAQ,1,2025-04-14,,OPEN_AT_CUTOFF,58.85,0,1,100.0,121440_01
122870,와이지엔터테인먼트,KOSDAQ,1,2024-12-02,2025-09-01,REALIZED,112.84,0,1,100.0,122870_01
122990,와이솔,KOSDAQ,1,2026-03-03,2026-07-09,REALIZED,-16.12,1,0,0.0,122990_01
123410,코리아에프티,KOSDAQ,1,2025-09-01,2026-06-01,REALIZED,8.66,0,1,100.0,123410_01
123690,한국화장품,KOSPI,1,2025-07-07,2026-04-01,REALIZED,-5.88,0,0,0.0,123690_01
123890,한국자산신탁,KOSPI,1,2026-02-19,2026-05-13,REALIZED,-17.71,1,0,0.0,123890_01
124500,아이티센글로벌,KOSDAQ,1,2025-05-19,2025-08-01,REALIZED,94.76,0,1,100.0,124500_01
126640,화신정공,KOSDAQ,1,2026-05-18,,OPEN_AT_CUTOFF,127.58,0,1,100.0,126640_01
126720,수산인더스트리,KOSPI,1,2026-01-26,2026-06-23,REALIZED,-16.48,1,0,0.0,126720_01
127120,제이에스링크,KOSDAQ,1,2024-12-02,2025-05-02,REALIZED,142.68,0,1,100.0,127120_01
129920,대성하이텍,KOSDAQ,1,2026-03-23,2026-07-01,REALIZED,-49.4,0,0,0.0,129920_01
131030,옵투스제약,KOSDAQ,1,2026-02-23,,OPEN_AT_CUTOFF,-34.9,0,0,0.0,131030_01
131290,티에스이,KOSDAQ,1,2025-10-13,,OPEN_AT_CUTOFF,391.49,0,1,100.0,131290_01
131970,두산테스나,KOSDAQ,1,2025-10-13,2026-04-01,REALIZED,145.13,0,1,100.0,131970_01
137400,피엔티,KOSDAQ,2,2026-02-23,2026-05-20,REALIZED,-30.79,2,0,0.0,"137400_01,137400_02"
138080,오이솔루션,KOSDAQ,1,2025-12-15,2026-08-03,REALIZED,14.13,0,1,100.0,138080_01
138930,BNK금융지주,KOSPI,1,2024-10-21,2025-04-01,REALIZED,4.38,0,1,100.0,138930_01
139130,iM금융지주,KOSPI,1,2024-12-02,2025-11-03,REALIZED,48.83,0,1,100.0,139130_01
139480,이마트,KOSPI,1,2025-05-07,2025-08-20,REALIZED,-15.51,1,0,0.0,139480_01
140410,메지온,KOSDAQ,1,2025-04-28,,OPEN_AT_CUTOFF,75.26,0,1,100.0,140410_01
140860,파크시스템스,KOSDAQ,1,2024-10-07,2026-01-02,REALIZED,4.97,0,1,100.0,140860_01
144960,뉴파워프라즈마,KOSDAQ,3,2025-07-21,,OPEN_AT_CUTOFF,2.47,2,1,33.33,"144960_01,144960_02,144960_03"
145020,휴젤,KOSDAQ,3,2020-02-03,2024-08-01,REALIZED,62.74,1,2,66.67,"145020_01,145020_02,145020_03"
145990,삼양사,KOSPI,1,2025-06-16,2026-01-14,REALIZED,-16.57,1,0,0.0,145990_01
146320,비씨엔씨,KOSDAQ,1,2025-11-03,2025-11-19,REALIZED,-17.97,1,0,0.0,146320_01
160980,싸이맥스,KOSDAQ,1,2025-09-29,2026-01-14,REALIZED,-14.81,1,0,0.0,160980_01
161390,한국타이어앤테크놀로지,KOSPI,1,2025-08-11,2026-06-01,REALIZED,49.78,0,1,100.0,161390_01
161890,한국콜마,KOSPI,1,2026-04-20,,OPEN_AT_CUTOFF,56.95,0,1,100.0,161890_01
166090,하나머티리얼즈,KOSDAQ,1,2025-12-08,2026-05-04,REALIZED,72.95,0,1,100.0,166090_01
170900,동아에스티,KOSPI,2,2024-10-21,2026-03-05,REALIZED,-27.97,2,0,0.0,"170900_01,170900_02"
170920,엘티씨,KOSDAQ,1,2025-07-07,2026-03-03,REALIZED,87.71,0,1,100.0,170920_01
171090,선익시스템,KOSDAQ,1,2025-11-03,2025-11-24,REALIZED,-18.11,1,0,0.0,171090_01
174900,앱클론,KOSDAQ,1,2025-10-20,2026-08-03,REALIZED,0.82,0,1,100.0,174900_01
176750,듀켐바이오,KOSDAQ,1,2026-02-23,2026-02-27,REALIZED,-16.07,1,0,0.0,176750_01
178320,서진시스템,KOSDAQ,1,2025-10-20,2025-11-24,REALIZED,-13.68,1,0,0.0,178320_01
178920,PI첨단소재,KOSPI,1,2026-04-20,2026-06-09,REALIZED,-18.8,1,0,0.0,178920_01
181710,NHN,KOSPI,1,2025-05-07,2026-02-02,REALIZED,44.95,0,1,100.0,181710_01
183190,아세아시멘트,KOSPI,1,2025-06-16,2026-05-28,REALIZED,-15.66,1,0,0.0,183190_01
187870,디바이스,KOSDAQ,1,2025-11-24,,OPEN_AT_CUTOFF,77.66,0,1,100.0,187870_01
190510,나무가,KOSDAQ,1,2025-08-04,2026-05-04,REALIZED,31.29,0,1,100.0,190510_01
192080,더블유게임즈,KOSPI,1,2024-08-26,,OPEN_AT_CUTOFF,21.98,0,1,100.0,192080_01
192400,쿠쿠홀딩스,KOSPI,1,2024-10-07,2025-10-01,REALIZED,36.52,0,1,100.0,192400_01
192440,슈피겐코리아,KOSDAQ,1,2026-04-06,,OPEN_AT_CUTOFF,5.58,0,1,100.0,192440_01
194370,제이에스코퍼레이션,KOSPI,1,2025-05-26,2026-04-01,REALIZED,23.93,0,1,100.0,194370_01
194480,데브시스터즈,KOSDAQ,1,2025-06-02,2025-11-18,REALIZED,-16.85,1,0,0.0,194480_01
194700,노바렉스,KOSDAQ,1,2025-05-07,2025-12-01,REALIZED,37.92,0,1,100.0,194700_01
195870,해성디에스,KOSPI,1,2025-12-08,2026-04-01,REALIZED,-5.11,0,0,0.0,195870_01
195940,HK이노엔,KOSDAQ,2,2026-03-03,2026-06-04,REALIZED,-25.21,2,0,0.0,"195940_01,195940_02"
200670,휴메딕스,KOSDAQ,3,2024-09-23,2026-04-01,REALIZED,-53.14,2,0,0.0,"200670_01,200670_02,200670_03"
200880,서연이화,KOSPI,1,2026-03-03,2026-03-05,REALIZED,-16.19,1,0,0.0,200880_01
203650,드림시큐리티,KOSDAQ,2,2024-11-11,2025-01-14,REALIZED,-32.87,2,0,0.0,"203650_01,203650_02"
204270,제이앤티씨,KOSDAQ,1,2025-09-22,2025-11-24,REALIZED,-16.68,1,0,0.0,204270_01
204320,HL만도,KOSPI,2,2025-01-20,2026-07-01,REALIZED,-15.6,1,0,0.0,"204320_01,204320_02"
204620,글로벌텍스프리,KOSDAQ,1,2025-01-31,2025-10-01,REALIZED,54.44,0,1,100.0,204620_01
207940,삼성바이오로직스,KOSPI,3,2019-12-02,,OPEN_AT_CUTOFF,103.98,1,2,66.67,"207940_01,207940_02,207940_03"
210540,디와이파워,KOSPI,1,2025-07-28,2026-06-22,REALIZED,-16.45,1,0,0.0,210540_01
212560,네오오토,KOSDAQ,1,2025-07-07,2025-07-29,REALIZED,-14.69,1,0,0.0,212560_01
213420,덕산네오룩스,KOSDAQ,2,2025-07-21,2026-04-08,REALIZED,-24.84,2,0,0.0,"213420_01,213420_02"
214150,클래시스,KOSDAQ,1,2022-12-05,2023-10-04,REALIZED,87.85,0,1,100.0,214150_01
214180,헥토이노베이션,KOSDAQ,1,2025-06-16,2026-06-01,REALIZED,12.9,0,1,100.0,214180_01
214320,이노션,KOSPI,2,2025-07-07,,OPEN_AT_CUTOFF,-19.67,1,0,0.0,"214320_01,214320_02"
214430,아이쓰리시스템,KOSDAQ,1,2025-05-12,2025-07-01,REALIZED,51.14,0,1,100.0,214430_01
215200,메가스터디교육,KOSDAQ,1,2025-06-02,2025-10-13,REALIZED,-14.38,1,0,0.0,215200_01
216080,제테마,KOSDAQ,1,2024-10-21,2024-12-10,REALIZED,-18.41,1,0,0.0,216080_01
217730,강스템바이오텍,KOSDAQ,1,2026-01-05,2026-07-01,REALIZED,5.41,0,1,100.0,217730_01
218410,RFHIC,KOSDAQ,1,2025-09-08,2025-11-03,REALIZED,22.46,0,1,100.0,218410_01
219130,타이거일렉,KOSDAQ,1,2025-10-13,2025-10-29,REALIZED,-15.14,1,0,0.0,219130_01
220260,켐트로스,KOSDAQ,1,2026-01-05,2026-01-19,REALIZED,-18.33,1,0,0.0,220260_01
222040,코스맥스엔비티,KOSDAQ,1,2025-05-07,2025-09-01,REALIZED,-16.47,1,0,0.0,222040_01
226320,잇츠한불,KOSPI,1,2025-07-14,2025-08-28,REALIZED,-14.2,1,0,0.0,226320_01
