date,sector_code,sector_name,live_open,cache_open,open_match,live_high,cache_high,high_match,live_low,cache_low,low_match,live_close,cache_close,close_match,row_mismatch
2026-08-14,1005,음식료·담배,4735.4,4735.4,True,4913.85,4913.85,True,4728.42,4728.42,True,4887.18,4887.18,True,False
2026-08-14,1006,섬유·의류,224.5,224.5,True,226.11,226.11,True,221.98,221.98,True,224.83,224.83,True,False
2026-08-14,1007,종이·목재,214.44,214.44,True,217.26,217.26,True,213.58,213.58,True,217.26,217.26,True,False
2026-08-14,1008,화학,4707.08,4707.08,True,4807.79,4807.79,True,4707.08,4707.08,True,4787.18,4787.18,True,False
2026-08-14,1009,제약,16597.38,16597.38,True,16756.88,16756.88,True,16481.09,16481.09,True,16562.15,16562.15,True,False
2026-08-14,1010,비금속,3469.93,3469.93,True,3494.67,3494.67,True,3429.8,3429.8,True,3494.67,3494.67,True,False
2026-08-14,1011,금속,7057.93,7057.93,True,7114.24,7114.24,True,6949.4,6949.4,True,7075.96,7075.96,True,False
2026-08-14,1012,기계·장비,3193.07,3193.07,True,3231.82,3231.82,True,3093.51,3093.51,True,3155.49,3155.49,True,False
2026-08-14,1013,전기전자,112146.8,112146.8,True,112146.8,112146.8,True,108404.7,108404.7,True,110898.4,110898.4,True,False
2026-08-14,1014,의료·정밀기기,1697.58,1697.58,True,1712.54,1712.54,True,1635.71,1635.71,True,1663.61,1663.61,True,False
2026-08-14,1015,운송장비·부품,5391.54,5391.54,True,5528.88,5528.88,True,5391.54,5391.54,True,5517.69,5517.69,True,False
2026-08-14,1016,유통,629.54,629.54,True,631.11,631.11,True,618.36,618.36,True,629.58,629.58,True,False
2026-08-14,1017,전기·가스,1048.41,1048.41,True,1060.38,1060.38,True,1043.4,1043.4,True,1057.62,1057.62,True,False
2026-08-14,1018,건설,168.18,168.18,True,170.57,170.57,True,160.73,160.73,True,164.42,164.42,True,False
2026-08-14,1019,운송·창고,1976.13,1976.13,True,2018.48,2018.48,True,1976.13,1976.13,True,2016.85,2016.85,True,False
2026-08-14,1020,통신,616.68,616.68,True,651.75,651.75,True,615.77,615.77,True,649.9,649.9,True,False
2026-08-14,1021,금융,1137.83,1137.83,True,1146.03,1146.03,True,1128.16,1128.16,True,1145.93,1145.93,True,False
2026-08-14,1024,증권,5497.68,5497.68,True,5535.72,5535.72,True,5422.31,5422.31,True,5531.96,5531.96,True,False
2026-08-14,1025,보험,47168.59,47168.59,True,47744.61,47744.61,True,46376.42,46376.42,True,47350.39,47350.39,True,False
2026-08-14,1026,일반서비스,1347.42,1347.42,True,1362.0,1362.0,True,1335.14,1335.14,True,1350.76,1350.76,True,False
2026-08-14,1027,제조,20728.22,20728.22,True,20757.87,20757.87,True,20194.04,20194.04,True,20608.24,20608.24,True,False
2026-08-14,1045,부동산,902.99,902.99,True,923.35,923.35,True,900.59,900.59,True,923.35,923.35,True,False
2026-08-14,1046,IT 서비스,1289.6,1289.6,True,1325.51,1325.51,True,1283.17,1283.17,True,1312.89,1312.89,True,False
2026-08-14,1047,오락·문화,852.21,852.21,True,872.45,872.45,True,852.21,852.21,True,866.34,866.34,True,False
2026-08-14,2012,일반서비스,4659.72,4659.72,True,4761.55,4761.55,True,4562.6,4562.6,True,4633.43,4633.43,True,False
2026-08-14,2024,제조,2937.44,2937.44,True,2972.5,2972.5,True,2849.09,2849.09,True,2922.07,2922.07,True,False
2026-08-14,2026,건설,77.42,77.42,True,77.55,77.55,True,74.97,74.97,True,76.18,76.18,True,False
2026-08-14,2027,유통,487.76,487.76,True,495.65,495.65,True,481.89,481.89,True,490.63,490.63,True,False
2026-08-14,2029,운송·창고,3028.06,3028.06,True,3140.8,3140.8,True,3015.92,3015.92,True,3136.13,3136.13,True,False
2026-08-14,2031,금융,1515.67,1515.67,True,1543.77,1543.77,True,1476.54,1476.54,True,1519.1,1519.1,True,False
2026-08-14,2037,오락·문화,284.95,284.95,True,290.07,290.07,True,282.64,282.64,True,285.76,285.76,True,False
2026-08-14,2056,음식료·담배,4200.53,4200.53,True,4229.92,4229.92,True,4176.83,4176.83,True,4208.86,4208.86,True,False
2026-08-14,2058,섬유·의류,26.5,26.5,True,27.09,27.09,True,26.5,26.5,True,26.88,26.88,True,False
2026-08-14,2062,종이·목재,6576.73,6576.73,True,6605.59,6605.59,True,6431.53,6431.53,True,6559.33,6559.33,True,False
2026-08-14,2063,출판·매체복제,1292.85,1292.85,True,1297.21,1297.21,True,1273.27,1273.27,True,1283.11,1283.11,True,False
2026-08-14,2065,화학,2164.15,2164.15,True,2186.52,2186.52,True,2102.4,2102.4,True,2153.2,2153.2,True,False
2026-08-14,2066,제약,10018.8,10018.8,True,10249.72,10249.72,True,9777.32,9777.32,True,9915.71,9915.71,True,False
2026-08-14,2067,비금속,66865.37,66865.37,True,70412.86,70412.86,True,65031.08,65031.08,True,68525.54,68525.54,True,False
2026-08-14,2068,금속,1842.56,1842.56,True,1849.46,1849.46,True,1792.85,1792.85,True,1828.54,1828.54,True,False
2026-08-14,2070,기계·장비,811.31,811.31,True,821.77,821.77,True,779.77,779.77,True,809.05,809.05,True,False
2026-08-14,2072,전기전자,1661.45,1661.45,True,1672.19,1672.19,True,1603.59,1603.59,True,1646.63,1646.63,True,False
2026-08-14,2074,의료·정밀기기,1963.33,1963.33,True,1992.71,1992.71,True,1930.91,1930.91,True,1949.81,1949.81,True,False
2026-08-14,2075,운송장비·부품,4363.11,4363.11,True,4455.25,4455.25,True,4353.48,4353.48,True,4448.12,4448.12,True,False
2026-08-14,2077,기타제조,535.78,535.78,True,543.58,543.58,True,535.01,535.01,True,539.81,539.81,True,False
2026-08-14,2114,통신,972.36,972.36,True,981.98,981.98,True,968.87,968.87,True,978.96,978.96,True,False
2026-08-14,2118,IT 서비스,671.26,671.26,True,679.4,679.4,True,663.92,663.92,True,673.4,673.4,True,False
2026-08-20,1005,음식료·담배,4783.18,4783.18,True,4905.28,4905.28,True,4776.92,4776.92,True,4880.19,4880.19,True,False
2026-08-20,1006,섬유·의류,217.58,217.58,True,217.89,217.89,True,213.63,213.63,True,215.46,215.46,True,False
2026-08-20,1007,종이·목재,216.57,216.57,True,218.0,218.0,True,213.28,213.28,True,215.62,215.62,True,False
2026-08-20,1008,화학,4650.91,4650.91,True,4710.32,4710.32,True,4636.31,4636.31,True,4650.13,4650.13,True,False
2026-08-20,1009,제약,16967.44,16967.44,True,16975.62,16975.62,True,16330.77,16330.77,True,16493.66,16493.66,True,False
2026-08-20,1010,비금속,3423.08,3423.08,True,3483.95,3483.95,True,3421.42,3421.42,True,3469.52,3469.52,True,False
2026-08-20,1011,금속,6909.09,6909.09,True,7121.73,7121.73,True,6909.09,6909.09,True,6959.89,6959.89,True,False
2026-08-20,1012,기계·장비,2958.01,2958.01,True,2976.51,2976.51,True,2924.22,2924.22,True,2939.4,2939.4,True,False
2026-08-20,1013,전기전자,105759.2,105759.2,True,111279.4,111279.4,True,103952.2,103952.2,True,110356.7,110356.7,True,False
2026-08-20,1014,의료·정밀기기,1564.45,1564.45,True,1583.18,1583.18,True,1551.42,1551.42,True,1566.64,1566.64,True,False
2026-08-20,1015,운송장비·부품,5202.86,5202.86,True,5245.26,5245.26,True,5135.07,5135.07,True,5176.9,5176.9,True,False
2026-08-20,1016,유통,610.44,610.44,True,624.33,624.33,True,600.53,600.53,True,621.15,621.15,True,False
2026-08-20,1017,전기·가스,1003.77,1003.77,True,1030.2,1030.2,True,1002.29,1002.29,True,1019.51,1019.51,True,False
2026-08-20,1018,건설,160.09,160.09,True,163.74,163.74,True,159.2,159.2,True,159.84,159.84,True,False
2026-08-20,1019,운송·창고,1984.4,1984.4,True,1996.27,1996.27,True,1958.3,1958.3,True,1959.86,1959.86,True,False
2026-08-20,1020,통신,631.38,631.38,True,642.42,642.42,True,625.82,625.82,True,628.99,628.99,True,False
2026-08-20,1021,금융,1100.75,1100.75,True,1113.56,1113.56,True,1085.23,1085.23,True,1102.85,1102.85,True,False
2026-08-20,1024,증권,5132.93,5132.93,True,5358.14,5358.14,True,5132.93,5132.93,True,5287.55,5287.55,True,False
2026-08-20,1025,보험,46282.68,46282.68,True,48235.32,48235.32,True,46113.33,46113.33,True,47471.18,47471.18,True,False
2026-08-20,1026,일반서비스,1332.92,1332.92,True,1344.76,1344.76,True,1316.62,1316.62,True,1320.52,1320.52,True,False
2026-08-20,1027,제조,19706.18,19706.18,True,20491.57,20491.57,True,19435.78,19435.78,True,20338.08,20338.08,True,False
2026-08-20,1045,부동산,911.87,911.87,True,912.99,912.99,True,899.94,899.94,True,905.93,905.93,True,False
2026-08-20,1046,IT 서비스,1220.13,1220.13,True,1266.16,1266.16,True,1212.27,1212.27,True,1250.45,1250.45,True,False
2026-08-20,1047,오락·문화,837.89,837.89,True,852.01,852.01,True,836.9,836.9,True,840.62,840.62,True,False
2026-08-20,2012,일반서비스,4648.03,4648.03,True,4747.88,4747.88,True,4544.41,4544.41,True,4643.82,4643.82,True,False
2026-08-20,2024,제조,2841.22,2841.22,True,2857.13,2857.13,True,2804.08,2804.08,True,2823.72,2823.72,True,False
2026-08-20,2026,건설,74.48,74.48,True,75.38,75.38,True,74.11,74.11,True,75.11,75.11,True,False
2026-08-20,2027,유통,490.85,490.85,True,492.42,492.42,True,484.51,484.51,True,486.33,486.33,True,False
2026-08-20,2029,운송·창고,3108.61,3108.61,True,3115.72,3115.72,True,3062.34,3062.34,True,3115.72,3115.72,True,False
2026-08-20,2031,금융,1436.42,1436.42,True,1465.86,1465.86,True,1431.72,1431.72,True,1441.72,1441.72,True,False
2026-08-20,2037,오락·문화,277.65,277.65,True,283.33,283.33,True,277.65,277.65,True,280.32,280.32,True,False
2026-08-20,2056,음식료·담배,4033.03,4033.03,True,4052.06,4052.06,True,4012.21,4012.21,True,4044.01,4044.01,True,False
2026-08-20,2058,섬유·의류,28.4,28.4,True,29.08,29.08,True,28.12,28.12,True,28.69,28.69,True,False
2026-08-20,2062,종이·목재,6487.46,6487.46,True,6521.18,6521.18,True,6348.61,6348.61,True,6378.02,6378.02,True,False
2026-08-20,2063,출판·매체복제,1260.83,1260.83,True,1260.83,1260.83,True,1222.44,1222.44,True,1234.36,1234.36,True,False
2026-08-20,2065,화학,2103.84,2103.84,True,2122.81,2122.81,True,2087.14,2087.14,True,2101.74,2101.74,True,False
2026-08-20,2066,제약,9772.77,9772.77,True,9873.22,9873.22,True,9470.22,9470.22,True,9630.81,9630.81,True,False
2026-08-20,2067,비금속,65693.8,65693.8,True,66052.4,66052.4,True,63883.79,63883.79,True,64710.33,64710.33,True,False
2026-08-20,2068,금속,1723.22,1723.22,True,1724.84,1724.84,True,1696.59,1696.59,True,1705.72,1705.72,True,False
2026-08-20,2070,기계·장비,791.33,791.33,True,796.8,796.8,True,779.99,779.99,True,788.12,788.12,True,False
2026-08-20,2072,전기전자,1592.84,1592.84,True,1603.86,1603.86,True,1579.67,1579.67,True,1594.64,1594.64,True,False
2026-08-20,2074,의료·정밀기기,1858.51,1858.51,True,1869.69,1869.69,True,1809.21,1809.21,True,1820.06,1820.06,True,False
2026-08-20,2075,운송장비·부품,4224.53,4224.53,True,4232.25,4232.25,True,4121.67,4121.67,True,4133.03,4133.03,True,False
2026-08-20,2077,기타제조,530.28,530.28,True,544.0,544.0,True,527.77,527.77,True,534.76,534.76,True,False
2026-08-20,2114,통신,996.95,996.95,True,1025.1,1025.1,True,995.5,995.5,True,1025.1,1025.1,True,False
2026-08-20,2118,IT 서비스,651.71,651.71,True,658.99,658.99,True,649.25,649.25,True,656.95,656.95,True,False
2026-08-21,1005,음식료·담배,4858.4,4858.4,True,4877.96,4877.96,True,4830.33,4830.33,True,4851.91,4851.91,True,False
2026-08-21,1006,섬유·의류,214.43,214.43,True,215.94,215.94,True,212.27,212.27,True,215.94,215.94,True,False
2026-08-21,1007,종이·목재,215.37,215.37,True,215.37,215.37,True,211.22,211.22,True,214.17,214.17,True,False
2026-08-21,1008,화학,4637.1,4637.1,True,4637.1,4637.1,True,4518.3,4518.3,True,4571.2,4571.2,True,False
2026-08-21,1009,제약,16229.44,16229.44,True,16340.88,16340.88,True,15966.32,15966.32,True,16267.56,16267.56,True,False
2026-08-21,1010,비금속,3468.79,3468.79,True,3468.79,3468.79,True,3398.69,3398.69,True,3457.19,3457.19,True,False
2026-08-21,1011,금속,6876.41,6876.41,True,6876.41,6876.41,True,6639.54,6639.54,True,6677.76,6677.76,True,False
2026-08-21,1012,기계·장비,2933.8,2933.8,True,2933.8,2933.8,True,2800.7,2800.7,True,2826.12,2826.12,True,False
2026-08-21,1013,전기전자,108731.3,108731.3,True,113569.8,113569.8,True,108483.7,108483.7,True,112518.5,112518.5,True,False
2026-08-21,1014,의료·정밀기기,1535.0,1535.0,True,1535.0,1535.0,True,1472.71,1472.71,True,1481.67,1481.67,True,False
2026-08-21,1015,운송장비·부품,5064.47,5064.47,True,5071.26,5071.26,True,4976.35,4976.35,True,5017.4,5017.4,True,False
2026-08-21,1016,유통,616.55,616.55,True,641.7,641.7,True,611.26,611.26,True,638.03,638.03,True,False
2026-08-21,1017,전기·가스,1011.91,1011.91,True,1016.77,1016.77,True,995.46,995.46,True,1015.17,1015.17,True,False
2026-08-21,1018,건설,157.99,157.99,True,157.99,157.99,True,150.55,150.55,True,151.28,151.28,True,False
2026-08-21,1019,운송·창고,1949.53,1949.53,True,1982.54,1982.54,True,1930.72,1930.72,True,1977.13,1977.13,True,False
2026-08-21,1020,통신,626.2,626.2,True,655.82,655.82,True,621.22,621.22,True,650.25,650.25,True,False
2026-08-21,1021,금융,1090.31,1090.31,True,1115.46,1115.46,True,1086.32,1086.32,True,1115.46,1115.46,True,False
2026-08-21,1024,증권,5220.15,5220.15,True,5244.11,5244.11,True,5098.21,5098.21,True,5158.04,5158.04,True,False
2026-08-21,1025,보험,46924.84,46924.84,True,50634.35,50634.35,True,46355.95,46355.95,True,50580.16,50580.16,True,False
2026-08-21,1026,일반서비스,1310.93,1310.93,True,1310.93,1310.93,True,1281.58,1281.58,True,1293.14,1293.14,True,False
2026-08-21,1027,제조,20044.7,20044.7,True,20688.4,20688.4,True,19993.73,19993.73,True,20528.83,20528.83,True,False
2026-08-21,1045,부동산,904.71,904.71,True,904.71,904.71,True,889.56,889.56,True,899.22,899.22,True,False
2026-08-21,1046,IT 서비스,1234.96,1234.96,True,1240.8,1240.8,True,1200.73,1200.73,True,1232.48,1232.48,True,False
2026-08-21,1047,오락·문화,827.67,827.67,True,829.26,829.26,True,816.53,816.53,True,822.78,822.78,True,False
2026-08-21,2012,일반서비스,4482.31,4482.31,True,4482.31,4482.31,True,4291.22,4291.22,True,4367.78,4367.78,True,False
2026-08-21,2024,제조,2767.62,2767.62,True,2767.62,2767.62,True,2669.28,2669.28,True,2689.01,2689.01,True,False
2026-08-21,2026,건설,74.14,74.14,True,74.14,74.14,True,72.09,72.09,True,72.62,72.62,True,False
2026-08-21,2027,유통,485.9,485.9,True,486.49,486.49,True,468.43,468.43,True,472.17,472.17,True,False
2026-08-21,2029,운송·창고,3112.58,3112.58,True,3116.81,3116.81,True,3050.06,3050.06,True,3099.27,3099.27,True,False
2026-08-21,2031,금융,1411.96,1411.96,True,1411.96,1411.96,True,1362.73,1362.73,True,1368.47,1368.47,True,False
2026-08-21,2037,오락·문화,276.07,276.07,True,276.07,276.07,True,268.72,268.72,True,272.52,272.52,True,False
2026-08-21,2056,음식료·담배,4035.82,4035.82,True,4035.82,4035.82,True,3950.56,3950.56,True,3983.16,3983.16,True,False
2026-08-21,2058,섬유·의류,28.53,28.53,True,29.02,29.02,True,28.16,28.16,True,28.69,28.69,True,False
2026-08-21,2062,종이·목재,6297.18,6297.18,True,6343.93,6343.93,True,6158.35,6158.35,True,6301.36,6301.36,True,False
2026-08-21,2063,출판·매체복제,1231.9,1231.9,True,1240.15,1240.15,True,1209.64,1209.64,True,1216.73,1216.73,True,False
2026-08-21,2065,화학,2069.42,2069.42,True,2069.42,2069.42,True,2012.12,2012.12,True,2027.38,2027.38,True,False
2026-08-21,2066,제약,9414.95,9414.95,True,9414.95,9414.95,True,9058.53,9058.53,True,9180.82,9180.82,True,False
2026-08-21,2067,비금속,63223.31,63223.31,True,64559.01,64559.01,True,62463.35,62463.35,True,62704.76,62704.76,True,False
2026-08-21,2068,금속,1680.22,1680.22,True,1680.22,1680.22,True,1620.21,1620.21,True,1632.33,1632.33,True,False
2026-08-21,2070,기계·장비,770.7,770.7,True,771.18,771.18,True,742.4,742.4,True,751.34,751.34,True,False
2026-08-21,2072,전기전자,1561.48,1561.48,True,1561.48,1561.48,True,1500.39,1500.39,True,1505.23,1505.23,True,False
2026-08-21,2074,의료·정밀기기,1795.23,1795.23,True,1795.23,1795.23,True,1709.73,1709.73,True,1729.07,1729.07,True,False
2026-08-21,2075,운송장비·부품,4072.49,4072.49,True,4072.49,4072.49,True,3907.12,3907.12,True,3936.12,3936.12,True,False
2026-08-21,2077,기타제조,537.82,537.82,True,537.82,537.82,True,521.63,521.63,True,523.21,523.21,True,False
2026-08-21,2114,통신,1032.41,1032.41,True,1048.21,1048.21,True,1015.38,1015.38,True,1038.96,1038.96,True,False
2026-08-21,2118,IT 서비스,653.96,653.96,True,653.96,653.96,True,636.16,636.16,True,643.63,643.63,True,False
