date,sector_code,sector_name,reference_source,krx_open,reference_open,open_match,krx_high,reference_high,high_match,krx_low,reference_low,low_match,krx_close,reference_close,close_match,row_mismatch
2025-06-04,1017,전기·가스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,966.47,966.47,True,972.69,972.69,True,936.01,936.01,True,969.16,969.16,True,False
2025-06-04,1018,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,95.06,95.06,True,97.74,97.74,True,94.33,94.33,True,97.25,97.25,True,False
2025-06-04,1019,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1780.67,1780.67,True,1797.7,1797.7,True,1754.75,1754.75,True,1766.59,1766.59,True,False
2025-06-04,1020,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,461.57,461.57,True,471.74,471.74,True,461.57,461.57,True,466.35,466.35,True,False
2025-06-04,1021,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,572.3,572.3,True,598.64,598.64,True,571.66,571.66,True,598.45,598.45,True,False
2025-06-04,1024,증권,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3123.12,3123.12,True,3322.82,3322.82,True,3117.68,3117.68,True,3295.68,3295.68,True,False
2025-06-04,1025,보험,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,22399.27,22399.27,True,23678.42,23678.42,True,22289.08,22289.08,True,23678.42,23678.42,True,False
2025-06-04,1026,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1154.7,1154.7,True,1163.71,1163.71,True,1149.03,1149.03,True,1159.38,1159.38,True,False
2025-06-04,1027,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,6772.66,6772.66,True,6810.58,6810.58,True,6750.05,6750.05,True,6806.84,6806.84,True,False
2025-06-04,1045,부동산,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,938.41,938.41,True,949.52,949.52,True,934.86,934.86,True,941.23,941.23,True,False
2025-06-04,1046,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1073.47,1073.47,True,1073.47,1073.47,True,1051.05,1051.05,True,1055.67,1055.67,True,False
2025-06-04,1047,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1245.39,1245.39,True,1267.53,1267.53,True,1235.67,1235.67,True,1253.56,1253.56,True,False
2025-06-04,2012,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4224.5,4224.5,True,4295.9,4295.9,True,4215.59,4215.59,True,4255.47,4255.47,True,False
2025-06-04,2024,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2299.14,2299.14,True,2307.33,2307.33,True,2285.43,2285.43,True,2290.87,2290.87,True,False
2025-06-04,2026,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,77.37,77.37,True,77.76,77.76,True,74.31,74.31,True,75.56,75.56,True,False
2025-06-04,2027,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,474.68,474.68,True,479.57,479.57,True,473.69,473.69,True,479.31,479.31,True,False
2025-06-04,2029,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2986.81,2986.81,True,3028.77,3028.77,True,2976.11,2976.11,True,3013.17,3013.17,True,False
2025-06-04,2031,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,955.66,955.66,True,978.12,978.12,True,955.66,955.66,True,973.99,973.99,True,False
2025-06-04,2037,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,590.77,590.77,True,591.39,591.39,True,584.66,584.66,True,587.67,587.67,True,False
2025-06-04,2056,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5490.91,5490.91,True,5581.2,5581.2,True,5477.76,5477.76,True,5581.2,5581.2,True,False
2025-06-04,2058,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,40.98,40.98,True,41.63,41.63,True,40.69,40.69,True,40.8,40.8,True,False
2025-06-04,2062,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,9139.63,9139.63,True,9233.88,9233.88,True,9050.86,9050.86,True,9156.92,9156.92,True,False
2025-06-04,2063,출판·매체복제,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2101.68,2101.68,True,2120.92,2120.92,True,2099.93,2099.93,True,2113.86,2113.86,True,False
2025-06-04,2065,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2055.98,2055.98,True,2077.41,2077.41,True,2053.96,2053.96,True,2065.44,2065.44,True,False
2025-06-04,2066,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,10691.14,10691.14,True,10701.95,10701.95,True,10321.56,10321.56,True,10335.93,10335.93,True,False
2025-06-04,2067,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,37766.45,37766.45,True,38639.7,38639.7,True,37658.77,37658.77,True,38542.13,38542.13,True,False
2025-06-04,2068,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1777.19,1777.19,True,1798.45,1798.45,True,1772.5,1772.5,True,1797.88,1797.88,True,False
2025-06-04,2070,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,430.84,430.84,True,437.07,437.07,True,430.84,430.84,True,435.36,435.36,True,False
2025-06-04,2072,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1140.13,1140.13,True,1152.82,1152.82,True,1139.17,1139.17,True,1146.76,1146.76,True,False
2025-06-04,2074,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2043.33,2043.33,True,2043.58,2043.58,True,2025.46,2025.46,True,2035.0,2035.0,True,False
2025-06-04,2075,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3858.47,3858.47,True,3881.87,3881.87,True,3819.74,3819.74,True,3881.87,3881.87,True,False
2025-06-04,2077,기타제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,676.89,676.89,True,683.44,683.44,True,667.62,667.62,True,683.04,683.04,True,False
2025-06-04,2114,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,945.01,945.01,True,958.71,958.71,True,941.61,941.61,True,958.71,958.71,True,False
2025-06-04,2118,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,927.59,927.59,True,948.3,948.3,True,927.51,927.51,True,947.97,947.97,True,False
2025-06-05,1005,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4342.54,4342.54,True,4368.79,4368.79,True,4327.07,4327.07,True,4339.6,4339.6,True,False
2025-06-05,1006,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,247.87,247.87,True,251.72,251.72,True,247.87,247.87,True,250.16,250.16,True,False
2025-06-05,1007,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,278.6,278.6,True,280.22,280.22,True,277.42,277.42,True,279.85,279.85,True,False
2025-06-05,1008,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3524.11,3524.11,True,3570.75,3570.75,True,3518.14,3518.14,True,3546.4,3546.4,True,False
2025-06-05,1009,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,15208.44,15208.44,True,15344.5,15344.5,True,15091.57,15091.57,True,15170.03,15170.03,True,False
2025-06-05,1010,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4274.64,4274.64,True,4338.1,4338.1,True,4268.32,4268.32,True,4303.35,4303.35,True,False
2025-06-05,1011,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5169.75,5169.75,True,5270.33,5270.33,True,5162.09,5162.09,True,5241.78,5241.78,True,False
2025-06-05,1012,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1817.11,1817.11,True,1830.46,1830.46,True,1783.4,1783.4,True,1826.35,1826.35,True,False
2025-06-05,1013,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,23518.31,23518.31,True,24200.45,24200.45,True,23484.05,23484.05,True,23869.13,23869.13,True,False
2025-06-05,1014,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1366.88,1366.88,True,1388.09,1388.09,True,1357.54,1357.54,True,1376.21,1376.21,True,False
2025-06-05,1015,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3630.8,3630.8,True,3686.64,3686.64,True,3625.99,3625.99,True,3667.51,3667.51,True,False
2025-06-05,1016,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,395.59,395.59,True,402.16,402.16,True,391.11,391.11,True,402.14,402.14,True,False
2025-06-05,1017,전기·가스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,982.91,982.91,True,985.07,985.07,True,952.59,952.59,True,959.86,959.86,True,False
2025-06-05,1018,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,99.01,99.01,True,99.13,99.13,True,95.83,95.83,True,97.96,97.96,True,False
2025-06-05,1019,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1777.97,1777.97,True,1790.28,1790.28,True,1741.21,1741.21,True,1743.79,1743.79,True,False
2025-06-05,1020,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,465.45,465.45,True,471.12,471.12,True,464.0,464.0,True,466.28,466.28,True,False
2025-06-05,1021,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,602.52,602.52,True,605.3,605.3,True,594.8,594.8,True,602.88,602.88,True,False
2025-06-05,1024,증권,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3310.31,3310.31,True,3324.34,3324.34,True,3239.4,3239.4,True,3305.93,3305.93,True,False
2025-06-05,1025,보험,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,23793.81,23793.81,True,25673.11,25673.11,True,23412.42,23412.42,True,25092.08,25092.08,True,False
2025-06-05,1026,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1167.39,1167.39,True,1185.11,1185.11,True,1165.86,1165.86,True,1182.75,1182.75,True,False
2025-06-05,1027,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,6854.1,6854.1,True,6987.08,6987.08,True,6847.52,6847.52,True,6925.57,6925.57,True,False
2025-06-05,1045,부동산,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,943.1,943.1,True,945.68,945.68,True,933.26,933.26,True,937.33,937.33,True,False
2025-06-05,1046,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1060.03,1060.03,True,1088.98,1088.98,True,1060.03,1060.03,True,1082.79,1082.79,True,False
2025-06-05,1047,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1263.94,1263.94,True,1274.7,1274.7,True,1255.32,1255.32,True,1266.31,1266.31,True,False
2025-06-05,2012,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4243.95,4243.95,True,4261.86,4261.86,True,4155.95,4155.95,True,4181.84,4181.84,True,False
2025-06-05,2024,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2295.53,2295.53,True,2330.91,2330.91,True,2290.82,2290.82,True,2313.54,2313.54,True,False
2025-06-05,2026,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,76.0,76.0,True,77.42,77.42,True,75.42,75.42,True,77.39,77.39,True,False
2025-06-05,2027,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,482.5,482.5,True,485.47,485.47,True,479.07,479.07,True,485.3,485.3,True,False
2025-06-05,2029,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3019.02,3019.02,True,3038.35,3038.35,True,2987.74,2987.74,True,3019.56,3019.56,True,False
2025-06-05,2031,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,974.14,974.14,True,994.97,994.97,True,967.25,967.25,True,992.34,992.34,True,False
2025-06-05,2037,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,592.19,592.19,True,599.16,599.16,True,589.43,589.43,True,596.07,596.07,True,False
2025-06-05,2056,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5595.03,5595.03,True,5609.54,5609.54,True,5521.37,5521.37,True,5552.51,5552.51,True,False
2025-06-05,2058,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,40.85,40.85,True,42.17,42.17,True,40.66,40.66,True,42.05,42.05,True,False
2025-06-05,2062,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,9181.08,9181.08,True,9220.62,9220.62,True,9156.12,9156.12,True,9185.44,9185.44,True,False
2025-06-05,2063,출판·매체복제,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2109.4,2109.4,True,2135.05,2135.05,True,2107.98,2107.98,True,2124.68,2124.68,True,False
2025-06-05,2065,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2064.73,2064.73,True,2100.02,2100.02,True,2059.38,2059.38,True,2090.78,2090.78,True,False
2025-06-05,2066,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,10359.77,10359.77,True,10481.9,10481.9,True,10233.15,10233.15,True,10278.58,10278.58,True,False
2025-06-05,2067,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,38673.75,38673.75,True,39435.85,39435.85,True,38287.01,38287.01,True,38845.75,38845.75,True,False
2025-06-05,2068,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1815.64,1815.64,True,1879.46,1879.46,True,1814.75,1814.75,True,1876.84,1876.84,True,False
2025-06-05,2070,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,435.74,435.74,True,445.51,445.51,True,433.88,433.88,True,441.59,441.59,True,False
2025-06-05,2072,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1150.02,1150.02,True,1180.06,1180.06,True,1146.75,1146.75,True,1170.55,1170.55,True,False
2025-06-05,2074,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2036.01,2036.01,True,2046.67,2046.67,True,2027.39,2027.39,True,2037.1,2037.1,True,False
2025-06-05,2075,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3888.1,3888.1,True,3905.79,3905.79,True,3864.85,3864.85,True,3889.77,3889.77,True,False
2025-06-05,2077,기타제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,688.86,688.86,True,704.02,704.02,True,687.51,687.51,True,700.33,700.33,True,False
2025-06-05,2114,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,961.39,961.39,True,1008.02,1008.02,True,960.71,960.71,True,1008.02,1008.02,True,False
2025-06-05,2118,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,950.41,950.41,True,968.04,968.04,True,948.7,948.7,True,966.23,966.23,True,False
2025-06-09,1005,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4382.21,4382.21,True,4395.22,4395.22,True,4353.87,4353.87,True,4377.95,4377.95,True,False
2025-06-09,1006,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,250.39,250.39,True,254.49,254.49,True,250.39,250.39,True,252.47,252.47,True,False
2025-06-09,1007,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,280.73,280.73,True,291.19,291.19,True,280.73,280.73,True,289.21,289.21,True,False
2025-06-09,1008,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3569.99,3569.99,True,3586.98,3586.98,True,3555.66,3555.66,True,3581.08,3581.08,True,False
2025-06-09,1009,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,15250.9,15250.9,True,15447.32,15447.32,True,15182.6,15182.6,True,15403.32,15403.32,True,False
2025-06-09,1010,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4304.57,4304.57,True,4392.41,4392.41,True,4302.24,4302.24,True,4340.29,4340.29,True,False
