date,sector_code,sector_name,reference_source,krx_open,reference_open,open_match,krx_high,reference_high,high_match,krx_low,reference_low,low_match,krx_close,reference_close,close_match,row_mismatch
2025-06-02,1005,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4253.9,4253.9,True,4306.2,4306.2,True,4220.19,4220.19,True,4223.16,4223.16,True,False
2025-06-02,1006,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,243.6,243.6,True,245.7,245.7,True,242.72,242.72,True,243.13,243.13,True,False
2025-06-02,1007,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,272.8,272.8,True,274.22,274.22,True,271.9,271.9,True,272.78,272.78,True,False
2025-06-02,1008,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3418.21,3418.21,True,3444.09,3444.09,True,3401.12,3401.12,True,3413.64,3413.64,True,False
2025-06-02,1009,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,15181.56,15181.56,True,15311.98,15311.98,True,15157.06,15157.06,True,15229.06,15229.06,True,False
2025-06-02,1010,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4094.49,4094.49,True,4137.13,4137.13,True,4075.41,4075.41,True,4091.1,4091.1,True,False
2025-06-02,1011,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5036.2,5036.2,True,5109.32,5109.32,True,5002.28,5002.28,True,5064.22,5064.22,True,False
2025-06-02,1012,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1680.34,1680.34,True,1727.37,1727.37,True,1679.74,1679.74,True,1710.5,1710.5,True,False
2025-06-02,1013,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,22661.73,22661.73,True,22962.89,22962.89,True,22660.32,22660.32,True,22811.86,22811.86,True,False
2025-06-02,1014,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1337.41,1337.41,True,1342.89,1342.89,True,1324.57,1324.57,True,1327.29,1327.29,True,False
2025-06-02,1015,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3527.51,3527.51,True,3566.85,3566.85,True,3524.25,3524.25,True,3551.17,3551.17,True,False
2025-06-02,1016,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,378.23,378.23,True,381.37,381.37,True,377.02,377.02,True,378.37,378.37,True,False
2025-06-02,1017,전기·가스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,997.18,997.18,True,998.89,998.89,True,965.26,965.26,True,974.76,974.76,True,False
2025-06-02,1018,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,92.55,92.55,True,95.55,95.55,True,92.43,92.43,True,94.54,94.54,True,False
2025-06-02,1019,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1742.49,1742.49,True,1761.27,1761.27,True,1734.09,1734.09,True,1744.53,1744.53,True,False
2025-06-02,1020,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,463.41,463.41,True,464.64,464.64,True,458.37,458.37,True,459.61,459.61,True,False
2025-06-02,1021,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,567.3,567.3,True,573.21,573.21,True,557.64,557.64,True,562.15,562.15,True,False
2025-06-02,1024,증권,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3086.19,3086.19,True,3153.32,3153.32,True,2985.67,2985.67,True,3047.57,3047.57,True,False
2025-06-02,1025,보험,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,22064.59,22064.59,True,22300.21,22300.21,True,21765.87,21765.87,True,21917.61,21917.61,True,False
2025-06-02,1026,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1144.64,1144.64,True,1154.22,1154.22,True,1143.61,1143.61,True,1149.74,1149.74,True,False
2025-06-02,1027,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,6638.81,6638.81,True,6716.54,6716.54,True,6638.81,6638.81,True,6674.75,6674.75,True,False
2025-06-02,1045,부동산,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,935.87,935.87,True,936.82,936.82,True,931.87,931.87,True,933.51,933.51,True,False
2025-06-02,1046,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1050.99,1050.99,True,1061.07,1061.07,True,1050.99,1050.99,True,1059.55,1059.55,True,False
2025-06-02,1047,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1202.56,1202.56,True,1228.84,1228.84,True,1199.18,1199.18,True,1223.6,1223.6,True,False
2025-06-02,2012,일반서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4045.07,4045.07,True,4162.4,4162.4,True,4038.81,4038.81,True,4141.81,4141.81,True,False
2025-06-02,2024,제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2271.87,2271.87,True,2279.43,2279.43,True,2266.07,2266.07,True,2277.06,2277.06,True,False
2025-06-02,2026,건설,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,75.33,75.33,True,76.32,76.32,True,74.47,74.47,True,75.57,75.57,True,False
2025-06-02,2027,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,466.64,466.64,True,476.88,476.88,True,465.81,465.81,True,473.66,473.66,True,False
2025-06-02,2029,운송·창고,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2976.37,2976.37,True,3015.51,3015.51,True,2953.87,2953.87,True,2976.2,2976.2,True,False
2025-06-02,2031,금융,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,940.02,940.02,True,960.88,960.88,True,933.75,933.75,True,934.94,934.94,True,False
2025-06-02,2037,오락·문화,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,574.19,574.19,True,587.08,587.08,True,573.34,573.34,True,581.31,581.31,True,False
2025-06-02,2056,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5438.31,5438.31,True,5507.38,5507.38,True,5438.31,5438.31,True,5469.06,5469.06,True,False
2025-06-02,2058,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,40.7,40.7,True,40.7,40.7,True,40.02,40.02,True,40.34,40.34,True,False
2025-06-02,2062,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,9073.57,9073.57,True,9147.57,9147.57,True,9045.08,9045.08,True,9072.31,9072.31,True,False
2025-06-02,2063,출판·매체복제,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2114.51,2114.51,True,2123.98,2123.98,True,2098.81,2098.81,True,2100.73,2100.73,True,False
2025-06-02,2065,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2024.4,2024.4,True,2046.53,2046.53,True,2022.27,2022.27,True,2032.44,2032.44,True,False
2025-06-02,2066,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,10693.69,10693.69,True,10698.58,10698.58,True,10595.48,10595.48,True,10658.44,10658.44,True,False
2025-06-02,2067,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,37140.03,37140.03,True,37519.48,37519.48,True,36917.94,36917.94,True,37342.9,37342.9,True,False
2025-06-02,2068,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1750.1,1750.1,True,1790.77,1790.77,True,1743.12,1743.12,True,1777.39,1777.39,True,False
2025-06-02,2070,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,421.82,421.82,True,425.31,425.31,True,420.65,420.65,True,424.64,424.64,True,False
2025-06-02,2072,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1121.68,1121.68,True,1128.8,1128.8,True,1117.87,1117.87,True,1122.2,1122.2,True,False
2025-06-02,2074,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,2008.94,2008.94,True,2037.09,2037.09,True,2004.73,2004.73,True,2034.51,2034.51,True,False
2025-06-02,2075,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3863.37,3863.37,True,3864.19,3864.19,True,3827.12,3827.12,True,3838.58,3838.58,True,False
2025-06-02,2077,기타제조,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,680.44,680.44,True,681.31,681.31,True,671.24,671.24,True,672.25,672.25,True,False
2025-06-02,2114,통신,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,940.61,940.61,True,940.81,940.81,True,929.24,929.24,True,937.43,937.43,True,False
2025-06-02,2118,IT 서비스,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,901.12,901.12,True,915.75,915.75,True,900.67,900.67,True,915.09,915.09,True,False
2025-06-04,1005,음식료·담배,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4307.15,4307.15,True,4355.78,4355.78,True,4284.76,4284.76,True,4347.14,4347.14,True,False
2025-06-04,1006,섬유·의류,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,244.35,244.35,True,248.81,248.81,True,244.35,244.35,True,248.34,248.34,True,False
2025-06-04,1007,종이·목재,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,272.19,272.19,True,278.27,278.27,True,272.19,272.19,True,278.15,278.15,True,False
2025-06-04,1008,화학,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3464.81,3464.81,True,3532.51,3532.51,True,3462.02,3462.02,True,3521.04,3521.04,True,False
2025-06-04,1009,제약,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,15310.8,15310.8,True,15340.92,15340.92,True,15174.29,15174.29,True,15223.91,15223.91,True,False
2025-06-04,1010,비금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,4131.91,4131.91,True,4262.62,4262.62,True,4129.77,4129.77,True,4255.44,4255.44,True,False
2025-06-04,1011,금속,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,5110.28,5110.28,True,5185.02,5185.02,True,5078.34,5078.34,True,5176.67,5176.67,True,False
2025-06-04,1012,기계·장비,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1719.92,1719.92,True,1769.23,1769.23,True,1719.92,1719.92,True,1765.13,1765.13,True,False
2025-06-04,1013,전기전자,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,23304.45,23304.45,True,23483.55,23483.55,True,23217.6,23217.6,True,23341.79,23341.79,True,False
2025-06-04,1014,의료·정밀기기,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,1343.54,1343.54,True,1363.05,1363.05,True,1342.17,1342.17,True,1361.6,1361.6,True,False
2025-06-04,1015,운송장비·부품,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,3568.62,3568.62,True,3591.75,3591.75,True,3520.61,3520.61,True,3590.56,3590.56,True,False
2025-06-04,1016,유통,LOCAL_PYKRX_SECTOR_CACHE_RECONSTRUCTED,381.69,381.69,True,391.35,391.35,True,381.69,381.69,True,390.46,390.46,True,False
