ticker,issuer_name,prior_claimed_event,prior_claimed_anchor,source_event_type,official_anchor_date,official_source_field,official_evidence_found,authority_source_tier,authority_record_id,normalized_event_type,adjudication,adjudication_reason
005930,삼성전자,STOCK_SPLIT,2018-05-04,STOCK_SPLIT,2018-05-16,신주상장예정일,True,TIER_A1_OPENDART,20180223000294,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
035420,NAVER,STOCK_SPLIT,2018-10-12,STOCK_SPLIT,2018-10-12,신주상장예정일,True,TIER_A1_OPENDART,20180726800004,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
035720,카카오,STOCK_SPLIT,2021-04-15,STOCK_SPLIT,2021-04-15,신주상장예정일,True,TIER_A1_OPENDART,20210225800978,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
003670,포스코퓨처엠,RIGHTS_OFFERING,2021-01-13,RIGHTS_OFFERING,2021-01-21,납입일,True,TIER_A1_OPENDART,20210121800246,RIGHTS_OFFERING,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
028260,삼성물산,MERGER,2015-09-01,MERGER,2015-09-01,합병기일,True,TIER_A1_OPENDART,20150902000259,MERGER,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
000100,유한양행,BONUS_ISSUE,2020-12-29,BONUS_ISSUE,2021-01-01,신주배정기준일,True,TIER_A1_OPENDART,20201211000171,BONUS_ISSUE,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
004020,현대제철,MERGER,2015-07-01,MERGER,2015-07-01,합병기일,True,TIER_A1_OPENDART,20150701000257,MERGER,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
010130,고려아연,RIGHTS_OFFERING,2022-08-30,RIGHTS_OFFERING,2022-08-18,납입일,True,TIER_A1_OPENDART,20220819800347,RIGHTS_OFFERING,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED_AND_SEMANTICALLY_BOUND
