ticker,candidate_rank,rcept_no,report_nm,rcept_dt,corp_code,event_match_score,selection_status,rejection_reason
005930,16,20180529000100,임원ㆍ주요주주특정증권등소유상황보고서,20180529,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,17,20180529000080,임원ㆍ주요주주특정증권등소유상황보고서,20180529,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,18,20180529000005,임원ㆍ주요주주특정증권등소유상황보고서,20180529,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,19,20180528000002,임원ㆍ주요주주특정증권등소유상황보고서,20180528,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,20,20180525000318,임원ㆍ주요주주특정증권등소유상황보고서,20180525,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,21,20180525000262,임원ㆍ주요주주특정증권등소유상황보고서,20180525,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,22,20180525000029,임원ㆍ주요주주특정증권등소유상황보고서,20180525,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,23,20180525000005,임원ㆍ주요주주특정증권등소유상황보고서,20180525,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,24,20180525000001,임원ㆍ주요주주특정증권등소유상황보고서,20180525,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,25,20180524000152,임원ㆍ주요주주특정증권등소유상황보고서,20180524,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,26,20180524000018,임원ㆍ주요주주특정증권등소유상황보고서,20180524,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,27,20180523000473,임원ㆍ주요주주특정증권등소유상황보고서,20180524,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,28,20180521000446,임원ㆍ주요주주특정증권등소유상황보고서,20180521,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,29,20180521000332,임원ㆍ주요주주특정증권등소유상황보고서,20180521,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,30,20180518000105,임원ㆍ주요주주특정증권등소유상황보고서,20180518,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,31,20180518000038,임원ㆍ주요주주특정증권등소유상황보고서,20180518,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,32,20180518000024,임원ㆍ주요주주특정증권등소유상황보고서,20180518,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,33,20180517000119,임원ㆍ주요주주특정증권등소유상황보고서,20180517,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,34,20180516000208,임원ㆍ주요주주특정증권등소유상황보고서,20180516,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,35,20180515001699,분기보고서 (2018.03),20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,36,20180515001513,임원ㆍ주요주주특정증권등소유상황보고서,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,37,20180515001495,임원ㆍ주요주주특정증권등소유상황보고서,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,38,20180515001458,임원ㆍ주요주주특정증권등소유상황보고서,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,39,20180515001400,동일인등출자계열회사와의상품ㆍ용역거래변경,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,40,20180515001386,동일인등출자계열회사와의상품ㆍ용역거래변경,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,41,20180515001374,동일인등출자계열회사와의상품ㆍ용역거래변경,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,42,20180515001352,동일인등출자계열회사와의상품ㆍ용역거래변경,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,43,20180515001338,동일인등출자계열회사와의상품ㆍ용역거래변경,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,44,20180515000914,임원ㆍ주요주주특정증권등소유상황보고서,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,45,20180515000173,임원ㆍ주요주주특정증권등소유상황보고서,20180515,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,46,20180514800681,최대주주등소유주식변동신고서,20180514,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,47,20180514005276,임원ㆍ주요주주특정증권등소유상황보고서,20180514,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,48,20180514002604,임원ㆍ주요주주특정증권등소유상황보고서,20180514,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,49,20180514001984,임원ㆍ주요주주특정증권등소유상황보고서,20180514,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,50,20180511001735,임원ㆍ주요주주특정증권등소유상황보고서,20180511,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,51,20180510003830,임원ㆍ주요주주특정증권등소유상황보고서,20180510,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,52,20180510002594,임원ㆍ주요주주특정증권등소유상황보고서,20180510,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,53,20180510001430,임원ㆍ주요주주특정증권등소유상황보고서,20180510,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,54,20180510001364,임원ㆍ주요주주특정증권등소유상황보고서,20180510,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,55,20180509003300,임원ㆍ주요주주특정증권등소유상황보고서,20180510,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,56,20180509002697,임원ㆍ주요주주특정증권등소유상황보고서,20180509,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,57,20180509000224,임원ㆍ주요주주특정증권등소유상황보고서,20180509,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,58,20180508002879,임원ㆍ주요주주특정증권등소유상황보고서,20180508,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,59,20180508002511,임원ㆍ주요주주특정증권등소유상황보고서,20180508,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,60,20180504002116,임원ㆍ주요주주특정증권등소유상황보고서,20180508,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,61,20180504001782,임원ㆍ주요주주특정증권등소유상황보고서,20180504,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,62,20180430000060,임원ㆍ주요주주특정증권등소유상황보고서,20180430,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,63,20180427800574,기타경영사항(자율공시),20180427,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,64,20180427001235,임원ㆍ주요주주특정증권등소유상황보고서,20180427,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,65,20180427000766,특수관계인에대한증여,20180427,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,66,20180427000750,특수관계인에대한증여,20180427,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,67,20180426800038,현금ㆍ현물배당결정,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,68,20180426800032,연결재무제표기준영업(잠정)실적(공정공시),20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,69,20180426000681,특수관계인과의보험거래,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,70,20180426000561,특수관계인으로부터자산양수,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,71,20180426000538,특수관계인에대한증여,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,72,20180426000534,특수관계인에대한담보제공,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,73,20180426000527,특수관계인에대한부동산임대,20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,74,20180406800027,기업설명회(IR)개최(안내공시),20180406,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,75,20180406800017,연결재무제표기준영업(잠정)실적(공정공시),20180406,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,76,20180406000037,특수관계인에대한출자,20180406,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,77,20180402005019,사업보고서 (2017.12),20180402,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,78,20180330804134,최대주주등소유주식변동신고서,20180330,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,79,20180330003004,주식등의대량보유상황보고서(일반),20180330,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,80,20180329000644,임원ㆍ주요주주특정증권등소유상황보고서,20180329,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,81,20180323801247,기타경영사항(자율공시),20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,82,20180323801114,정기주주총회결과,20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,83,20180323800566,대표이사(대표집행임원)변경(안내공시),20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,84,20180323000599,특수관계인과의보험거래,20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,85,20180323000590,독립이사의선임ㆍ해임또는중도퇴임에관한신고,20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,86,20180323000581,독립이사의선임ㆍ해임또는중도퇴임에관한신고,20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,87,20180323000572,독립이사의선임ㆍ해임또는중도퇴임에관한신고,20180323,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,88,20180321000176,임원ㆍ주요주주특정증권등소유상황보고서,20180321,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,89,20180312800578,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20180312,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,90,20180312800497,최대주주등소유주식변동신고서,20180312,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,91,20180228801079,감사보고서제출,20180228,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,92,20180228000181,대규모기업집단현황공시[분기별공시(대표회사용)],20180228,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,93,20180223800886,주주총회집중일개최사유신고,20180223,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,94,20180223800808,기타경영사항(자율공시),20180223,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,95,20180223800573,주주총회소집결의,20180223,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,96,20180223000314,의결권대리행사권유참고서류,20180223,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,97,20180214800785,최대주주등소유주식변동신고서,20180214,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,98,20180214000563,동일인등출자계열회사와의상품ㆍ용역거래변경,20180214,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,99,20180214000558,동일인등출자계열회사와의상품ㆍ용역거래변경,20180214,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,100,20180214000001,임원ㆍ주요주주특정증권등소유상황보고서,20180214,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,101,20180209000001,임원ㆍ주요주주특정증권등소유상황보고서,20180209,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,102,20180206800653,횡령ㆍ배임사실확인,20180206,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,103,20180206000135,임원ㆍ주요주주특정증권등소유상황보고서,20180206,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,104,20180206000107,임원ㆍ주요주주특정증권등소유상황보고서,20180206,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,105,20180205000049,임원ㆍ주요주주특정증권등소유상황보고서,20180205,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,106,20180131800638,기타경영사항(자율공시),20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,107,20180131800069,매출액또는손익구조30%(대규모법인은15%)이상변경,20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,108,20180131800040,현금ㆍ현물배당결정,20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,109,20180131800024,연결재무제표기준영업(잠정)실적(공정공시),20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,110,20180131000224,특수관계인과의내부거래,20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,111,20180130000294,자기주식취득결과보고서,20180130,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,112,20180129800725,횡령ㆍ배임사실확인,20180129,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,113,20180117000217,임원ㆍ주요주주특정증권등소유상황보고서,20180117,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,114,20180112800469,최대주주등소유주식변동신고서,20180112,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,115,20180111000320,임원ㆍ주요주주특정증권등소유상황보고서,20180111,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,116,20180109800512,기업설명회(IR)개최(안내공시),20180109,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,117,20180109800017,연결재무제표기준영업(잠정)실적(공정공시),20180109,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,118,20180108000152,임원ㆍ주요주주특정증권등소유상황보고서,20180108,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,119,20180105000040,임원ㆍ주요주주특정증권등소유상황보고서,20180105,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,120,20180105000024,임원ㆍ주요주주특정증권등소유상황보고서,20180105,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,121,20180105000015,임원ㆍ주요주주특정증권등소유상황보고서,20180105,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,122,20180104000276,임원ㆍ주요주주특정증권등소유상황보고서,20180104,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,123,20180104000061,임원ㆍ주요주주특정증권등소유상황보고서,20180104,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,124,20180103000105,임원ㆍ주요주주특정증권등소유상황보고서,20180103,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,125,20180103000001,임원ㆍ주요주주특정증권등소유상황보고서,20180103,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,126,20180102000169,임원ㆍ주요주주특정증권등소유상황보고서,20180102,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,127,20180102000159,임원ㆍ주요주주특정증권등소유상황보고서,20180102,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,128,20180426800025,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),20180426,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,129,20180223000494,[기재정정]의결권대리행사권유참고서류,20180223,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,130,20180131800020,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),20180131,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
005930,131,20180119000337,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20180119,00126380,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,1,20180726800004,주식분할결정,20180726,00266961,80,SELECTED,
035420,2,20180823000235,주주총회소집공고,20180823,00266961,50,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,3,20180928801054,유상증자결정(종속회사의주요경영사항),20180928,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,4,20180823800003,유상증자결정(종속회사의주요경영사항),20180823,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,5,20180726000002,주요사항보고서(회사분할합병결정),20180726,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,6,20180725800553,유상증자결정(종속회사의주요경영사항),20180725,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,7,20180727000002,[기재정정]주요사항보고서(회사분할합병결정),20180727,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,8,20180726000233,[기재정정]주요사항보고서(회사분할합병결정),20180726,00266961,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035420,9,20181025800015,영업(잠정)실적(공정공시),20181025,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,10,20181025800014,연결재무제표기준영업(잠정)실적(공정공시),20181025,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,11,20181025000319,특수관계인에대한출자,20181025,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,12,20181025000317,특수관계인에대한출자,20181025,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,13,20181011800582,기업설명회(IR)개최(안내공시),20181011,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,14,20181004800657,최대주주등소유주식변동신고서,20181004,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,15,20181004000022,임원ㆍ주요주주특정증권등소유상황보고서,20181004,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,16,20180928800984,타법인주식및출자증권취득결정(종속회사의주요경영사항),20180928,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,17,20180928800941,최대주주등소유주식변동신고서,20180928,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,18,20180927000307,임원ㆍ주요주주특정증권등소유상황보고서,20180927,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,19,20180927000288,임원ㆍ주요주주특정증권등소유상황보고서,20180927,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,20,20180918800513,기업설명회(IR)개최(안내공시),20180918,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,21,20180907800394,임시주주총회결과,20180907,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,22,20180907800327,기업설명회(IR)개최(안내공시),20180907,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,23,20180904800483,증권대여결정,20180904,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,24,20180904800470,주권관련사채권의취득결정,20180904,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,25,20180903800387,기업설명회(IR)개최(안내공시),20180903,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,26,20180829000580,대규모기업집단현황공시[분기별공시(대표회사용)],20180829,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,27,20180823800002,타법인주식및출자증권취득결정,20180823,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,28,20180814001554,반기보고서 (2018.06),20180814,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,29,20180813800658,불성실공시법인지정,20180813,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,30,20180809000438,특수관계인에대한출자,20180809,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,31,20180727800617,불성실공시법인지정예고,20180727,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,32,20180727000004,주요사항보고서(회사분할결정),20180727,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,33,20180726800008,영업(잠정)실적(공정공시),20180726,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,34,20180726800007,연결재무제표기준영업(잠정)실적(공정공시),20180726,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,35,20180726800005,주주총회소집결의,20180726,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,36,20180726000359,특수관계인에대한출자,20180726,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,37,20180711800299,기업설명회(IR)개최(안내공시),20180711,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,38,20180706800441,최대주주등소유주식변동신고서,20180706,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,39,20180706000098,임원ㆍ주요주주특정증권등소유상황보고서,20180706,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,40,20180704800657,최대주주등소유주식변동신고서,20180704,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,41,20180704000045,주식등의대량보유상황보고서(약식),20180704,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,42,20180905800002,[기재정정]증권대여결정,20180905,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,43,20180905800001,[기재정정]주권관련사채권의취득결정,20180905,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,44,20180823800392,[기재정정]주주총회소집결의,20180823,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,45,20180814801777,[기재정정]영업(잠정)실적(공정공시),20180814,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,46,20180814801729,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),20180814,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035420,47,20180727800029,[기재정정]주주총회소집결의,20180727,00266961,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,1,20210225800978,주식분할결정,20210225,00258801,80,SELECTED,
035720,2,20210226003695,주주총회소집공고,20210226,00258801,50,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035720,3,20210312001048,[기재정정]주주총회소집공고,20210312,00258801,50,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035720,4,20210414800614,회사분할합병결정(종속회사의주요경영사항),20210414,00258801,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035720,5,20210401800075,유상증자결정(자율공시)(종속회사의주요경영사항),20210401,00258801,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035720,6,20210218800554,유상증자결정(종속회사의주요경영사항),20210218,00258801,30,NOT_PROBED_LOWER_PRIORITY,Higher rank candidate already selected
035720,7,20210416800731,최대주주등소유주식변동신고서,20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,8,20210416000652,주식등의대량보유상황보고서(일반),20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,9,20210416000023,임원ㆍ주요주주특정증권등소유상황보고서,20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,10,20210416000020,임원ㆍ주요주주특정증권등소유상황보고서,20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,11,20210416000017,임원ㆍ주요주주특정증권등소유상황보고서,20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,12,20210416000011,임원ㆍ주요주주특정증권등소유상황보고서,20210416,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,13,20210414800392,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시),20210414,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,14,20210414002033,특수관계인에대한출자,20210414,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,15,20210412800372,기업설명회(IR)개최(안내공시),20210412,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,16,20210412800367,결산실적공시예고(안내공시),20210412,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,17,20210407800099,기업설명회(IR)개최(안내공시),20210407,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,18,20210329800184,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시),20210329,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,19,20210329800169,정기주주총회결과,20210329,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,20,20210329000214,독립이사의선임ㆍ해임또는중도퇴임에관한신고,20210329,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,21,20210318001373,사업보고서 (2020.12),20210318,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,22,20210317801234,감사보고서제출,20210317,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
035720,23,20210312801340,신규시설투자등,20210312,00258801,0,REJECTED_EVENT_MISMATCH,No target keywords found in report title
