market,sector_code,internal_sector_name,official_idx_name,source_api,mapping_status,common_date_count,date,pykrx_open,pykrx_high,pykrx_low,pykrx_close,krx_open,krx_high,krx_low,krx_close,open_match,high_match,low_match,close_match
KOSPI,1045,,부동산,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,911.87,912.99,899.94,905.93,911.87,912.99,899.94,905.93,True,True,True,True
KOSPI,1045,,부동산,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,904.71,904.71,889.56,899.22,904.71,904.71,889.56,899.22,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1192.44,1192.44,1138.22,1163.55,1192.44,1192.44,1138.22,1163.55,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1157.43,1172.42,1130.39,1162.86,1157.43,1172.42,1130.39,1162.86,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1230.11,1254.58,1206.62,1225.01,1230.11,1254.58,1206.62,1225.01,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1289.6,1325.51,1283.17,1312.89,1289.60,1325.51,1283.17,1312.89,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1220.13,1266.16,1212.27,1250.45,1220.13,1266.16,1212.27,1250.45,True,True,True,True
KOSPI,1046,,IT 서비스,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1234.96,1240.8,1200.73,1232.48,1234.96,1240.80,1200.73,1232.48,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,939.76,950.33,923.82,944.56,939.76,950.33,923.82,944.56,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,835.17,842.49,817.81,835.41,835.17,842.49,817.81,835.41,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,866.75,884.72,860.72,884.68,866.75,884.72,860.72,884.68,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,852.21,872.45,852.21,866.34,852.21,872.45,852.21,866.34,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,837.89,852.01,836.9,840.62,837.89,852.01,836.90,840.62,True,True,True,True
KOSPI,1047,,오락·문화,kospi_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,827.67,829.26,816.53,822.78,827.67,829.26,816.53,822.78,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,3872.37,3971.49,3795.32,3805.14,3872.37,3971.49,3795.32,3805.14,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,3439.35,3686.98,3407.89,3657.04,3439.35,3686.98,3407.89,3657.04,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,4329.75,4392.46,4193.41,4392.46,4329.75,4392.46,4193.41,4392.46,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,4659.72,4761.55,4562.6,4633.43,4659.72,4761.55,4562.60,4633.43,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,4648.03,4747.88,4544.41,4643.82,4648.03,4747.88,4544.41,4643.82,True,True,True,True
KOSDAQ,2012,,일반서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,4482.31,4482.31,4291.22,4367.78,4482.31,4482.31,4291.22,4367.78,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,2650.25,2650.25,2522.91,2530.58,2650.25,2650.25,2522.91,2530.58,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,2215.68,2436.18,2204.43,2422.39,2215.68,2436.18,2204.43,2422.39,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,2708.36,2734.49,2593.19,2662.87,2708.36,2734.49,2593.19,2662.87,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,2937.44,2972.5,2849.09,2922.07,2937.44,2972.50,2849.09,2922.07,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,2841.22,2857.13,2804.08,2823.72,2841.22,2857.13,2804.08,2823.72,True,True,True,True
KOSDAQ,2024,,제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,2767.62,2767.62,2669.28,2689.01,2767.62,2767.62,2669.28,2689.01,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,72.52,73.95,71.86,72.12,72.52,73.95,71.86,72.12,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,64.62,66.1,63.5,66.02,64.62,66.10,63.50,66.02,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,73.11,73.45,70.85,72.34,73.11,73.45,70.85,72.34,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,77.42,77.55,74.97,76.18,77.42,77.55,74.97,76.18,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,74.48,75.38,74.11,75.11,74.48,75.38,74.11,75.11,True,True,True,True
KOSDAQ,2026,,건설,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,74.14,74.14,72.09,72.62,74.14,74.14,72.09,72.62,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,446.39,446.93,432.08,432.82,446.39,446.93,432.08,432.82,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,390.88,421.35,388.66,420.99,390.88,421.35,388.66,420.99,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,454.79,458.56,441.71,451.21,454.79,458.56,441.71,451.21,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,487.76,495.65,481.89,490.63,487.76,495.65,481.89,490.63,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,490.85,492.42,484.51,486.33,490.85,492.42,484.51,486.33,True,True,True,True
KOSDAQ,2027,,유통,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,485.9,486.49,468.43,472.17,485.90,486.49,468.43,472.17,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,3089.48,3097.25,3028.21,3056.6,3089.48,3097.25,3028.21,3056.60,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,2828.62,2934.1,2823.75,2931.9,2828.62,2934.10,2823.75,2931.90,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,2983.71,3010.81,2953.4,2976.87,2983.71,3010.81,2953.40,2976.87,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,3028.06,3140.8,3015.92,3136.13,3028.06,3140.80,3015.92,3136.13,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,3108.61,3115.72,3062.34,3115.72,3108.61,3115.72,3062.34,3115.72,True,True,True,True
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,3112.58,3116.81,3050.06,3099.27,3112.58,3116.81,3050.06,3099.27,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1337.97,1343.65,1292.94,1295.91,1337.97,1343.65,1292.94,1295.91,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1228.45,1305.38,1214.23,1296.46,1228.45,1305.38,1214.23,1296.46,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1420.35,1461.83,1350.38,1401.73,1420.35,1461.83,1350.38,1401.73,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1515.67,1543.77,1476.54,1519.1,1515.67,1543.77,1476.54,1519.10,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1436.42,1465.86,1431.72,1441.72,1436.42,1465.86,1431.72,1441.72,True,True,True,True
KOSDAQ,2031,,금융,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1411.96,1411.96,1362.73,1368.47,1411.96,1411.96,1362.73,1368.47,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,282.31,285.64,278.81,280.73,282.31,285.64,278.81,280.73,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,270.82,274.56,266.72,273.3,270.82,274.56,266.72,273.30,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,294.45,300.4,290.82,296.9,294.45,300.40,290.82,296.90,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,284.95,290.07,282.64,285.76,284.95,290.07,282.64,285.76,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,277.65,283.33,277.65,280.32,277.65,283.33,277.65,280.32,True,True,True,True
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,276.07,276.07,268.72,272.52,276.07,276.07,268.72,272.52,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,4104.6,4125.51,4049.38,4058.04,4104.60,4125.51,4049.38,4058.04,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,3879.08,3955.49,3850.82,3953.24,3879.08,3955.49,3850.82,3953.24,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,4129.76,4208.49,4129.76,4170.31,4129.76,4208.49,4129.76,4170.31,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,4200.53,4229.92,4176.83,4208.86,4200.53,4229.92,4176.83,4208.86,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,4033.03,4052.06,4012.21,4044.01,4033.03,4052.06,4012.21,4044.01,True,True,True,True
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,4035.82,4035.82,3950.56,3983.16,4035.82,4035.82,3950.56,3983.16,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,25.81,26.05,25.38,25.61,25.81,26.05,25.38,25.61,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,23.67,24.43,23.49,24.39,23.67,24.43,23.49,24.39,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,26.06,26.28,25.9,26.26,26.06,26.28,25.90,26.26,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,26.5,27.09,26.5,26.88,26.50,27.09,26.50,26.88,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,28.4,29.08,28.12,28.69,28.40,29.08,28.12,28.69,True,True,True,True
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,28.53,29.02,28.16,28.69,28.53,29.02,28.16,28.69,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,6241.88,6425.5,6200.46,6228.35,6241.88,6425.50,6200.46,6228.35,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,5702.82,5906.44,5697.81,5848.51,5702.82,5906.44,5697.81,5848.51,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,6162.65,6654.85,6130.6,6625.0,6162.65,6654.85,6130.60,6625.00,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,6576.73,6605.59,6431.53,6559.33,6576.73,6605.59,6431.53,6559.33,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,6487.46,6521.18,6348.61,6378.02,6487.46,6521.18,6348.61,6378.02,True,True,True,True
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,6297.18,6343.93,6158.35,6301.36,6297.18,6343.93,6158.35,6301.36,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1328.08,1342.15,1295.67,1303.4,1328.08,1342.15,1295.67,1303.40,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1186.84,1226.06,1175.29,1225.59,1186.84,1226.06,1175.29,1225.59,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1275.39,1290.04,1263.97,1273.63,1275.39,1290.04,1263.97,1273.63,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1292.85,1297.21,1273.27,1283.11,1292.85,1297.21,1273.27,1283.11,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1260.83,1260.83,1222.44,1234.36,1260.83,1260.83,1222.44,1234.36,True,True,True,True
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1231.9,1240.15,1209.64,1216.73,1231.90,1240.15,1209.64,1216.73,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1917.51,1919.76,1841.19,1848.17,1917.51,1919.76,1841.19,1848.17,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1677.65,1784.95,1665.8,1776.88,1677.65,1784.95,1665.80,1776.88,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1987.98,2013.95,1931.54,1978.4,1987.98,2013.95,1931.54,1978.40,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,2164.15,2186.52,2102.4,2153.2,2164.15,2186.52,2102.40,2153.20,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,2103.84,2122.81,2087.14,2101.74,2103.84,2122.81,2087.14,2101.74,True,True,True,True
KOSDAQ,2065,,화학,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,2069.42,2069.42,2012.12,2027.38,2069.42,2069.42,2012.12,2027.38,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,8523.82,8723.58,8409.53,8499.73,8523.82,8723.58,8409.53,8499.73,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,7955.72,8270.8,7827.09,8178.13,7955.72,8270.80,7827.09,8178.13,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,9409.23,9572.86,9147.82,9509.33,9409.23,9572.86,9147.82,9509.33,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,10018.8,10249.72,9777.32,9915.71,10018.80,10249.72,9777.32,9915.71,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,9772.77,9873.22,9470.22,9630.81,9772.77,9873.22,9470.22,9630.81,True,True,True,True
KOSDAQ,2066,,제약,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,9414.95,9414.95,9058.53,9180.82,9414.95,9414.95,9058.53,9180.82,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,59411.64,59563.1,56130.8,56319.54,59411.64,59563.10,56130.80,56319.54,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,46651.92,53115.38,46485.25,52687.08,46651.92,53115.38,46485.25,52687.08,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,58159.61,58851.28,55601.91,56034.21,58159.61,58851.28,55601.91,56034.21,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,66865.37,70412.86,65031.08,68525.54,66865.37,70412.86,65031.08,68525.54,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,65693.8,66052.4,63883.79,64710.33,65693.80,66052.40,63883.79,64710.33,True,True,True,True
KOSDAQ,2067,,비금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,63223.31,64559.01,62463.35,62704.76,63223.31,64559.01,62463.35,62704.76,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1695.7,1722.53,1669.89,1672.56,1695.70,1722.53,1669.89,1672.56,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1483.18,1575.09,1474.56,1570.3,1483.18,1575.09,1474.56,1570.30,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1735.84,1741.47,1684.86,1734.31,1735.84,1741.47,1684.86,1734.31,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1842.56,1849.46,1792.85,1828.54,1842.56,1849.46,1792.85,1828.54,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1723.22,1724.84,1696.59,1705.72,1723.22,1724.84,1696.59,1705.72,True,True,True,True
KOSDAQ,2068,,금속,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1680.22,1680.22,1620.21,1632.33,1680.22,1680.22,1620.21,1632.33,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,742.59,742.59,681.12,681.59,742.59,742.59,681.12,681.59,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,568.61,664.36,566.32,658.21,568.61,664.36,566.32,658.21,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,726.42,733.72,677.6,694.42,726.42,733.72,677.60,694.42,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,811.31,821.77,779.77,809.05,811.31,821.77,779.77,809.05,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,791.33,796.8,779.99,788.12,791.33,796.80,779.99,788.12,True,True,True,True
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,770.7,771.18,742.4,751.34,770.70,771.18,742.40,751.34,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1513.85,1513.85,1436.26,1440.39,1513.85,1513.85,1436.26,1440.39,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1233.08,1370.36,1228.3,1363.93,1233.08,1370.36,1228.30,1363.93,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1531.44,1550.62,1460.6,1503.94,1531.44,1550.62,1460.60,1503.94,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1661.45,1672.19,1603.59,1646.63,1661.45,1672.19,1603.59,1646.63,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1592.84,1603.86,1579.67,1594.64,1592.84,1603.86,1579.67,1594.64,True,True,True,True
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1561.48,1561.48,1500.39,1505.23,1561.48,1561.48,1500.39,1505.23,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,1836.86,1840.43,1781.63,1783.39,1836.86,1840.43,1781.63,1783.39,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,1591.1,1710.78,1583.27,1707.83,1591.10,1710.78,1583.27,1707.83,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,1902.74,1911.01,1847.71,1887.54,1902.74,1911.01,1847.71,1887.54,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,1963.33,1992.71,1930.91,1949.81,1963.33,1992.71,1930.91,1949.81,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,1858.51,1869.69,1809.21,1820.06,1858.51,1869.69,1809.21,1820.06,True,True,True,True
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1795.23,1795.23,1709.73,1729.07,1795.23,1795.23,1709.73,1729.07,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,3992.3,4023.65,3891.66,3901.49,3992.30,4023.65,3891.66,3901.49,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,3552.45,3762.77,3543.86,3754.34,3552.45,3762.77,3543.86,3754.34,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,4114.61,4127.12,3988.12,4055.49,4114.61,4127.12,3988.12,4055.49,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,4363.11,4455.25,4353.48,4448.12,4363.11,4455.25,4353.48,4448.12,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,4224.53,4232.25,4121.67,4133.03,4224.53,4232.25,4121.67,4133.03,True,True,True,True
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,4072.49,4072.49,3907.12,3936.12,4072.49,4072.49,3907.12,3936.12,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,511.46,512.55,502.14,504.26,511.46,512.55,502.14,504.26,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,481.15,496.35,480.78,496.35,481.15,496.35,480.78,496.35,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,514.5,522.63,511.09,517.34,514.50,522.63,511.09,517.34,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,535.78,543.58,535.01,539.81,535.78,543.58,535.01,539.81,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,530.28,544.0,527.77,534.76,530.28,544.00,527.77,534.76,True,True,True,True
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,537.82,537.82,521.63,523.21,537.82,537.82,521.63,523.21,True,True,True,True
