strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,140700,2021-05-07,2021-05-10,6605.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,190.69,237.62,-10.14,1260,46.93,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2021-05-07,2021-05-10,6605.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,190.69,237.62,-10.14,1260,46.93,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
V3,140700,2021-05-07,2021-05-10,6605.0,2023-04-07,2023-04-10,7205.0,SOFT_EXIT,REALIZED,9.08,21.5,-10.14,476,12.42,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2023-04-10,7205.0
V4,140700,2021-05-07,2021-05-10,6605.0,2023-05-31,2023-06-01,7370.0,WINNER_SOFT_WATCH_EXIT,REALIZED,11.58,23.77,-10.14,511,12.19,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2023-06-01,7370.0
V2,140700,2021-05-14,2021-05-17,6645.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,188.94,235.59,-10.68,1255,46.65,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2021-05-14,2021-05-17,6645.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,188.94,235.59,-10.68,1255,46.65,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
V3,140700,2021-05-14,2021-05-17,6645.0,2023-04-07,2023-04-10,7205.0,SOFT_EXIT,REALIZED,8.43,20.77,-10.68,471,12.34,2,PATTERN_A_FAST_FINAL_STRATEGY_V03,2023-04-10,7205.0
V4,140700,2021-05-14,2021-05-17,6645.0,2023-05-31,2023-06-01,7370.0,WINNER_SOFT_WATCH_EXIT,REALIZED,10.91,23.02,-10.68,506,12.11,2,PATTERN_A_FAST_FINAL_STRATEGY_V04,2023-06-01,7370.0
V2,140700,2021-05-28,2021-05-31,6540.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,193.58,240.98,-9.25,1246,47.4,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2021-05-28,2021-05-31,6540.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,193.58,240.98,-9.25,1246,47.4,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
V3,140700,2021-05-28,2021-05-31,6540.0,2022-05-13,2022-05-16,6740.0,SOFT_EXIT,REALIZED,3.06,20.11,-7.26,238,17.05,3,PATTERN_A_FAST_FINAL_STRATEGY_V03,2022-05-16,6740.0
V4,140700,2021-05-28,2021-05-31,6540.0,2022-06-24,2022-06-27,6395.0,WINNER_SOFT_WATCH_EXIT,REALIZED,-2.22,20.11,-7.26,266,22.33,3,PATTERN_A_FAST_FINAL_STRATEGY_V04,2022-06-27,6395.0
V2,140700,2021-06-04,2021-06-07,6545.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,193.35,240.72,-9.32,1241,47.37,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2021-06-04,2021-06-07,6545.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,193.35,240.72,-9.32,1241,47.37,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
V3,140700,2021-06-04,2021-06-07,6545.0,2022-05-13,2022-05-16,6740.0,SOFT_EXIT,REALIZED,2.98,20.02,-7.33,233,17.04,4,PATTERN_A_FAST_FINAL_STRATEGY_V03,2022-05-16,6740.0
V4,140700,2021-06-04,2021-06-07,6545.0,2022-06-24,2022-06-27,6395.0,WINNER_SOFT_WATCH_EXIT,REALIZED,-2.29,20.02,-7.33,261,22.31,4,PATTERN_A_FAST_FINAL_STRATEGY_V04,2022-06-27,6395.0
V2,140700,2022-01-14,2022-01-17,7310.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,162.65,205.06,-18.81,1088,42.41,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2022-01-14,2022-01-17,7310.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,162.65,205.06,-18.81,1088,42.41,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
V3,140700,2022-01-14,2022-01-17,7310.0,2024-04-12,2024-04-15,8955.0,SOFT_EXIT,REALIZED,22.5,41.31,-18.81,552,18.81,5,PATTERN_A_FAST_FINAL_STRATEGY_V03,2024-04-15,8955.0
V4,140700,2022-01-14,2022-01-17,7310.0,2022-07-06,2022-07-07,6120.0,PRE_WINNER_PRICE_STRUCTURE_FAILURE,REALIZED,-16.28,7.46,-17.24,116,23.74,5,PATTERN_A_FAST_FINAL_STRATEGY_V04,2022-07-07,6120.0
V2,140700,2022-01-21,2022-01-24,7405.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,159.28,201.15,-19.85,1083,41.87,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,19200.0
Julia,140700,2022-01-21,2022-01-24,7405.0,2026-06-30,2026-07-01,19200.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,159.28,201.15,-19.85,1083,41.87,1,JULIA_STRATEGY_V00,2026-07-01,19200.0
