ticker,close,market_cap,volume,trading_value,shares_outstanding,effective_date
095570,4110,185988839490,44408,183089922,45252759,2026-09-18
006840,6750,89421036750,8180,55732190,13247561,2026-09-18
027410,3735,357502214385,36838,137419395,95716791,2026-09-18
282330,138400,2392092590400,180861,24990820700,17283906,2026-09-18
138930,15600,4786700115600,2154677,33646413595,306839751,2026-09-18
001460,36200,226110630000,11933,439212400,6246150,2026-09-18
001465,27000,58153950000,1749,47045100,2153850,2026-09-18
001040,127500,3720067245000,224727,28860171750,29176998,2026-09-18
079160,5220,864342200340,309384,1625869540,165582797,2026-09-18
00104K,125100,528736651200,57415,7041782750,4226512,2026-09-18
000120,70500,1608270252000,203321,14349766000,22812344,2026-09-18
011150,1900,68268468700,38088,72961226,35930773,2026-09-18
011155,5640,1128000000,1655,9543590,200000,2026-09-18
001045,64000,144654272000,69418,4505740300,2260223,2026-09-18
097950,174600,2628460875600,121648,21365383600,15054186,2026-09-18
097955,108300,143760993900,121328,13368305350,1327433,2026-09-18
000480,4275,200456844750,41168,176516350,46890490,2026-09-18
000590,67700,78158431400,482,32641300,1154482,2026-09-18
012030,1621,326102945393,276265,449744872,201173933,2026-09-18
005830,186900,12242015228100,514756,96766749350,65500349,2026-09-18
016610,10200,432953167800,47902,487268590,42446389,2026-09-18
000990,126100,5485928546800,627364,78577387500,43504588,2026-09-18
000300,4200,174035631000,0,0,41437055,2026-09-18
001530,26400,546892394400,27843,752340650,20715621,2026-09-18
015590,2195,117204896060,114727,247322060,53396308,2026-09-18
000210,54500,1142095678000,63715,3488418150,20955884,2026-09-18
000215,25650,43248849750,1528,38888150,1686115,2026-09-18
375500,86900,3362475838700,438211,38314224950,38693623,2026-09-18
37550L,53700,113411768700,3512,188053500,2111951,2026-09-18
37550K,27350,57814754750,5191,142060650,2113885,2026-09-18
007340,49300,2884585644500,153948,7640494600,58510865,2026-09-18
004840,4025,77571265100,3385,13528690,19272364,2026-09-18
155660,4445,71120000000,4264,18871865,16000000,2026-09-18
069730,5400,77760000000,30143,160518130,14400000,2026-09-18
017860,12110,213785507740,60982,744202345,17653634,2026-09-18
092780,4100,53990686000,428101,1699244800,13168460,2026-09-18
017940,94900,651014000000,9021,857797450,6860000,2026-09-18
365550,3035,746880115000,738369,2257842950,246089000,2026-09-18
383220,69300,2654680297500,42606,2930947150,38307075,2026-09-18
007700,13580,531173103860,7080,96689305,39114367,2026-09-18
114090,8950,553608246500,64670,581327745,61855670,2026-09-18
078930,113900,10580796880500,295200,33639167050,92895495,2026-09-18
006360,36850,3153677906500,3578023,134814569500,85581490,2026-09-18
001250,2570,212111773480,266988,686821089,82533764,2026-09-18
007070,23350,1952233140250,770499,17990579325,83607415,2026-09-18
078935,60100,106958527600,5645,339641450,1779676,2026-09-18
499790,38500,763487378500,25187,976808200,19830841,2026-09-18
012630,26550,1586142692550,117167,3141984500,59741721,2026-09-18
039570,7590,197018191590,4922,37322530,25957601,2026-09-18
089470,3870,123453000000,31346,120853875,31900000,2026-09-18
267270,139800,6640134562800,196046,27534288650,47497386,2026-09-18
009540,337500,23885926650000,174690,59201674180,70773116,2026-09-18
267250,208000,16430561680000,408624,86044837250,78993085,2026-09-18
443060,246000,11029031160000,257766,63181446500,44833460,2026-09-18
071970,52500,1780878487500,298802,15329744350,33921495,2026-09-18
322000,127000,1422400000000,253978,32269133450,11200000,2026-09-18
267260,725000,26134172875000,125753,91559645000,36047135,2026-09-18
329180,460000,48282163500000,201152,92573950500,104961225,2026-09-18
097230,15470,1396868971680,168983,2647957230,90295344,2026-09-18
014790,2495,94457209495,23617,58791140,37858601,2026-09-18
003580,1515,76755210075,250943,389264585,50663505,2026-09-18
204320,48200,2263333184000,271980,13155736000,46957120,2026-09-18
060980,39650,355119158550,24767,989851950,8956347,2026-09-18
011200,20800,19619349776000,1517724,32040648950,943237970,2026-09-18
035000,6330,102594386520,16835,106214125,16207644,2026-09-18
002460,11030,111954500000,11106,121368550,10150000,2026-09-18
487570,48050,179030792350,1292,61844500,3725927,2026-09-18
298050,163900,734263477200,16677,2762757050,4479948,2026-09-18
015360,14400,392400000000,26711,388349810,27250000,2026-09-18
294870,23600,1555412988000,149681,3550920225,65907330,2026-09-18
175330,30850,5754198270400,854317,26769939325,186521824,2026-09-18
234080,10950,173388366300,9541,105132860,15834554,2026-09-18
001060,27800,647348854000,50606,1414068125,23285930,2026-09-18
001067,50100,10519647300,0,0,209973,2026-09-18
001065,22000,7522922000,6,134300,341951,2026-09-18
096760,4330,320094998860,221397,977881362,73924942,2026-09-18
008970,1187,123171318609,617831,730494052,103766907,2026-09-18
105560,174900,62034884676600,1128814,198728095800,354687734,2026-09-18
415640,10450,1280600976600,2239693,23422819035,122545548,2026-09-18
432320,1761,265495905885,1852679,3242232642,150764285,2026-09-18
002380,468000,4021475328000,34260,15974012500,8592896,2026-09-18
344820,23650,377702608800,19614,468924375,15970512,2026-09-18
009070,4070,122100000000,101344,410061809,30000000,2026-09-18
009440,756,17568790596,0,0,23239141,2026-09-18
119650,918,100782913662,0,0,109785309,2026-09-18
092220,2855,114635752940,623666,1824720055,40152628,2026-09-18
003620,2570,520103523840,558819,1446913802,202374912,2026-09-18
016380,5740,574051068780,207727,1192313635,100008897,2026-09-18
001390,4395,291843980220,116758,513077187,66403636,2026-09-18
001940,26400,374256432000,12324,324644150,14176380,2026-09-18
025000,56000,232217160000,3417,190730450,4146735,2026-09-18
092230,96500,407678339000,2950,286747950,4224646,2026-09-18
000040,1097,21583514492,17853,19701275,19675036,2026-09-18
044450,10000,225775250000,50398,509234235,22577525,2026-09-18
