ticker,close,market_cap,volume,trading_value,shares_outstanding,effective_date
032640,14680,6230599105760,577350,8439542080,424427732,2026-09-17
011070,507000,11999223249000,109633,56113841500,23667107,2026-09-17
066570,197900,32234869860200,396900,78910010650,162884638,2026-09-17
066575,68100,1170046461900,33817,2314504350,17181299,2026-09-17
037560,1574,121901365510,58033,91381109,77446865,2026-09-17
051910,268000,18918747924000,132003,35397100750,70592343,2026-09-17
051915,117300,901896240000,16567,1944754750,7688800,2026-09-17
079550,708000,15576000000000,142536,100962890500,22000000,2026-09-17
006260,304000,9484800000000,84266,25550220500,31200000,2026-09-17
010120,202000,30300000000000,288005,58022709200,150000000,2026-09-17
000680,2985,235227002760,62995,185768665,78803016,2026-09-17
229640,53000,1623118587000,262666,14066999700,30624879,2026-09-17
108320,35800,582261940000,27341,979127700,16264300,2026-09-17
001120,41800,1620168000000,171165,7205111825,38760000,2026-09-17
108670,33400,299520178000,10510,353172900,8967670,2026-09-17
108675,18290,18881315700,885,16214880,1032330,2026-09-17
383800,8060,614822361400,89062,716271105,76280690,2026-09-17
38380K,7580,11106860300,860,6326190,1465285,2026-09-17
009810,1899,38647794744,2998,5696886,20351656,2026-09-17
023150,4080,30104386080,7791,31950555,7378526,2026-09-17
035420,199000,30266779431000,579237,115913960250,152094369,2026-09-17
036570,204500,4405752499000,62530,12759045500,21544022,2026-09-17
181710,56600,1829819419000,309568,17622246300,32328965,2026-09-17
400760,2850,156548433750,189883,538289214,54929275,2026-09-17
005940,25400,9377835067000,406125,10376163000,369206105,2026-09-17
005945,22650,427427425200,15743,356902625,18870968,2026-09-17
338100,3800,70908000000,66128,249606347,18660000,2026-09-17
034310,12060,443291313420,7568,91746675,36757157,2026-09-17
030190,15720,915984608520,24887,394012145,58268741,2026-09-17
008260,3270,93522382590,88133,287940430,28600117,2026-09-17
004250,2915,107038800000,37955,108416499,36720000,2026-09-17
004255,1878,9915840000,1264,2365656,5280000,2026-09-17
456040,75400,675018123000,40828,3020603700,8952495,2026-09-17
010060,202000,3771386864000,99733,20110798600,18670232,2026-09-17
178920,18240,535641713280,20591,376625070,29366322,2026-09-17
001340,4870,219286793430,81242,393297860,45028089,2026-09-17
005490,326500,25872358565500,112388,36725232750,79241527,2026-09-17
010950,152200,17135100942400,324327,49023536400,112582792,2026-09-17
010955,76100,306068644700,26493,1999101100,4021927,2026-09-17
034120,11970,222058318860,2672,31819500,18551238,2026-09-17
003080,2240,44844800000,2649,5890610,20020000,2026-09-17
005090,54000,778103982000,92448,5083256900,14409333,2026-09-17
001380,1190,26753664490,33555,39905866,22482071,2026-09-17
004060,2135,43217728960,52759,111990910,20242496,2026-09-17
001770,5250,6378109500,325125,2123373650,1214878,2026-09-17
002360,1950,21671077350,202952,354390605,11113373,2026-09-17
009160,4680,305936130240,45420,212663915,65370968,2026-09-17
033530,6750,182603018250,17241,115715200,27052299,2026-09-17
123700,3420,53368751160,7588,25701605,15604898,2026-09-17
025530,3620,54061108960,10159,36907970,14934008,2026-09-17
034730,539000,39078956917000,119898,65105189500,72502703,2026-09-17
011790,86800,4305132266400,72459,6295917800,49598298,2026-09-17
018670,240500,2229253182000,3532,852442500,9269244,2026-09-17
001740,6310,1265747439590,591410,3731022030,200593889,2026-09-17
006120,56800,989101056800,8881,499822900,17413751,2026-09-17
006125,42300,52101121500,670,28339950,1231705,2026-09-17
210980,3705,68977400310,80713,297113051,18617382,2026-09-17
395400,5180,1559271271600,252729,1303660435,301017620,2026-09-17
302440,36250,2844050046250,41435,1499345625,78456553,2026-09-17
326030,79200,6202409400000,119118,9417134750,78313250,2026-09-17
402340,1008000,132979389984000,336217,342356473000,131923998,2026-09-17
361610,16050,1312682955000,297525,4785263000,81787100,2026-09-17
100090,11870,741615391230,424056,5067760885,62478129,2026-09-17
03473K,374500,212017557500,150,56697500,566135,2026-09-17
096770,139400,23565958647200,534485,74381933200,169052788,2026-09-17
096775,68200,85142653200,1589,108796300,1248426,2026-09-17
475150,48950,1667579845800,398405,19646223775,34067004,2026-09-17
001510,2340,541230498900,1730139,4085102156,231295085,2026-09-17
001515,3985,7795684145,6894,27483560,1956257,2026-09-17
285130,52000,899535832000,40604,2134054050,17298766,2026-09-17
28513K,25400,53731896600,5539,140575700,2115429,2026-09-17
017670,87600,18815608642800,480042,42068273450,214790053,2026-09-17
000660,1745000,1274709176925000,2803398,4917831824540,730492365,2026-09-17
003570,28600,951027134200,59188,1690612025,33252697,2026-09-17
064960,26200,695355126400,27015,706701100,26540272,2026-09-17
100840,37350,772427245050,252512,9416954675,20680783,2026-09-17
036530,45700,745087590200,5171,238940350,16303886,2026-09-17
000390,6930,188520040170,84371,581745015,27203469,2026-09-17
011810,3530,109493282310,0,0,31017927,2026-09-17
465770,2950,21294221000,222669,663063885,7218380,2026-09-17
077970,24100,967568318300,254134,6144522525,40148063,2026-09-17
002820,1460,17612277840,16488,23460465,12063204,2026-09-17
002170,54500,163500000000,602,32789900,3000000,2026-09-17
084870,2180,44598998080,6699,14318634,20458256,2026-09-17
002710,11310,296476913070,106776,1214527895,26213697,2026-09-17
069260,16500,674496702000,31353,514133530,40878588,2026-09-17
007980,1715,80428955250,77533,132875050,46897350,2026-09-17
002900,6820,282348000000,179449,1234180150,41400000,2026-09-17
024070,1993,30545590934,33877,67170350,15326438,2026-09-17
037270,3115,198310587650,83574,260055378,63663110,2026-09-17
139130,18280,2894883098240,251191,4596324590,158363408,2026-09-17
000500,260500,7757066623500,307025,79625567250,29777607,2026-09-17
000860,12520,162760000000,9044,112312910,13000000,2026-09-17
035250,14620,3127810110000,166593,2430011550,213940500,2026-09-17
011420,1384,38128707296,46350,64625460,27549644,2026-09-17
002100,9010,175898400750,14192,127677045,19522575,2026-09-17
009450,58900,858090068800,20054,1184976900,14568592,2026-09-17
267290,21900,129109391400,2244,49053750,5895406,2026-09-17
012320,48050,113639355150,14402,655356950,2365023,2026-09-17
000050,8150,223434450500,17234,139783370,27415270,2026-09-17
214390,5410,129336112600,25576,137275840,23906860,2026-09-17
012610,3115,129634976975,78262,243260890,41616365,2026-09-17
009140,21900,34400454300,2438,53816950,1570797,2026-09-17
013580,22950,204964315650,41734,954780225,8930907,2026-09-17
012200,3610,98274412690,82349,297579899,27222829,2026-09-17
012205,5180,6055829220,3961,20460370,1169079,2026-09-17
002140,2035,50751729875,146137,294934026,24939425,2026-09-17
010130,1123000,23440344187000,13117,14820125000,20872969,2026-09-17
002240,16880,455760000000,7900,133014285,27000000,2026-09-17
009290,6440,320710763520,73884,472147685,49799808,2026-09-17
017040,932,40390657180,0,0,43337615,2026-09-17
017900,10250,593923570750,6223062,64992225105,57943763,2026-09-17
037710,34850,265806944200,8308,288989800,7627172,2026-09-17
030610,10040,1144188128440,17101,171292450,113962961,2026-09-17
339770,3820,190866605600,52526,199741786,49965080,2026-09-17
007690,38100,352837699200,3494,132967000,9260832,2026-09-17
002720,3255,68875253160,19345,63238715,21159832,2026-09-17
083420,4705,112920000000,5092,23897995,24000000,2026-09-17
014530,3390,118207333800,114302,385770810,34869420,2026-09-17
014280,4405,129195817585,57168,252347149,29329357,2026-09-17
014285,5600,3303300000,11,61600,589875,2026-09-17
008870,40950,40950000000,65,2614250,1000000,2026-09-17
001570,9900,633275240400,0,0,63967196,2026-09-17
002990,13360,497793252640,1056707,14180793080,37259974,2026-09-17
002995,17920,5237406720,2627,47279450,292266,2026-09-17
011780,121900,3066677917500,62917,7637849050,25157325,2026-09-17
011785,50700,153290740200,1495,75412300,3023486,2026-09-17
214330,6550,68492884950,43050,279817875,10456929,2026-09-17
001210,10610,132195761840,1473934,15896836505,12459544,2026-09-17
073240,7020,2016567214740,603240,4241024845,287260287,2026-09-17
092440,1874,54720800000,18519,34806748,29200000,2026-09-17
000270,120900,47200931458200,565032,67974036600,390412998,2026-09-17
024110,20150,16068131260350,538989,10891216725,797425869,2026-09-17
013700,1644,98230364520,150474,247488171,59750830,2026-09-17
004540,1242,46252940706,19112,23516179,37240693,2026-09-17
004545,3110,1138757600,908,3007385,366160,2026-09-17
001260,7540,74137592880,7423,56130510,9832572,2026-09-17
008350,1089,140567129010,1183170,1275911073,129079090,2026-09-17
008355,6990,2152151100,440,3107460,307890,2026-09-17
004270,5350,24396684800,5542,29993680,4560128,2026-09-17
003920,43200,245092910400,3192,136831000,5673447,2026-09-17
003925,29950,56639912550,1172,35043250,1891149,2026-09-17
025860,6120,304034519160,161385,988388475,49678843,2026-09-17
005720,5610,294771710970,17924,99922910,52543977,2026-09-17
005725,4285,15428571000,2200,9420750,3600600,2026-09-17
002350,5590,545963432430,73911,412371610,97667877,2026-09-17
002355,3940,25610000000,1717,6734815,6500000,2026-09-17
092790,13980,363507960000,249351,3478236315,26002000,2026-09-17
251270,34150,2839860213750,11237286,376922882735,83158425,2026-09-17
090350,7870,157400000000,33311,261191880,20000000,2026-09-17
090355,11970,5543618220,56,664800,463126,2026-09-17
000320,16050,213322973550,7227,115782320,13291151,2026-09-17
000325,27300,6649160700,120,3242200,243559,2026-09-17
006280,122700,1433938212600,12744,1566024600,11686538,2026-09-17
005250,9690,455703354900,71271,684830895,47028210,2026-09-17
005257,18000,15227820000,3,54110,845990,2026-09-17
004370,397000,2414808874000,31002,12222756750,6082642,2026-09-17
072710,90500,419719995000,1143,103350400,4637790,2026-09-17
058730,3225,65310284475,226648,731166148,20251251,2026-09-17
030210,3870,235725980220,40542,157878701,60911106,2026-09-17
023590,39950,1729328114400,24529,976258150,43287312,2026-09-17
145210,2240,9461011840,0,0,4223666,2026-09-17
483650,172700,2163225520500,240326,41254700700,12525915,2026-09-17
019680,1616,65017901600,30122,48619717,40233850,2026-09-17
019685,997,9684354515,31793,31594574,9713495,2026-09-17
006370,3170,34304506870,139998,447158360,10821611,2026-09-17
008060,14500,453662921000,70963,1024883060,31287098,2026-09-17
00806K,10380,12584265660,3014,31361410,1212357,2026-09-17
353200,100700,4976284347500,560267,57395434400,49416925,2026-09-17
35320K,21400,44844106600,8343,176526550,2095519,2026-09-17
000490,7850,226290890250,178932,1397679515,28826865,2026-09-17
005750,4410,73171778400,8004,35140377,16592240,2026-09-17
006570,1942,29566950000,1369,2634999,15225000,2026-09-17
001680,17910,620546127750,46990,845615480,34648025,2026-09-17
001685,14400,19731211200,1715,24617080,1370223,2026-09-17
084690,7930,287165426340,10842,86405790,36212538,2026-09-17
084695,13080,11948344560,2313,29891860,913482,2026-09-17
128820,4060,183656040680,72388,294978450,45235478,2026-09-17
117580,7130,196075000000,110172,783275980,27500000,2026-09-17
016710,7000,112626213000,54717,378114940,16089459,2026-09-17
0030R0,3700,221186000000,30458,114097175,59780000,2026-09-17
003540,26450,1260769032700,53562,1420598750,47666126,2026-09-17
003547,19530,187618186980,5185,101166400,9606666,2026-09-17
003545,20250,493762513500,29348,595455500,24383334,2026-09-17
009190,1079,47461190725,1071320,1245446917,43986275,2026-09-17
014160,655,70998429595,0,0,108394549,2026-09-17
047040,18490,7597682226620,3651576,68117229540,410907638,2026-09-17
003090,15890,923876062200,58654,929586345,58141980,2026-09-17
069620,111300,1289585797500,9603,1066690950,11586575,2026-09-17
000430,4925,305350000000,113171,544392244,62000000,2026-09-17
006340,12860,1008409389760,1303748,16890431655,78414416,2026-09-17
006345,9700,25425640000,56440,550308265,2621200,2026-09-17
003220,7860,176280802380,29327,230777545,22427583,2026-09-17
024890,1670,13777216100,8659,14310532,8249830,2026-09-17
012800,1188,108274912812,127256,151519709,91140499,2026-09-17
015230,6790,184305179800,44677,302302030,27143620,2026-09-17
001070,5930,31429000000,3299,19577730,5300000,2026-09-17
006650,96300,625950000000,45149,4393800250,6500000,2026-09-17
001440,28300,5546590466800,963807,27370834050,195992596,2026-09-17
084010,8430,289752554280,54086,453889200,34371596,2026-09-17
001790,2875,247945505625,85695,246565205,86241915,2026-09-17
001795,2145,13905520200,5428,11650400,6482760,2026-09-17
001130,11200,189280000000,16238,181501650,16900000,2026-09-17
439260,47050,1792074746500,40105,1875724250,38088730,2026-09-17
003490,29400,10825685904600,1610759,47450335525,368220609,2026-09-17
003495,21650,24048625150,1579,34421800,1110791,2026-09-17
005880,2060,664859520400,509046,1046848185,322747340,2026-09-17
003830,114100,151524800000,201,22868000,1328000,2026-09-17
016090,1388,61463846280,67943,94289682,44282310,2026-09-17
069460,2660,46322277400,0,0,17414390,2026-09-17
475560,14440,214115886800,14668,211989215,14827970,2026-09-17
192080,58800,1244999918400,45598,2673702000,21173468,2026-09-17
004830,3255,51038400000,16096,52364820,15680000,2026-09-17
004835,4375,6090000000,5711,24967355,1392000,2026-09-17
145720,37550,323827107050,5984,223028650,8623891,2026-09-17
002150,5070,170960400000,38915,196935265,33720000,2026-09-17
460850,5340,159658823040,32361,172805915,29898656,2026-09-17
460860,9870,489631127790,99298,980371340,49608017,2026-09-17
001230,2100,326566201500,427189,897111493,155507715,2026-09-17
023450,31950,111825000000,970,30787650,3500000,2026-09-17
004140,1779,85341771714,87019,154277435,47971766,2026-09-17
007590,5580,75986079660,1221,6800000,13617577,2026-09-17
005960,8360,191834102680,64205,540822895,22946663,2026-09-17
005965,17270,3898391640,21,362790,225732,2026-09-17
026960,25550,2547335000000,44224,1124157800,99700000,2026-09-17
002210,1348,130243095436,51020,69362520,96619507,2026-09-17
102260,3695,187224138745,58478,215407514,50669591,2026-09-17
000640,93000,626125011000,4869,454796300,6732527,2026-09-17
170900,35750,347771745750,3132,112204200,9727881,2026-09-17
028100,19650,220514599050,189884,3693938110,11222117,2026-09-17
001520,1041,111514035312,54787,57122307,107122032,2026-09-17
001527,5060,1040867300,2036,10515970,205705,2026-09-17
084670,24500,70941440500,17419,426674025,2895569,2026-09-17
001525,8210,2156069150,250,2057110,262615,2026-09-17
018500,1343,62791875019,26920,36153797,46754933,2026-09-17
006040,36200,1597897647800,22628,817669800,44140819,2026-09-17
030720,5230,24339400150,20114,104863660,4653805,2026-09-17
014820,21500,623312563000,27764,590029300,28991282,2026-09-17
014825,14020,3702836220,720,10094850,264111,2026-09-17
111380,12900,79051200000,1738,22524900,6128000,2026-09-17
163560,5450,75755000000,15158,82795940,13900000,2026-09-17
004890,35000,84882525000,85,2970300,2425215,2026-09-17
002690,1444,29313719840,4478,6446619,20300360,2026-09-17
000020,5070,141612552900,30419,154657030,27931470,2026-09-17
000150,1405000,22752338175000,194771,280141775500,16193835,2026-09-17
000157,350000,312563300000,1175,419637000,893038,2026-09-17
454910,69100,4479060618000,157185,10828676350,64819980,2026-09-17
241560,60500,5799291932500,140943,8580478420,95856065,2026-09-17
034020,85400,54703921868400,1747314,149548228900,640561146,2026-09-17
000155,444000,1774429128000,20841,9518843750,3996462,2026-09-17
336260,50300,3294334417800,467150,23746573200,65493726,2026-09-17
33626K,6630,88604646000,15818,106167670,13364200,2026-09-17
33626L,7830,23382729000,2265,17797075,2986300,2026-09-17
016740,3975,113979245400,52141,208461135,28674024,2026-09-17
192650,7660,504693110140,5175929,40165149325,65886829,2026-09-17
024090,11550,131670000000,7633,88192200,11400000,2026-09-17
003160,31200,882960000000,442368,13973005125,28300000,2026-09-17
092200,5470,212720472430,113601,621167655,38888569,2026-09-17
377190,2275,201110000000,142739,325754035,88400000,2026-09-17
013570,4180,110016065940,45565,188642240,26319633,2026-09-17
024900,1900,61873462000,285070,543215268,32564980,2026-09-17
002880,3410,31899864590,9092,31066440,9354799,2026-09-17
210540,11210,123777546680,23401,262840515,11041708,2026-09-17
032350,11660,929598840280,133483,1559649740,79725458,2026-09-17
089860,48600,1764636256800,72835,3490526050,36309388,2026-09-17
330590,3985,1151541002740,93858,371718065,288968884,2026-09-17
000400,2100,651706272000,210925,442410424,310336320,2026-09-17
023530,115600,3270180078000,153713,17892408100,28288755,2026-09-17
020150,39300,2057962695900,143978,5678899500,52365463,2026-09-17
280360,129600,1192912790400,29658,3839748450,9204574,2026-09-17
286940,17940,271420843980,5731,103114370,15129367,2026-09-17
004000,44850,1157130000000,54208,2421341425,25800000,2026-09-17
004990,24900,2481628022400,109464,2727264950,99663776,2026-09-17
00499K,24850,20019234550,88,2179850,805603,2026-09-17
005300,94800,879638203200,12631,1199039600,9278884,2026-09-17
005305,64900,50317619000,378,24491000,775310,2026-09-17
011170,62100,2656353519900,174199,10855205200,42775419,2026-09-17
071840,6030,142354503360,15668,94326540,23607712,2026-09-17
027740,1365,43346413110,89910,121341879,31755614,2026-09-17
357430,924,28186903668,4640,4300219,30505307,2026-09-17
001080,3935,138177367600,94407,362896080,35114960,2026-09-17
088980,9720,4655121771960,511385,4994388305,478921993,2026-09-17
094800,7950,738032931450,284508,2248745485,92834331,2026-09-17
138040,126400,21152695307200,218004,27880643000,167347273,2026-09-17
090370,1195,32629103355,29017,34661016,27304689,2026-09-17
118000,1287,28385795295,22193,28038285,22055785,2026-09-17
017180,1276,43324607304,343773,453189296,33953454,2026-09-17
009900,7870,412939946710,97305,767457360,52470133,2026-09-17
317450,42300,617580000000,14491,618895350,14600000,2026-09-17
012690,1454,53174604770,145061,208913035,36571255,2026-09-17
005360,1260,23810606820,148397,191769790,18897307,2026-09-17
070960,1930,92897332690,62952,121198756,48133333,2026-09-17
009680,10280,223416206320,9647,98062270,21733094,2026-09-17
009580,1677,104591679348,144920,245736545,62368324,2026-09-17
009200,1483,61706606730,28603,42171166,41609310,2026-09-17
033920,7620,217170000000,27556,208461435,28500000,2026-09-17
008420,2180,44697640900,20751,45198535,20503505,2026-09-17
025560,6040,167783215120,276343,1667140440,27778678,2026-09-17
007120,1069,29208408866,36793,39859439,27323114,2026-09-17
396690,1412,55923587280,37738,52972402,39605940,2026-09-17
357250,1816,45391110680,8732,15811160,24995105,2026-09-17
085620,20050,2710359000000,148949,2994489245,135180000,2026-09-17
006800,31800,17268069421800,788131,25187903500,543021051,2026-09-17
00680K,10580,1346528767000,126746,1341320590,127271150,2026-09-17
006805,11640,156606108120,10933,127290170,13454133,2026-09-17
081660,38700,2054654208000,94501,3681629000,53091840,2026-09-17
002840,133900,602550000000,1476,196682500,4500000,2026-09-17
268280,134200,671000000000,1935,255816950,5000000,2026-09-17
107590,60800,141056000000,95,5784800,2320000,2026-09-17
134380,10400,228723872000,3570,37042420,21992680,2026-09-17
003650,130400,226853228800,443,57832000,1739672,2026-09-17
377740,4715,480392716320,50336,235224830,101886048,2026-09-17
003610,5700,183031434600,30236,171700470,32110778,2026-09-17
035150,10670,210957412930,7620,80684170,19771079,2026-09-17
002410,1935,53173451700,0,0,27479820,2026-09-17
007210,1435,93791600000,56453,80603006,65360000,2026-09-17
002760,1000,59900000000,52313,52223288,59900000,2026-09-17
003850,8510,730049131570,92277,786936960,85787207,2026-09-17
000890,1330,36739953250,104947,140255389,27624025,2026-09-17
003000,3935,388245480385,162591,643624248,98664671,2026-09-17
001270,50800,526790208800,3159,160426350,10369886,2026-09-17
001275,30100,90300000000,829,24936850,3000000,2026-09-17
026940,2190,43800000000,112592,245616137,20000000,2026-09-17
011390,48150,50846400000,2791,134644200,1056000,2026-09-17
005030,486,45092532168,0,0,92782988,2026-09-17
006740,5020,29873814180,1512,7703445,5950959,2026-09-17
002070,4885,23456793000,0,0,4801800,2026-09-17
100220,4950,64333867950,72167,354062670,12996741,2026-09-17
090460,19560,659397683280,1008127,19710289220,33711538,2026-09-17
005180,86200,798990472200,27896,2404441100,9269031,2026-09-17
003960,27950,256146852650,794,22173550,9164467,2026-09-17
008040,7830,110516221800,3187,24938470,14114460,2026-09-17
007160,48950,244750000000,2434,119289350,5000000,2026-09-17
014710,10060,173218542580,1607,15944735,17218543,2026-09-17
006090,8920,84050805120,26078,231634230,9422736,2026-09-17
062040,201000,6159212850000,214373,42979715450,30642850,2026-09-17
005610,40350,348180513150,2895,116111900,8629009,2026-09-17
001470,5820,227794235460,0,0,39139903,2026-09-17
028050,51100,10015600000000,1332808,68197747500,196000000,2026-09-17
448730,5360,488028000000,65938,350544590,91050000,2026-09-17
006400,539000,43435600670000,189730,102512813500,80585530,2026-09-17
006405,215500,348656588000,3387,731245000,1617896,2026-09-17
006660,12970,105398292580,725739,9565983795,8126314,2026-09-17
028260,355500,57650575045500,183986,65715747530,162167581,2026-09-17
02826K,229000,336078110000,2267,515376500,1467590,2026-09-17
207940,1396000,64622167596000,30353,42462032500,46290951,2026-09-17
032830,280500,56100000000000,222880,63295830000,200000000,2026-09-17
018260,216000,16713604800000,97382,21151811250,77377800,2026-09-17
0126Z0,332500,8273613792500,18681,6247063750,24883049,2026-09-17
009150,1330000,99342615680000,429168,580388064000,74693696,2026-09-17
009155,481500,1399712796000,21228,10334663500,2906984,2026-09-17
005930,252500,1476185348520000,11827514,3004779914636,5846278608,2026-09-17
005935,193300,155098353539900,3587451,696737956072,802371203,2026-09-17
001360,1382,130131993178,143315,196938048,94162079,2026-09-17
010140,21500,18920000000000,4575584,97917310350,880000000,2026-09-17
016360,86000,7679800000000,201356,17348208100,89300000,2026-09-17
068290,6200,62000000000,2026,12477840,10000000,2026-09-17
029780,44350,5138341815850,85569,3803568375,115858891,2026-09-17
000810,666000,29735217018000,47922,32027086500,44647473,2026-09-17
000815,416500,1252423830000,18764,7795614000,3007020,2026-09-17
006110,60600,916481373000,128396,7854466150,15123455,2026-09-17
0120G0,49550,368447358500,52262,2573534350,7435870,2026-09-17
145990,47700,491951517300,9138,431445500,10313449,2026-09-17
145995,33600,12434352000,6,201600,370070,2026-09-17
003230,1288000,9702523320000,36767,47483807500,7533015,2026-09-17
