ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,identity_effective_from,identity_effective_to,v2_exit_reason,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_loss_guard_triggered,v0_entry_execution_date,v0_entry_open,v0_exit_reason,v0_exit_signal_date,v0_exit_execution_date,v0_exit_price,v0_terminal_return,v0_mfe,v0_mae,v0_holding_days,v0_trade_status,v0_mfe_tier,v0_hwm,v0_max_hwm_drawdown,v0_fast_state_at_exit,v0_soft_threshold,v0_hard_threshold,v0_unexecuted_exit_signal_date,v0_entry_date_match_control,v0_entry_open_match_control,return_delta_v0_minus_v2,improved_worsened_same,v2_giveback_pp,v0_giveback_pp
000050,경방,KOSPI,KR7000050005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000050_KR7000050005_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,15300.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-20,2021-08-23,12750.0,-16.67,2.61,-17.32,60,REALIZED,True,2021-05-31,15300.0,OPEN_AT_CUTOFF,,,,-46.47,16.01,-62.88,1281,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,17750.0,-67.44,,,,,True,True,-29.8,worsened,19.28,62.48
000050,경방,KOSPI,KR7000050005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000050_KR7000050005_KOSPI_02,2,2022-04-29,2022-04-29,2022-05-02,15700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-17,2022-06-20,13200.0,-15.92,10.83,-17.52,33,REALIZED,True,2022-05-02,15700.0,OPEN_AT_CUTOFF,,,,-47.83,10.83,-63.82,1053,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,17400.0,-66.78,,,,,True,True,-31.91,worsened,26.75,58.66
000060,메리츠화재,KOSPI,KR7000060004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000060_KR7000060004_KOSPI_01,1,2021-04-02,2021-04-02,2021-04-05,19000.0,2010-01-04,2023-02-20,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-30,2021-12-01,31150.0,63.95,82.63,-9.74,165,REALIZED,False,2021-04-05,19000.0,SOFT_EXIT,2021-10-29,2021-11-01,27800.0,46.32,82.63,-9.74,143,REALIZED,MFE_50_TO_100,34700.0,-20.17,SETUP,-15.0,-25.0,,True,True,-17.63,worsened,18.68,36.31
000070,삼양홀딩스,KOSPI,KR7000070003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000070_KR7000070003_KOSPI_01,1,2025-06-13,2025-06-13,2025-06-16,57321.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-30,2026-07-01,55300.0,-3.53,31.71,-10.16,239,REALIZED,False,2025-06-16,57321.0,SOFT_EXIT,2025-11-28,2025-12-01,60900.0,6.24,24.68,-7.68,98,REALIZED,MFE_20_TO_50,71468.0,-21.51,SETUP,-10.0,-20.0,,True,True,9.77,improved,35.24,18.44
000080,하이트진로,KOSPI,KR7000080002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000080_KR7000080002_KOSPI_01,1,2021-07-02,2021-07-02,2021-07-05,36650.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-19,2021-08-20,30800.0,-15.96,0.82,-16.23,34,REALIZED,True,2021-07-05,36650.0,OPEN_AT_CUTOFF,,,,-58.42,5.46,-62.26,1256,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,38650.0,-63.1,,,,,True,True,-42.46,worsened,16.78,63.88
000100,유한양행,KOSPI,KR7000100008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000100_KR7000100008_KOSPI_01,1,2023-06-02,2023-06-02,2023-06-05,58955.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-10-31,2024-11-01,138500.0,134.92,183.1,-10.88,345,REALIZED,False,2023-06-05,58955.0,SOFT_EXIT,2023-09-01,2023-09-04,67474.0,14.45,28.09,-9.09,64,REALIZED,MFE_20_TO_50,75513.0,-10.65,SETUP,-10.0,-20.0,,True,True,-120.47,worsened,48.18,13.64
000120,CJ대한통운,KOSPI,KR7000120006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,1,2024-01-05,2024-01-05,2024-01-08,125600.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-05-28,2024-05-29,104200.0,-17.04,18.31,-17.04,96,REALIZED,True,2024-01-08,125600.0,SOFT_EXIT,2026-02-27,2026-03-03,131500.0,4.7,22.61,-38.85,521,REALIZED,MFE_20_TO_50,154000.0,-47.78,SETUP,-10.0,-20.0,,True,True,21.74,improved,35.35,17.91
000120,CJ대한통운,KOSPI,KR7000120006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_02,2,2026-01-30,2026-01-30,2026-02-02,104800.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-05-19,2026-05-20,89600.0,-14.5,46.95,-16.79,72,REALIZED,True,2026-02-02,104800.0,SOFT_EXIT,2026-02-27,2026-03-03,131500.0,25.48,46.95,-6.01,18,REALIZED,MFE_20_TO_50,154000.0,-14.29,SETUP,-10.0,-20.0,,True,True,39.98,improved,61.45,21.47
000150,두산,KOSPI,KR7000150003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_01,1,2021-07-02,2021-07-02,2021-07-05,98200.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-30,2021-10-01,98500.0,0.31,20.67,-13.44,61,REALIZED,False,2021-07-05,98200.0,SOFT_EXIT,2021-07-23,2021-07-26,102000.0,3.87,20.67,-3.26,16,REALIZED,MFE_20_TO_50,118500.0,-14.77,SETUP,-10.0,-20.0,,True,True,3.56,improved,20.36,16.8
000150,두산,KOSPI,KR7000150003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_02,2,2022-11-25,2022-11-25,2022-11-28,97300.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-27,2022-12-28,81600.0,-16.14,1.85,-16.14,23,REALIZED,True,2022-11-28,97300.0,SOFT_EXIT,2023-08-03,2023-08-04,106800.0,9.76,22.2,-22.61,172,REALIZED,MFE_20_TO_50,118900.0,-23.46,SETUP,-10.0,-20.0,,True,True,25.9,improved,17.99,12.44
000150,두산,KOSPI,KR7000150003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_03,3,2023-03-10,2023-03-10,2023-03-13,107200.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-05-03,2023-05-04,91300.0,-14.83,3.92,-15.11,38,REALIZED,True,2023-03-13,107200.0,SOFT_EXIT,2023-09-12,2023-09-13,138700.0,29.38,55.41,-21.55,128,REALIZED,MFE_50_TO_100,166600.0,-23.25,SETUP,-15.0,-25.0,,True,True,44.21,improved,18.75,26.03
000210,DL,KOSPI,KR7000210005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_01,1,2025-07-04,2025-07-04,2025-07-07,50100.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-08-11,2025-08-12,40100.0,-19.96,12.57,-22.36,27,REALIZED,True,2025-07-07,50100.0,SOFT_EXIT,2026-04-03,2026-04-06,61600.0,22.95,34.13,-32.34,183,REALIZED,MFE_20_TO_50,67200.0,-38.65,SETUP,-10.0,-20.0,,True,True,42.91,improved,32.53,11.18
000210,DL,KOSPI,KR7000210005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_02,2,2026-02-27,2026-02-27,2026-03-03,50000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-04,2026-03-05,43500.0,-13.0,4.2,-19.8,3,REALIZED,True,2026-03-03,50000.0,SOFT_EXIT,2026-04-03,2026-04-06,61600.0,23.2,34.4,-19.9,25,REALIZED,MFE_20_TO_50,67200.0,-22.94,SETUP,-10.0,-20.0,,True,True,36.2,improved,17.2,11.2
000210,DL,KOSPI,KR7000210005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_03,3,2026-03-27,2026-03-27,2026-03-30,58500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-08,2026-06-09,46100.0,-21.2,32.82,-22.48,48,REALIZED,True,2026-03-30,58500.0,SOFT_EXIT,2026-05-08,2026-05-11,63800.0,9.06,32.82,-3.59,29,REALIZED,MFE_20_TO_50,77700.0,-17.63,SETUP,-10.0,-20.0,,True,True,30.26,improved,54.02,23.76
000240,한국앤컴퍼니,KOSPI,KR7000240002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000240_KR7000240002_KOSPI_01,1,2023-12-01,2023-12-01,2023-12-04,15710.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_EARLY_TREND,2025-11-30,2025-12-01,29850.0,90.01,92.87,-14.96,484,REALIZED,False,2023-12-04,15710.0,HARD_EXIT,2023-12-15,2023-12-18,20600.0,31.13,51.18,-0.7,11,REALIZED,MFE_50_TO_100,23750.0,-33.26,SETUP,-15.0,-25.0,,True,True,-58.88,worsened,2.86,20.05
000270,기아,KOSPI,KR7000270009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000270_KR7000270009_KOSPI_01,1,2023-03-31,2023-03-31,2023-04-03,81500.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,2025-01-31,2025-02-03,100200.0,22.94,65.64,-6.01,446,REALIZED,False,2023-04-03,81500.0,SOFT_EXIT,2024-01-12,2024-01-15,88700.0,8.83,23.8,-6.01,193,REALIZED,MFE_20_TO_50,100900.0,-16.32,SETUP,-10.0,-20.0,,True,True,-14.11,worsened,42.7,14.97
000270,기아,KOSPI,KR7000270009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000270_KR7000270009_KOSPI_02,2,2025-10-24,2025-10-24,2025-10-27,115400.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-31,2026-06-01,170500.0,47.75,84.14,-5.63,146,REALIZED,False,2025-10-27,115400.0,HARD_EXIT,2026-03-04,2026-03-05,171600.0,48.7,84.14,-5.63,87,REALIZED,MFE_50_TO_100,212500.0,-26.26,EXTENDED,-15.0,-25.0,,True,True,0.95,improved,36.39,35.44
000370,한화손해보험,KOSPI,KR7000370007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000370_KR7000370007_KOSPI_01,1,2025-06-13,2025-06-13,2025-06-16,5510.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,33.39,96.01,-8.35,291,OPEN_AT_CUTOFF,False,2025-06-16,5510.0,HARD_EXIT,2025-07-23,2025-07-24,6530.0,18.51,47.91,-3.81,29,REALIZED,MFE_20_TO_50,8150.0,-20.25,EXTENDED,-10.0,-20.0,,True,True,-14.88,worsened,62.62,29.4
000430,대원강업,KOSPI,KR7000430009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,1,2026-06-12,2026-06-12,2026-06-15,5170.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-22,2026-06-23,4285.0,-17.12,2.51,-17.41,7,REALIZED,True,2026-06-15,5170.0,OPEN_AT_CUTOFF,,,,-22.73,2.51,-39.26,48,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,5300.0,-39.43,,,,,True,True,-5.61,worsened,19.63,25.24
000480,CR홀딩스,KOSPI,KR7000480004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_01,1,2021-05-07,2021-05-07,2021-05-10,9410.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-01-07,2022-01-10,7990.0,-15.09,4.46,-15.52,168,REALIZED,True,2021-05-10,9410.0,SOFT_EXIT,2023-04-19,2023-04-20,10500.0,11.58,30.71,-21.89,468,REALIZED,MFE_20_TO_50,12300.0,-23.8,SETUP,-10.0,-20.0,,True,True,26.67,improved,19.55,19.13
000480,CR홀딩스,KOSPI,KR7000480004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_02,2,2023-03-31,2023-03-31,2023-04-03,9410.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-09-11,2023-09-12,7860.0,-16.47,155.58,-16.68,86,REALIZED,True,2023-04-03,9410.0,SOFT_EXIT,2023-04-19,2023-04-20,10500.0,11.58,30.71,-11.58,9,REALIZED,MFE_20_TO_50,12300.0,-17.43,SETUP,-10.0,-20.0,,True,True,28.05,improved,172.05,19.13
000490,대동,KOSPI,KR7000490003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,1,2025-02-14,2025-02-14,2025-02-17,13280.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-03-21,2025-03-24,11010.0,-17.09,4.22,-17.24,25,REALIZED,True,2025-02-17,13280.0,OPEN_AT_CUTOFF,,,,-43.15,4.22,-58.81,370,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,13840.0,-57.44,,,,,True,True,-26.06,worsened,21.31,47.37
000640,동아쏘시오홀딩스,KOSPI,KR7000640003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,1,2021-07-16,2021-07-16,2021-07-19,127839.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-19,2021-08-20,105668.0,-17.34,3.32,-18.82,24,REALIZED,True,2021-07-19,127839.0,OPEN_AT_CUTOFF,,,,-29.6,3.32,-43.32,1246,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,132085.0,-44.14,,,,,True,True,-12.26,worsened,20.66,32.92
000640,동아쏘시오홀딩스,KOSPI,KR7000640003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_02,2,2023-09-22,2023-09-22,2023-09-25,90761.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-23,2026-06-24,76300.0,-15.93,34.29,-15.93,665,REALIZED,True,2023-09-25,90761.0,SOFT_EXIT,2024-05-10,2024-05-13,100289.0,10.5,26.2,-7.69,152,REALIZED,MFE_20_TO_50,114536.0,-18.99,SETUP,-10.0,-20.0,,True,True,26.43,improved,50.22,15.7
000660,SK하이닉스,KOSPI,KR7000660001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_01,1,2022-03-04,2022-03-04,2022-03-07,119000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-13,2022-06-14,96900.0,-18.57,5.04,-18.57,68,REALIZED,True,2022-03-07,119000.0,HARD_EXIT,2024-08-02,2024-08-05,168000.0,41.18,108.82,-38.57,597,REALIZED,MFE_100_TO_200,248500.0,-40.0,SETUP,-20.0,-30.0,,True,True,59.75,improved,23.61,67.64
000660,SK하이닉스,KOSPI,KR7000660001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_02,2,2023-06-02,2023-06-02,2023-06-05,110100.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-04-30,2024-05-02,169000.0,53.5,73.84,-3.09,224,REALIZED,False,2023-06-05,110100.0,HARD_EXIT,2024-08-02,2024-08-05,168000.0,52.59,125.7,-3.09,288,REALIZED,MFE_100_TO_200,248500.0,-30.3,SETUP,-20.0,-30.0,,True,True,-0.91,worsened,20.34,73.11
000670,영풍,KOSPI,KR7000670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_01,1,2021-04-30,2021-04-30,2021-05-03,63794.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-20,2022-06-21,53806.0,-15.66,13.74,-17.13,280,REALIZED,True,2021-05-03,63794.0,SOFT_EXIT,2022-11-25,2022-11-28,73405.0,15.07,33.38,-26.37,389,REALIZED,MFE_20_TO_50,85090.0,-34.68,SETUP,-10.0,-20.0,,True,True,30.73,improved,29.4,18.31
000670,영풍,KOSPI,KR7000670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_02,2,2022-09-23,2022-09-23,2022-09-26,68882.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-10-20,2022-10-21,58329.0,-15.32,2.05,-16.96,18,REALIZED,True,2022-09-26,68882.0,SOFT_EXIT,2022-11-25,2022-11-28,73405.0,6.57,23.53,-19.97,44,REALIZED,MFE_20_TO_50,85090.0,-20.78,SETUP,-10.0,-20.0,,True,True,21.89,improved,17.37,16.96
000670,영풍,KOSPI,KR7000670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_03,3,2022-11-11,2022-11-11,2022-11-14,71144.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-23,2022-12-26,59365.0,-16.56,19.6,-17.09,31,REALIZED,True,2022-11-14,71144.0,OPEN_AT_CUTOFF,,,,-47.57,19.6,-62.91,912,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,85090.0,-68.0,,,,,True,True,-31.01,worsened,36.16,67.17
000670,영풍,KOSPI,KR7000670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_04,4,2025-11-14,2025-11-14,2025-11-17,55064.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-01-02,2026-01-05,45500.0,-17.37,30.39,-18.28,33,REALIZED,True,2025-11-17,55064.0,HARD_EXIT,2025-12-16,2025-12-17,56426.0,2.47,30.39,-2.65,23,REALIZED,MFE_20_TO_50,71797.0,-21.41,TRIGGER,-10.0,-20.0,,True,True,19.84,improved,47.76,27.92
000670,영풍,KOSPI,KR7000670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_05,5,2026-01-30,2026-01-30,2026-02-02,59700.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,2026-07-31,2026-08-03,32450.0,-45.64,18.93,-48.07,122,REALIZED,False,2026-02-02,59700.0,OPEN_AT_CUTOFF,,,,-37.52,18.93,-48.07,135,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,71000.0,-54.79,,,,,True,True,8.12,improved,64.57,56.45
000720,현대건설,KOSPI,KR7000720003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000720_KR7000720003_KOSPI_01,1,2021-04-30,2021-04-30,2021-05-03,48551.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-30,2021-10-01,51200.0,5.46,24.05,-3.51,102,REALIZED,False,2021-05-03,48551.0,SOFT_EXIT,2021-07-23,2021-07-26,53513.0,10.22,24.05,-1.5,57,REALIZED,MFE_20_TO_50,60227.0,-10.66,SETUP,-10.0,-20.0,,True,True,4.76,improved,18.59,13.83
000720,현대건설,KOSPI,KR7000720003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000720_KR7000720003_KOSPI_02,2,2025-03-07,2025-03-07,2025-03-10,35650.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-30,2025-10-01,54500.0,52.88,138.71,-11.22,142,REALIZED,False,2025-03-10,35650.0,HARD_EXIT,2025-08-20,2025-08-21,60100.0,68.58,138.71,-11.22,113,REALIZED,MFE_100_TO_200,85100.0,-30.9,EXTENDED,-20.0,-30.0,,True,True,15.7,improved,85.83,70.13
000810,삼성화재,KOSPI,KR7000810002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000810_KR7000810002_KOSPI_01,1,2021-07-02,2021-07-02,2021-07-05,223000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-03-02,2022-03-03,189000.0,-15.25,13.45,-16.14,163,REALIZED,True,2021-07-05,223000.0,SOFT_EXIT,2023-11-17,2023-11-20,246000.0,10.31,23.09,-20.63,587,REALIZED,MFE_20_TO_50,274500.0,-28.46,SETUP,-10.0,-20.0,,True,True,25.56,improved,28.7,12.78
000810,삼성화재,KOSPI,KR7000810002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000810_KR7000810002_KOSPI_02,2,2022-12-16,2022-12-16,2022-12-19,212000.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-06-30,2024-07-01,383500.0,80.9,85.61,-10.14,376,REALIZED,False,2022-12-19,212000.0,SOFT_EXIT,2023-11-17,2023-11-20,246000.0,16.04,29.48,-10.14,227,REALIZED,MFE_20_TO_50,274500.0,-11.22,SETUP,-10.0,-20.0,,True,True,-64.86,worsened,4.71,13.44
000880,한화,KOSPI,KR7000880005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000880_KR7000880005_KOSPI_01,1,2021-08-27,2021-08-27,2021-08-30,42556.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2025-06-30,2025-07-01,121128.0,184.63,193.66,-39.35,938,REALIZED,False,2021-08-30,42556.0,HARD_EXIT,2025-02-28,2025-03-04,49339.0,15.94,46.69,-39.35,858,REALIZED,MFE_20_TO_50,62424.0,-40.62,SETUP,-10.0,-20.0,,True,True,-168.69,worsened,9.03,30.75
000990,DB하이텍,KOSPI,KR7000990002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000990_KR7000990002_KOSPI_01,1,2025-09-19,2025-09-19,2025-09-22,57800.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-28,2026-03-03,93600.0,61.94,96.37,-9.34,105,REALIZED,False,2025-09-22,57800.0,SOFT_EXIT,2025-11-21,2025-11-24,62000.0,7.27,25.78,-9.34,41,REALIZED,MFE_20_TO_50,72700.0,-14.86,SETUP,-10.0,-20.0,,True,True,-54.67,worsened,34.43,18.51
001040,CJ,KOSPI,KR7001040005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001040_KR7001040005_KOSPI_01,1,2023-01-06,2023-01-06,2023-01-09,81800.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-06-29,2023-06-30,68000.0,-16.87,40.71,-17.24,118,REALIZED,True,2023-01-09,81800.0,HARD_EXIT,2023-04-28,2023-05-02,91000.0,11.25,40.71,-4.52,78,REALIZED,MFE_20_TO_50,115100.0,-20.5,SETUP,-10.0,-20.0,,True,True,28.12,improved,57.58,29.46
001040,CJ,KOSPI,KR7001040005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001040_KR7001040005_KOSPI_02,2,2023-12-08,2023-12-08,2023-12-11,99200.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-07-31,2024-08-01,130900.0,31.96,54.13,-14.72,158,REALIZED,False,2023-12-11,99200.0,SOFT_EXIT,2024-04-12,2024-04-15,115100.0,16.03,36.59,-14.72,84,REALIZED,MFE_20_TO_50,135500.0,-16.67,SETUP,-10.0,-20.0,,True,True,-15.93,worsened,22.17,20.56
001060,JW중외제약,KOSPI,KR7001060003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_01,1,2022-03-11,2022-03-11,2022-03-14,26909.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-15,2022-06-16,22623.0,-15.93,12.92,-17.17,64,REALIZED,True,2022-03-14,26909.0,HARD_EXIT,2023-09-22,2023-09-25,38545.0,43.24,91.36,-40.71,371,REALIZED,MFE_50_TO_100,51492.0,-46.24,SETUP,-15.0,-25.0,,True,True,59.17,improved,28.85,48.12
001060,JW중외제약,KOSPI,KR7001060003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_02,2,2023-05-12,2023-05-12,2023-05-15,23441.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-31,2023-11-01,25991.0,10.88,119.67,-7.74,115,REALIZED,False,2023-05-15,23441.0,SOFT_EXIT,2023-09-22,2023-09-25,38545.0,64.43,119.67,-7.74,93,REALIZED,MFE_100_TO_200,51492.0,-25.14,SETUP,-20.0,-30.0,,True,True,53.55,improved,108.79,55.24
001060,JW중외제약,KOSPI,KR7001060003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_03,3,2025-11-28,2025-11-28,2025-12-01,26250.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-07-29,2026-07-30,21600.0,-17.71,49.52,-17.9,162,REALIZED,True,2025-12-01,26250.0,HARD_EXIT,2026-03-04,2026-03-05,31900.0,21.52,49.52,-4.19,62,REALIZED,MFE_20_TO_50,39250.0,-23.44,TRIGGER,-10.0,-20.0,,True,True,39.23,improved,67.23,28.0
001120,LX인터내셔널,KOSPI,KR7001120005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001120_KR7001120005_KOSPI_01,1,2025-07-04,2025-07-04,2025-07-07,30300.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-30,2026-07-01,37050.0,22.28,90.43,-6.11,241,REALIZED,False,2025-07-07,30300.0,SOFT_EXIT,2026-03-04,2026-03-05,40500.0,33.66,64.19,-6.11,161,REALIZED,MFE_50_TO_100,49750.0,-22.61,SETUP,-15.0,-25.0,,True,True,11.38,improved,68.15,30.53
001130,대한제분,KOSPI,KR7001130004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001130_KR7001130004_KOSPI_01,1,2021-05-07,2021-05-07,2021-05-10,19250.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-17,2021-08-18,16250.0,-15.58,5.45,-16.62,71,REALIZED,True,2021-05-10,19250.0,OPEN_AT_CUTOFF,,,,-40.94,5.45,-45.45,1279,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,20300.0,-47.44,,,,,True,True,-25.36,worsened,21.03,46.39
001130,대한제분,KOSPI,KR7001130004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001130_KR7001130004_KOSPI_02,2,2022-04-01,2022-04-01,2022-04-04,18500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-14,2022-06-15,15400.0,-16.76,8.92,-17.57,50,REALIZED,True,2022-04-04,18500.0,OPEN_AT_CUTOFF,,,,-38.54,8.92,-43.24,1057,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,20150.0,-47.05,,,,,True,True,-21.78,worsened,25.68,47.46
