ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,identity_effective_from,identity_effective_to,v2_exit_reason,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_loss_guard_triggered,v0_entry_execution_date,v0_entry_open,v0_exit_reason,v0_exit_signal_date,v0_exit_execution_date,v0_exit_price,v0_terminal_return,v0_mfe,v0_mae,v0_holding_days,v0_trade_status,v0_mfe_tier,v0_hwm,v0_max_hwm_drawdown,v0_fast_state_at_exit,v0_soft_threshold,v0_hard_threshold,v0_unexecuted_exit_signal_date,v0_entry_date_match_control,v0_entry_open_match_control,return_delta_v0_minus_v2,improved_worsened_same,v2_giveback_pp,v0_giveback_pp
042660,한화오션,KOSPI,KR7042660001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_042660_KR7042660001_KOSPI_04,4,2025-01-03,2025-01-03,2025-01-06,37500.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2025-04-30,2025-05-02,78500.0,109.33,154.13,-3.2,79,REALIZED,False,2025-01-06,37500.0,SOFT_EXIT,2026-05-18,2026-05-19,115700.0,208.53,312.8,-3.2,332,REALIZED,MFE_200_TO_400,154800.0,-31.73,SETUP,-25.0,-35.0,,True,True,99.2,improved,44.8,104.27
042670,HD현대인프라코어,KOSPI,KR7042670000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_042670_KR7042670000_KOSPI_01,1,2023-02-17,2023-02-17,2023-02-20,9470.0,2010-01-04,2026-01-23,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-13,2023-03-14,7980.0,-15.73,1.69,-18.06,16,REALIZED,True,2023-02-20,9470.0,HARD_EXIT,2023-08-07,2023-08-08,10920.0,15.31,55.12,-24.39,117,REALIZED,MFE_50_TO_100,14690.0,-26.07,EXTENDED,-15.0,-25.0,,True,True,31.04,improved,17.42,39.81
043150,바텍,KOSDAQ,KR7043150002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_043150_KR7043150002_KOSDAQ_01,1,2021-04-02,2021-04-02,2021-04-05,29700.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-30,2021-12-01,32700.0,10.1,56.57,-1.52,165,REALIZED,False,2021-04-05,29700.0,SOFT_EXIT,2021-10-05,2021-10-06,38950.0,31.14,56.57,-1.52,126,REALIZED,MFE_50_TO_100,46500.0,-16.56,SETUP,-15.0,-25.0,,True,True,21.04,improved,46.47,25.43
045100,한양이엔지,KOSDAQ,KR7045100005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_045100_KR7045100005_KOSDAQ_01,1,2024-03-29,2024-03-29,2024-04-01,18810.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-12-05,2024-12-06,15910.0,-15.42,19.09,-15.74,168,REALIZED,True,2024-04-01,18810.0,SOFT_EXIT,2026-01-16,2026-01-19,23300.0,23.87,41.41,-20.47,437,REALIZED,MFE_20_TO_50,26600.0,-32.37,SETUP,-10.0,-20.0,,True,True,39.29,improved,34.51,17.54
045100,한양이엔지,KOSDAQ,KR7045100005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_045100_KR7045100005_KOSDAQ_02,2,2025-07-04,2025-07-04,2025-07-07,18630.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-30,2026-05-04,32850.0,76.33,101.29,-4.24,202,REALIZED,False,2025-07-07,18630.0,SOFT_EXIT,2026-01-16,2026-01-19,23300.0,25.07,42.78,-4.24,132,REALIZED,MFE_20_TO_50,26600.0,-12.78,SETUP,-10.0,-20.0,,True,True,-51.26,worsened,24.96,17.71
045390,대아티아이,KOSDAQ,KR7045390002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_045390_KR7045390002_KOSDAQ_01,1,2021-06-18,2021-06-18,2021-06-21,6950.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-07-19,2021-07-20,5820.0,-16.26,2.16,-16.26,22,REALIZED,True,2021-06-21,6950.0,OPEN_AT_CUTOFF,,,,-53.38,7.63,-70.29,1266,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,7480.0,-70.52,,,,,True,True,-37.12,worsened,18.42,61.01
047040,대우건설,KOSPI,KR7047040001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047040_KR7047040001_KOSPI_01,1,2026-01-23,2026-01-23,2026-01-26,5100.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-30,2026-05-04,35000.0,586.27,691.18,-6.67,66,REALIZED,False,2026-01-26,5100.0,HARD_EXIT,2026-03-04,2026-03-05,8600.0,68.63,112.75,-6.67,25,REALIZED,MFE_100_TO_200,10850.0,-30.41,EXTENDED,-20.0,-30.0,,True,True,-517.64,worsened,104.91,44.12
047050,포스코인터내셔널,KOSPI,KR7047050000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047050_KR7047050000_KOSPI_01,1,2022-08-19,2022-08-19,2022-08-22,27000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-09-26,2022-09-27,22350.0,-17.22,5.0,-18.33,25,REALIZED,True,2022-08-22,27000.0,HARD_EXIT,2023-04-25,2023-04-26,27700.0,2.59,28.15,-27.22,170,REALIZED,MFE_20_TO_50,34600.0,-30.16,TRIGGER,-10.0,-20.0,,True,True,19.81,improved,22.22,25.56
047050,포스코인터내셔널,KOSPI,KR7047050000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047050_KR7047050000_KOSPI_02,2,2023-04-14,2023-04-14,2023-04-17,27450.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2023-08-31,2023-09-01,79900.0,191.07,252.28,-4.92,95,REALIZED,False,2023-04-17,27450.0,HARD_EXIT,2023-04-25,2023-04-26,27700.0,0.91,26.05,-2.0,8,REALIZED,MFE_20_TO_50,34600.0,-20.52,TRIGGER,-10.0,-20.0,,True,True,-190.16,worsened,61.21,25.14
047050,포스코인터내셔널,KOSPI,KR7047050000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047050_KR7047050000_KOSPI_03,3,2026-02-06,2026-02-06,2026-02-09,65400.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-08,2026-06-09,54800.0,-16.21,39.45,-17.43,79,REALIZED,True,2026-02-09,65400.0,HARD_EXIT,2026-03-04,2026-03-05,64200.0,-1.83,20.18,-10.24,15,REALIZED,MFE_20_TO_50,78600.0,-24.94,TRIGGER,-10.0,-20.0,,True,True,14.38,improved,55.66,22.01
047810,한국항공우주,KOSPI,KR7047810007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047810_KR7047810007_KOSPI_01,1,2021-04-09,2021-04-09,2021-04-12,37050.0,2011-06-30,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-05-12,2021-05-13,30700.0,-17.14,0.27,-17.27,23,REALIZED,True,2021-04-12,37050.0,SOFT_EXIT,2022-07-08,2022-07-11,49950.0,34.82,61.94,-27.53,309,REALIZED,MFE_50_TO_100,60000.0,-26.51,SETUP,-15.0,-25.0,,True,True,51.96,improved,17.41,27.12
047810,한국항공우주,KOSPI,KR7047810007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047810_KR7047810007_KOSPI_02,2,2022-01-21,2022-01-21,2022-01-24,36950.0,2011-06-30,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2022-06-30,2022-07-01,54800.0,48.31,62.38,-11.23,107,REALIZED,False,2022-01-24,36950.0,SOFT_EXIT,2022-07-08,2022-07-11,49950.0,35.18,62.38,-11.23,113,REALIZED,MFE_50_TO_100,60000.0,-17.58,SETUP,-15.0,-25.0,,True,True,-13.13,worsened,14.07,27.2
047810,한국항공우주,KOSPI,KR7047810007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047810_KR7047810007_KOSPI_03,3,2025-03-07,2025-03-07,2025-03-10,79900.0,2011-06-30,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2025-08-31,2025-09-01,95400.0,19.4,30.66,-11.64,120,REALIZED,False,2025-03-10,79900.0,HARD_EXIT,2025-03-27,2025-03-28,78200.0,-2.13,22.65,-3.38,15,REALIZED,MFE_20_TO_50,98000.0,-20.92,EXTENDED,-10.0,-20.0,,True,True,-21.53,worsened,11.26,24.78
048410,현대바이오,KOSDAQ,KR7048410005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_048410_KR7048410005_KOSDAQ_01,1,2022-09-02,2022-09-02,2022-09-05,18846.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-09-16,2022-09-19,15194.0,-19.38,4.0,-23.75,9,REALIZED,True,2022-09-05,18846.0,OPEN_AT_CUTOFF,,,,-64.71,14.08,-77.05,966,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,21500.0,-77.58,,,,,True,True,-45.33,worsened,23.38,78.79
049070,인탑스,KOSDAQ,KR7049070006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_049070_KR7049070006_KOSDAQ_01,1,2023-03-24,2023-03-24,2023-03-27,38700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-05-17,2023-05-18,32700.0,-15.5,15.63,-18.35,37,REALIZED,True,2023-03-27,38700.0,OPEN_AT_CUTOFF,,,,-55.68,15.63,-66.41,830,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,44750.0,-70.61,,,,,True,True,-40.18,worsened,31.13,71.31
049770,동원F&B,KOSPI,KR7049770001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_049770_KR7049770001_KOSPI_01,1,2021-05-07,2021-05-07,2021-05-10,44642.0,2010-01-04,2025-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,2021-11-29,2021-11-30,37736.0,-15.47,11.66,-15.47,136,REALIZED,True,2021-05-10,44642.0,OPEN_AT_CUTOFF,,,,0.13,11.66,-43.72,995,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,49847.0,-48.79,,,,,True,True,15.6,improved,27.13,11.53
049770,동원F&B,KOSPI,KR7049770001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_049770_KR7049770001_KOSPI_02,2,2024-04-19,2024-04-19,2024-04-22,38000.0,2010-01-04,2025-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,2024-09-06,2024-09-09,32000.0,-15.79,28.68,-17.89,96,REALIZED,True,2024-04-22,38000.0,SOFT_EXIT,2024-05-31,2024-06-03,39850.0,4.87,21.32,-4.34,28,REALIZED,MFE_20_TO_50,46100.0,-13.88,SETUP,-10.0,-20.0,,True,True,20.66,improved,44.47,16.45
049770,동원F&B,KOSPI,KR7049770001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_049770_KR7049770001_KOSPI_03,3,2025-04-18,2025-04-18,2025-04-21,36550.0,2010-01-04,2025-07-30,NO_PROGRESSED_BEFORE_CUTOFF,,,,22.3,28.18,-3.97,53,OPEN_AT_CUTOFF,False,2025-04-21,36550.0,OPEN_AT_CUTOFF,,,,22.3,28.18,-3.97,53,OPEN_AT_CUTOFF,MFE_20_TO_50,46850.0,-8.52,,,,,True,True,0.0,same,5.88,5.88
050890,쏠리드,KOSDAQ,KR7050890003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_050890_KR7050890003_KOSDAQ_01,1,2025-01-03,2025-01-03,2025-01-06,7110.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-01-13,2025-01-14,5790.0,-18.57,4.36,-18.57,7,REALIZED,True,2025-01-06,7110.0,SOFT_EXIT,2025-02-21,2025-02-24,7210.0,1.41,20.96,-19.41,32,REALIZED,MFE_20_TO_50,8600.0,-21.29,SETUP,-10.0,-20.0,,True,True,19.98,improved,22.93,19.55
050890,쏠리드,KOSDAQ,KR7050890003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_050890_KR7050890003_KOSDAQ_02,2,2025-01-24,2025-01-24,2025-01-31,8000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-03-07,2025-03-10,6830.0,-14.62,3.5,-15.0,26,REALIZED,True,2025-01-31,8000.0,SOFT_EXIT,2026-02-27,2026-03-03,8390.0,4.88,22.12,-27.25,264,REALIZED,MFE_20_TO_50,9770.0,-28.5,SETUP,-10.0,-20.0,,True,True,19.5,improved,18.12,17.24
051370,인터플렉스,KOSDAQ,KR7051370005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051370_KR7051370005_KOSDAQ_01,1,2022-02-04,2022-02-04,2022-02-07,16900.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-15,2022-06-16,14150.0,-16.27,19.82,-18.64,89,REALIZED,True,2022-02-07,16900.0,HARD_EXIT,2024-02-01,2024-02-02,17600.0,4.14,30.47,-49.17,493,REALIZED,MFE_20_TO_50,22050.0,-56.25,EXTENDED,-10.0,-20.0,,True,True,20.41,improved,36.09,26.33
051370,인터플렉스,KOSDAQ,KR7051370005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051370_KR7051370005_KOSDAQ_02,2,2023-06-16,2023-06-16,2023-06-19,12960.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-07-26,2023-07-27,10560.0,-18.52,1.39,-19.83,29,REALIZED,True,2023-06-19,12960.0,HARD_EXIT,2024-02-16,2024-02-19,15940.0,22.99,70.14,-28.63,165,REALIZED,MFE_50_TO_100,22050.0,-28.08,SETUP,-15.0,-25.0,,True,True,41.51,improved,19.91,47.15
051500,CJ프레시웨이,KOSDAQ,KR7051500007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051500_KR7051500007_KOSDAQ_01,1,2021-08-06,2021-08-06,2021-08-09,36650.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-31,2021-11-01,32900.0,-10.23,5.05,-14.19,55,REALIZED,False,2021-08-09,36650.0,SOFT_EXIT,2022-05-06,2022-05-09,39250.0,7.09,21.83,-31.51,183,REALIZED,MFE_20_TO_50,44650.0,-32.99,SETUP,-10.0,-20.0,,True,True,17.32,improved,15.28,14.74
051500,CJ프레시웨이,KOSDAQ,KR7051500007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051500_KR7051500007_KOSDAQ_02,2,2025-05-09,2025-05-09,2025-05-12,25300.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,-7.71,43.87,-21.74,314,OPEN_AT_CUTOFF,False,2025-05-12,25300.0,SOFT_EXIT,2025-10-10,2025-10-13,25700.0,1.58,22.33,-5.53,103,REALIZED,MFE_20_TO_50,30950.0,-15.67,WATCH,-10.0,-20.0,,True,True,9.29,improved,51.58,20.75
051600,한전KPS,KOSPI,KR7051600005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051600_KR7051600005_KOSPI_01,1,2021-04-16,2021-04-16,2021-04-19,35600.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,23.03,93.82,-16.85,1309,OPEN_AT_CUTOFF,False,2021-04-19,35600.0,SOFT_EXIT,2021-06-18,2021-06-21,41900.0,17.7,42.7,-7.87,44,REALIZED,MFE_20_TO_50,50800.0,-17.81,SETUP,-10.0,-20.0,,True,True,-5.33,worsened,70.79,25.0
051900,LG생활건강,KOSPI,KR7051900009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051900_KR7051900009_KOSPI_01,1,2021-06-25,2021-06-25,2021-06-28,1757000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-07-26,2021-07-27,1489000.0,-15.25,1.54,-15.77,22,REALIZED,True,2021-06-28,1757000.0,OPEN_AT_CUTOFF,,,,-82.19,1.54,-88.05,1261,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,1784000.0,-87.95,,,,,True,True,-66.94,worsened,16.79,83.73
052020,에스티큐브,KOSDAQ,KR7052020005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052020_KR7052020005_KOSDAQ_01,1,2026-03-06,2026-03-06,2026-03-09,10760.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,2026-07-31,2026-08-03,7070.0,-34.29,109.11,-44.14,101,REALIZED,False,2026-03-09,10760.0,HARD_EXIT,2026-03-20,2026-03-23,13890.0,29.09,78.9,-6.13,11,REALIZED,MFE_50_TO_100,19250.0,-26.49,SETUP,-15.0,-25.0,,True,True,63.38,improved,143.4,49.81
052690,한전기술,KOSPI,KR7052690005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052690_KR7052690005_KOSPI_01,1,2021-04-02,2021-04-02,2021-04-05,26200.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,2023-01-31,2023-02-01,65700.0,150.76,344.66,-1.91,453,REALIZED,False,2021-04-05,26200.0,HARD_EXIT,2021-04-26,2021-04-27,37750.0,44.08,110.31,-1.91,17,REALIZED,MFE_100_TO_200,55100.0,-31.94,EXTENDED,-20.0,-30.0,,True,True,-106.68,worsened,193.9,66.23
052690,한전기술,KOSPI,KR7052690005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052690_KR7052690005_KOSPI_02,2,2023-03-10,2023-03-10,2023-03-13,71000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-10-19,2023-10-20,56000.0,-21.13,19.01,-21.13,150,REALIZED,True,2023-03-13,71000.0,HARD_EXIT,2024-07-19,2024-07-22,73100.0,2.96,38.17,-26.76,335,REALIZED,MFE_20_TO_50,98100.0,-38.11,TREND,-10.0,-20.0,,True,True,24.09,improved,40.14,35.21
053030,바이넥스,KOSDAQ,KR7053030003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053030_KR7053030003_KOSDAQ_01,1,2024-07-12,2024-07-12,2024-07-15,20450.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-08-05,2024-08-06,17380.0,-15.01,11.25,-24.06,17,REALIZED,True,2024-07-15,20450.0,SOFT_EXIT,2024-09-06,2024-09-09,20300.0,-0.73,24.45,-24.06,40,REALIZED,MFE_20_TO_50,25450.0,-26.46,SETUP,-10.0,-20.0,,True,True,14.28,improved,26.26,25.18
053030,바이넥스,KOSDAQ,KR7053030003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053030_KR7053030003_KOSDAQ_02,2,2024-08-16,2024-08-16,2024-08-19,23000.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-09-30,2024-10-02,23950.0,4.13,18.7,-16.61,29,REALIZED,False,2024-08-19,23000.0,OPEN_AT_CUTOFF,,,,-71.0,18.7,-76.09,487,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,27300.0,-78.24,,,,,True,True,-75.13,worsened,14.57,89.7
053210,스카이라이프,KOSPI,KR7053210001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053210_KR7053210001_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,9770.0,2011-06-03,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-01-24,2022-01-25,8010.0,-18.01,22.82,-18.01,165,REALIZED,True,2021-05-31,9770.0,SOFT_EXIT,2021-08-06,2021-08-09,10650.0,9.01,22.82,-0.41,51,REALIZED,MFE_20_TO_50,12000.0,-12.08,SETUP,-10.0,-20.0,,True,True,27.02,improved,40.83,13.81
053610,프로텍,KOSDAQ,KR7053610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_01,1,2022-01-28,2022-01-28,2022-02-03,34000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-03-02,2022-03-03,29150.0,-14.26,3.38,-17.21,20,REALIZED,True,2022-02-03,34000.0,HARD_EXIT,2023-07-26,2023-07-27,48050.0,41.32,108.53,-42.35,348,REALIZED,MFE_100_TO_200,70900.0,-43.95,EXTENDED,-20.0,-30.0,,True,True,55.58,improved,17.64,67.21
053610,프로텍,KOSDAQ,KR7053610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_02,2,2023-03-24,2023-03-24,2023-03-27,29700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-25,2023-04-26,24350.0,-18.01,9.76,-18.52,23,REALIZED,True,2023-03-27,29700.0,HARD_EXIT,2023-07-26,2023-07-27,48050.0,61.78,138.72,-24.58,85,REALIZED,MFE_100_TO_200,70900.0,-32.23,EXTENDED,-20.0,-30.0,,True,True,79.79,improved,27.77,76.94
053800,안랩,KOSDAQ,KR7053800009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053800_KR7053800009_KOSDAQ_01,1,2021-10-15,2021-10-15,2021-10-18,72800.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,-22.53,200.14,-30.36,1187,OPEN_AT_CUTOFF,False,2021-10-18,72800.0,SOFT_EXIT,2022-01-14,2022-01-17,96300.0,32.28,76.51,-12.64,65,REALIZED,MFE_50_TO_100,128500.0,-20.96,SETUP,-15.0,-25.0,,True,True,54.81,improved,222.67,44.23
054620,APS,KOSDAQ,KR7054620000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054620_KR7054620000_KOSDAQ_01,1,2022-12-23,2022-12-23,2022-12-26,15450.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-01-13,2023-01-16,13000.0,-15.86,9.39,-18.12,15,REALIZED,True,2022-12-26,15450.0,OPEN_AT_CUTOFF,,,,-75.83,9.39,-78.77,891,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,16900.0,-78.58,,,,,True,True,-59.97,worsened,25.25,85.22
054950,제이브이엠,KOSDAQ,KR7054950001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054950_KR7054950001_KOSDAQ_01,1,2025-05-30,2025-05-30,2025-06-02,25400.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-08,2026-06-09,21550.0,-15.16,35.83,-17.52,248,REALIZED,True,2025-06-02,25400.0,SOFT_EXIT,2025-09-26,2025-09-29,30500.0,20.08,35.83,-5.91,83,REALIZED,MFE_20_TO_50,34500.0,-13.29,SETUP,-10.0,-20.0,,True,True,35.24,improved,50.99,15.75
055550,신한지주,KOSPI,KR7055550008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_055550_KR7055550008_KOSPI_01,1,2021-04-09,2021-04-09,2021-04-12,37150.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_EARLY_TREND,2025-07-31,2025-08-01,66800.0,79.81,97.85,-12.79,1058,REALIZED,False,2021-04-12,37150.0,SOFT_EXIT,2023-02-17,2023-02-20,38450.0,3.5,20.86,-12.52,461,REALIZED,MFE_20_TO_50,44900.0,-23.13,SETUP,-10.0,-20.0,,True,True,-76.31,worsened,18.04,17.36
056190,SFA,KOSDAQ,KR7056190002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_056190_KR7056190002_KOSDAQ_01,1,2022-03-25,2022-03-25,2022-03-28,40500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-08-17,2023-08-18,33250.0,-17.9,8.89,-17.9,348,REALIZED,True,2022-03-28,40500.0,OPEN_AT_CUTOFF,,,,-41.48,8.89,-58.4,1078,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,44100.0,-59.52,,,,,True,True,-23.58,worsened,26.79,50.37
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,93000.0,2010-09-13,2026-07-16,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-17,2021-08-18,77500.0,-16.67,2.47,-16.67,57,REALIZED,True,2021-05-31,93000.0,OPEN_AT_CUTOFF,,,,-6.13,3.55,-56.88,1242,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,96300.0,-57.61,,,,,True,True,10.54,improved,19.14,9.68
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_02,2,2024-04-12,2024-04-12,2024-04-15,59800.0,2010-09-13,2026-07-16,LOSS_GUARD_CLOSE_LE_NEG_15,2024-06-13,2024-06-14,50700.0,-15.22,1.51,-16.81,41,REALIZED,True,2024-04-15,59800.0,SOFT_EXIT,2026-03-06,2026-03-09,75900.0,26.92,61.04,-28.43,459,REALIZED,MFE_50_TO_100,96300.0,-29.32,SETUP,-15.0,-25.0,,True,True,42.14,improved,16.73,34.12
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_03,3,2025-02-21,2025-02-21,2025-02-24,52000.0,2010-09-13,2026-07-16,NO_EXIT_BEFORE_CUTOFF,,,,67.88,85.19,-14.81,326,OPEN_AT_CUTOFF,False,2025-02-24,52000.0,SOFT_EXIT,2026-03-06,2026-03-09,75900.0,45.96,85.19,-14.81,252,REALIZED,MFE_50_TO_100,96300.0,-22.64,SETUP,-15.0,-25.0,,True,True,-21.92,worsened,17.31,39.23
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_01,1,2022-12-02,2022-12-02,2022-12-05,34779.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-08,2023-03-09,28312.0,-18.59,3.05,-21.53,65,REALIZED,True,2022-12-05,34779.0,SOFT_EXIT,2023-12-22,2023-12-26,39445.0,13.42,28.96,-37.13,261,REALIZED,MFE_20_TO_50,44851.0,-38.1,SETUP,-10.0,-20.0,,True,True,32.01,improved,21.64,15.54
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_02,2,2024-01-05,2024-01-05,2024-01-08,40846.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-05-31,2024-06-03,53662.0,31.38,51.47,-7.89,99,REALIZED,False,2024-01-08,40846.0,SOFT_EXIT,2024-06-21,2024-06-24,48655.0,19.12,51.47,-7.89,113,REALIZED,MFE_50_TO_100,61871.0,-20.06,SETUP,-15.0,-25.0,,True,True,-12.26,worsened,20.09,32.35
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_03,3,2025-10-17,2025-10-17,2025-10-20,56900.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,15.47,126.71,-6.68,207,OPEN_AT_CUTOFF,False,2025-10-20,56900.0,HARD_EXIT,2026-06-08,2026-06-09,87500.0,53.78,126.71,-6.68,156,REALIZED,MFE_100_TO_200,129000.0,-34.03,EXTENDED,-20.0,-30.0,,True,True,38.31,improved,111.24,72.93
