일자,종가,대비,등락률,시가,고가,저가
"2023/10/27","20.02","1.12","-5.30","19.98","20.41","19.79"
"2023/10/26","21.14","2.58","13.90","20.19","21.19","19.87"
"2023/10/25","18.56","0.26","-1.38","18.39","18.67","18.29"
"2023/10/24","18.82","0.83","-4.22","19.07","20.14","18.74"
"2023/10/23","19.65","0.12","0.61","19.92","19.93","19.41"
"2023/10/20","19.53","1.30","7.13","19.02","20.36","18.95"
"2023/10/19","18.23","2.23","13.94","17.34","18.23","17.18"
"2023/10/18","16.00","0.18","-1.11","16.36","16.43","15.90"
"2023/10/17","16.18","0.89","-5.21","16.23","16.49","15.98"
"2023/10/16","17.07","1.12","7.02","16.92","17.63","16.76"
"2023/10/13","15.95","0.25","1.59","16.28","16.35","15.93"
"2023/10/12","15.70","1.04","-6.21","16.21","16.32","15.70"
"2023/10/11","16.74","0.82","-4.67","16.78","16.82","16.33"
"2023/10/10","17.56","0.17","0.98","16.77","17.58","16.61"
"2023/10/06","17.39","0.05","0.29","17.11","17.39","16.83"
"2023/10/05","17.34","0.75","-4.15","17.10","17.62","16.96"
"2023/10/04","18.09","3.01","19.96","17.16","18.13","17.16"
"2023/09/27","15.08","0.34","2.31","15.43","15.43","14.94"
"2023/09/26","14.74","0.64","4.54","14.12","14.88","14.11"
"2023/09/25","14.10","0.08","-0.56","14.72","14.72","14.04"
"2023/09/22","14.18","0.22","1.58","15.25","15.51","14.12"
"2023/09/21","13.96","0.93","7.14","13.33","14.00","13.23"
"2023/09/20","13.03","0.08","0.62","13.11","13.18","13.00"
"2023/09/19","12.95","0.10","0.78","12.85","13.11","12.83"
"2023/09/18","12.85","1.12","9.55","12.76","12.90","12.69"
"2023/09/15","11.73","0.29","-2.41","11.92","12.11","11.72"
"2023/09/14","12.02","0.62","-4.91","12.42","12.43","11.96"
"2023/09/13","12.64","0.24","1.94","12.54","12.66","12.27"
"2023/09/12","12.40","0.02","-0.16","12.24","12.55","12.21"
"2023/09/11","12.42","0.02","0.16","12.55","12.73","12.37"
"2023/09/08","12.40","0.29","-2.29","12.51","12.79","12.40"
"2023/09/07","12.69","0.23","1.85","12.55","12.72","12.39"
"2023/09/06","12.46","0.04","0.32","12.39","12.56","12.27"
"2023/09/05","12.42","0.07","-0.56","12.51","12.53","12.31"
"2023/09/04","12.49","0.04","-0.32","12.82","12.88","12.42"
"2023/09/01","12.53","0.25","-1.96","12.74","12.77","12.42"
"2023/08/31","12.78","0.27","-2.07","12.88","12.91","12.70"
"2023/08/30","13.05","0.44","-3.26","13.14","13.19","12.86"
"2023/08/29","13.49","0.69","-4.87","13.89","14.04","13.44"
"2023/08/28","14.18","0.68","-4.58","14.53","14.57","14.15"
"2023/08/25","14.86","0.92","6.60","15.20","15.23","14.69"
"2023/08/24","13.94","1.03","-6.88","14.31","14.33","13.80"
"2023/08/23","14.97","0.36","-2.35","15.72","15.72","14.96"
"2023/08/22","15.33","0.70","-4.37","15.51","15.51","15.02"
"2023/08/21","16.03","0.00","0.00","16.28","16.29","15.63"
"2023/08/18","16.03","0.46","2.95","16.92","17.09","15.75"
"2023/08/17","15.57","0.42","2.77","15.86","16.74","15.50"
"2023/08/16","15.15","1.01","7.14","14.89","15.39","14.83"
"2023/08/14","14.14","0.70","5.21","14.01","14.53","13.84"
"2023/08/11","13.44","0.56","-4.00","13.68","13.80","13.43"
"2023/08/10","14.00","0.15","-1.06","14.50","14.52","13.86"
"2023/08/09","14.15","1.25","-8.12","15.32","15.32","14.00"
"2023/08/08","15.40","0.31","-1.97","15.12","16.04","14.86"
"2023/08/07","15.71","0.16","1.03","15.97","15.98","15.34"
"2023/08/04","15.55","0.33","-2.08","15.84","16.01","15.42"
"2023/08/03","15.88","0.52","3.39","15.40","16.14","15.37"
"2023/08/02","15.36","1.30","9.25","14.39","15.46","14.39"
"2023/08/01","14.06","0.15","-1.06","14.25","14.31","13.96"
"2023/07/31","14.21","0.06","0.42","14.35","14.54","14.20"
"2023/07/28","14.15","0.25","1.80","14.34","14.65","14.09"
"2023/07/27","13.90","0.63","-4.34","14.40","14.40","13.84"
"2023/07/26","14.53","0.45","3.20","14.20","14.70","14.19"
"2023/07/25","14.08","0.04","-0.28","14.24","14.37","14.06"
"2023/07/24","14.12","0.77","5.77","13.90","14.12","13.88"
"2023/07/21","13.35","0.13","0.98","13.74","13.92","13.35"
"2023/07/20","13.22","0.31","2.40","13.24","13.24","13.10"
"2023/07/19","12.91","0.16","-1.22","13.09","13.14","12.87"
"2023/07/18","13.07","0.14","-1.06","13.28","13.40","13.07"
"2023/07/17","13.21","0.02","0.15","13.51","13.58","13.21"
"2023/07/14","13.19","0.06","-0.45","12.91","13.65","12.70"
"2023/07/13","13.25","0.51","-3.71","13.42","13.46","13.17"
"2023/07/12","13.76","0.06","-0.43","13.73","14.00","13.70"
"2023/07/11","13.82","0.81","-5.54","13.92","14.12","13.68"
"2023/07/10","14.63","0.05","0.34","14.42","14.69","14.10"
"2023/07/07","14.58","1.60","12.33","13.87","15.04","13.84"
"2023/07/06","12.98","0.61","4.93","12.57","12.98","12.20"
"2023/07/05","12.37","0.10","0.81","12.45","12.49","11.99"
"2023/07/04","12.27","0.46","-3.61","12.75","12.76","12.25"
"2023/07/03","12.73","0.14","1.11","12.83","13.01","12.73"
"2023/06/30","12.59","0.34","-2.63","13.18","13.28","12.57"
"2023/06/29","12.93","0.17","-1.30","12.90","12.95","12.63"
"2023/06/28","13.10","0.08","-0.61","13.28","13.36","13.09"
"2023/06/27","13.18","0.28","-2.08","13.62","13.67","13.18"
"2023/06/26","13.46","0.42","3.22","13.62","13.66","13.45"
"2023/06/23","13.04","0.20","-1.51","13.11","13.25","13.04"
"2023/06/22","13.24","0.12","-0.90","13.37","13.44","13.23"
"2023/06/21","13.36","0.34","2.61","13.12","13.39","13.03"
"2023/06/20","13.02","0.33","-2.47","13.41","13.44","13.01"
"2023/06/19","13.35","0.22","1.68","13.69","13.80","13.35"
"2023/06/16","13.13","0.12","-0.91","13.61","13.61","13.11"
"2023/06/15","13.25","0.30","-2.21","13.30","13.43","13.16"
"2023/06/14","13.55","0.21","-1.53","13.81","13.83","13.42"
"2023/06/13","13.76","0.31","2.30","13.80","14.10","13.70"
"2023/06/12","13.45","0.29","2.20","13.64","13.67","13.45"
"2023/06/09","13.16","0.28","-2.08","13.27","13.50","13.02"
"2023/06/08","13.44","0.27","-1.97","13.53","13.55","13.11"
"2023/06/07","13.71","0.37","-2.63","13.91","13.91","13.63"
"2023/06/05","14.08","0.12","0.86","14.16","14.26","13.99"
"2023/06/02","13.96","0.39","-2.72","14.06","14.09","13.82"
"2023/06/01","14.35","0.45","-3.04","14.65","14.71","14.34"
"2023/05/31","14.80","0.01","0.07","14.88","14.90","14.63"
"2023/05/30","14.79","0.17","-1.14","15.33","15.34","14.79"
"2023/05/26","14.96","0.11","-0.73","15.00","15.10","14.92"
"2023/05/25","15.07","0.20","1.34","14.95","15.15","14.91"
"2023/05/24","14.87","0.31","2.13","14.78","14.91","14.67"
"2023/05/23","14.56","0.18","-1.22","14.84","14.85","14.56"
"2023/05/22","14.74","0.61","4.32","14.96","15.15","14.67"
"2023/05/19","14.13","0.59","4.36","13.70","14.26","13.67"
"2023/05/18","13.54","0.02","0.15","13.36","13.63","13.29"
"2023/05/17","13.52","0.07","-0.52","13.71","13.73","13.47"
"2023/05/16","13.59","0.22","-1.59","13.47","13.68","13.47"
"2023/05/15","13.81","0.12","-0.86","14.51","14.57","13.81"
"2023/05/12","13.93","0.38","-2.66","14.33","14.41","13.93"
"2023/05/11","14.31","0.46","-3.11","14.32","14.36","13.94"
"2023/05/10","14.77","0.38","2.64","14.46","15.01","14.31"
"2023/05/09","14.39","0.48","-3.23","14.97","14.97","14.20"
"2023/05/08","14.87","0.40","-2.62","14.96","15.01","14.72"
"2023/05/04","15.27","0.18","1.19","15.40","15.54","15.15"
"2023/05/03","15.09","0.88","6.19","14.69","15.18","14.66"
"2023/05/02","14.21","0.30","-2.07","14.60","14.65","14.18"
"2023/04/28","14.51","0.35","-2.36","14.60","14.90","14.28"
"2023/04/27","14.86","0.23","-1.52","15.33","15.61","14.81"
"2023/04/26","15.09","0.07","0.47","15.14","15.25","14.89"
"2023/04/25","15.02","0.16","1.08","14.80","15.40","14.54"
"2023/04/24","14.86","0.24","1.64","15.15","15.15","14.80"
"2023/04/21","14.62","0.01","-0.07","14.85","15.03","14.62"
"2023/04/20","14.63","0.23","-1.55","14.81","14.85","14.63"
"2023/04/19","14.86","0.31","-2.04","15.08","15.16","14.79"
"2023/04/18","15.17","0.32","-2.07","15.42","15.47","15.13"
"2023/04/17","15.49","0.07","0.45","15.91","15.93","15.49"
"2023/04/14","15.42","0.10","-0.64","15.82","16.00","15.22"
"2023/04/13","15.52","0.30","-1.90","15.89","15.91","15.49"
"2023/04/12","15.82","0.20","1.28","15.82","16.04","15.77"
"2023/04/11","15.62","0.10","-0.64","15.64","15.88","15.49"
"2023/04/10","15.72","0.37","2.41","15.69","15.94","15.59"
"2023/04/07","15.35","0.52","-3.28","15.59","15.61","15.25"
"2023/04/06","15.87","0.51","3.32","15.64","16.13","15.59"
"2023/04/05","15.36","0.14","0.92","15.30","15.45","15.23"
"2023/04/04","15.22","0.66","-4.16","15.68","15.69","15.22"
"2023/04/03","15.88","0.31","1.99","16.14","16.17","15.84"
"2023/03/31","15.57","0.13","-0.83","15.58","15.67","15.46"
"2023/03/30","15.70","0.45","-2.79","15.98","16.00","15.68"
"2023/03/29","16.15","0.66","-3.93","16.60","16.71","16.14"
"2023/03/28","16.81","1.16","-6.46","17.40","17.44","16.76"
"2023/03/27","17.97","0.38","2.16","18.35","18.60","17.97"
"2023/03/24","17.59","0.38","-2.11","17.98","18.48","17.58"
"2023/03/23","17.97","0.32","-1.75","18.57","18.65","17.85"
"2023/03/22","18.29","1.22","-6.25","18.78","18.86","18.28"
"2023/03/21","19.51","1.11","-5.38","19.80","20.01","19.45"
"2023/03/20","20.62","2.36","12.92","19.12","20.62","19.02"
"2023/03/17","18.26","1.71","-8.56","18.76","19.14","18.26"
"2023/03/16","19.97","1.22","6.51","20.70","20.84","19.66"
"2023/03/15","18.75","2.36","-11.18","19.34","19.50","18.69"
"2023/03/14","21.11","2.91","15.99","19.64","21.62","19.60"
"2023/03/13","18.20","0.64","3.64","18.23","19.02","18.14"
"2023/03/10","17.56","1.03","6.23","17.77","17.95","17.45"
"2023/03/09","16.53","0.68","-3.95","16.85","16.96","16.50"
"2023/03/08","17.21","0.26","1.53","17.29","17.37","17.08"
"2023/03/07","16.95","0.23","-1.34","16.97","17.03","16.80"
"2023/03/06","17.18","0.51","-2.88","17.57","17.67","17.15"
"2023/03/03","17.69","0.62","-3.39","18.08","18.16","17.68"
"2023/03/02","18.31","0.22","-1.19","18.62","18.91","18.24"
"2023/02/28","18.53","0.85","-4.39","18.92","18.93","18.46"
"2023/02/27","19.38","0.57","3.03","19.86","19.96","19.29"
"2023/02/24","18.81","0.18","-0.95","18.90","19.00","18.58"
"2023/02/23","18.99","0.57","-2.91","19.28","19.33","18.79"
"2023/02/22","19.56","0.67","3.55","19.71","19.74","19.47"
"2023/02/21","18.89","0.25","1.34","19.11","19.11","18.80"
"2023/02/20","18.64","0.41","2.25","18.92","19.08","18.53"
"2023/02/17","18.23","0.39","2.19","18.35","18.41","18.14"
"2023/02/16","17.84","0.34","-1.87","17.81","17.92","17.60"
"2023/02/15","18.18","0.34","-1.84","18.00","18.34","17.88"
"2023/02/14","18.52","0.29","1.59","18.23","18.52","18.11"
"2023/02/13","18.23","0.70","3.99","18.31","18.45","18.17"
"2023/02/10","17.53","0.42","-2.34","18.14","18.17","17.53"
"2023/02/09","17.95","0.45","2.57","17.77","17.95","17.53"
"2023/02/08","17.50","0.19","1.10","17.16","17.64","17.12"
"2023/02/07","17.31","0.24","-1.37","17.36","17.58","17.05"
"2023/02/06","17.55","0.54","3.17","17.38","17.55","17.11"
"2023/02/03","17.01","0.07","-0.41","16.98","17.11","16.88"
"2023/02/02","17.08","0.46","-2.62","16.90","17.08","16.54"
"2023/02/01","17.54","0.21","-1.18","17.64","17.79","17.43"
"2023/01/31","17.75","0.37","2.13","17.57","17.85","17.28"
"2023/01/30","17.38","0.52","3.08","17.50","17.63","17.34"
"2023/01/27","16.86","0.33","2.00","16.86","17.70","16.80"
"2023/01/26","16.53","0.31","-1.84","16.79","17.03","16.29"
"2023/01/25","16.84","0.03","0.18","17.38","17.62","16.84"
"2023/01/20","16.81","0.08","-0.47","17.02","17.34","16.81"
"2023/01/19","16.89","0.09","0.54","17.07","17.16","16.84"
"2023/01/18","16.80","0.05","-0.30","17.28","17.37","16.69"
"2023/01/17","16.85","0.03","-0.18","17.12","17.19","16.84"
"2023/01/16","16.88","0.31","-1.80","17.42","17.42","16.87"
"2023/01/13","17.19","1.15","-6.27","17.32","17.36","16.86"
"2023/01/12","18.34","0.36","2.00","18.15","18.39","17.98"
"2023/01/11","17.98","0.24","-1.32","18.27","18.33","17.82"
"2023/01/10","18.22","0.26","-1.41","18.52","18.63","18.22"
"2023/01/09","18.48","0.74","4.17","17.85","18.55","17.81"
"2023/01/06","17.74","0.11","-0.62","17.94","18.12","17.69"
"2023/01/05","17.85","0.32","-1.76","17.87","18.14","17.75"
"2023/01/04","18.17","0.79","-4.17","18.95","18.96","18.17"
"2023/01/03","18.96","0.11","0.58","19.31","19.99","18.81"
"2023/01/02","18.85","0.45","2.45","18.77","18.99","18.57"
"2022/12/29","18.40","0.87","4.96","17.80","18.51","17.79"
"2022/12/28","17.53","0.44","2.57","17.52","17.66","17.45"
"2022/12/27","17.09","0.37","-2.12","17.24","17.41","17.05"
"2022/12/26","17.46","0.03","0.17","17.91","17.96","17.46"
"2022/12/23","17.43","0.83","5.00","17.33","17.78","17.22"
"2022/12/22","16.60","1.02","-5.79","17.31","17.35","16.57"
"2022/12/21","17.62","0.36","-2.00","17.85","18.15","17.62"
"2022/12/20","17.98","0.38","2.16","17.67","18.22","17.31"
"2022/12/19","17.60","0.57","3.35","17.86","17.88","17.53"
"2022/12/16","17.03","0.32","1.92","17.29","17.43","16.98"
"2022/12/15","16.71","0.56","-3.24","16.89","16.93","16.49"
"2022/12/14","17.27","1.82","-9.53","17.74","17.98","17.21"
"2022/12/13","19.09","0.57","3.08","18.85","19.23","18.79"
"2022/12/12","18.52","0.95","5.41","18.63","18.84","18.49"
"2022/12/09","17.57","0.81","-4.41","18.02","18.10","17.56"
"2022/12/08","18.38","0.07","-0.38","18.37","18.73","18.34"
"2022/12/07","18.45","0.26","1.43","18.40","18.56","18.13"
"2022/12/06","18.19","0.21","1.17","18.37","18.40","18.00"
"2022/12/05","17.98","0.51","-2.76","18.38","18.40","17.96"
"2022/12/02","18.49","0.98","5.60","18.08","18.62","17.92"
"2022/12/01","17.51","0.27","-1.52","17.48","17.82","17.37"
"2022/11/30","17.78","0.02","0.11","18.04","18.05","17.68"
"2022/11/29","17.76","0.36","-1.99","18.21","18.25","17.76"
"2022/11/28","18.12","1.15","6.78","18.36","18.50","17.93"
"2022/11/25","16.97","0.12","0.71","17.11","17.11","16.81"
"2022/11/24","16.85","1.07","-5.97","17.62","17.64","16.82"
"2022/11/23","17.92","1.17","-6.13","18.57","18.57","17.92"
"2022/11/22","19.09","0.72","-3.63","19.50","19.53","18.96"
"2022/11/21","19.81","0.06","-0.30","20.57","20.74","19.79"
"2022/11/18","19.87","0.22","-1.10","20.09","20.09","19.54"
"2022/11/17","20.09","0.22","1.11","20.06","20.36","19.90"
"2022/11/16","19.87","0.24","1.22","19.96","20.76","19.80"
"2022/11/15","19.63","0.69","-3.40","20.22","20.33","19.58"
"2022/11/14","20.32","0.35","1.75","20.35","20.59","20.18"
"2022/11/11","19.97","1.24","-5.85","20.25","20.33","19.93"
"2022/11/10","21.21","1.11","5.52","20.77","21.21","20.63"
"2022/11/09","20.10","0.11","0.55","20.04","20.31","19.95"
"2022/11/08","19.99","0.83","-3.99","20.44","20.52","19.86"
"2022/11/07","20.82","0.02","-0.10","21.16","21.25","20.81"
"2022/11/04","20.84","0.37","-1.74","21.22","21.47","20.84"
"2022/11/03","21.21","0.08","0.38","21.77","21.89","21.01"
"2022/11/02","21.13","0.02","0.09","21.39","21.40","20.91"
"2022/11/01","21.11","0.86","-3.91","21.69","21.69","21.08"
"2022/10/31","21.97","0.74","-3.26","22.62","22.82","21.92"
"2022/10/28","22.71","0.59","2.67","22.51","22.71","22.22"
"2022/10/27","22.12","1.30","-5.55","23.07","23.07","22.11"
"2022/10/26","23.42","0.81","-3.34","24.34","24.34","23.41"
"2022/10/25","24.23","0.39","-1.58","24.57","24.66","24.12"
"2022/10/24","24.62","0.68","2.84","23.93","24.97","23.73"
"2022/10/21","23.94","0.10","-0.42","24.01","24.18","23.89"
"2022/10/20","24.04","0.83","3.58","23.45","24.38","23.42"
"2022/10/19","23.21","0.35","1.53","22.82","23.24","22.25"
"2022/10/18","22.86","1.54","-6.31","23.09","23.81","22.86"
"2022/10/17","24.40","0.46","1.92","25.44","25.66","24.31"
"2022/10/14","23.94","3.28","-12.05","24.81","24.86","23.94"
"2022/10/13","27.22","2.53","10.25","25.25","27.47","25.15"
"2022/10/12","24.69","1.09","-4.23","25.77","25.77","24.69"
"2022/10/11","25.78","1.85","7.73","26.53","26.89","25.69"
"2022/10/07","23.93","0.56","2.40","24.27","24.27","23.68"
"2022/10/06","23.37","0.99","-4.06","24.05","24.08","23.11"
"2022/10/05","24.36","0.63","-2.52","23.82","25.24","23.77"
"2022/10/04","24.99","2.20","-8.09","26.14","26.14","24.96"
"2022/09/30","27.19","1.23","4.74","26.37","27.87","25.95"
"2022/09/29","25.96","0.63","-2.37","24.46","26.07","24.21"
"2022/09/28","26.59","2.97","12.57","24.11","27.97","24.03"
"2022/09/27","23.62","0.40","-1.67","23.82","24.57","23.45"
"2022/09/26","24.02","3.69","18.15","22.01","24.05","22.00"
"2022/09/23","20.33","0.14","-0.68","20.34","20.96","20.29"
"2022/09/22","20.47","0.33","-1.59","20.96","21.47","20.27"
"2022/09/21","20.80","1.52","7.88","19.77","20.80","19.77"
"2022/09/20","19.28","0.36","-1.83","18.65","19.55","18.63"
"2022/09/19","19.64","0.51","2.67","19.54","19.87","19.16"
"2022/09/16","19.13","0.74","4.02","19.12","19.40","18.86"
"2022/09/15","18.39","0.34","-1.82","18.47","18.68","18.06"
"2022/09/14","18.73","2.05","12.29","18.74","19.07","18.10"
"2022/09/13","16.68","2.49","-12.99","17.49","17.54","16.59"
"2022/09/08","19.17","0.68","-3.43","19.22","19.24","18.50"
"2022/09/07","19.85","1.36","7.36","19.32","20.68","19.32"
"2022/09/06","18.49","0.38","-2.01","18.36","18.82","18.18"
"2022/09/05","18.87","0.20","-1.05","18.74","19.40","18.59"
"2022/09/02","19.07","0.13","-0.68","18.77","20.12","18.44"
"2022/09/01","19.20","1.89","10.92","18.34","19.31","18.28"
"2022/08/31","17.31","0.16","-0.92","18.33","18.33","17.09"
"2022/08/30","17.47","1.25","-6.68","17.72","18.05","17.47"
"2022/08/29","18.72","2.53","15.63","18.79","19.10","18.53"
"2022/08/26","16.19","0.00","0.00","15.95","16.21","15.75"
"2022/08/25","16.19","1.29","-7.38","16.83","16.89","16.18"
"2022/08/24","17.48","0.24","-1.35","17.23","17.79","17.13"
"2022/08/23","17.72","0.96","5.73","17.02","17.72","16.89"
"2022/08/22","16.76","1.03","6.55","17.08","17.08","16.40"
"2022/08/19","15.73","0.04","-0.25","15.98","15.99","15.60"
"2022/08/18","15.77","0.26","1.68","16.15","16.21","15.59"
"2022/08/17","15.51","0.09","0.58","15.15","15.58","15.09"
"2022/08/16","15.42","0.03","-0.19","16.04","16.04","15.39"
"2022/08/12","15.45","0.29","-1.84","15.81","15.88","15.38"
"2022/08/11","15.74","1.44","-8.38","16.18","16.18","15.65"
"2022/08/10","17.18","0.68","4.12","16.96","17.55","16.94"
"2022/08/09","16.50","0.65","-3.79","16.98","17.08","16.44"
"2022/08/08","17.15","0.15","0.88","17.60","17.79","17.09"
"2022/08/05","17.00","0.70","-3.95","17.28","17.30","16.96"
"2022/08/04","17.70","0.75","-4.07","18.12","18.13","17.61"
"2022/08/03","18.45","0.79","-4.11","19.19","19.34","18.45"
"2022/08/02","19.24","1.02","5.60","18.79","19.67","18.70"
"2022/08/01","18.22","0.43","2.42","18.77","18.79","18.19"
"2022/07/29","17.79","0.57","-3.10","17.88","18.08","17.65"
"2022/07/28","18.36","1.03","-5.31","18.74","18.81","18.36"
"2022/07/27","19.39","0.01","0.05","19.71","20.00","19.36"
"2022/07/26","19.38","0.59","-2.95","20.21","20.28","19.37"
"2022/07/25","19.97","0.26","1.32","20.23","20.38","19.92"
"2022/07/22","19.71","0.31","-1.55","19.83","20.05","19.64"
"2022/07/21","20.02","0.29","-1.43","20.27","20.47","19.96"
"2022/07/20","20.31","0.43","-2.07","20.10","20.63","19.97"
"2022/07/19","20.74","0.21","1.02","21.01","21.06","20.66"
"2022/07/18","20.53","1.55","-7.02","21.48","21.50","20.53"
"2022/07/15","22.08","1.24","-5.32","23.08","23.63","22.01"
"2022/07/14","23.32","0.02","0.09","23.51","23.64","22.86"
"2022/07/13","23.30","0.03","-0.13","23.12","23.53","22.82"
"2022/07/12","23.33","0.00","0.00","23.83","23.97","23.30"
"2022/07/11","23.33","0.33","1.43","23.24","23.62","22.93"
"2022/07/08","23.00","0.60","-2.54","23.13","23.19","22.50"
"2022/07/07","23.60","1.07","-4.34","23.72","23.79","23.22"
"2022/07/06","24.67","1.94","8.53","23.98","25.04","23.23"
"2022/07/05","22.73","1.34","-5.57","23.43","23.52","22.53"
"2022/07/04","24.07","0.09","0.38","24.16","25.07","23.96"
"2022/07/01","23.98","0.08","0.33","23.22","24.84","23.05"
"2022/06/30","23.90","1.44","6.41","23.00","24.00","22.75"
"2022/06/29","22.46","1.25","5.89","22.11","22.83","21.94"
"2022/06/28","21.21","1.29","-5.73","22.13","22.29","21.21"
"2022/06/27","22.50","1.44","-6.02","24.37","24.40","22.01"
"2022/06/24","23.94","1.98","-7.64","25.34","25.44","23.87"
"2022/06/23","25.92","0.28","1.09","24.57","26.53","24.09"
"2022/06/22","25.64","2.24","9.57","23.24","25.69","23.00"
"2022/06/21","23.40","2.97","-11.26","25.54","25.54","23.40"
"2022/06/20","26.37","0.58","2.25","26.25","27.68","25.66"
"2022/06/17","25.79","2.07","8.73","26.06","26.87","25.02"
"2022/06/16","23.72","0.55","-2.27","22.34","23.80","21.66"
"2022/06/15","24.27","0.53","2.23","23.70","25.98","23.39"
"2022/06/14","23.74","0.44","1.89","24.84","25.87","23.18"
"2022/06/13","23.30","5.01","27.39","21.22","23.85","21.09"
"2022/06/10","18.29","1.29","7.59","18.20","18.96","18.07"
"2022/06/09","17.00","0.10","-0.58","17.31","17.47","16.81"
"2022/06/08","17.10","1.00","-5.52","17.71","17.84","17.10"
"2022/06/07","18.10","1.23","7.29","17.92","18.33","17.62"
"2022/06/03","16.87","0.73","-4.15","16.97","17.26","16.81"
"2022/06/02","17.60","0.34","1.97","17.88","17.92","17.60"
"2022/05/31","17.26","0.48","-2.71","17.78","18.07","17.26"
"2022/05/30","17.74","1.06","-5.64","18.67","18.67","17.74"
"2022/05/27","18.80","1.11","-5.58","19.20","19.31","18.73"
"2022/05/26","19.91","0.02","0.10","19.39","20.20","19.29"
"2022/05/25","19.89","0.72","-3.49","20.36","20.50","19.60"
"2022/05/24","20.61","1.17","6.02","19.54","20.61","19.53"
"2022/05/23","19.44","0.34","1.78","19.60","19.84","19.24"
"2022/05/20","19.10","1.32","-6.46","19.45","19.52","18.92"
"2022/05/19","20.42","2.02","10.98","20.21","20.44","20.01"
"2022/05/18","18.40","0.66","-3.46","18.24","18.74","18.20"
"2022/05/17","19.06","1.21","-5.97","19.73","19.73","19.02"
"2022/05/16","20.27","0.58","2.95","19.94","20.88","19.94"
"2022/05/13","19.69","3.03","-13.34","21.11","21.25","19.69"
"2022/05/12","22.72","1.62","7.68","21.99","23.06","20.65"
"2022/05/11","21.10","1.01","-4.57","21.76","22.19","21.02"
"2022/05/10","22.11","0.72","3.37","23.05","24.09","21.85"
"2022/05/09","21.39","0.52","2.49","21.27","21.90","21.27"
"2022/05/06","20.87","1.26","6.43","21.21","21.23","20.40"
"2022/05/04","19.61","0.64","-3.16","19.62","19.98","19.43"
"2022/05/03","20.25","0.25","-1.22","20.27","20.40","19.47"
"2022/05/02","20.50","1.58","8.35","20.95","21.13","20.45"
"2022/04/29","18.92","1.53","-7.48","19.99","19.99","18.92"
"2022/04/28","20.45","1.53","-6.96","21.52","21.66","20.45"
"2022/04/27","21.98","2.04","10.23","22.87","22.87","21.69"
"2022/04/26","19.94","1.11","-5.27","20.12","20.16","19.53"
"2022/04/25","21.05","3.30","18.59","20.42","21.45","20.41"
