date,cash,invested_market_value,equity,position_count,cash_ratio,invested_ratio,high_water_mark,drawdown_pct
2021-04-01,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-02,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-05,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-06,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-07,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-08,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-09,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-12,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-13,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-14,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-15,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-16,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-19,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-20,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-21,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-22,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-23,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-26,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-27,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-28,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-29,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-04-30,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-03,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-04,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-06,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-07,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-10,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-11,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-12,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-13,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-14,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-17,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-18,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-20,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-21,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-24,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-25,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-26,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-27,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-28,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-05-31,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-01,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-02,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-03,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-04,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-07,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-08,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-09,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-10,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-11,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-14,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-15,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-16,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-17,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-18,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
2021-06-21,200000000.0,0.0,200000000.0,0,1.0,0.0,200000000.0,0.0
