candidate,split,rows,brier,spearman_adverse_return,top_quintile_cut,top_quintile_event_rate,top_quintile_mean_future_min_return,overall_event_rate
balanced_no_participation_v01,calibration,2837,0.18726299855751743,0.013234528489463588,57.79308794527853,0.0897887323943662,-0.03480996155935825,0.035953471977440955
balanced_no_participation_v01,validation,1132,0.2738696395544297,0.03309324219723937,69.94731420287403,0.16299559471365638,-0.05158263897943652,0.10954063604240283
panic_confirmed_v01,calibration,2837,0.15609154129937908,0.013419103651013628,51.51502163005042,0.0880281690140845,-0.034194017136948744,0.035953471977440955
panic_confirmed_v01,validation,1132,0.23436136282329828,0.032772405745512996,62.46131814376782,0.13215859030837004,-0.0471162798136403,0.10954063604240283
downside_heavy_v01,calibration,2837,0.14609258560186636,0.015548011971264998,49.161433277966964,0.08450704225352113,-0.033449962906164595,0.035953471977440955
downside_heavy_v01,validation,1132,0.22172187105138377,0.035375116282842456,58.71701855829987,0.11894273127753303,-0.044188020180883456,0.10954063604240283
