date,kospi_close,trading_value,v_kospi200_close
2010-10-19,1857.32,5782562264806.0,19.62
2010-10-20,1870.44,5907892590600.0,19.02
2010-10-21,1874.69,7171524038620.0,18.36
2010-10-22,1897.31,5937140257213.0,17.0
2010-10-25,1915.71,6593475104907.0,16.57
2010-10-26,1919.41,6557557434695.0,16.34
2010-10-27,1909.54,6820638633082.0,16.51
2010-10-28,1907.87,5590486110387.0,16.59
2010-10-29,1882.95,6052264345178.0,18.6
2010-11-01,1914.74,6037704283059.0,18.34
2010-11-02,1918.04,6474853722689.0,18.38
2010-11-03,1935.97,6815470102586.0,18.8
2010-11-04,1942.5,6399957481892.0,18.67
2010-11-05,1938.96,7944211560967.0,19.61
2010-11-08,1942.41,5468524161999.0,19.3
2010-11-09,1947.46,6114890377719.0,18.71
2010-11-10,1967.85,6384378782967.0,18.39
2010-11-11,1914.73,9563656719168.0,20.54
2010-11-12,1913.12,9330818540187.0,20.68
2010-11-15,1913.81,6082577328817.0,20.32
2010-11-16,1899.13,7001819699557.0,20.58
2010-11-17,1897.11,5797986474303.0,20.37
2010-11-18,1927.86,5709142512804.0,19.21
2010-11-19,1940.96,6062776445988.0,18.43
2010-11-22,1944.34,7435208086367.0,18.35
2010-11-23,1928.94,7416800216092.0,19.29
2010-11-24,1925.98,8107389617687.0,19.93
2010-11-25,1927.68,5719962330673.0,19.88
2010-11-26,1901.8,5826496768118.0,22.49
2010-11-29,1895.54,4596558048890.0,23.36
2010-11-30,1904.63,6107864371141.0,22.76
2010-12-01,1929.32,4981079779325.0,21.73
2010-12-02,1950.26,5873918475731.0,19.8
2010-12-03,1957.26,6885400071262.0,18.84
2010-12-06,1953.64,5493488446355.0,19.2
2010-12-07,1962.52,6282703775108.0,18.72
2010-12-08,1955.72,5481525878070.0,18.87
2010-12-09,1988.96,7003791985312.0,18.2
2010-12-10,1986.14,5575865878295.0,17.5
2010-12-13,1996.59,5155475007988.0,16.95
2010-12-14,2009.05,6469355757427.0,15.99
2010-12-15,2017.48,6679969059622.0,15.85
2010-12-16,2009.24,5460581276681.0,16.12
2010-12-17,2026.3,6895213674072.0,15.99
2010-12-20,2020.28,7194185794331.0,17.98
2010-12-21,2037.09,7384617530259.0,17.51
2010-12-22,2038.11,6192730462828.0,17.67
2010-12-23,2037.53,5228519371967.0,17.69
2010-12-24,2029.6,5430161778511.0,18.1
2010-12-27,2022.19,5375364567690.0,18.1
2010-12-28,2033.32,6031953034699.0,17.05
2010-12-29,2043.49,5046526114065.0,16.19
2010-12-30,2051.0,5386618490019.0,15.83
2011-01-03,2070.08,5904175702143.0,16.37
2011-01-04,2085.14,7767589672575.0,15.7
2011-01-05,2082.55,8588562886430.0,15.86
2011-01-06,2077.61,8788066687656.0,15.67
2011-01-07,2086.2,7663940538796.0,15.41
2011-01-10,2080.81,7311920104652.0,16.24
2011-01-11,2088.32,7002640322799.0,15.78
2011-01-12,2094.95,7966797934327.0,15.58
2011-01-13,2089.48,9185896558548.0,16.87
2011-01-14,2108.17,8885058642604.0,15.64
2011-01-17,2099.85,8146333942772.0,16.55
2011-01-18,2096.48,8027025415741.0,16.79
2011-01-19,2115.69,8728917156779.0,15.57
2011-01-20,2106.66,6593605594036.0,15.81
2011-01-21,2069.92,7515857378479.0,16.87
2011-01-24,2082.16,6088692065356.0,16.18
2011-01-25,2086.67,7341365264548.0,15.42
2011-01-26,2110.46,6217324969649.0,14.62
2011-01-27,2115.01,7425532647966.0,14.57
2011-01-28,2107.87,7947663165539.0,14.5
2011-01-31,2069.73,7381630165785.0,16.3
2011-02-01,2072.03,6199194269973.0,16.28
2011-02-07,2081.74,6606288584586.0,16.32
2011-02-08,2069.7,7329674279631.0,16.95
2011-02-09,2045.58,6816407892425.0,17.84
2011-02-10,2008.5,7191284400159.0,18.77
2011-02-11,1977.19,7438177443075.0,19.46
2011-02-14,2014.59,5775322903454.0,17.59
2011-02-15,2010.52,5845264707237.0,17.79
2011-02-16,1989.11,5726062779738.0,18.81
2011-02-17,1977.22,6887699290590.0,19.12
2011-02-18,2013.14,5898723229129.0,17.76
2011-02-21,2005.3,5955785376228.0,18.78
2011-02-22,1969.92,6216777177672.0,20.33
2011-02-23,1961.63,5732934063169.0,20.2
2011-02-24,1949.88,5432040913454.0,20.63
2011-02-25,1963.43,5014151184781.0,19.83
2011-02-28,1939.3,4682412307732.0,20.06
2011-03-02,1928.24,4671062668869.0,19.45
2011-03-03,1970.66,5188030234017.0,17.9
2011-03-04,2004.68,6160328973618.0,16.25
2011-03-07,1980.27,4782925734848.0,17.91
2011-03-08,1996.32,5452160068182.0,17.78
2011-03-09,2001.47,6548259300369.0,17.8
2011-03-10,1981.58,7279995190926.0,18.59
2011-03-11,1955.54,5527927400506.0,19.23
2011-03-14,1971.23,9542386263076.0,18.91
2011-03-15,1923.92,9826745310607.0,25.92
2011-03-16,1957.97,7148169438057.0,21.49
2011-03-17,1959.03,6915872477473.0,22.05
2011-03-18,1981.13,6909560331691.0,20.42
2011-03-21,2003.42,5693266756104.0,18.4
2011-03-22,2013.66,7453595881050.0,17.26
2011-03-23,2012.18,7587465904529.0,17.46
2011-03-24,2036.78,6712159994455.0,16.69
2011-03-25,2054.04,7223184303078.0,15.56
2011-03-28,2056.39,6468638606580.0,16.0
2011-03-29,2072.13,6292668106959.0,16.11
2011-03-30,2091.38,8348365169282.0,16.55
2011-03-31,2106.7,8378986062853.0,16.57
2011-04-01,2121.01,7632922597576.0,16.39
2011-04-04,2115.87,8078419848221.0,17.54
2011-04-05,2130.43,6701611548031.0,17.54
2011-04-06,2126.71,8887905626054.0,18.07
2011-04-07,2122.14,7411971647016.0,18.31
2011-04-08,2127.97,8860655589811.0,18.13
2011-04-11,2122.39,7402676543817.0,18.26
2011-04-12,2089.4,7011098295472.0,19.12
2011-04-13,2121.92,6904321687135.0,18.64
2011-04-14,2141.06,9500028569662.0,18.35
2011-04-15,2140.5,8307553258232.0,18.04
2011-04-18,2137.72,9561010569331.0,18.53
2011-04-19,2122.68,9019581711246.0,18.35
2011-04-20,2169.91,10254610656370.0,17.21
2011-04-21,2198.54,12701360860032.0,17.38
2011-04-22,2197.82,9868689537328.0,16.85
2011-04-25,2216.0,8143329388748.0,17.56
2011-04-26,2206.3,11469725140117.0,18.13
2011-04-27,2206.7,13242029168739.0,18.44
2011-04-28,2208.35,10517358699959.0,18.09
2011-04-29,2192.36,11363240119945.0,18.36
2011-05-02,2228.96,8410320484668.0,18.43
2011-05-03,2200.73,8552213816930.0,18.71
2011-05-04,2180.64,8455741394772.0,18.73
2011-05-06,2147.45,8598712825756.0,19.62
2011-05-09,2139.17,5854219892764.0,20.32
2011-05-11,2166.63,7137376060573.0,20.08
2011-05-12,2122.65,7596096176738.0,20.84
2011-05-13,2120.08,8660609919787.0,20.24
2011-05-16,2104.18,6239315668765.0,20.37
2011-05-17,2102.41,5810895375668.0,19.84
2011-05-18,2135.78,7209931583894.0,18.24
2011-05-19,2095.51,7951063229279.0,18.22
2011-05-20,2111.5,6172405060965.0,17.29
2011-05-23,2055.71,6345428257141.0,19.3
2011-05-24,2061.76,6089703397469.0,19.25
2011-05-25,2035.87,6920769264849.0,19.87
2011-05-26,2091.91,7274829983223.0,19.08
2011-05-27,2100.24,7231700928110.0,18.13
2011-05-30,2093.79,5741855087531.0,19.42
2011-05-31,2142.47,9490722528266.0,18.56
2011-06-01,2141.34,8107920444937.0,17.97
2011-06-02,2114.2,7300511534198.0,18.93
2011-06-03,2113.47,6830749366124.0,18.75
2011-06-07,2099.71,6183452631840.0,19.72
2011-06-08,2083.35,6630274911358.0,20.66
2011-06-09,2071.42,7381325263979.0,19.85
2011-06-10,2046.67,7169807770851.0,19.36
2011-06-13,2048.74,5600914089009.0,19.59
2011-06-14,2076.83,6196170329074.0,18.81
2011-06-15,2086.53,6071811341539.0,18.82
2011-06-16,2046.63,5883111647475.0,19.91
2011-06-17,2031.93,8097600371252.0,21.32
2011-06-20,2019.65,6373349635894.0,21.67
2011-06-21,2048.17,6809571886909.0,20.36
2011-06-22,2063.9,6350102472958.0,19.7
2011-06-23,2055.86,5403260462965.0,19.95
2011-06-24,2090.81,8098151966811.0,18.92
2011-06-27,2070.29,4954890454462.0,20.65
2011-06-28,2062.91,5865188398916.0,21.11
2011-06-29,2094.42,5912042621368.0,20.65
2011-06-30,2100.69,6425104130313.0,19.24
2011-07-01,2125.74,6806455720152.0,17.65
2011-07-04,2145.3,6747050282356.0,17.66
2011-07-05,2161.75,6450541588518.0,17.12
2011-07-06,2171.19,7273250445077.0,17.14
2011-07-07,2180.59,8232748584548.0,17.25
2011-07-08,2180.35,9312553297080.0,17.41
2011-07-11,2157.16,5612206405787.0,18.38
2011-07-12,2109.73,6241894226591.0,20.31
2011-07-13,2129.64,6563684155720.0,19.97
2011-07-14,2130.07,8191401292724.0,20.12
2011-07-15,2145.2,6106288150078.0,20.53
2011-07-18,2130.48,6089161723152.0,21.16
2011-07-19,2130.21,6146358882570.0,21.0
2011-07-20,2154.95,8380938027504.0,19.6
2011-07-21,2145.04,7335246390125.0,19.47
2011-07-22,2171.23,7343855144877.0,17.9
2011-07-25,2150.48,5927759000142.0,19.78
2011-07-26,2168.7,6700234815872.0,19.4
2011-07-27,2174.31,6314152978854.0,19.19
2011-07-28,2155.85,5878432227640.0,19.9
2011-07-29,2133.21,6016892289757.0,21.0
2011-08-01,2172.31,6409345408202.0,19.31
2011-08-02,2121.27,7685677889636.0,21.44
2011-08-03,2066.26,8038950024205.0,21.72
2011-08-04,2018.47,7650484172958.0,22.58
2011-08-05,1943.75,10388673503171.0,28.31
2011-08-08,1869.45,10799674651982.0,35.26
2011-08-09,1801.35,13494968050698.0,50.11
2011-08-10,1806.24,11191638558154.0,46.89
2011-08-11,1817.44,8883965999849.0,43.89
2011-08-12,1793.31,8986190178009.0,37.15
2011-08-16,1879.87,7088709587787.0,28.53
2011-08-17,1892.67,6364549485054.0,28.86
2011-08-18,1860.58,8453278888588.0,31.12
2011-08-19,1744.88,9503988061565.0,41.91
2011-08-22,1710.7,7275178704684.0,37.99
2011-08-23,1776.68,8092121479231.0,34.78
2011-08-24,1754.78,7752416455369.0,36.68
2011-08-25,1764.58,6028398095399.0,37.4
2011-08-26,1778.95,4946328995373.0,38.37
2011-08-29,1829.5,6491993528196.0,33.41
2011-08-30,1843.82,6513246509938.0,30.39
2011-08-31,1880.11,6541915024718.0,28.05
2011-09-01,1880.7,8716405987966.0,29.79
2011-09-02,1867.75,5525768784972.0,30.63
2011-09-05,1785.83,5898282219207.0,35.55
2011-09-06,1766.71,6587114588908.0,40.46
2011-09-07,1833.46,6153457176407.0,35.9
2011-09-08,1846.64,7008415400335.0,33.93
2011-09-09,1812.93,5513526655706.0,36.96
2011-09-14,1749.16,5865880208430.0,43.38
2011-09-15,1774.08,6313566839493.0,39.14
2011-09-16,1840.1,7634773377141.0,35.42
2011-09-19,1820.94,4980587472096.0,39.04
2011-09-20,1837.97,5534718549482.0,38.59
2011-09-21,1854.28,5966202511701.0,37.51
2011-09-22,1800.55,5780688213191.0,40.58
2011-09-23,1697.44,7560252362568.0,45.95
2011-09-26,1652.71,7365718187810.0,46.16
2011-09-27,1735.71,6221407943307.0,41.8
2011-09-28,1723.09,6356139105109.0,43.29
2011-09-29,1769.29,6678883179998.0,42.43
2011-09-30,1769.65,6543295315682.0,40.56
2011-10-04,1706.19,6747281204151.0,45.32
2011-10-05,1666.52,7670159085642.0,45.64
2011-10-06,1710.32,7863445540592.0,41.41
2011-10-07,1759.77,7559621753336.0,39.84
2011-10-10,1766.44,5029744717564.0,39.41
2011-10-11,1795.02,7149034248581.0,36.35
2011-10-12,1809.5,5824821896023.0,34.06
2011-10-13,1823.1,6645080853391.0,31.82
2011-10-14,1835.4,5074047180838.0,31.49
2011-10-17,1865.18,5918632523102.0,30.61
2011-10-18,1838.9,6383035800536.0,33.07
2011-10-19,1855.92,5765384088929.0,31.73
2011-10-20,1805.09,6794253856740.0,36.22
2011-10-21,1838.38,6458347902678.0,34.42
2011-10-24,1898.32,6766804670341.0,32.85
2011-10-25,1888.65,6094238201455.0,33.72
2011-10-26,1894.31,5618347524283.0,33.92
2011-10-27,1922.04,8043329412790.0,30.07
2011-10-28,1929.48,10116783836394.0,29.23
2011-10-31,1909.03,6429767335498.0,31.02
2011-11-01,1909.63,6281206735931.0,31.99
2011-11-02,1898.01,6754882162196.0,33.94
2011-11-03,1869.96,6297211069364.0,36.21
2011-11-04,1928.41,7157546845383.0,31.12
2011-11-07,1919.1,5275561822441.0,32.67
2011-11-08,1903.14,5226358110040.0,32.86
2011-11-09,1907.53,6192057383546.0,30.46
2011-11-10,1813.25,7898390382242.0,35.72
2011-11-11,1863.45,5276544631791.0,34.18
2011-11-14,1902.81,5264314485421.0,31.47
2011-11-15,1886.12,4843076806364.0,32.34
2011-11-16,1856.07,5670763433992.0,35.43
2011-11-17,1876.67,4758583536918.0,34.86
2011-11-18,1839.17,4813338298664.0,36.16
2011-11-21,1820.03,4012945692616.0,36.17
2011-11-22,1826.28,3914513090993.0,35.36
2011-11-23,1783.1,4642133906200.0,34.87
2011-11-24,1795.06,4188994518223.0,33.66
2011-11-25,1776.4,4307535403342.0,32.63
2011-11-28,1815.28,4299973007911.0,30.25
2011-11-29,1856.52,6326361268836.0,28.43
2011-11-30,1847.51,6497178196417.0,29.04
2011-12-01,1916.18,9328539586637.0,27.13
2011-12-02,1916.04,5820877772807.0,26.67
2011-12-05,1922.9,4162827640078.0,27.64
2011-12-06,1902.82,4641186238046.0,28.64
2011-12-07,1919.42,5804099815914.0,29.27
2011-12-08,1912.39,6002485335159.0,29.49
2011-12-09,1874.75,5129607046001.0,31.07
2011-12-12,1899.76,5363406537938.0,28.43
2011-12-13,1864.06,5262358702767.0,28.03
2011-12-14,1857.75,4406359539803.0,27.4
2011-12-15,1819.11,5374020452505.0,27.26
2011-12-16,1839.96,4370153928493.0,25.42
2011-12-19,1776.93,6674766691587.0,27.98
2011-12-20,1793.06,3988666228453.0,26.65
2011-12-21,1848.41,5234149633560.0,24.87
2011-12-22,1847.49,3133213910731.0,25.12
2011-12-23,1867.22,4319145953313.0,24.54
2011-12-26,1856.7,3034692529789.0,25.18
2011-12-27,1842.02,4352810388102.0,26.26
2011-12-28,1825.12,3302158049956.0,26.35
2011-12-29,1825.74,3627574604687.0,26.4
2012-01-02,1826.37,3293810525546.0,27.13
2012-01-03,1875.41,4828628712044.0,26.72
2012-01-04,1866.22,4711922557303.0,27.08
2012-01-05,1863.74,4854599668777.0,27.23
2012-01-06,1843.14,4421729706816.0,27.17
2012-01-09,1826.49,4235907754283.0,27.01
2012-01-10,1853.22,4925555407317.0,24.84
2012-01-11,1845.55,4859607047013.0,24.35
2012-01-12,1864.57,5405411951053.0,22.76
2012-01-13,1875.68,5952292258121.0,22.28
2012-01-16,1859.27,3936495023595.0,24.22
2012-01-17,1892.74,6000123252325.0,23.42
2012-01-18,1892.39,6063083237445.0,23.79
2012-01-19,1914.97,6477510288150.0,22.94
2012-01-20,1949.89,7355796672781.0,23.12
2012-01-25,1952.23,6167050623101.0,23.89
2012-01-26,1957.18,5547104598956.0,23.76
2012-01-27,1964.83,6145244426399.0,23.83
2012-01-30,1940.55,6392351946678.0,24.41
2012-01-31,1955.79,6704233284189.0,23.36
2012-02-01,1959.24,7148131275322.0,23.44
2012-02-02,1984.3,8740730183357.0,22.89
2012-02-03,1972.34,7502956475565.0,22.85
2012-02-06,1973.13,7278918131493.0,23.45
2012-02-07,1981.59,6575286204864.0,22.17
2012-02-08,2003.73,7491048622589.0,21.36
2012-02-09,2014.62,7974386230396.0,21.76
2012-02-10,1993.71,7610609060685.0,21.56
2012-02-13,2005.74,5753599430443.0,21.32
2012-02-14,2002.64,6672993886872.0,20.23
2012-02-15,2025.32,7690133468281.0,19.82
2012-02-16,1997.45,6853610605297.0,21.3
2012-02-17,2023.47,7476187231846.0,20.14
2012-02-20,2024.9,6244447203139.0,21.0
2012-02-21,2024.24,5618151999354.0,21.17
2012-02-22,2028.65,6207762752952.0,21.0
2012-02-23,2007.8,6365970918402.0,21.08
2012-02-24,2019.89,5709155106494.0,20.29
2012-02-27,1991.16,5577519628328.0,21.54
2012-02-28,2003.69,6349076733303.0,20.34
2012-02-29,2030.25,6804710917643.0,19.4
2012-03-02,2034.63,5838884107537.0,18.64
2012-03-05,2016.06,5122720597357.0,19.25
2012-03-06,2000.36,5290618994540.0,19.35
2012-03-07,1982.15,4973428196807.0,20.85
2012-03-08,2000.76,6376590011857.0,19.91
2012-03-09,2018.3,5385307227705.0,18.07
2012-03-12,2002.5,4806872090435.0,18.87
2012-03-13,2025.04,5653117630545.0,18.12
2012-03-14,2045.08,6422520173896.0,18.28
2012-03-15,2043.76,6003227394853.0,18.43
2012-03-16,2034.44,5908451861139.0,17.65
2012-03-19,2047.0,4971162065984.0,18.07
2012-03-20,2042.15,5397783955130.0,17.87
2012-03-21,2027.23,5170533558014.0,17.73
2012-03-22,2026.12,5295391861776.0,17.37
2012-03-23,2026.83,4827026021318.0,17.35
2012-03-26,2019.19,4588865762509.0,17.87
2012-03-27,2039.76,5144578900180.0,17.1
2012-03-28,2031.74,5114606428914.0,17.44
2012-03-29,2014.41,5004081630607.0,17.78
2012-03-30,2014.04,5330794333967.0,17.56
2012-04-02,2029.29,4337121849328.0,17.4
2012-04-03,2049.28,6085991441695.0,16.88
2012-04-04,2018.61,6424064929895.0,17.32
2012-04-05,2028.77,5770789504246.0,17.19
2012-04-06,2029.03,4561071236051.0,16.75
2012-04-09,1997.08,4318138868615.0,17.9
2012-04-10,1994.41,4965014999920.0,18.19
2012-04-12,1986.63,5011676346554.0,19.04
2012-04-13,2008.91,5485189093295.0,17.47
2012-04-16,1992.63,3934647823366.0,18.54
2012-04-17,1985.3,3987519640435.0,18.55
2012-04-18,2004.53,4642558127894.0,17.28
2012-04-19,1999.86,4128784738996.0,17.29
2012-04-20,1974.65,4832237368470.0,17.81
2012-04-23,1972.63,3574414668515.0,18.13
2012-04-24,1963.42,5036670050073.0,18.47
2012-04-25,1961.98,5086708049881.0,19.01
2012-04-26,1964.04,5342680073167.0,18.5
2012-04-27,1975.35,5343120415116.0,17.55
2012-04-30,1981.99,6340971510126.0,17.31
2012-05-02,1999.07,6664452732289.0,16.47
2012-05-03,1995.11,4650992264047.0,16.02
2012-05-04,1989.15,4943129431686.0,16.34
2012-05-07,1956.44,4777972327464.0,18.57
2012-05-08,1967.01,4221599920699.0,17.28
2012-05-09,1950.29,4960918615749.0,18.28
2012-05-10,1944.93,4461711565943.0,17.83
2012-05-11,1917.13,4441386170282.0,18.99
2012-05-14,1913.73,4077473915886.0,18.7
2012-05-15,1898.96,5237011639102.0,19.0
2012-05-16,1840.53,5563551595761.0,23.23
2012-05-17,1845.24,5680554791313.0,21.63
2012-05-18,1782.46,5749693320664.0,25.43
2012-05-21,1799.13,4274205303687.0,24.77
2012-05-22,1828.69,4940473860905.0,21.66
2012-05-23,1808.62,4203476584698.0,23.24
2012-05-24,1814.47,3599015645851.0,23.21
2012-05-25,1824.17,3583709779798.0,21.91
2012-05-29,1849.91,3814835417419.0,21.61
2012-05-30,1844.86,3916349142804.0,21.82
2012-05-31,1843.47,4657555696940.0,22.69
2012-06-01,1834.51,3585072216424.0,23.49
2012-06-04,1783.13,4938935030569.0,26.6
2012-06-05,1801.85,3544338421806.0,24.95
2012-06-07,1847.95,4673956669151.0,23.55
2012-06-08,1835.64,3463216348133.0,23.86
2012-06-11,1867.04,4406854858454.0,22.76
2012-06-12,1854.74,3630491250955.0,23.79
2012-06-13,1859.32,3803603497686.0,24.23
2012-06-14,1871.48,4895046832463.0,24.69
2012-06-15,1858.16,4776483456769.0,25.61
2012-06-18,1891.71,4436232830565.0,21.97
2012-06-19,1891.77,3532712674752.0,21.33
2012-06-20,1904.12,3703527173371.0,20.58
2012-06-21,1889.15,3946769145323.0,19.79
2012-06-22,1847.39,4346357625274.0,21.06
2012-06-25,1825.38,4151184671729.0,21.55
2012-06-26,1817.81,3645627615774.0,21.5
2012-06-27,1817.65,4306733301099.0,20.93
2012-06-28,1819.18,3193023133763.0,20.89
2012-06-29,1854.01,4390044238727.0,20.03
2012-07-02,1851.65,3606145009074.0,19.61
2012-07-03,1867.82,4874739117479.0,18.53
2012-07-04,1874.45,4582005390774.0,18.01
2012-07-05,1875.49,3652325515448.0,18.21
2012-07-06,1858.2,3634116367714.0,18.67
2012-07-09,1836.13,3316051204615.0,18.69
2012-07-10,1829.45,3370515525662.0,18.26
2012-07-11,1826.39,3357161074776.0,18.39
2012-07-12,1785.39,4356386915537.0,18.83
2012-07-13,1812.89,4717220124129.0,18.42
2012-07-16,1817.79,3254214074324.0,17.85
2012-07-17,1821.96,4830821478995.0,17.7
2012-07-18,1794.91,4454947199839.0,18.49
2012-07-19,1822.96,4722739446492.0,17.42
2012-07-20,1822.93,3644861096029.0,17.59
2012-07-23,1789.44,3650128370592.0,20.19
2012-07-24,1793.93,4166953537166.0,20.26
2012-07-25,1769.31,3840956440786.0,21.26
2012-07-26,1782.47,3860205154667.0,20.54
2012-07-27,1829.16,4598837621957.0,18.5
2012-07-30,1843.79,3873297980881.0,19.25
2012-07-31,1881.99,5630072831064.0,20.32
2012-08-01,1879.93,3814209932084.0,20.92
2012-08-02,1869.4,3389009787514.0,21.57
2012-08-03,1848.68,3672827991918.0,19.44
2012-08-06,1885.88,4180705457058.0,19.38
2012-08-07,1886.8,3523266300447.0,18.96
2012-08-08,1903.23,5624839736196.0,19.13
2012-08-09,1940.59,6516319992185.0,19.41
2012-08-10,1946.4,4047763679305.0,18.97
2012-08-13,1932.44,3151579366998.0,19.3
2012-08-14,1956.96,4086368154314.0,18.34
2012-08-16,1957.91,4053277974766.0,18.73
2012-08-17,1946.54,4694566363260.0,18.72
2012-08-20,1946.31,3823764355194.0,19.44
2012-08-21,1943.22,3825963970359.0,19.58
2012-08-22,1935.19,4092390649514.0,19.69
2012-08-23,1942.54,4241098000527.0,19.26
2012-08-24,1919.81,4361146643075.0,19.67
2012-08-27,1917.87,6015599287315.0,19.97
2012-08-28,1916.33,4477669676011.0,19.68
2012-08-29,1928.54,4874609032435.0,19.3
2012-08-30,1906.38,5010522747516.0,20.0
2012-08-31,1905.12,4468468417549.0,20.35
2012-09-03,1912.71,4235356379870.0,20.02
2012-09-04,1907.13,4683799893250.0,20.01
2012-09-05,1874.03,4680021565216.0,21.0
2012-09-06,1881.24,4244570802463.0,20.86
2012-09-07,1929.58,5876778841611.0,18.97
2012-09-10,1924.7,4321555872392.0,19.35
2012-09-11,1920.0,4337178212016.0,19.78
2012-09-12,1950.03,5250367577083.0,20.02
2012-09-13,1950.69,6091939219318.0,19.09
2012-09-14,2007.58,9179681730987.0,17.98
2012-09-17,2002.35,6575144813447.0,18.03
2012-09-18,2004.96,5107266261522.0,18.04
2012-09-19,2007.88,5807788030975.0,18.23
2012-09-20,1990.33,5359749420608.0,18.64
2012-09-21,2002.37,4960830375467.0,18.15
2012-09-24,2003.44,4268928398018.0,18.28
2012-09-25,1991.41,4592661862222.0,18.1
2012-09-26,1980.44,4849578429091.0,17.92
2012-09-27,1988.7,4724053671862.0,17.53
2012-09-28,1996.21,5084355592462.0,17.23
2012-10-02,1996.03,3672529983989.0,17.65
2012-10-04,1992.68,4945273048063.0,17.13
2012-10-05,1995.17,4474709402506.0,17.06
2012-10-08,1981.89,4557797466797.0,17.33
2012-10-09,1979.04,3787566709215.0,16.87
2012-10-10,1948.22,4720762537056.0,17.81
2012-10-11,1933.09,4669759369719.0,17.51
2012-10-12,1933.26,3776999054115.0,17.19
2012-10-15,1925.59,4584228426022.0,17.08
2012-10-16,1941.54,3844081927163.0,16.4
2012-10-17,1955.15,4252560563402.0,16.28
2012-10-18,1959.12,4279817464648.0,16.47
2012-10-19,1943.84,4140847310379.0,16.82
2012-10-22,1941.59,3812192898580.0,17.79
2012-10-23,1926.81,4200016337785.0,17.91
2012-10-24,1913.96,5636886674284.0,18.64
2012-10-25,1924.5,4866047544511.0,17.82
2012-10-26,1891.43,4593337836222.0,19.0
2012-10-29,1891.52,4162945458371.0,18.55
2012-10-30,1899.58,3444511319786.0,18.26
2012-10-31,1912.06,3827698402904.0,18.37
2012-11-01,1898.44,5281445592090.0,18.39
2012-11-02,1918.72,5568274437769.0,17.46
2012-11-05,1908.22,4598581601334.0,17.82
2012-11-06,1928.17,4564131741271.0,17.51
2012-11-07,1937.55,4673681482558.0,17.36
2012-11-08,1914.41,5386871520871.0,17.64
2012-11-09,1904.41,4796095474501.0,17.19
2012-11-12,1900.87,3773839907249.0,17.3
2012-11-13,1889.7,3920649184388.0,17.22
2012-11-14,1894.04,4757450353195.0,16.78
2012-11-15,1870.72,4178831918356.0,17.24
2012-11-16,1860.83,4053766005977.0,17.07
2012-11-19,1878.1,3253496818937.0,16.44
2012-11-20,1890.18,3715656941369.0,15.83
2012-11-21,1884.04,4002661984156.0,15.83
2012-11-22,1899.5,3757696664489.0,15.37
2012-11-23,1911.33,3583503437635.0,15.37
2012-11-26,1908.51,3226737514581.0,15.78
2012-11-27,1925.2,4815134471545.0,15.51
2012-11-28,1912.78,3907402138899.0,15.43
2012-11-29,1934.85,4849484461421.0,15.07
2012-11-30,1932.9,4527541945622.0,14.87
2012-12-03,1940.02,3378999948318.0,15.36
2012-12-04,1935.18,2906211377061.0,15.25
2012-12-05,1947.04,4137596168976.0,15.24
2012-12-06,1949.62,4680777449639.0,15.3
2012-12-07,1957.45,4405596546115.0,15.11
2012-12-10,1957.42,3689341787831.0,15.45
2012-12-11,1964.62,4553874727324.0,15.29
2012-12-12,1975.44,4699504530822.0,15.2
2012-12-13,2002.77,6044356847695.0,14.61
2012-12-14,1995.04,4308789140132.0,14.08
2012-12-17,1983.07,4272663733267.0,14.86
2012-12-18,1993.09,4633066668729.0,14.59
2012-12-20,1999.5,5527817031891.0,14.66
2012-12-21,1980.42,5356533567374.0,16.03
2012-12-24,1981.82,3242251053475.0,15.8
2012-12-26,1982.25,3616286278244.0,16.03
2012-12-27,1987.35,3063677679544.0,15.77
2012-12-28,1997.05,3295662359362.0,15.89
2013-01-02,2031.1,4454618141362.0,15.5
2013-01-03,2019.41,6089072513202.0,14.78
2013-01-04,2011.94,4785306007191.0,14.4
2013-01-07,2011.25,4006633259320.0,14.32
2013-01-08,1997.94,3989054069465.0,13.98
2013-01-09,1991.81,4022738895931.0,13.75
2013-01-10,2006.8,4553918442422.0,13.53
2013-01-11,1996.67,4424517934973.0,13.74
2013-01-14,2007.04,4334985144538.0,14.11
2013-01-15,1983.74,4424540087091.0,15.14
2013-01-16,1977.45,4282148124669.0,15.53
2013-01-17,1974.27,4099828698569.0,15.1
2013-01-18,1987.85,3911519793537.0,14.65
2013-01-21,1986.86,3815320795249.0,14.58
2013-01-22,1996.52,4255518623830.0,14.28
2013-01-23,1980.41,4202026304235.0,14.7
2013-01-24,1964.48,4553381638868.0,14.62
2013-01-25,1946.69,5039315771327.0,14.9
2013-01-28,1939.71,4652763022005.0,15.22
2013-01-29,1955.96,4709850296827.0,14.77
2013-01-30,1964.43,4359733757114.0,14.72
2013-01-31,1961.94,4509973396714.0,15.18
2013-02-01,1957.79,4090133105170.0,15.12
2013-02-04,1953.21,3586294077729.0,15.76
2013-02-05,1938.18,3772022626984.0,15.79
2013-02-06,1936.19,3670066104596.0,15.11
2013-02-07,1931.77,3568992091205.0,14.59
2013-02-08,1950.9,3956200867765.0,14.25
2013-02-12,1945.79,2858987262646.0,14.9
2013-02-13,1976.07,3698463139989.0,14.33
2013-02-14,1979.61,3423815399261.0,13.86
2013-02-15,1981.18,3994318478651.0,13.63
2013-02-18,1981.91,2865028103720.0,13.56
