naver_sector_code,naver_sector_name,market,krx_sector_code,krx_sector_name,name_match,constituent_overlap_count,naver_count,krx_count,overlap_naver,overlap_krx,jaccard,naver_total_count,naver_count_scope
265,판매업체,KOSPI,1010,비금속,False,0,2,21,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1011,금속,False,0,2,60,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1012,기계·장비,False,0,2,32,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1013,전기전자,False,0,2,69,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1014,의료·정밀기기,False,0,2,8,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1015,운송장비·부품,False,0,2,61,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1016,유통,False,2,2,62,1.0,0.032258,0.032258,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1017,전기·가스,False,0,2,10,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1018,건설,False,0,2,28,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1019,운송·창고,False,0,2,24,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1020,통신,False,0,2,5,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1021,금융,False,0,2,77,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1024,증권,False,0,2,18,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1025,보험,False,0,2,11,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
265,판매업체,KOSPI,1026,일반서비스,False,0,2,32,0.0,0.0,0.0,13,COMMON_INTERSECTION_FOR_MARKET
