ticker,candidate_rank,rcept_no,report_nm,probe_request_id,source,evidence_origin,retrieval_mode,http_status,transport_response_sha256,archive_detected,extracted_member_sha256,canonical_raw_sha256,event_node_path,timing_node_path,binding_relationship,authority_valid,validation_reason
005930,1,20180131800068,주식분할결정,REQ_DOC_PROBE_OPENDART_005930_20180131800068_R1,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
005930,2,20180316800856,[기재정정]주식분할결정,REQ_DOC_PROBE_OPENDART_005930_20180316800856_R2,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
005930,3,20180223000294,주주총회소집공고,REQ_DOC_PROBE_OPENDART_005930_20180223000294_R3,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
005930,4,20180223000490,[기재정정]주주총회소집공고,REQ_DOC_PROBE_OPENDART_005930_20180223000490_R4,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,1,20180726800004,주식분할결정,REQ_DOC_PROBE_OPENDART_035420_20180726800004_R1,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,2,20180823000235,주주총회소집공고,REQ_DOC_PROBE_OPENDART_035420_20180823000235_R2,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,3,20180928801054,유상증자결정(종속회사의주요경영사항),REQ_DOC_PROBE_OPENDART_035420_20180928801054_R3,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,4,20180823800003,유상증자결정(종속회사의주요경영사항),REQ_DOC_PROBE_OPENDART_035420_20180823800003_R4,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,5,20180726000002,주요사항보고서(회사분할합병결정),REQ_DOC_PROBE_OPENDART_035420_20180726000002_R5,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
035420,6,20180725800553,유상증자결정(종속회사의주요경영사항),REQ_DOC_PROBE_OPENDART_035420_20180725800553_R6,OPENDART_OFFICIAL_API,LIVE_OPENDART_DOCUMENT_RESPONSE,NEW_OPENDART_DOCUMENT_FETCH,200,7facdcd1154ee2da86363c2e8e5955358ea72c319f98211980a12d93d38e91fd,False,,,,,,False,ARCHIVE_PROVENANCE_INCONSISTENT
