ticker,issuer_name,prior_claimed_event,prior_claimed_anchor,source_event_type,official_anchor_date,official_source_field,official_evidence_found,authority_source_tier,authority_record_id,normalized_event_type,adjudication,adjudication_reason
005930,삼성전자,STOCK_SPLIT,2018-05-16,,,,False,TIER_A1_OPENDART,20180131800068,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
035420,NAVER,STOCK_SPLIT,2018-10-12,,,,False,TIER_A1_OPENDART,20180726800004,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
035720,카카오,STOCK_SPLIT,2021-04-15,,,,False,TIER_A1_OPENDART,20210225800978,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
003670,포스코퓨처엠,RIGHTS_OFFERING,2021-01-21,,,,False,TIER_A1_OPENDART,20210121800246,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
028260,삼성물산,MERGER,2015-09-01,,,,False,TIER_A1_OPENDART,20150902000259,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
000100,유한양행,BONUS_ISSUE,2021-01-01,,,,False,TIER_A1_OPENDART,20201211000171,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
004020,현대제철,MERGER,2015-07-01,,,,False,TIER_A1_OPENDART,20150701000257,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
010130,고려아연,RIGHTS_OFFERING,2022-08-18,,,,False,TIER_A1_OPENDART,20220819800347,,INSUFFICIENT_AUTHORITY,BLOCKED_OR_EMPTY_DOCUMENT_DETECTED
