ticker,name,strategy,entry_signal_date,entry_execution_date,entry_open,exit_date,exit_type,return,mfe,mae
078930,078930,BASELINE_V2,2025-05-30,2025-06-02,43550.0,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,89.21,92.88,-1.72
079370,079370,BASELINE_V2,2026-01-30,2026-02-02,19500.0,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-17.79,3.85,-23.33
081660,081660,BASELINE_V2,2025-09-05,2025-09-08,40450.0,,NO_PROGRESSED_BEFORE_CUTOFF,5.07,37.95,-11.0
083930,083930,BASELINE_V2,2025-10-10,2025-10-13,15900.0,2025-11-24,LOSS_GUARD_CLOSE_LE_NEG_15,-14.4,6.54,-15.09
086790,086790,BASELINE_V2,2023-10-06,2023-10-10,43150.0,2025-12-01,EXIT4_SCORE_DRAWDOWN_GE_15,119.0,134.3,-9.73
091580,091580,BASELINE_V2,2026-02-06,2026-02-09,15180.0,2026-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,37.35,107.84,-15.02
092070,092070,BASELINE_V2,2026-04-17,2026-04-20,22550.0,2026-06-01,LOSS_GUARD_CLOSE_LE_NEG_15,-15.12,15.3,-17.92
093050,093050,BASELINE_V2,2026-02-13,2026-02-19,23200.0,2026-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,-2.59,14.01,-14.87
095340,095340,BASELINE_V2,2025-02-14,2025-02-17,75000.0,2025-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-13.33,5.47,-18.0
095340,095340,BASELINE_V2,2025-10-31,2025-11-03,79100.0,,NO_EXIT_BEFORE_CUTOFF,103.92,269.79,-11.88
095610,095610,BASELINE_V2,2025-04-25,2025-04-28,21950.0,2025-12-01,EXIT4_SCORE_DRAWDOWN_GE_15,84.28,134.17,-8.97
096530,096530,BASELINE_V2,2026-05-15,2026-05-18,31350.0,2026-07-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.47,3.67,-15.95
099430,099430,BASELINE_V2,2025-04-18,2025-04-21,7910.0,2025-08-19,LOSS_GUARD_CLOSE_LE_NEG_15,-19.6,6.45,-20.86
100090,100090,BASELINE_V2,2025-06-13,2025-06-16,20050.0,2026-01-02,EXIT4_SCORE_DRAWDOWN_GE_15,0.0,57.11,-17.36
100120,100120,BASELINE_V2,2026-03-27,2026-03-30,28500.0,2026-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,-18.25,22.46,-18.25
102120,102120,BASELINE_V2,2026-05-08,2026-05-11,14850.0,2026-05-19,LOSS_GUARD_CLOSE_LE_NEG_15,-15.96,1.35,-21.08
104480,104480,BASELINE_V2,2026-03-20,2026-03-23,2445.0,2026-05-21,LOSS_GUARD_CLOSE_LE_NEG_15,-14.93,19.22,-18.2
105560,105560,BASELINE_V2,2023-09-08,2023-09-11,54900.0,2024-12-02,EXIT4_SCORE_DRAWDOWN_GE_15,76.32,89.25,-10.93
112610,112610,BASELINE_V2,2026-02-27,2026-03-03,52400.0,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-12.98,3.44,-20.23
112610,112610,BASELINE_V2,2026-03-13,2026-03-16,57900.0,2026-05-29,LOSS_GUARD_CLOSE_LE_NEG_15,-16.23,37.13,-20.12
136540,136540,BASELINE_V2,2025-07-11,2025-07-14,13300.0,2026-01-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.11,0.38,-16.24
137400,137400,BASELINE_V2,2026-04-17,2026-04-20,54100.0,2026-05-20,LOSS_GUARD_CLOSE_LE_NEG_15,-16.73,14.6,-18.11
