ticker,signal_reference_date,market_cap_value,source_type,proxy_method,anchor_date,anchor_age_days,anchor_market_cap,anchor_listed_shares,anchor_close,target_price_date,target_close,close_semantics,estimated_market_cap,market_cap_threshold,market_cap_status,near_threshold,confidence_class,posthoc_next_anchor_date,posthoc_next_anchor_shares,posthoc_share_change_flag,failure_reason
000070,2025-06-13,737383431115.8322,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,509574124500.0,,39704.0,2025-06-13,57454.0,ADJUSTED_CLOSE,737383431115.8322,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000120,2026-01-30,2367921307200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,217,1996080100000.0,,87500.0,2026-01-30,103800.0,ADJUSTED_CLOSE,2367921307200.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000150,2022-11-25,1616031063000.0,ACTUAL_KRX,,2022-11-25,0,1616031063000.0,,,2022-11-25,,ADJUSTED_CLOSE,1616031063000.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000150,2023-03-10,1779617029500.0,ACTUAL_KRX,,2023-03-10,0,1779617029500.0,,,2023-03-10,,ADJUSTED_CLOSE,1779617029500.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000180,2025-09-05,120949274400.00002,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,70,110137776400.0,,7895.0,2025-09-05,8670.0,ADJUSTED_CLOSE,120949274400.00002,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,,,,
000210,2025-05-30,927297867000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,63,696783143000.0,,33250.0,2025-05-30,44250.0,ADJUSTED_CLOSE,927297867000.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000210,2026-02-27,1083419202799.9999,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,245,945110368400.0,,45100.0,2026-02-27,51700.0,ADJUSTED_CLOSE,1083419202799.9999,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000210,2026-03-27,1311838338400.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,273,945110368400.0,,45100.0,2026-03-27,62600.0,ADJUSTED_CLOSE,1311838338400.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000230,2025-11-07,154987572000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,133,79051740000.0,,6850.0,2025-11-07,13430.0,ADJUSTED_CLOSE,154987572000.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000240,2024-09-13,1689847272000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,63,1472445572400.0,,15510.0,2024-09-13,17800.0,ADJUSTED_CLOSE,1689847272000.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-09-27,,,
000270,2023-03-31,32834431107000.0,ACTUAL_KRX,,2023-03-31,0,32834431107000.0,,,2023-03-31,,ADJUSTED_CLOSE,32834431107000.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000270,2025-10-24,45692585416800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,119,38852616146400.0,,97700.0,2025-10-24,114900.0,ADJUSTED_CLOSE,45692585416800.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000320,2024-10-11,184481175879.99997,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-09-27,14,178898892460.0,,13460.0,2024-10-11,13880.0,ADJUSTED_CLOSE,184481175879.99997,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2024-12-27,,,
000370,2025-06-13,643231421650.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,471041522025.0,,4035.0,2025-06-13,5510.0,ADJUSTED_CLOSE,643231421650.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000430,2026-06-05,295430000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,343,229090000000.0,,3695.0,2026-06-05,4765.0,ADJUSTED_CLOSE,295430000000.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000440,2026-02-20,127033451999.99998,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,238,104615784000.0,,16800.0,2026-02-20,20400.0,ADJUSTED_CLOSE,127033451999.99998,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000490,2025-02-14,340509664640.00006,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,14,305894600840.0,,11930.0,2025-02-14,13280.0,ADJUSTED_CLOSE,340509664640.00006,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000520,2024-09-13,272667751499.99997,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,63,181144389950.0,,8570.0,2024-09-13,12900.0,ADJUSTED_CLOSE,272667751499.99997,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-09-27,,,
000540,2025-06-13,284916130575.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,226134110400.0,,3520.0,2025-06-13,4435.0,ADJUSTED_CLOSE,284916130575.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000590,2024-08-02,78158431400.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,21,80698291800.0,,69900.0,2024-08-02,67700.0,ADJUSTED_CLOSE,78158431400.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,2024-09-27,,,
000590,2024-08-09,78620224200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,28,80698291800.0,,69900.0,2024-08-09,68100.0,ADJUSTED_CLOSE,78620224200.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,2024-09-27,,,
000590,2024-08-16,78966568800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,35,80698291800.0,,69900.0,2024-08-16,68400.0,ADJUSTED_CLOSE,78966568800.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,2024-09-27,,,
000590,2024-08-23,78273879600.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,42,80698291800.0,,69900.0,2024-08-23,67800.0,ADJUSTED_CLOSE,78273879600.0,100000000000.0,FAIL,False,MEDIUM_CONFIDENCE_PROXY,2024-09-27,,,
000590,2025-02-07,82660911200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,7,77927535000.0,,67500.0,2025-02-07,71600.0,ADJUSTED_CLOSE,82660911200.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000590,2025-02-14,85316219800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,14,77927535000.0,,67500.0,2025-02-14,73900.0,ADJUSTED_CLOSE,85316219800.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000590,2025-02-21,86124357200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,21,77927535000.0,,67500.0,2025-02-21,74600.0,ADJUSTED_CLOSE,86124357200.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000590,2025-04-04,83815393200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,7,83353600400.0,,72200.0,2025-04-04,72600.0,ADJUSTED_CLOSE,83815393200.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-04-11,81852773800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,14,83353600400.0,,72200.0,2025-04-11,70900.0,ADJUSTED_CLOSE,81852773800.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-04-18,84623530600.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,21,83353600400.0,,72200.0,2025-04-18,73300.0,ADJUSTED_CLOSE,84623530600.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-04-25,85085323400.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,28,83353600400.0,,72200.0,2025-04-25,73700.0,ADJUSTED_CLOSE,85085323400.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-05-30,95706557800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,63,83353600400.0,,72200.0,2025-05-30,82900.0,ADJUSTED_CLOSE,95706557800.0,100000000000.0,FAIL,True,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-06-13,106674136800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,83353600400.0,,72200.0,2025-06-13,92400.0,ADJUSTED_CLOSE,106674136800.0,100000000000.0,PASS,True,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000590,2025-07-11,110599375600.00002,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,103326139000.0,,89500.0,2025-07-11,95800.0,ADJUSTED_CLOSE,110599375600.00002,100000000000.0,PASS,True,HIGH_CONFIDENCE_PROXY,,,,
000590,2025-07-18,108174963400.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,21,103326139000.0,,89500.0,2025-07-18,93700.0,ADJUSTED_CLOSE,108174963400.0,100000000000.0,PASS,True,HIGH_CONFIDENCE_PROXY,,,,
000640,2024-08-16,772661488004.4137,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,35,680603473600.0,,101139.0,2024-08-16,114819.0,ADJUSTED_CLOSE,772661488004.4137,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2024-09-27,,,
000640,2025-05-30,710446636553.5103,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,63,629177278300.0,,96247.0,2025-05-30,108679.0,ADJUSTED_CLOSE,710446636553.5103,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000660,2022-03-04,90636294442500.0,ACTUAL_KRX,,2022-03-04,0,90636294442500.0,,,2022-03-04,,ADJUSTED_CLOSE,90636294442500.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000660,2023-06-02,80298660859500.0,ACTUAL_KRX,,2023-06-02,0,80298660859500.0,,,2023-06-02,,ADJUSTED_CLOSE,80298660859500.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000670,2025-11-14,1054802808149.0471,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,140,825485040000.0,,42027.0,2025-11-14,53702.0,ADJUSTED_CLOSE,1054802808149.0471,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000670,2026-01-30,1274751447783.5676,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,217,825485040000.0,,42027.0,2026-01-30,64900.0,ADJUSTED_CLOSE,1274751447783.5676,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000700,2025-06-13,158073798840.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,144792474720.0,,5560.0,2025-06-13,6070.0,ADJUSTED_CLOSE,158073798840.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000700,2025-06-20,158073798840.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,84,144792474720.0,,5560.0,2025-06-20,6070.0,ADJUSTED_CLOSE,158073798840.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
000700,2025-06-27,154167527040.0,ACTUAL_KRX,,2025-06-27,0,154167527040.0,,,2025-06-27,,ADJUSTED_CLOSE,154167527040.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000700,2025-07-04,160157143800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,7,154167527040.0,,5920.0,2025-07-04,6150.0,ADJUSTED_CLOSE,160157143800.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
000700,2025-07-11,166667596800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,154167527040.0,,5920.0,2025-07-11,6400.0,ADJUSTED_CLOSE,166667596800.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
000700,2025-07-18,163282161240.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,21,154167527040.0,,5920.0,2025-07-18,6270.0,ADJUSTED_CLOSE,163282161240.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
000700,2025-07-25,158855053200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,28,154167527040.0,,5920.0,2025-07-25,6100.0,ADJUSTED_CLOSE,158855053200.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
000700,2026-02-13,172136377319.99997,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,231,154167527040.0,,5920.0,2026-02-13,6610.0,ADJUSTED_CLOSE,172136377319.99997,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000700,2026-02-20,169792614240.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,238,154167527040.0,,5920.0,2026-02-20,6520.0,ADJUSTED_CLOSE,169792614240.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000720,2025-03-07,3969833022250.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,35,3457596503250.0,,31050.0,2025-03-07,35650.0,ADJUSTED_CLOSE,3969833022250.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000810,2022-12-16,10138215118000.0,ACTUAL_KRX,,2022-12-16,0,10138215118000.0,,,2022-12-16,,ADJUSTED_CLOSE,10138215118000.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000850,2025-07-04,72490000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,7,70070000000.0,,31850.0,2025-07-04,32950.0,ADJUSTED_CLOSE,72490000000.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,,,,
000850,2025-07-11,74470000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,70070000000.0,,31850.0,2025-07-11,33850.0,ADJUSTED_CLOSE,74470000000.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,,,,
000850,2025-07-18,73700000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,21,70070000000.0,,31850.0,2025-07-18,33500.0,ADJUSTED_CLOSE,73700000000.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,,,,
000850,2025-07-25,71060000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,28,70070000000.0,,31850.0,2025-07-25,32300.0,ADJUSTED_CLOSE,71060000000.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,,,,
000850,2025-08-01,69080000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,35,70070000000.0,,31850.0,2025-08-01,31400.0,ADJUSTED_CLOSE,69080000000.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,,,,
000850,2025-08-08,70950000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,42,70070000000.0,,31850.0,2025-08-08,32250.0,ADJUSTED_CLOSE,70950000000.0,100000000000.0,FAIL,False,MEDIUM_CONFIDENCE_PROXY,,,,
000850,2026-01-23,86020000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,210,70070000000.0,,31850.0,2026-01-23,39100.0,ADJUSTED_CLOSE,86020000000.0,100000000000.0,FAIL,True,LOW_CONFIDENCE_PROXY,,,,
000850,2026-01-30,87230000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,217,70070000000.0,,31850.0,2026-01-30,39650.0,ADJUSTED_CLOSE,87230000000.0,100000000000.0,FAIL,True,LOW_CONFIDENCE_PROXY,,,,
000850,2026-02-06,90530000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,224,70070000000.0,,31850.0,2026-02-06,41150.0,ADJUSTED_CLOSE,90530000000.0,100000000000.0,FAIL,True,LOW_CONFIDENCE_PROXY,,,,
000850,2026-02-13,93830000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,231,70070000000.0,,31850.0,2026-02-13,42650.0,ADJUSTED_CLOSE,93830000000.0,100000000000.0,FAIL,True,LOW_CONFIDENCE_PROXY,,,,
000850,2026-02-20,97460000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,238,70070000000.0,,31850.0,2026-02-20,44300.0,ADJUSTED_CLOSE,97460000000.0,100000000000.0,FAIL,True,LOW_CONFIDENCE_PROXY,,,,
000860,2026-01-02,180180000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,189,167700000000.0,,12900.0,2026-01-02,13860.0,ADJUSTED_CLOSE,180180000000.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
000880,2023-06-02,2301233164500.0,ACTUAL_KRX,,2023-06-02,0,2301233164500.0,,,2023-06-02,,ADJUSTED_CLOSE,2301233164500.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000880,2024-02-02,2331216658500.0,ACTUAL_KRX,,2024-02-02,0,2331216658500.0,,,2024-02-02,,ADJUSTED_CLOSE,2331216658500.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
000880,2025-02-14,3200737984500.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-01-31,14,2286241417500.0,,30500.0,2025-02-14,42700.0,ADJUSTED_CLOSE,3200737984500.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2025-03-28,,,
000990,2025-09-19,2592877539200.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,84,2046774906800.0,,46100.0,2025-09-19,58400.0,ADJUSTED_CLOSE,2592877539200.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,,,,
001040,2023-01-06,2357501438400.0,ACTUAL_KRX,,2023-01-06,0,2357501438400.0,,,2023-01-06,,ADJUSTED_CLOSE,2357501438400.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
001040,2023-12-08,2868098903400.0,ACTUAL_KRX,,2023-12-08,0,2868098903400.0,,,2023-12-08,,ADJUSTED_CLOSE,2868098903400.0,100000000000.0,PASS,False,OFFICIAL_AUTHORITATIVE,,,,
001120,2025-07-04,1176366000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,7,1201560000000.0,,31000.0,2025-07-04,30350.0,ADJUSTED_CLOSE,1176366000000.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001130,2025-06-13,261781000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,217334000000.0,,12860.0,2025-06-13,15490.0,ADJUSTED_CLOSE,261781000000.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
001200,2025-07-11,398605310070.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,349203436890.0,,3605.0,2025-07-11,4115.0,ADJUSTED_CLOSE,398605310070.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001200,2026-02-13,463021478040.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,231,349203436890.0,,3605.0,2026-02-13,4780.0,ADJUSTED_CLOSE,463021478040.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
001210,2025-01-10,70785369246.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-12-27,14,50312580201.0,,4485.0,2025-01-10,6310.0,ADJUSTED_CLOSE,70785369246.0,100000000000.0,FAIL,False,HIGH_CONFIDENCE_PROXY,2025-01-31,,,
001230,2026-02-20,287511221086.678,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,238,252177830190.0,,1770.0,2026-02-20,2018.0,ADJUSTED_CLOSE,287511221086.678,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
001250,2024-08-30,329309718360.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,49,265346051260.0,,3215.0,2024-08-30,3990.0,ADJUSTED_CLOSE,329309718360.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-09-27,,,
001250,2024-09-13,345816471160.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-07-12,63,265346051260.0,,3215.0,2024-09-13,4190.0,ADJUSTED_CLOSE,345816471160.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-09-27,,,
001260,2025-06-13,108846572040.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,74629221480.0,,7590.0,2025-06-13,11070.0,ADJUSTED_CLOSE,108846572040.0,100000000000.0,PASS,True,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
001260,2026-04-10,105700149000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,287,88493148000.0,,9000.0,2026-04-10,10750.0,ADJUSTED_CLOSE,105700149000.0,100000000000.0,PASS,True,LOW_CONFIDENCE_PROXY,,,,
001270,2024-11-01,290875302300.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-09-27,35,303837659800.0,,29300.0,2024-11-01,28050.0,ADJUSTED_CLOSE,290875302300.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,2024-12-27,,,
001270,2024-11-08,289319819400.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-09-27,42,303837659800.0,,29300.0,2024-11-08,27900.0,ADJUSTED_CLOSE,289319819400.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-12-27,,,
001270,2024-11-15,291393796600.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-09-27,49,303837659800.0,,29300.0,2024-11-15,28100.0,ADJUSTED_CLOSE,291393796600.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-12-27,,,
001270,2024-11-22,288801325100.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2024-09-27,56,303837659800.0,,29300.0,2024-11-22,27850.0,ADJUSTED_CLOSE,288801325100.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2024-12-27,,,
001270,2025-05-23,366575470100.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,56,279986922000.0,,27000.0,2025-05-23,35350.0,ADJUSTED_CLOSE,366575470100.0,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
001290,2025-07-11,90786506560.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,74969287040.0,,692.0,2025-07-11,838.0,ADJUSTED_CLOSE,90786506560.0,100000000000.0,FAIL,True,HIGH_CONFIDENCE_PROXY,,,,
001390,2025-11-28,374525648800.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,154,314957584000.0,,4600.0,2025-11-28,5470.0,ADJUSTED_CLOSE,374525648800.0,100000000000.0,PASS,False,LOW_CONFIDENCE_PROXY,,,,
001450,2025-07-04,2445090000000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,7,2382510000000.0,,26650.0,2025-07-04,27350.0,ADJUSTED_CLOSE,2445090000000.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001460,2025-07-04,256092149999.99997,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,7,241413697500.0,,38650.0,2025-07-04,41000.0,ADJUSTED_CLOSE,256092149999.99997,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001460,2025-07-11,265461375000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,14,241413697500.0,,38650.0,2025-07-11,42500.0,ADJUSTED_CLOSE,265461375000.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001460,2025-07-18,257965995000.0,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-06-27,21,241413697500.0,,38650.0,2025-07-18,41300.0,ADJUSTED_CLOSE,257965995000.0,100000000000.0,PASS,False,HIGH_CONFIDENCE_PROXY,,,,
001500,2025-06-13,468076143079.99994,PROXY_ANCHOR_PRICE_RATIO,ANCHOR_PRICE_RATIO_PROXY,2025-03-28,77,352448350800.0,,5700.0,2025-06-13,7570.0,ADJUSTED_CLOSE,468076143079.99994,100000000000.0,PASS,False,MEDIUM_CONFIDENCE_PROXY,2025-06-27,,,
