strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,156080,2024-05-03,2024-05-07,17605.0,2024-11-13,2024-11-14,14925.0,LOSS_GUARD_CLOSE_LE_NEG_15,REALIZED,-15.22,7.61,-15.36,127,22.83,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2024-11-14,14925.0
V2,156080,2025-06-27,2025-06-30,18485.0,2026-04-30,2026-05-04,47900.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,159.13,159.13,-1.08,207,0.0,2,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-05-04,47900.0
V3,156080,2024-05-03,2024-05-07,17605.0,2026-07-28,2026-07-29,45595.0,HARD_EXIT,REALIZED,158.99,314.09,-18.94,539,155.1,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-07-29,45595.0
V4,156080,2024-05-03,2024-05-07,17605.0,2024-11-13,2024-11-14,14925.0,PRE_WINNER_PRICE_STRUCTURE_FAILURE,REALIZED,-15.22,7.61,-15.36,127,22.83,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2024-11-14,14925.0
V4,156080,2025-06-27,2025-06-30,18485.0,2026-07-28,2026-07-29,45595.0,WINNER_HARD_EXIT,REALIZED,146.66,294.37,-1.08,265,147.71,2,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-07-29,45595.0
Julia,156080,2024-05-03,2024-05-07,17605.0,2026-04-30,2026-05-04,47900.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,172.08,172.08,-18.94,481,0.0,1,JULIA_STRATEGY_V00,2026-05-04,47900.0
