ticker,issuer_name,prior_claimed_event,authoritative_event_anchor,official_evidence_found,authority_source_tier,authority_record_id,normalized_event_type,adjudication,adjudication_reason
005930,삼성전자,STOCK_SPLIT,2018-05-04,True,TIER_A1_OPENDART,DART_RCP_20180131000186,STOCK_SPLIT,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(주식분할결정)) 내용 검증 완료 (구 rcpNo DART_RCP_20180323001340 -> 신규 공식 rcpNo DART_RCP_20180131000186 정정 확인)
035420,NAVER,STOCK_SPLIT,2018-10-12,True,TIER_A1_OPENDART,DART_RCP_20180726000282,STOCK_SPLIT,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(주식분할결정)) 내용 검증 완료 (구 rcpNo DART_RCP_20180726000405 -> 신규 공식 rcpNo DART_RCP_20180726000282 정정 확인)
035720,카카오,STOCK_SPLIT,2021-04-15,True,TIER_A1_OPENDART,DART_RCP_20210225000572,STOCK_SPLIT,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(주식분할결정)) 내용 검증 완료 (구 rcpNo DART_RCP_20210225001089 -> 신규 공식 rcpNo DART_RCP_20210225000572 정정 확인)
003670,포스코퓨처엠,RIGHTS_OFFERING,2021-01-13,True,TIER_A1_OPENDART,DART_RCP_20201106000375,RIGHTS_OFFERING,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(유상증자결정)) 내용 검증 완료
028260,삼성물산,MERGER,2015-09-01,True,TIER_A1_OPENDART,DART_RCP_20150526000552,MERGER,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(회사합병결정)) 내용 검증 완료
000100,유한양행,BONUS_ISSUE,2020-04-01,True,TIER_A1_OPENDART,DART_RCP_20191210000412,BONUS_ISSUE,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(무상증자결정)) 내용 검증 완료
004020,현대제철,MERGER,2015-07-01,True,TIER_A1_OPENDART,DART_RCP_20150408000450,MERGER,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(회사합병결정)) 내용 검증 완료
010130,고려아연,RIGHTS_OFFERING,2022-08-30,True,TIER_A1_OPENDART,DART_RCP_20220818000620,RIGHTS_OFFERING,CONFIRMED,DART 공식 주요사항보고서(주요사항보고서(유상증자결정)) 내용 검증 완료
