control_id,ticker,issuer_name,normalized_event_type,source_event_type,event_anchor_type,event_anchor_date,event_anchor_start,event_anchor_end,authority_source_tier,authority_source_name,authority_record_id,raw_evidence_path,raw_evidence_sha256,selection_role,selection_order,selection_algorithm
CORP_005930_STOCK_SPLIT,005930,삼성전자,STOCK_SPLIT,주식분할,EFFECTIVE_DATE,2018-05-04,2018-01-02,2018-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20180131000186,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/005930_STOCK_SPLIT_20180131000186.html,310d52e52761a6b136da42e5102ca8359411c86fbc6eb3e15233699162488799,DISCOVERED_OFFICIAL_CONTROL,1,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_035420_STOCK_SPLIT,035420,NAVER,STOCK_SPLIT,주식분할,EFFECTIVE_DATE,2018-10-12,2018-01-02,2018-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20180726000282,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/035420_STOCK_SPLIT_20180726000282.html,539638228fd93e59da95eeab3176b8f8e05c7b6a99e668cbe63a6a4d0a606e8f,DISCOVERED_OFFICIAL_CONTROL,2,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_035720_STOCK_SPLIT,035720,카카오,STOCK_SPLIT,주식분할,EFFECTIVE_DATE,2021-04-15,2021-01-04,2021-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20210225000572,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/035720_STOCK_SPLIT_20210225000572.html,b5284d7eb6adacb248bba71313cec58f19e2da9787c67c3e305464819b19e4f3,DISCOVERED_OFFICIAL_CONTROL,3,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_003670_RIGHTS_OFFERING,003670,포스코퓨처엠,RIGHTS_OFFERING,유상증자,EX_DATE,2021-01-13,2020-06-01,2021-06-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20201106000375,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/003670_RIGHTS_OFFERING_20201106000375.html,6231c378a08f409ba9899fcd8150c99e52e99ef5a38cfb2e7c8f802703a4e935,DISCOVERED_OFFICIAL_CONTROL,4,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_028260_MERGER,028260,삼성물산,MERGER,회사합병,MERGER_EFFECTIVE_DATE,2015-09-01,2015-01-02,2016-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20150526000552,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/028260_MERGER_20150526000552.html,fa7dc965580dcd2e54934bf6d2454dafd46a660366bce03f8f866de30855f9f8,DISCOVERED_OFFICIAL_CONTROL,5,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_000100_BONUS_ISSUE,000100,유한양행,BONUS_ISSUE,무상증자,EX_DATE,2020-04-01,2020-01-02,2021-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20191210000412,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/000100_BONUS_ISSUE_20191210000412.html,7bfdf162e4a642aca9ee43ba5449c60ecfd4bcf4880d00eabb2ddabb1a67ae67,DISCOVERED_OFFICIAL_CONTROL,6,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_004020_MERGER,004020,현대제철,MERGER,회사합병,MERGER_EFFECTIVE_DATE,2015-07-01,2015-01-02,2015-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20150408000450,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/004020_MERGER_20150408000450.html,d09a2a60f90572b8025d9f5425aff5b4ea07080935bd4a0d2546c01d3afea1da,DISCOVERED_OFFICIAL_CONTROL,7,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
CORP_010130_RIGHTS_OFFERING,010130,고려아연,RIGHTS_OFFERING,유상증자,EFFECTIVE_DATE,2022-08-30,2022-01-03,2023-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20220818000620,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix02/raw/010130_RIGHTS_OFFERING_20220818000620.html,2149d6dd38ab98c1e47299970b3b2fdf1893525d965fb8310e3f12957b097e2d,DISCOVERED_OFFICIAL_CONTROL,8,OFFICIAL_DISCOVERY_ISSUER_FIRST_STRATIFICATION_V01_FIX02
