strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,117460,2023-04-28,2023-05-02,18230.0,2023-10-10,2023-10-11,15700.0,LOSS_GUARD_CLOSE_LE_NEG_15,REALIZED,-13.88,25.29,-16.29,108,39.17,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2023-10-11,15700.0
V2,117460,2025-10-31,2025-11-03,14220.0,2026-06-30,2026-07-01,13510.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-4.99,36.22,-14.7,162,41.21,2,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,13510.0
V3,117460,2023-04-28,2023-05-02,18230.0,2023-08-04,2023-08-07,19825.0,SOFT_EXIT,REALIZED,8.75,25.29,-8.97,67,16.54,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2023-08-07,19825.0
V3,117460,2025-10-31,2025-11-03,14220.0,2026-03-04,2026-03-05,15545.0,HARD_EXIT,REALIZED,9.32,30.1,-13.01,82,20.78,2,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-03-05,15545.0
V3,117460,2026-04-17,2026-04-20,16940.0,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,-21.66,14.34,-34.74,84,36.0,3,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-08-21,13270.0
V4,117460,2023-04-28,2023-05-02,18230.0,2023-08-16,2023-08-17,17810.0,WINNER_HARD_EXIT,REALIZED,-2.3,25.29,-8.97,74,27.59,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2023-08-17,17810.0
V4,117460,2025-10-31,2025-11-03,14220.0,2026-03-04,2026-03-05,15545.0,WINNER_HARD_EXIT,REALIZED,9.32,30.1,-13.01,82,20.78,2,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-03-05,15545.0
V4,117460,2026-04-17,2026-04-20,16940.0,2026-07-31,2026-08-03,12070.0,PRE_WINNER_PRICE_STRUCTURE_FAILURE,REALIZED,-28.75,14.34,-34.74,71,43.09,3,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-08-03,12070.0
Julia,117460,2023-04-28,2023-05-02,18230.0,2026-06-30,2026-07-01,13510.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-25.89,25.29,-53.98,770,51.18,1,JULIA_STRATEGY_V00,2026-07-01,13510.0
