trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_terminal_reason,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source
003200_03,003200|KR7003200003|KOSPI|2010-01-04|2026-09-01|003200_03,003200,KR7003200003|KOSPI|2010-01-04|2026-09-01,2025-07-14,2025-07-11,11670.00000000,2025-08-04,LOSS_GUARD_CLOSE_LE_NEG_15,-15.68000000,16,False,2025-08-04,LOSS_GUARD_CLOSE_LE_NEG_15,-15.68000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003220_01,003220|KR7003220001|KOSPI|2010-01-04|2026-09-01|003220_01,003220,KR7003220001|KOSPI|2010-01-04|2026-09-01,2022-12-19,2022-12-16,20350.00000000,2023-01-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.23000000,17,False,2023-01-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.23000000,17,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003220_02,003220|KR7003220001|KOSPI|2010-01-04|2026-09-01|003220_02,003220,KR7003220001|KOSPI|2010-01-04|2026-09-01,2023-09-11,2023-09-08,18510.00000000,2023-10-20,LOSS_GUARD_CLOSE_LE_NEG_15,-17.34000000,25,False,2023-10-20,LOSS_GUARD_CLOSE_LE_NEG_15,-17.34000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003230_01,003230|KR7003230000|KOSPI|2010-01-04|2026-09-01|003230_01,003230,KR7003230000|KOSPI|2010-01-04|2026-09-01,2022-04-25,2022-04-22,104500.00000000,2022-05-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.89000000,12,False,2022-05-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.89000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003230_02,003230|KR7003230000|KOSPI|2010-01-04|2026-09-01|003230_02,003230,KR7003230000|KOSPI|2010-01-04|2026-09-01,2022-12-26,2022-12-23,124500.00000000,2023-05-31,LOSS_GUARD_CLOSE_LE_NEG_15,-14.86000000,106,False,2023-05-31,LOSS_GUARD_CLOSE_LE_NEG_15,-14.86000000,106,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003240_01,003240|KR7003240009|KOSPI|2010-01-04|2026-09-01|003240_01,003240,KR7003240009|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,899000.00000000,2024-02-27,LOSS_GUARD_CLOSE_LE_NEG_15,-15.46000000,15,False,2024-02-27,LOSS_GUARD_CLOSE_LE_NEG_15,-15.46000000,15,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003240_02,003240|KR7003240009|KOSPI|2010-01-04|2026-09-01|003240_02,003240,KR7003240009|KOSPI|2010-01-04|2026-09-01,2025-03-04,2025-02-28,717000.00000000,2026-08-31,OPEN_AT_CUTOFF,29.99000000,366,True,2026-08-31,OPEN_AT_CUTOFF,29.99000000,366,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003300_01,003300|KR7003300001|KOSPI|2010-01-04|2026-09-01|003300_01,003300,KR7003300001|KOSPI|2010-01-04|2026-09-01,2021-06-07,2021-06-04,13206.00000000,2026-08-31,OPEN_AT_CUTOFF,43.27000000,1276,True,2026-08-31,OPEN_AT_CUTOFF,43.27000000,1276,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003350_01,003350|KR7003350006|KOSPI|2010-01-04|2026-09-01|003350_01,003350,KR7003350006|KOSPI|2010-01-04|2026-09-01,2024-05-27,2024-05-24,8500.00000000,2024-09-02,EXIT4_SCORE_DRAWDOWN_GE_15,70.59000000,69,False,2024-09-02,EXIT4_SCORE_DRAWDOWN_GE_15,70.59000000,69,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003380_01,003380|KR7003380003|KOSDAQ|2017-06-30|2026-09-01|003380_01,003380,KR7003380003|KOSDAQ|2017-06-30|2026-09-01,2023-02-06,2023-02-03,9650.00000000,2023-06-01,LOSS_GUARD_CLOSE_LE_NEG_15,-15.44000000,80,False,2023-06-01,LOSS_GUARD_CLOSE_LE_NEG_15,-15.44000000,80,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003410_01,003410|KR7003410008|KOSPI|2010-01-04|2024-07-08|003410_01,003410,KR7003410008|KOSPI|2010-01-04|2024-07-08,2021-08-02,2021-07-30,7980.00000000,2026-08-31,OPEN_AT_CUTOFF,-12.28000000,709,True,2026-08-31,OPEN_AT_CUTOFF,-12.28000000,709,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003460_01,003460|KR7003460003|KOSPI|2010-01-04|2026-09-01|003460_01,003460,KR7003460003|KOSPI|2010-01-04|2026-09-01,2021-04-12,2021-04-09,2715.00000000,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.31000000,298,False,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.31000000,298,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003460_02,003460|KR7003460003|KOSPI|2010-01-04|2026-09-01|003460_02,003460,KR7003460003|KOSPI|2010-01-04|2026-09-01,2023-06-19,2023-06-16,2480.00000000,2023-10-05,LOSS_GUARD_CLOSE_LE_NEG_15,-14.92000000,74,False,2023-10-05,LOSS_GUARD_CLOSE_LE_NEG_15,-14.92000000,74,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003460_03,003460|KR7003460003|KOSPI|2010-01-04|2026-09-01|003460_03,003460,KR7003460003|KOSPI|2010-01-04|2026-09-01,2025-05-07,2025-05-02,2415.00000000,2026-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,28.16000000,261,False,2026-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,28.16000000,261,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003470_01,003470|KR7003470002|KOSPI|2010-01-04|2026-09-01|003470_01,003470,KR7003470002|KOSPI|2010-01-04|2026-09-01,2021-06-07,2021-06-04,5040.00000000,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-20.04000000,81,False,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-20.04000000,81,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003470_02,003470|KR7003470002|KOSPI|2010-01-04|2026-09-01|003470_02,003470,KR7003470002|KOSPI|2010-01-04|2026-09-01,2025-05-19,2025-05-16,3120.00000000,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,71.47000000,235,False,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,71.47000000,235,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003480_01,003480|KR7003480001|KOSPI|2010-01-04|2026-09-01|003480_01,003480,KR7003480001|KOSPI|2010-01-04|2026-09-01,2024-07-01,2024-06-28,3750.00000000,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,31.07000000,325,False,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,31.07000000,325,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003490_01,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_01,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,21633.00000000,2021-05-03,EXIT4_SCORE_DRAWDOWN_GE_15,24.35000000,78,False,2021-05-03,EXIT4_SCORE_DRAWDOWN_GE_15,24.35000000,78,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003490_02,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_02,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2025-01-20,2025-01-17,24000.00000000,2025-04-10,LOSS_GUARD_CLOSE_LE_NEG_15,-12.71000000,54,False,2025-04-10,LOSS_GUARD_CLOSE_LE_NEG_15,-12.71000000,54,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003490_03,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_03,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2025-07-21,2025-07-18,25800.00000000,2025-11-10,LOSS_GUARD_CLOSE_LE_NEG_15,-15.31000000,75,False,2025-11-10,LOSS_GUARD_CLOSE_LE_NEG_15,-15.31000000,75,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003490_04,003490|KR7003490000|KOSPI|2010-01-04|2026-09-01|003490_04,003490,KR7003490000|KOSPI|2010-01-04|2026-09-01,2026-03-03,2026-02-27,26100.00000000,2026-08-31,OPEN_AT_CUTOFF,7.66000000,124,True,2026-08-31,OPEN_AT_CUTOFF,7.66000000,124,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003530_01,003530|KR7003530003|KOSPI|2010-01-04|2026-09-01|003530_01,003530,KR7003530003|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,2815.00000000,2026-03-03,EXIT4_SCORE_DRAWDOWN_GE_15,183.48000000,1259,False,2026-03-03,EXIT4_SCORE_DRAWDOWN_GE_15,183.48000000,1259,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003540_01,003540|KR7003540002|KOSPI|2010-01-04|2026-09-01|003540_01,003540,KR7003540002|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,13250.00000000,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,44.91000000,162,False,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,44.91000000,162,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003540_02,003540|KR7003540002|KOSPI|2010-01-04|2026-09-01|003540_02,003540,KR7003540002|KOSPI|2010-01-04|2026-09-01,2024-02-19,2024-02-16,15900.00000000,2026-03-03,EXIT4_SCORE_DRAWDOWN_GE_15,168.55000000,493,False,2026-03-03,EXIT4_SCORE_DRAWDOWN_GE_15,168.55000000,493,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003550_01,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_01,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,98717.00000000,2021-03-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.22000000,41,False,2021-03-11,LOSS_GUARD_CLOSE_LE_NEG_15,-15.22000000,41,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003550_02,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_02,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2022-08-16,2022-08-12,85100.00000000,2024-01-18,LOSS_GUARD_CLOSE_LE_NEG_15,-15.28000000,352,False,2024-01-18,LOSS_GUARD_CLOSE_LE_NEG_15,-15.28000000,352,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003550_03,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_03,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,91000.00000000,2024-04-16,LOSS_GUARD_CLOSE_LE_NEG_15,-16.04000000,48,False,2024-04-16,LOSS_GUARD_CLOSE_LE_NEG_15,-16.04000000,48,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003550_04,003550|KR7003550001|KOSPI|2010-01-04|2026-09-01|003550_04,003550,KR7003550001|KOSPI|2010-01-04|2026-09-01,2026-01-26,2026-01-23,93700.00000000,2026-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,25.72000000,147,False,2026-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,25.72000000,147,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003560_01,003560|KR7003560000|KOSPI|2010-01-04|2026-01-14|003560_01,003560,KR7003560000|KOSPI|2010-01-04|2026-01-14,2021-02-22,2021-02-19,85088.00000000,2021-08-18,LOSS_GUARD_CLOSE_LE_NEG_15,-18.26000000,124,False,2021-08-18,LOSS_GUARD_CLOSE_LE_NEG_15,-18.26000000,124,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003570_01,003570|KR7003570009|KOSPI|2010-01-04|2026-09-01|003570_01,003570,KR7003570009|KOSPI|2010-01-04|2026-09-01,2021-03-08,2021-03-05,7480.00000000,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,40.37000000,125,False,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,40.37000000,125,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003570_02,003570|KR7003570009|KOSPI|2010-01-04|2026-09-01|003570_02,003570,KR7003570009|KOSPI|2010-01-04|2026-09-01,2022-08-29,2022-08-26,11950.00000000,2022-09-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.32000000,12,False,2022-09-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.32000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003570_03,003570|KR7003570009|KOSPI|2010-01-04|2026-09-01|003570_03,003570,KR7003570009|KOSPI|2010-01-04|2026-09-01,2023-10-23,2023-10-20,11630.00000000,2024-03-04,EXIT4_SCORE_DRAWDOWN_GE_15,60.62000000,90,False,2024-03-04,EXIT4_SCORE_DRAWDOWN_GE_15,60.62000000,90,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003580_01,003580|KR7003580008|KOSPI|2010-01-04|2026-09-01|003580_01,003580,KR7003580008|KOSPI|2010-01-04|2026-09-01,2021-04-05,2021-04-02,9600.00000000,2021-04-08,LOSS_GUARD_CLOSE_LE_NEG_15,-17.08000000,4,False,2021-04-08,LOSS_GUARD_CLOSE_LE_NEG_15,-17.08000000,4,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003650_01,003650|KR7003650009|KOSPI|2010-01-04|2026-09-01|003650_01,003650,KR7003650009|KOSPI|2010-01-04|2026-09-01,2021-04-05,2021-04-02,77800.00000000,2023-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.17000000,489,False,2023-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.17000000,489,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003650_02,003650|KR7003650009|KOSPI|2010-01-04|2026-09-01|003650_02,003650,KR7003650009|KOSPI|2010-01-04|2026-09-01,2024-03-25,2024-03-22,80300.00000000,2026-08-31,OPEN_AT_CUTOFF,71.23000000,592,True,2026-08-31,OPEN_AT_CUTOFF,71.23000000,592,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003670_01,003670|KR7003670007|KOSPI|2019-05-29|2026-09-01|003670_01,003670,KR7003670007|KOSPI|2019-05-29|2026-09-01,2022-08-16,2022-08-12,156544.00000000,2023-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,117.65000000,197,False,2023-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,117.65000000,197,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003670_02,003670|KR7003670007|KOSPI|2019-05-29|2026-09-01|003670_02,003670,KR7003670007|KOSPI|2019-05-29|2026-09-01,2026-05-11,2026-05-08,290000.00000000,2026-05-18,LOSS_GUARD_CLOSE_LE_NEG_15,-19.83000000,6,False,2026-05-18,LOSS_GUARD_CLOSE_LE_NEG_15,-19.83000000,6,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003690_01,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_01,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2021-04-26,2021-04-23,5713.00000000,2022-09-29,LOSS_GUARD_CLOSE_LE_NEG_15,-14.63000000,345,False,2022-09-29,LOSS_GUARD_CLOSE_LE_NEG_15,-14.63000000,345,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003690_02,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_02,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2023-02-27,2023-02-24,5750.00000000,2023-07-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.60000000,88,False,2023-07-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.60000000,88,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003690_03,003690|KR7003690005|KOSPI|2010-01-04|2026-09-01|003690_03,003690,KR7003690005|KOSPI|2010-01-04|2026-09-01,2023-09-18,2023-09-15,5967.00000000,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,77.81000000,512,False,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,77.81000000,512,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003720_01,003720|KR7003720000|KOSPI|2010-01-04|2026-09-01|003720_01,003720,KR7003720000|KOSPI|2010-01-04|2026-09-01,2023-03-27,2023-03-24,3510.00000000,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,224.79000000,756,False,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,224.79000000,756,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003780_01,003780|KR7003780004|KOSPI|2010-01-04|2026-09-01|003780_01,003780,KR7003780004|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,5010.00000000,2021-01-29,LOSS_GUARD_CLOSE_LE_NEG_15,-17.17000000,15,False,2021-01-29,LOSS_GUARD_CLOSE_LE_NEG_15,-17.17000000,15,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003800_01,003800|KR7003800000|KOSDAQ|2010-01-04|2026-09-01|003800_01,003800,KR7003800000|KOSDAQ|2010-01-04|2026-09-01,2021-03-29,2021-03-26,46250.00000000,2022-09-14,LOSS_GUARD_CLOSE_LE_NEG_15,-15.68000000,363,False,2022-09-14,LOSS_GUARD_CLOSE_LE_NEG_15,-15.68000000,363,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003800_02,003800|KR7003800000|KOSDAQ|2010-01-04|2026-09-01|003800_02,003800,KR7003800000|KOSDAQ|2010-01-04|2026-09-01,2025-06-30,2025-06-27,29400.00000000,2026-08-31,OPEN_AT_CUTOFF,12.41000000,287,True,2026-08-31,OPEN_AT_CUTOFF,12.41000000,287,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003830_01,003830|KR7003830007|KOSPI|2010-01-04|2026-09-01|003830_01,003830,KR7003830007|KOSPI|2010-01-04|2026-09-01,2021-03-22,2021-03-19,140000.00000000,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,4.64000000,115,False,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,4.64000000,115,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003830_02,003830|KR7003830007|KOSPI|2010-01-04|2026-09-01|003830_02,003830,KR7003830007|KOSPI|2010-01-04|2026-09-01,2023-01-30,2023-01-27,138500.00000000,2023-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.52000000,39,False,2023-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.52000000,39,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003830_03,003830|KR7003830007|KOSPI|2010-01-04|2026-09-01|003830_03,003830,KR7003830007|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,121200.00000000,2024-07-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.43000000,114,False,2024-07-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.43000000,114,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003830_04,003830|KR7003830007|KOSPI|2010-01-04|2026-09-01|003830_04,003830,KR7003830007|KOSPI|2010-01-04|2026-09-01,2024-10-21,2024-10-18,121500.00000000,2026-08-31,OPEN_AT_CUTOFF,-3.29000000,454,True,2026-08-31,OPEN_AT_CUTOFF,-3.29000000,454,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
003850_01,003850|KR7003850005|KOSPI|2010-01-04|2026-09-01|003850_01,003850,KR7003850005|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,12010.00000000,2024-06-12,LOSS_GUARD_CLOSE_LE_NEG_15,-16.15000000,85,False,2024-06-12,LOSS_GUARD_CLOSE_LE_NEG_15,-16.15000000,85,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003920_01,003920|KR7003920006|KOSPI|2010-01-04|2026-09-01|003920_01,003920,KR7003920006|KOSPI|2010-01-04|2026-09-01,2023-02-06,2023-02-03,54877.00000000,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.49000000,56,False,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.49000000,56,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003920_02,003920|KR7003920006|KOSPI|2010-01-04|2026-09-01|003920_02,003920,KR7003920006|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,59400.00000000,2024-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,-15.32000000,44,False,2024-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,-15.32000000,44,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003920_03,003920|KR7003920006|KOSPI|2010-01-04|2026-09-01|003920_03,003920,KR7003920006|KOSPI|2010-01-04|2026-09-01,2024-10-28,2024-10-25,65900.00000000,2025-09-03,LOSS_GUARD_CLOSE_LE_NEG_15,-14.87000000,201,False,2025-09-03,LOSS_GUARD_CLOSE_LE_NEG_15,-14.87000000,201,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003960_01,003960|KR7003960002|KOSPI|2010-01-04|2026-09-01|003960_01,003960,KR7003960002|KOSPI|2010-01-04|2026-09-01,2021-05-17,2021-05-14,21150.00000000,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,44.21000000,76,False,2021-09-01,EXIT4_SCORE_DRAWDOWN_GE_15,44.21000000,76,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003960_02,003960|KR7003960002|KOSPI|2010-01-04|2026-09-01|003960_02,003960,KR7003960002|KOSPI|2010-01-04|2026-09-01,2023-01-16,2023-01-13,28550.00000000,2023-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-14.89000000,40,False,2023-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-14.89000000,40,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
003960_03,003960|KR7003960002|KOSPI|2010-01-04|2026-09-01|003960_03,003960,KR7003960002|KOSPI|2010-01-04|2026-09-01,2023-12-11,2023-12-08,32800.00000000,2025-02-03,EXIT3_PROGRESSED_TO_WEAK,18.90000000,276,False,2025-02-03,EXIT3_PROGRESSED_TO_WEAK,18.90000000,276,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004000_01,004000|KR7004000006|KOSPI|2010-01-04|2026-09-01|004000_01,004000,KR7004000006|KOSPI|2010-01-04|2026-09-01,2021-04-12,2021-04-09,62800.00000000,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,15.61000000,79,False,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,15.61000000,79,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004000_02,004000|KR7004000006|KOSPI|2010-01-04|2026-09-01|004000_02,004000,KR7004000006|KOSPI|2010-01-04|2026-09-01,2026-04-20,2026-04-17,54700.00000000,2026-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,-17.18000000,33,False,2026-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,-17.18000000,33,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004020_01,004020|KR7004020004|KOSPI|2010-01-04|2026-09-01|004020_01,004020,KR7004020004|KOSPI|2010-01-04|2026-09-01,2021-01-11,2021-01-08,47100.00000000,2021-02-01,LOSS_GUARD_CLOSE_LE_NEG_15,-18.79000000,16,False,2021-02-01,LOSS_GUARD_CLOSE_LE_NEG_15,-18.79000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004020_02,004020|KR7004020004|KOSPI|2010-01-04|2026-09-01|004020_02,004020,KR7004020004|KOSPI|2010-01-04|2026-09-01,2021-03-29,2021-03-26,47150.00000000,2021-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,14.32000000,67,False,2021-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,14.32000000,67,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004020_03,004020|KR7004020004|KOSPI|2010-01-04|2026-09-01|004020_03,004020,KR7004020004|KOSPI|2010-01-04|2026-09-01,2025-07-07,2025-07-04,35250.00000000,2025-11-24,LOSS_GUARD_CLOSE_LE_NEG_15,-14.33000000,95,False,2025-11-24,LOSS_GUARD_CLOSE_LE_NEG_15,-14.33000000,95,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004020_04,004020|KR7004020004|KOSPI|2010-01-04|2026-09-01|004020_04,004020,KR7004020004|KOSPI|2010-01-04|2026-09-01,2026-02-23,2026-02-20,39150.00000000,2026-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,-26.44000000,88,False,2026-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,-26.44000000,88,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004060_01,004060|KR7004060000|KOSPI|2010-01-04|2026-09-01|004060_01,004060,KR7004060000|KOSPI|2010-01-04|2026-09-01,2021-06-07,2021-06-04,8380.00000000,2021-10-01,LOSS_GUARD_CLOSE_LE_NEG_15,-16.11000000,81,False,2021-10-01,LOSS_GUARD_CLOSE_LE_NEG_15,-16.11000000,81,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
004090_01,004090|KR7004090007|KOSPI|2010-01-04|2026-09-01|004090_01,004090,KR7004090007|KOSPI|2010-01-04|2026-09-01,2021-01-26,2021-01-22,6006.00000000,2021-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,158.08000000,77,False,2021-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,158.08000000,77,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
