variant,checkpoint,checkpoint_index,recovery_class,metric,count,mean,median,p25,p75
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,post_arm_additional_low_deterioration_pp,175,4.830087,3.77193,1.028558,7.347567
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,weak_observation_count,175,3.988571,4.0,4.0,4.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,strong_observation_count,175,0.011429,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,unavailable_observation_count,175,0.0,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,weak_share_usable,175,0.997143,1.0,1.0,1.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_4,4,NEVER_WINNER,consecutive_weak_streak,175,3.982857,4.0,4.0,4.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,arm_to_checkpoint_close_delta_pp,116,2.298109,1.48377,-3.61844,5.243969
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,post_arm_additional_close_deterioration_pp,116,4.661679,3.423547,0.5321,7.654009
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,post_arm_running_min_close_return_pct,116,-35.872075,-35.163703,-39.444444,-32.261018
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,post_arm_additional_low_deterioration_pp,116,5.550521,4.072493,1.763344,8.642581
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,weak_observation_count,116,5.956897,6.0,6.0,6.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,strong_observation_count,116,0.043103,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,unavailable_observation_count,116,0.0,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,weak_share_usable,116,0.992816,1.0,1.0,1.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,RECOVERY,consecutive_weak_streak,116,5.793103,6.0,6.0,6.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,arm_to_checkpoint_close_delta_pp,170,0.346984,0.544695,-4.549984,5.300731
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,post_arm_additional_close_deterioration_pp,170,5.178258,3.796159,0.534287,8.241425
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,post_arm_running_min_close_return_pct,170,-36.322104,-35.032467,-39.749587,-31.876717
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,post_arm_additional_low_deterioration_pp,170,6.081145,5.104933,1.468226,9.57508
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,weak_observation_count,170,5.976471,6.0,6.0,6.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,strong_observation_count,170,0.023529,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,unavailable_observation_count,170,0.0,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,weak_share_usable,170,0.996078,1.0,1.0,1.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_6,6,NEVER_WINNER,consecutive_weak_streak,170,5.964706,6.0,6.0,6.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,arm_to_checkpoint_close_delta_pp,113,2.610969,2.619693,-2.320505,6.635226
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,post_arm_additional_close_deterioration_pp,113,5.329224,4.836363,1.368301,8.559671
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,post_arm_running_min_close_return_pct,113,-36.580653,-36.211507,-39.631989,-32.496697
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,post_arm_additional_low_deterioration_pp,113,6.223001,5.447154,2.360656,9.342302
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,weak_observation_count,113,7.893805,8.0,8.0,8.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,strong_observation_count,113,0.106195,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,unavailable_observation_count,113,0.0,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,weak_share_usable,113,0.986726,1.0,1.0,1.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,RECOVERY,consecutive_weak_streak,113,7.716814,8.0,8.0,8.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,arm_to_checkpoint_close_delta_pp,160,0.939646,0.191339,-5.003798,5.471797
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,post_arm_additional_close_deterioration_pp,160,5.812939,4.69399,0.800949,9.274917
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,post_arm_running_min_close_return_pct,160,-37.018746,-35.542063,-40.242081,-32.475625
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,post_arm_additional_low_deterioration_pp,160,6.643375,5.750992,1.658937,10.568419
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,weak_observation_count,160,7.93125,8.0,8.0,8.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,strong_observation_count,160,0.06875,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,unavailable_observation_count,160,0.0,0.0,0.0,0.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,weak_share_usable,160,0.991406,1.0,1.0,1.0
FASTCORE_V1_W30_PREWINNER_ARMED_V00,WEEK_8,8,NEVER_WINNER,consecutive_weak_streak,160,7.7125,8.0,8.0,8.0
