ticker,isu_cd,market,currently_common,historical_only,requested_start,requested_end,attempt_count,retry_count,acquisition_status,error_type,error_message_sanitized,root_cause_category,classification_reason,probe_required
036690,KR7036690006,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-06-13 00:00:00'), Timestamp('2014-07-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
036840,KR7036840007,KOSDAQ,False,True,2010-01-04,2011-09-14,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-25 00:00:00'), Timestamp('2010-02-02 00:00:00'), Timestamp('2010-03-17 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
037070,KR7037070000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-09 00:00:00'), Timestamp('2014-06-16 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
037320,KR7037320009,KOSDAQ,False,True,2010-01-04,2012-03-16,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-04-26 00:00:00'), Timestamp('2010-06-01 00:00:00'), Timestamp('2010-06-25 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
037510,KR7037510005,KOSDAQ,False,True,2010-01-04,2010-01-25,1,0,EMPTY,None,,DELISTED_SYMBOL_UNSUPPORTED,Delisted symbol returns 0 rows under frozen PyKRX contract (verified by probe attempts),True
037620,KR7037620002,KOSPI,False,True,2010-01-04,2017-01-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-06-10 00:00:00'), Timestamp('2010-06-30 00:00:00'), Timestamp('2010-08-04 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
038320,KR7038320008,KOSDAQ,False,True,2010-01-04,2012-09-07,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-05 00:00:00'), Timestamp('2010-02-09 00:00:00')]",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
038340,KR7038340006,KOSDAQ,False,True,2010-01-04,2025-03-27,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-01-15 00:00:00'), Timestamp('2013-02-08 00:00:00'), Timestamp('2013-02-18 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
039610,KR7039610001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-13 00:00:00'), Timestamp('2015-01-28 00:00:00'), Timestamp('2015-02-06 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
039670,KR7039670005,KOSDAQ,False,True,2010-01-04,2022-04-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-03-04 00:00:00'), Timestamp('2010-03-19 00:00:00'), Timestamp('2010-04-08 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
041140,KR7041140005,KOSDAQ,False,True,2010-01-04,2022-04-14,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-03-15 00:00:00'), Timestamp('2010-04-22 00:00:00'), Timestamp('2010-04-27 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
041450,KR7041450008,KOSDAQ,False,True,2010-01-04,2010-09-13,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-21 00:00:00')],HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
041920,KR7041920000,KOSDAQ,True,False,2014-10-07,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2015-06-11 00:00:00'), Timestamp('2015-10-15 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
041960,KR7041960006,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-16 00:00:00'), Timestamp('2015-04-07 00:00:00'), Timestamp('2016-03-17 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
042670,KR7042670000,KOSPI,False,True,2010-01-04,2026-01-23,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-01-03 00:00:00'), Timestamp('2014-01-06 00:00:00'), Timestamp('2014-01-24 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
042940,KR7042940007,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-03 00:00:00'), Timestamp('2014-08-22 00:00:00'), Timestamp('2014-11-03 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
043100,KR7043100007,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-17 00:00:00'), Timestamp('2014-06-26 00:00:00'), Timestamp('2014-07-14 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
043630,KR7043630003,KOSDAQ,False,True,2010-01-04,2011-04-28,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-03-05 00:00:00'), Timestamp('2010-03-09 00:00:00'), Timestamp('2010-05-26 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
043680,KR7043680008,KOSDAQ,False,True,2010-01-04,2011-04-12,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-04-21 00:00:00'), Timestamp('2010-05-19 00:00:00'), Timestamp('2010-06-23 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
044180,KR7044180008,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-03 00:00:00'), Timestamp('2014-08-01 00:00:00'), Timestamp('2014-08-06 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
045470,KR7045470002,KOSDAQ,False,True,2010-01-04,2012-04-23,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-08 00:00:00'), Timestamp('2010-01-21 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
045820,KR7045820008,KOSPI,False,True,2010-01-04,2010-01-14,1,0,EMPTY,None,,DELISTED_SYMBOL_UNSUPPORTED,Delisted symbol returns 0 rows under frozen PyKRX contract (verified by probe attempts),True
046070,KR7046070009,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-12 00:00:00'), Timestamp('2014-09-26 00:00:00'), Timestamp('2014-10-08 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
046310,KR7046310009,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-17 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
046840,KR7046840005,KOSDAQ,False,True,2010-01-04,2013-04-30,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-16 00:00:00'), Timestamp('2010-04-15 00:00:00'), Timestamp('2010-04-19 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
046970,KR7046970000,KOSDAQ,True,False,2012-11-27,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-11-19 00:00:00'), Timestamp('2015-03-18 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
047440,KR7047440003,KOSDAQ,False,True,2010-01-04,2018-10-10,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-06-30 00:00:00'), Timestamp('2010-07-12 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
047450,KR7047450002,KOSDAQ,False,True,2010-01-04,2010-11-29,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-14 00:00:00'), Timestamp('2010-01-18 00:00:00')]",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
047820,KR7047820006,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-08 00:00:00'), Timestamp('2014-08-27 00:00:00'), Timestamp('2014-08-29 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
048140,KR7048140008,KOSDAQ,False,True,2010-01-04,2010-11-24,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-28 00:00:00')],HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
048260,KR7048260004,KOSDAQ,False,True,2010-01-04,2023-08-11,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2011-06-24 00:00:00'), Timestamp('2011-06-27 00:00:00'), Timestamp('2011-07-19 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
048460,KR7048460000,KOSDAQ,False,True,2010-01-04,2012-11-15,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-08-19 00:00:00'), Timestamp('2010-08-30 00:00:00'), Timestamp('2010-09-02 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
049180,KR7049180003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-01 00:00:00'), Timestamp('2014-09-16 00:00:00'), Timestamp('2015-02-02 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
049950,KR7049950009,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-12 00:00:00'), Timestamp('2014-09-18 00:00:00'), Timestamp('2014-09-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
050120,KR7050120005,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-01 00:00:00'), Timestamp('2014-08-04 00:00:00'), Timestamp('2014-12-16 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
050320,KR7050320001,KOSDAQ,False,True,2010-01-04,2022-05-30,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-05-26 00:00:00'), Timestamp('2010-08-06 00:00:00'), Timestamp('2010-10-05 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
050470,KR7050470004,KOSDAQ,False,True,2010-01-04,2012-04-30,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-15 00:00:00'), Timestamp('2010-01-25 00:00:00')]",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
050760,KR7050760008,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2023-06-30 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
050890,KR7050890003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2015-04-28 00:00:00'), Timestamp('2015-08-26 00:00:00'), Timestamp('2015-09-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
051170,KR7051170009,KOSDAQ,False,True,2010-01-04,2018-03-14,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-04-22 00:00:00')],HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
051370,KR7051370005,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-09 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp('2014-08-19 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
052020,KR7052020005,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-16 00:00:00'), Timestamp('2014-10-15 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
052190,KR7052190006,KOSDAQ,False,True,2010-01-04,2022-05-26,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-04-28 00:00:00'), Timestamp('2010-05-06 00:00:00'), Timestamp('2010-10-19 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
052900,KR7052900008,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-29 00:00:00'), Timestamp('2014-08-22 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
053060,KR7053060000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-08 00:00:00'), Timestamp('2014-11-19 00:00:00'), Timestamp('2014-12-16 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
053450,KR7053450003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-06-11 00:00:00'), Timestamp('2014-07-03 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
053660,KR7053660007,KOSDAQ,False,True,2010-01-04,2022-04-25,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-26 00:00:00'), Timestamp('2010-03-31 00:00:00'), Timestamp('2010-04-09 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
053810,KR7053810008,KOSDAQ,False,True,2010-01-04,2016-09-13,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-11 00:00:00'), Timestamp('2010-01-15 00:00:00'), Timestamp('2010-01-21 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
054150,KR7054150008,KOSDAQ,False,True,2010-01-04,2011-04-28,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-15 00:00:00'), Timestamp('2010-02-10 00:00:00'), Timestamp('2010-03-09 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
054180,KR7054180005,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-25 00:00:00'), Timestamp('2014-06-26 00:00:00'), Timestamp('2014-08-08 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
054340,KR7054340005,KOSDAQ,False,True,2010-01-04,2020-05-20,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-05 00:00:00'), Timestamp('2010-02-09 00:00:00'), Timestamp('2010-03-08 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
054630,KR7054630009,KOSDAQ,False,True,2010-01-04,2025-12-29,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-11-06 00:00:00'), Timestamp('2013-12-20 00:00:00'), Timestamp('2014-02-07 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
056090,KR7056090004,KOSDAQ,True,False,2015-11-12,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2022-02-15 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
056340,KR7056340003,KOSDAQ,False,True,2010-01-04,2014-05-20,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-02-01 00:00:00'), Timestamp('2010-03-03 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
057880,KR7057880007,KOSDAQ,False,True,2010-01-04,2026-01-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-12-23 00:00:00'), Timestamp('2014-01-23 00:00:00'), Timestamp('2014-02-07 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
058220,KR7058220005,KOSDAQ,False,True,2010-01-04,2024-05-02,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2012-05-02 00:00:00'), Timestamp('2012-05-29 00:00:00'), Timestamp('2012-05-31 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
058370,KR7058370008,KOSDAQ,False,True,2010-01-04,2017-05-04,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-04 00:00:00'), Timestamp('2010-01-22 00:00:00'), Timestamp('2010-01-25 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
058420,KR7058420001,KOSDAQ,False,True,2010-01-04,2023-04-13,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00'), Timestamp('2011-03-10 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
058530,KR7058530007,KOSDAQ,False,True,2010-01-04,2024-06-24,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2012-05-08 00:00:00'), Timestamp('2012-09-11 00:00:00'), Timestamp('2012-09-18 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
058820,KR7058820002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-13 00:00:00'), Timestamp('2014-07-23 00:00:00'), Timestamp('2015-03-05 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
060250,KR7060250008,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-03 00:00:00'), Timestamp('2014-07-10 00:00:00'), Timestamp('2014-07-17 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
060260,KR7060260007,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-18 00:00:00'), Timestamp('2015-01-22 00:00:00'), Timestamp('2015-01-26 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
060300,KR7060300001,KOSDAQ,False,True,2010-01-04,2022-11-03,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-09-09 00:00:00'), Timestamp('2010-10-14 00:00:00'), Timestamp('2011-01-04 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
060670,KR7060670007,KOSDAQ,False,True,2010-01-04,2010-04-12,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-11 00:00:00'), Timestamp('2010-01-14 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
060910,KR7060910007,KOSDAQ,False,True,2010-01-04,2017-02-23,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-07 00:00:00'), Timestamp('2010-01-11 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
064260,KR7064260003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-20 00:00:00'), Timestamp('2014-08-06 00:00:00'), Timestamp('2014-11-07 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
064510,KR7064510001,KOSDAQ,False,True,2018-03-15,2023-01-16,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2018-04-10 00:00:00'), Timestamp('2018-04-30 00:00:00'), Timestamp('2018-06-05 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
064520,KR7064520000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-11-17 00:00:00'), Timestamp('2014-12-10 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
065170,KR7065170003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2018-02-22 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
065310,KR7065310005,KOSDAQ,False,True,2010-01-04,2012-05-30,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-26 00:00:00'), Timestamp('2010-03-03 00:00:00'), Timestamp('2010-03-26 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
065420,KR7065420002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-07-10 00:00:00'), Timestamp('2014-07-11 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
065440,KR7065440000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-12 00:00:00'), Timestamp('2014-12-09 00:00:00'), Timestamp('2015-09-15 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
065500,KR7065500001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-23 00:00:00'), Timestamp('2014-06-24 00:00:00'), Timestamp('2014-07-01 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
065560,KR7065560005,KOSDAQ,False,True,2010-01-04,2024-07-26,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2012-07-02 00:00:00'), Timestamp('2012-08-21 00:00:00'), Timestamp('2012-08-28 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
066060,KR7066060005,KOSDAQ,False,True,2010-01-04,2013-04-11,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-01-14 00:00:00')]",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
066110,KR7066110008,KOSDAQ,False,True,2010-01-04,2022-04-05,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-16 00:00:00'), Timestamp('2010-03-22 00:00:00'), Timestamp('2010-03-23 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
066350,KR7066350000,KOSDAQ,False,True,2010-01-04,2015-05-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-18 00:00:00'), Timestamp('2010-01-28 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
066410,KR7066410002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2015-05-19 00:00:00'), Timestamp('2015-10-08 00:00:00'), Timestamp('2017-06-02 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
