ticker,isu_cd,market,currently_common,historical_only,requested_start,requested_end,attempt_count,retry_count,acquisition_status,error_type,error_message_sanitized,root_cause_category,classification_reason,probe_required
011690,KR7011690005,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-22 00:00:00'), Timestamp('2014-10-27 00:00:00'), Timestamp('2015-04-01 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
011720,KR7011720000,KOSPI,False,True,2010-01-04,2016-11-18,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-03-08 00:00:00')],HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
011810,KR7011810009,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-09 00:00:00'), Timestamp('2014-06-10 00:00:00'), Timestamp('2014-08-13 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
012170,KR7012170007,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-07 00:00:00'), Timestamp('2014-08-05 00:00:00'), Timestamp('2014-08-20 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
012400,KR7012400008,KOSPI,False,True,2010-01-04,2012-06-11,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-02-04 00:00:00'), Timestamp('2010-03-02 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
012790,KR7012790002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-22 00:00:00'), Timestamp('2014-09-15 00:00:00'), Timestamp('2014-09-17 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
013310,KR7013310008,KOSDAQ,True,False,2015-12-22,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2016-03-25 00:00:00'), Timestamp('2016-08-04 00:00:00'), Timestamp('2016-11-07 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
013780,KR7013780002,KOSDAQ,False,True,2010-01-04,2013-04-22,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2011-12-05 00:00:00'), Timestamp('2011-12-12 00:00:00'), Timestamp('2011-12-16 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
013890,KR7013890009,KOSPI,True,False,2019-10-30,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2020-01-07 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-20 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
014100,KR7014100002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-07-15 00:00:00'), Timestamp('2014-09-01 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
014200,KR7014200000,KOSDAQ,False,True,2010-01-04,2025-11-25,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-01-03 00:00:00'), Timestamp('2014-01-09 00:00:00'), Timestamp('2014-01-22 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
014830,KR7014830004,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-23 00:00:00'), Timestamp('2014-07-02 00:00:00'), Timestamp('2014-10-06 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
015230,KR7015230006,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2016-01-05 00:00:00'), Timestamp('2017-09-11 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
015260,KR7015260003,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-17 00:00:00'), Timestamp('2014-07-01 00:00:00'), Timestamp('2014-07-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
015390,KR7015390008,KOSDAQ,False,True,2010-01-04,2012-04-12,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-22 00:00:00'), Timestamp('2010-02-03 00:00:00'), Timestamp('2010-02-12 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
015540,KR7015540008,KOSPI,False,True,2010-01-04,2023-11-06,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2011-09-16 00:00:00'), Timestamp('2011-10-06 00:00:00'), Timestamp('2011-10-10 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
015940,KR7015940000,KOSPI,False,True,2010-01-04,2010-01-14,1,0,EMPTY,None,,DELISTED_SYMBOL_UNSUPPORTED,Delisted symbol returns 0 rows under frozen PyKRX contract (verified by probe attempts),True
016160,KR7016160004,KOSPI,False,True,2010-01-04,2011-04-25,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-04 00:00:00'), Timestamp('2010-01-13 00:00:00'), Timestamp('2010-01-15 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
016250,KR7016250003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-07-07 00:00:00'), Timestamp('2014-08-12 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
016380,KR7016380008,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-06-30 00:00:00'), Timestamp('2014-07-01 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
016420,KR7016420002,KOSPI,False,True,2010-01-04,2015-01-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-28 00:00:00'), Timestamp('2010-02-24 00:00:00'), Timestamp('2010-03-10 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
016670,KR7016670002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-04 00:00:00'), Timestamp('2014-11-07 00:00:00'), Timestamp('2014-11-20 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
017180,KR7017180001,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-12 00:00:00'), Timestamp('2014-06-30 00:00:00'), Timestamp('2014-07-15 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
017680,KR7017680000,KOSDAQ,False,True,2010-01-04,2019-11-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-11 00:00:00'), Timestamp('2010-02-19 00:00:00'), Timestamp('2010-02-25 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
018000,KR7018000000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-07-01 00:00:00'), Timestamp('2014-08-08 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
018290,KR7018290007,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-12-05 00:00:00'), Timestamp('2015-09-15 00:00:00'), Timestamp('2015-12-09 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
018670,KR7018670000,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-17 00:00:00'), Timestamp('2014-07-25 00:00:00'), Timestamp('2014-08-11 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
019010,KR7019010008,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2024-07-18 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
019590,KR7019590009,KOSDAQ,False,True,2010-01-04,2025-09-05,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-06-20 00:00:00'), Timestamp('2013-06-21 00:00:00'), Timestamp('2013-07-12 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
020560,KR7020560009,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-27 00:00:00'), Timestamp('2014-07-14 00:00:00'), Timestamp('2014-07-18 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
020760,KR7020760005,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-17 00:00:00'), Timestamp('2016-12-27 00:00:00'), Timestamp('2017-06-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
021040,KR7021040001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-17 00:00:00'), Timestamp('2014-08-07 00:00:00'), Timestamp('2014-09-11 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
021650,KR7021650007,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2025-07-15 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
022520,KR7022520001,"KOSDAQ,KOSPI",False,True,2010-01-04,2012-01-10,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-03-16 00:00:00'), Timestamp('2010-07-01 00:00:00'), Timestamp('2010-07-13 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
023440,KR7023440001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-25 00:00:00'), Timestamp('2014-11-06 00:00:00')]",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
023450,KR7023450000,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-09 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp('2014-06-23 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
023600,KR7023600000,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-22 00:00:00'), Timestamp('2014-08-27 00:00:00'), Timestamp('2015-06-09 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
024810,KR7024810004,KOSDAQ,False,True,2010-01-04,2025-09-09,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-06-26 00:00:00'), Timestamp('2013-07-18 00:00:00'), Timestamp('2013-08-08 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
024910,KR7024910002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-26 00:00:00'), Timestamp('2015-01-05 00:00:00'), Timestamp('2015-05-11 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
025340,KR7025340001,KOSDAQ,False,True,2010-01-04,2011-12-27,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-11 00:00:00'), Timestamp('2010-02-09 00:00:00'), Timestamp('2010-02-22 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
025610,KR7025610007,KOSPI,False,True,2010-01-04,2012-07-24,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-07 00:00:00'), Timestamp('2010-01-25 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
025620,KR7025620006,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-06-12 00:00:00'), Timestamp('2014-06-13 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
025970,KR7025970005,KOSDAQ,False,True,2010-01-04,2011-12-19,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-11 00:00:00'), Timestamp('2010-01-13 00:00:00'), Timestamp('2010-01-15 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
026150,KR7026150003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-11 00:00:00'), Timestamp('2014-09-18 00:00:00'), Timestamp('2015-09-10 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
026250,KR7026250001,KOSDAQ,False,True,2010-01-04,2013-04-11,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-03-10 00:00:00')],HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
026260,KR7026260000,KOSDAQ,False,True,2010-01-04,2018-10-10,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-26 00:00:00'), Timestamp('2010-02-02 00:00:00'), Timestamp('2010-03-02 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
028040,KR7028040004,KOSDAQ,False,True,2010-01-04,2021-04-12,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-12 00:00:00'), Timestamp('2010-01-14 00:00:00'), Timestamp('2010-01-18 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
028090,KR7028090009,KOSDAQ,False,True,2010-01-04,2013-05-02,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-08 00:00:00'), Timestamp('2010-01-18 00:00:00')]",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
028300,KR7028300002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-11 00:00:00'), Timestamp('2014-09-23 00:00:00'), Timestamp('2014-09-30 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
029480,KR7029480001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-09 00:00:00'), Timestamp('2014-07-16 00:00:00'), Timestamp('2014-07-17 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
030270,KR7030270003,KOSDAQ,False,True,2010-01-04,2020-05-20,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-18 00:00:00'), Timestamp('2010-02-26 00:00:00'), Timestamp('2010-03-18 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
030350,KR7030350003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-11 00:00:00'), Timestamp('2014-07-25 00:00:00'), Timestamp('2014-08-11 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
030420,KR7030420004,KOSDAQ,False,True,2010-01-04,2011-05-06,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-19 00:00:00'), Timestamp('2010-02-22 00:00:00'), Timestamp('2010-03-16 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
030790,KR7030790000,"KOSDAQ,KOSPI",False,True,2010-01-04,2024-05-10,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2012-03-21 00:00:00'), Timestamp('2012-03-30 00:00:00'), Timestamp('2012-04-05 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
031390,KR7031390008,KOSDAQ,False,True,2010-01-04,2021-11-16,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-04 00:00:00'), Timestamp('2010-01-15 00:00:00'), Timestamp('2010-01-19 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
031920,KR7031920002,KOSDAQ,False,True,2010-01-04,2013-02-26,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-01-06 00:00:00'), Timestamp('2010-01-21 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
032040,KR7032040008,KOSDAQ,False,True,2010-01-04,2018-10-10,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-02-04 00:00:00'), Timestamp('2010-02-26 00:00:00'), Timestamp('2010-05-26 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
032350,KR7032350001,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-27 00:00:00'), Timestamp('2014-12-12 00:00:00'), Timestamp('2015-02-10 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
032560,KR7032560005,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-21 00:00:00'), Timestamp('2014-12-05 00:00:00'), Timestamp('2015-01-14 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
032750,KR7032750002,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-08-01 00:00:00'), Timestamp('2014-08-20 00:00:00'), Timestamp('2014-12-01 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
032860,KR7032860009,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-07-30 00:00:00'), Timestamp('2014-08-29 00:00:00'), Timestamp('2015-01-07 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
032930,KR7032930000,KOSDAQ,False,True,2010-01-04,2012-01-17,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-08 00:00:00'), Timestamp('2010-01-18 00:00:00'), Timestamp('2010-01-20 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
032980,KR7032980005,KOSDAQ,False,True,2010-01-04,2026-06-30,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-04-25 00:00:00'), Timestamp('2014-05-08 00:00:00'), Timestamp('2014-05-09 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
033180,KR7033180001,KOSPI,False,True,2010-01-04,2026-01-14,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2013-11-06 00:00:00'), Timestamp('2013-11-19 00:00:00'), Timestamp('2013-12-27 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
033230,KR7033230004,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-09 00:00:00'), Timestamp('2014-09-19 00:00:00'), Timestamp('2015-01-29 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
033310,KR7033310004,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2016-08-19 00:00:00'), Timestamp('2017-01-04 00:00:00'), Timestamp('2017-10-27 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
033340,KR7033340001,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-10 00:00:00'), Timestamp('2014-09-24 00:00:00'), Timestamp('2014-10-20 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
033430,KR7033430000,KOSDAQ,False,True,2010-01-04,2021-09-01,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-14 00:00:00'), Timestamp('2010-01-21 00:00:00'), Timestamp('2010-02-09 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
033920,KR7033920000,"KOSDAQ,KOSPI",True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-21 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
034020,KR7034020008,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-12 00:00:00'), Timestamp('2014-12-15 00:00:00'), Timestamp('2014-12-24 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
034510,KR7034510008,KOSDAQ,False,True,2010-01-04,2012-09-24,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-01-27 00:00:00'), Timestamp('2010-02-25 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
035200,KR7035200005,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-20 00:00:00'), Timestamp('2014-09-17 00:00:00'), Timestamp('2014-09-23 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
035480,KR7035480003,KOSDAQ,False,True,2010-01-04,2019-12-11,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2010-01-05 00:00:00'), Timestamp('2010-01-22 00:00:00'), Timestamp('2010-02-24 00:00:00",HISTORICAL_ONLY_INVALID_OHLC,Provider adjusted OHLC contains precision violations on historical delisted stock,True
035720,KR7035720002,"KOSDAQ,KOSPI",True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2018-05-16 00:00:00')],CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
036420,KR7036420008,"KOSDAQ,KOSPI",True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-10 00:00:00'), Timestamp('2014-12-15 00:00:00'), Timestamp('2015-02-05 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
036530,KR7036530004,KOSPI,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-10-07 00:00:00'), Timestamp('2014-11-13 00:00:00'), Timestamp('2014-12-09 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
036620,KR7036620003,KOSDAQ,True,False,2010-01-04,2026-08-21,2,1,ERROR,MarketDataError,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2015-04-15 00:00:00'), Timestamp('2015-11-25 00:00:00'), Timestamp('2016-05-10 00:00:00",CURRENT_COMMON_INVALID_OHLC,Provider adjusted OHLC contains precision violations (close > high) on active stock,True
