ticker,isu_cd,market,currently_common,historical_only,gap_classification,expected_count,actual_count,first_expected_date,last_expected_date,first_actual_date,last_actual_date,leading_missing_count,internal_missing_count,trailing_missing_count,actual_row_count_near_provider_cap,provider_cap_pattern_match,suspension_authority_match_count,internal_missing_count_not_explained_by_suspension,root_cause_category,root_cause_confidence,root_cause_evidence
045890,KR7045890001,KOSDAQ,False,True,INTERNAL_GAP,2953,2765,2010-01-04,2021-12-17,2010-01-04,2021-12-17,0,188,0,False,False,0,188,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (188) with 188 dates unexplained by suspension authority
045970,KR7045970001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
046110,KR7046110003,KOSDAQ,False,True,MIXED_GAP,3147,2986,2010-01-04,2022-10-04,2010-08-04,2022-10-04,147,14,0,True,True,0,14,MIXED,MEDIUM,Cap-pattern leading gap with 14 unexplained internal and 0 trailing missing
046120,KR7046120002,KOSDAQ,True,False,LEADING_HISTORY_GAP,3984,2996,2010-06-15,2026-08-21,2014-06-09,2026-08-21,988,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
046140,KR7046140000,KOSDAQ,False,True,MIXED_GAP,3445,2988,2010-01-04,2023-12-15,2011-10-17,2023-11-29,445,0,12,True,True,0,0,MIXED,MEDIUM,Cap-pattern leading gap with 0 unexplained internal and 12 trailing missing
046210,KR7046210001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
046240,KR7046240008,KOSDAQ,False,True,INTERNAL_GAP,278,240,2010-01-04,2011-02-11,2010-01-04,2011-02-11,0,38,0,False,False,0,38,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (38) with 38 dates unexplained by suspension authority
046350,KR7046350005,KOSDAQ,False,True,LEADING_HISTORY_GAP,69,7,2010-01-04,2010-04-12,2010-04-02,2010-04-12,62,0,0,False,False,0,0,PROVIDER_DATA_GAP,LOW,Leading missing dates (62) but actual rows (7) well below cap
046390,KR7046390001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
046400,KR7046400008,KOSDAQ,False,True,INTERNAL_GAP,1159,1031,2010-01-04,2014-09-01,2010-01-04,2014-09-01,0,128,0,False,False,0,128,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (128) with 128 dates unexplained by suspension authority
046430,KR7046430005,KOSDAQ,False,True,INTERNAL_GAP,731,679,2010-01-04,2012-12-04,2010-01-04,2012-12-04,0,52,0,False,False,0,52,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (52) with 52 dates unexplained by suspension authority
046440,KR7046440004,KOSDAQ,True,False,MIXED_GAP,4095,2990,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,6,0,True,True,0,6,MIXED,MEDIUM,Cap-pattern leading gap with 6 unexplained internal and 0 trailing missing
046720,KR7046720009,KOSDAQ,False,True,INTERNAL_GAP,519,422,2010-01-04,2012-01-31,2010-01-04,2012-01-31,0,97,0,False,False,0,97,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (97) with 97 dates unexplained by suspension authority
046890,KR7046890000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
046940,KR7046940003,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
047040,KR7047040001,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
047050,KR7047050000,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
047080,KR7047080007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
047310,KR7047310008,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
047400,KR7047400007,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
047560,KR7047560008,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
047600,KR7047600002,KOSDAQ,False,True,INTERNAL_GAP,422,336,2010-01-04,2011-09-08,2010-01-04,2011-09-08,0,86,0,False,False,0,86,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (86) with 86 dates unexplained by suspension authority
047710,KR7047710009,KOSDAQ,False,True,INTERNAL_GAP,137,84,2010-01-04,2010-07-20,2010-01-04,2010-07-20,0,53,0,False,False,0,53,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (53) with 53 dates unexplained by suspension authority
047730,KR7047730007,KOSDAQ,False,True,INTERNAL_GAP,719,520,2010-01-04,2012-11-16,2010-01-04,2012-11-16,0,199,0,False,False,0,199,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (199) with 199 dates unexplained by suspension authority
047770,KR7047770003,KOSDAQ,True,False,MIXED_GAP,4095,2760,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,236,0,True,True,0,236,MIXED,MEDIUM,Cap-pattern leading gap with 236 unexplained internal and 0 trailing missing
047810,KR7047810007,KOSPI,True,False,MIXED_GAP,3723,2990,2011-06-30,2026-08-21,2014-06-09,2026-08-21,727,6,0,True,True,0,6,MIXED,MEDIUM,Cap-pattern leading gap with 6 unexplained internal and 0 trailing missing
047940,KR7047940002,KOSDAQ,False,True,LEADING_HISTORY_GAP,19,7,2010-01-04,2010-01-28,2010-01-20,2010-01-28,12,0,0,False,False,0,0,PROVIDER_DATA_GAP,LOW,Leading missing dates (12) but actual rows (7) well below cap
048130,KR7048130009,KOSDAQ,False,True,INTERNAL_GAP,74,62,2010-01-04,2010-04-19,2010-01-04,2010-04-19,0,12,0,False,False,0,12,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (12) with 12 dates unexplained by suspension authority
048410,KR7048410005,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
048430,KR7048430003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048470,KR7048470009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048510,KR7048510002,KOSDAQ,False,True,MIXED_GAP,214,151,2010-01-04,2010-11-09,2010-01-20,2010-11-09,12,51,0,False,False,0,51,PROVIDER_DATA_GAP,LOW,Leading missing dates (12) but actual rows (151) well below cap
048530,KR7048530000,KOSDAQ,True,False,LEADING_HISTORY_GAP,3827,2996,2011-01-26,2026-08-21,2014-06-09,2026-08-21,831,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048550,KR7048550008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048640,KR7048640007,KOSDAQ,False,True,INTERNAL_GAP,319,288,2010-01-04,2011-04-12,2010-01-04,2011-04-12,0,31,0,False,False,0,31,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (31) with 31 dates unexplained by suspension authority
048770,KR7048770002,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048830,KR7048830004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
048870,KR7048870000,KOSDAQ,True,False,MIXED_GAP,4095,2936,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,60,0,True,True,0,60,MIXED,MEDIUM,Cap-pattern leading gap with 60 unexplained internal and 0 trailing missing
048910,KR7048910004,KOSDAQ,True,False,MIXED_GAP,4095,2994,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,2,0,True,True,0,2,MIXED,MEDIUM,Cap-pattern leading gap with 2 unexplained internal and 0 trailing missing
049000,KR7049000003,KOSDAQ,False,True,INTERNAL_GAP,920,864,2010-01-04,2013-09-09,2010-01-04,2013-09-09,0,56,0,False,False,0,56,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (56) with 56 dates unexplained by suspension authority
049070,KR7049070006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049080,KR7049080005,KOSDAQ,True,False,LEADING_HISTORY_GAP,3108,2996,2013-12-19,2026-08-21,2014-06-09,2026-08-21,112,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049120,KR7049120009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049430,KR7049430002,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049470,KR7049470008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049480,KR7049480007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049520,KR7049520000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049550,KR7049550007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049630,KR7049630007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049690,KR7049690001,KOSDAQ,False,True,INTERNAL_GAP,327,314,2010-01-04,2011-04-22,2010-01-04,2011-04-22,0,13,0,False,False,0,13,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (13) with 13 dates unexplained by suspension authority
049720,KR7049720006,KOSDAQ,True,False,MIXED_GAP,4095,2982,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,14,0,True,True,0,14,MIXED,MEDIUM,Cap-pattern leading gap with 14 unexplained internal and 0 trailing missing
049770,KR7049770001,KOSPI,False,True,MIXED_GAP,3837,2981,2010-01-04,2025-07-30,2013-05-13,2025-07-09,837,4,15,True,True,0,4,MIXED,MEDIUM,Cap-pattern leading gap with 4 unexplained internal and 15 trailing missing
049800,KR7049800006,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049830,KR7049830003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
049960,KR7049960008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
050050,KR7050050004,KOSDAQ,False,True,INTERNAL_GAP,683,469,2010-01-04,2012-09-25,2010-01-04,2012-09-25,0,214,0,False,False,0,214,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (214) with 214 dates unexplained by suspension authority
050090,KR7050090000,KOSDAQ,True,False,MIXED_GAP,4095,2978,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,18,0,True,True,0,18,MIXED,MEDIUM,Cap-pattern leading gap with 18 unexplained internal and 0 trailing missing
050110,KR7050110006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
050540,KR7050540004,KOSDAQ,False,True,MIXED_GAP,3293,2235,2010-01-04,2023-05-04,2011-03-08,2023-05-04,293,765,0,False,False,0,765,PROVIDER_DATA_GAP,LOW,Leading missing dates (293) but actual rows (2235) well below cap
050640,KR7050640002,KOSDAQ,False,True,INTERNAL_GAP,408,352,2010-01-04,2011-08-19,2010-01-04,2011-08-19,0,56,0,False,False,0,56,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (56) with 56 dates unexplained by suspension authority
050860,KR7050860006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4079,2996,2010-01-26,2026-08-21,2014-06-09,2026-08-21,1083,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
050960,KR7050960004,KOSDAQ,True,False,INTERNAL_GAP,2420,2419,2016-10-11,2026-08-21,2016-10-11,2026-08-21,0,1,0,False,False,0,1,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (1) with 1 dates unexplained by suspension authority
051160,KR7051160000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051310,KR7051310001,KOSPI,False,True,INTERNAL_GAP,1556,1513,2010-01-04,2016-04-14,2010-01-04,2016-04-14,0,43,0,False,False,0,43,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (43) with 43 dates unexplained by suspension authority
051360,KR7051360006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051380,KR7051380004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051390,KR7051390003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051490,KR7051490001,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
051500,KR7051500007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051600,KR7051600005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051630,KR7051630002,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051710,KR7051710002,KOSDAQ,False,True,INTERNAL_GAP,830,808,2010-01-04,2013-04-30,2010-01-04,2013-04-30,0,22,0,False,False,0,22,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (22) with 22 dates unexplained by suspension authority
051780,KR7051780005,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051810,KR7051810000,KOSDAQ,False,True,INTERNAL_GAP,69,65,2010-01-04,2010-04-12,2010-01-04,2010-04-12,0,4,0,False,False,0,4,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (4) with 4 dates unexplained by suspension authority
051820,KR7051820009,KOSDAQ,False,True,TRAILING_GAP,260,245,2010-01-04,2011-01-13,2010-01-04,2010-12-22,0,0,15,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
051900,KR7051900009,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051910,KR7051910008,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
051980,KR7051980001,KOSDAQ,True,False,MIXED_GAP,4095,2979,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,17,0,True,True,0,17,MIXED,MEDIUM,Cap-pattern leading gap with 17 unexplained internal and 0 trailing missing
052210,KR7052210002,KOSDAQ,False,True,INTERNAL_GAP,232,151,2010-01-04,2010-12-03,2010-01-04,2010-12-03,0,81,0,False,False,0,81,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (81) with 81 dates unexplained by suspension authority
052220,KR7052220001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052260,KR7052260007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052270,KR7052270006,KOSDAQ,False,True,INTERNAL_GAP,1803,1648,2010-01-04,2017-04-12,2010-01-04,2017-04-12,0,155,0,False,False,0,155,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (155) with 155 dates unexplained by suspension authority
052290,KR7052290004,KOSDAQ,False,True,MIXED_GAP,2164,1975,2010-01-04,2018-10-10,2010-03-12,2018-10-10,47,142,0,False,False,0,142,PROVIDER_DATA_GAP,LOW,Leading missing dates (47) but actual rows (1975) well below cap
052300,KR7052300001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052330,KR7052330008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052350,KR7052350006,KOSDAQ,False,True,INTERNAL_GAP,571,474,2010-01-04,2012-04-16,2010-01-04,2012-04-16,0,97,0,False,False,0,97,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (97) with 97 dates unexplained by suspension authority
052400,KR7052400009,KOSDAQ,True,False,MIXED_GAP,4095,2854,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,142,0,True,True,0,142,MIXED,MEDIUM,Cap-pattern leading gap with 142 unexplained internal and 0 trailing missing
052420,KR7052420007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052460,KR7052460003,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
052510,KR7052510005,KOSDAQ,False,True,INTERNAL_GAP,362,313,2010-01-04,2011-06-15,2010-01-04,2011-06-15,0,49,0,False,False,0,49,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (49) with 49 dates unexplained by suspension authority
052600,KR7052600004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052650,KR7052650009,KOSDAQ,False,True,INTERNAL_GAP,817,804,2010-01-04,2013-04-11,2010-01-04,2013-04-11,0,13,0,False,False,0,13,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (13) with 13 dates unexplained by suspension authority
052670,KR7052670007,KOSDAQ,False,True,MIXED_GAP,3972,2385,2010-01-04,2026-02-20,2013-11-28,2026-02-20,972,615,0,False,False,0,615,PROVIDER_DATA_GAP,LOW,Leading missing dates (972) but actual rows (2385) well below cap
052690,KR7052690005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052710,KR7052710001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052770,KR7052770005,KOSDAQ,True,False,MIXED_GAP,4095,2893,2010-01-04,2026-08-21,2014-06-09,2026-03-23,1099,0,103,True,True,0,0,MIXED,MEDIUM,Cap-pattern leading gap with 0 unexplained internal and 103 trailing missing
052790,KR7052790003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
052810,KR7052810009,KOSDAQ,False,True,INTERNAL_GAP,471,417,2010-01-04,2011-11-21,2010-01-04,2011-11-21,0,54,0,False,False,0,54,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (54) with 54 dates unexplained by suspension authority
