ticker,market,canonical_sector_code,canonical_sector_name,naver_sector_names,naver_sector_count,mapped_naver_sector_codes,classification,possible_reference_date_drift
215100,KOSDAQ,2072,전기전자,교육서비스,1,2012,SECTOR_CONFLICT,True
215480,KOSDAQ,2027,유통,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
215600,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
216080,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
217190,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
217330,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
217500,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
217590,KOSPI,1013,전기전자,조선,1,1015,SECTOR_CONFLICT,True
217820,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
219550,KOSDAQ,2027,유통,화장품,1,2065,SECTOR_CONFLICT,True
221800,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
222080,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
222420,KOSDAQ,2067,비금속,화학,1,2065,SECTOR_CONFLICT,True
223250,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
225190,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
225220,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
226330,KOSDAQ,2118,IT 서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
227950,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
228760,KOSDAQ,2012,일반서비스,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
229000,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
229640,KOSPI,1021,금융,전기장비,1,1013,SECTOR_CONFLICT,True
232140,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
232680,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
234340,KOSDAQ,2031,금융,IT서비스,1,2118,SECTOR_CONFLICT,True
234920,KOSDAQ,2072,전기전자,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
235980,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
238090,KOSDAQ,2065,화학,핸드셋,1,2072,SECTOR_CONFLICT,True
238120,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
238490,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
239340,KOSDAQ,2118,IT 서비스,증권,1,2031,SECTOR_CONFLICT,True
239890,KOSDAQ,2065,화학,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
240600,KOSDAQ,2068,금속,전기제품,1,2072,SECTOR_CONFLICT,True
240810,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
241790,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
241820,KOSDAQ,2066,제약,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
244920,KOSPI,1021,금융,손해보험,1,1025,SECTOR_CONFLICT,True
246250,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
246720,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
246960,KOSDAQ,2066,제약,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
247660,KOSDAQ,2072,전기전자,화학,1,2065,SECTOR_CONFLICT,True
250930,KOSDAQ,2065,화학,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
251970,KOSDAQ,2065,화학,포장재,1,2062,SECTOR_CONFLICT,True
253590,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
253840,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
254120,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
254490,KOSDAQ,2027,유통,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
255440,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
256150,KOSDAQ,2070,기계·장비,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
256630,KOSDAQ,2068,금속,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
256840,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
256940,KOSDAQ,2066,제약,비철금속,1,2068,SECTOR_CONFLICT,True
257370,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
258610,KOSDAQ,2068,금속,핸드셋,1,2072,SECTOR_CONFLICT,True
259630,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
261780,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
263020,KOSDAQ,2065,화학,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
263700,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
263800,KOSDAQ,2027,유통,IT서비스,1,2118,SECTOR_CONFLICT,True
263920,KOSDAQ,2077,기타제조,포장재,1,2062,SECTOR_CONFLICT,True
264660,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
265520,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
267250,KOSPI,1021,금융,조선,1,1015,SECTOR_CONFLICT,True
267320,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
271830,KOSDAQ,2070,기계·장비,핸드셋,1,2072,SECTOR_CONFLICT,True
272210,KOSPI,1013,전기전자,우주항공과국방,1,1015,SECTOR_CONFLICT,True
272550,KOSPI,1008,화학,포장재,1,1007,SECTOR_CONFLICT,True
277880,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
278280,KOSDAQ,2065,화학,전기제품,1,2072,SECTOR_CONFLICT,True
281820,KOSPI,1014,의료·정밀기기,반도체와반도체장비,1,1013,SECTOR_CONFLICT,True
284620,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
285490,KOSDAQ,2077,기타제조,핸드셋,1,2072,SECTOR_CONFLICT,True
287840,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
288330,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
289010,KOSDAQ,2037,오락·문화,교육서비스,1,2012,SECTOR_CONFLICT,True
289220,KOSDAQ,2037,오락·문화,양방향미디어와서비스,1,2118,SECTOR_CONFLICT,True
289930,KOSDAQ,2072,전기전자,우주항공과국방,1,2075,SECTOR_CONFLICT,True
290520,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
290650,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
290720,KOSDAQ,2027,유통,식품,1,2056,SECTOR_CONFLICT,True
293780,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
297890,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
298020,KOSPI,1008,화학,무역회사와판매업체,1,1016,SECTOR_CONFLICT,True
299030,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
299170,KOSDAQ,2027,유통,제약,1,2066,SECTOR_CONFLICT,True
299660,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
302430,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
303810,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
304840,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
306620,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
307280,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
308080,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
308100,KOSDAQ,2027,유통,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
310210,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
312610,KOSDAQ,2068,금속,자동차부품,1,2075,SECTOR_CONFLICT,True
317330,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
317400,KOSPI,1045,부동산,건설,1,1018,SECTOR_CONFLICT,True
317530,KOSDAQ,2037,오락·문화,양방향미디어와서비스,1,2118,SECTOR_CONFLICT,True
317690,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
317870,KOSDAQ,2077,기타제조,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
318060,KOSDAQ,2065,화학,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
318160,KOSDAQ,2058,섬유·의류,화장품,1,2065,SECTOR_CONFLICT,True
319660,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
320000,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
321550,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
322310,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
323280,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
323350,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
323990,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
326030,KOSPI,1026,일반서비스,제약,1,1009,SECTOR_CONFLICT,True
327260,KOSDAQ,2072,전기전자,우주항공과국방,1,2075,SECTOR_CONFLICT,True
330860,KOSDAQ,2012,일반서비스,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
331740,KOSDAQ,2118,IT 서비스,자동차부품,1,2075,SECTOR_CONFLICT,True
335810,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
335870,KOSDAQ,2027,유통,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
336680,KOSDAQ,2072,전기전자,자동차부품,1,2075,SECTOR_CONFLICT,True
337930,KOSDAQ,2118,IT 서비스,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
338840,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
339770,KOSPI,1016,유통,식품,1,1005,SECTOR_CONFLICT,True
340440,KOSDAQ,2065,화학,포장재,1,2062,SECTOR_CONFLICT,True
340570,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
340930,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
342870,KOSDAQ,2027,유통,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
347000,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
347700,KOSDAQ,2118,IT 서비스,우주항공과국방,1,2075,SECTOR_CONFLICT,True
347850,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
347890,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
348080,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
348150,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
348210,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
348350,KOSDAQ,2074,의료·정밀기기,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
348370,KOSDAQ,2065,화학,전기제품,1,2072,SECTOR_CONFLICT,True
351320,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
352090,KOSDAQ,2065,화학,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
352700,KOSDAQ,2065,화학,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
352770,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
353590,KOSDAQ,2027,유통,자동차부품,1,2075,SECTOR_CONFLICT,True
354320,KOSDAQ,2068,금속,자동차부품,1,2075,SECTOR_CONFLICT,True
357780,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
358570,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
359090,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
360350,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
361390,KOSDAQ,2072,전기전자,우주항공과국방,1,2075,SECTOR_CONFLICT,True
364950,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
365270,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
365330,KOSDAQ,2068,금속,건축자재,1,2067,SECTOR_CONFLICT,True
365340,KOSDAQ,2065,화학,전기제품,1,2072,SECTOR_CONFLICT,True
365660,KOSDAQ,2118,IT 서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
365900,KOSDAQ,2077,기타제조,레저용장비와제품,1,2027,SECTOR_CONFLICT,True
368770,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
370090,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
372170,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
372320,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
373200,KOSDAQ,2077,기타제조,핸드셋,1,2072,SECTOR_CONFLICT,True
376180,KOSDAQ,2077,기타제조,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
376270,KOSDAQ,2012,일반서비스,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
376900,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
377300,KOSPI,1021,금융,IT서비스,1,1046,SECTOR_CONFLICT,True
377740,KOSPI,1009,제약,건강관리장비와용품,1,1014,SECTOR_CONFLICT,True
378340,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
381970,KOSPI,1016,유통,자동차,1,1015,SECTOR_CONFLICT,True
382480,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
382800,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
382840,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
383800,KOSPI,1021,금융,무역회사와판매업체,1,1016,SECTOR_CONFLICT,True
388610,KOSDAQ,2065,화학,생물공학,1,2066,SECTOR_CONFLICT,True
388870,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
389030,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
389470,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
391710,KOSDAQ,2070,기계·장비,IT서비스,1,2118,SECTOR_CONFLICT,True
393970,KOSDAQ,2065,화학,전기제품,1,2072,SECTOR_CONFLICT,True
394280,KOSDAQ,2118,IT 서비스,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
394800,KOSDAQ,2012,일반서비스,건강관리기술,1,2118,SECTOR_CONFLICT,True
396300,KOSDAQ,2068,금속,전자장비와기기,1,2072,SECTOR_CONFLICT,True
396470,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
397030,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
402340,KOSPI,1021,금융,반도체와반도체장비,1,1013,SECTOR_CONFLICT,True
403870,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
405100,KOSDAQ,2012,일반서비스,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
405920,KOSDAQ,2027,유통,음료,1,2056,SECTOR_CONFLICT,True
407400,KOSDAQ,2077,기타제조,가정용기기와용품,1,2072,SECTOR_CONFLICT,True
408470,KOSDAQ,2031,금융,IT서비스,1,2118,SECTOR_CONFLICT,True
408920,KOSDAQ,2012,일반서비스,양방향미디어와서비스,1,2118,SECTOR_CONFLICT,True
412350,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
412540,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
413390,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
413630,KOSDAQ,2065,화학,기계,1,2070,SECTOR_CONFLICT,True
416180,KOSDAQ,2075,운송장비·부품,전기제품,1,2072,SECTOR_CONFLICT,True
417010,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
417500,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
417840,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
418470,KOSDAQ,2118,IT 서비스,출판,1,2037,SECTOR_CONFLICT,True
418550,KOSDAQ,2012,일반서비스,건설,1,2026,SECTOR_CONFLICT,True
419080,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
420770,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
424870,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
424960,KOSDAQ,2074,의료·정밀기기,자동차부품,1,2075,SECTOR_CONFLICT,True
425040,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
432470,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
439580,KOSDAQ,2027,유통,건강관리업체및서비스,1,2056,SECTOR_CONFLICT,True
439960,KOSDAQ,2074,의료·정밀기기,기계,1,2070,SECTOR_CONFLICT,True
440320,KOSDAQ,2118,IT 서비스,디스플레이패널,1,2072,SECTOR_CONFLICT,True
443060,KOSPI,1026,일반서비스,조선,1,1015,SECTOR_CONFLICT,True
443250,KOSDAQ,2012,일반서비스,양방향미디어와서비스,1,2118,SECTOR_CONFLICT,True
445180,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
445680,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
446070,KOSPI,1007,종이·목재,건축자재,1,1010,SECTOR_CONFLICT,True
446840,KOSDAQ,2074,의료·정밀기기,소프트웨어,1,2118,SECTOR_CONFLICT,True
448710,KOSDAQ,2072,전기전자,우주항공과국방,1,2075,SECTOR_CONFLICT,True
450330,KOSDAQ,2066,제약,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
451220,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
451760,KOSDAQ,2118,IT 서비스,우주항공과국방,1,2075,SECTOR_CONFLICT,True
452160,KOSDAQ,2070,기계·장비,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
452190,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
452200,KOSDAQ,2074,의료·정밀기기,전기제품,1,2072,SECTOR_CONFLICT,True
452280,KOSDAQ,2068,금속,기계,1,2070,SECTOR_CONFLICT,True
452400,KOSDAQ,2075,운송장비·부품,전기제품,1,2072,SECTOR_CONFLICT,True
452450,KOSDAQ,2070,기계·장비,IT서비스,1,2118,SECTOR_CONFLICT,True
453340,KOSPI,1016,유통,식품,1,1005,SECTOR_CONFLICT,True
455180,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
455900,KOSDAQ,2070,기계·장비,건강관리장비와용품,1,2074,SECTOR_CONFLICT,True
457370,KOSDAQ,2065,화학,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
457600,KOSDAQ,2072,전기전자,교육서비스,1,2012,SECTOR_CONFLICT,True
458870,KOSDAQ,2074,의료·정밀기기,건강관리기술,1,2118,SECTOR_CONFLICT,True
460470,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
460870,KOSDAQ,2067,비금속,포장재,1,2062,SECTOR_CONFLICT,True
461300,KOSDAQ,2118,IT 서비스,교육서비스,1,2012,SECTOR_CONFLICT,True
462520,KOSPI,1010,비금속,비철금속,1,1011,SECTOR_CONFLICT,True
462860,KOSDAQ,2114,통신,IT서비스,1,2118,SECTOR_CONFLICT,True
463480,KOSDAQ,2072,전기전자,자동차부품,1,2075,SECTOR_CONFLICT,True
464080,KOSDAQ,2074,의료·정밀기기,전자장비와기기,1,2072,SECTOR_CONFLICT,True
466100,KOSDAQ,2118,IT 서비스,기계,1,2070,SECTOR_CONFLICT,True
468530,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
469610,KOSDAQ,2070,기계·장비,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
469750,KOSDAQ,2070,기계·장비,전기제품,1,2072,SECTOR_CONFLICT,True
471820,KOSDAQ,2056,음식료·담배,제약,1,2066,SECTOR_CONFLICT,True
472850,KOSDAQ,2027,유통,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
474610,KOSDAQ,2068,금속,우주항공과국방,1,2075,SECTOR_CONFLICT,True
475230,KOSDAQ,2068,금속,건설,1,2026,SECTOR_CONFLICT,True
475460,KOSDAQ,2118,IT 서비스,인터넷과카탈로그소매,1,2027,SECTOR_CONFLICT,True
475580,KOSDAQ,2077,기타제조,교육서비스,1,2012,SECTOR_CONFLICT,True
475660,KOSDAQ,2065,화학,디스플레이장비및부품,1,2072,SECTOR_CONFLICT,True
475960,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
476040,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
476060,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
476830,KOSDAQ,2012,일반서비스,생물공학,1,2066,SECTOR_CONFLICT,True
481070,KOSDAQ,2027,유통,"섬유,의류,신발,호화품",1,2058,SECTOR_CONFLICT,True
482630,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
483350,KOSDAQ,2027,유통,IT서비스,1,2118,SECTOR_CONFLICT,True
484590,KOSDAQ,2068,금속,우주항공과국방,1,2075,SECTOR_CONFLICT,True
484870,KOSPI,1012,기계·장비,우주항공과국방,1,1015,SECTOR_CONFLICT,True
489500,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
490470,KOSDAQ,2012,일반서비스,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
493280,KOSDAQ,2012,일반서비스,제약,1,2066,SECTOR_CONFLICT,True
493330,KOSDAQ,2070,기계·장비,전자장비와기기,1,2072,SECTOR_CONFLICT,True
494120,KOSDAQ,2074,의료·정밀기기,생명과학도구및서비스,1,2012,SECTOR_CONFLICT,True
