ticker,name,weekly_date,sample_context_count,fast_score,fast_score_status,fast_monthly_permission_state,fast_daily_risk_state,fast_machine_stage,fast_machine_stage_status,fast_weekly_core_score,fast_conditional_status,pattern_a_evaluation_status,pattern_a_score,pattern_a_stage,pattern_a_candidate_active,fast_trigger_event_status,pattern_a_candidate_event_status
000050,경방,2024-06-14,1,50.81,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-06-21,1,52.12,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-06-28,1,50.81,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-07-05,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-07-12,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-07-19,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-07-26,1,43.87,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,UNAVAILABLE,,,,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-08-02,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-08-09,1,37.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,40.0,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-08-16,1,37.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,40.0,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-08-23,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-08-30,1,42.56,PARTIAL,EARLY_REGIME,EXTREME,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-09-06,1,31.0,PARTIAL,EARLY_REGIME,EXTREME,WATCH,READY,40.0,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-09-13,1,36.25,PARTIAL,EARLY_REGIME,ELEVATED,WATCH,READY,40.0,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-09-20,1,41.25,PARTIAL,EARLY_REGIME,ELEVATED,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-09-27,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-10-04,1,37.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,40.0,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-10-11,1,53.06,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-10-18,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-10-25,1,53.06,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-11-01,1,53.06,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-11-08,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-11-15,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-11-22,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-11-29,1,42.56,PARTIAL,EARLY_REGIME,NORMAL,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-12-06,1,37.31,PARTIAL,EARLY_REGIME,ELEVATED,WATCH,READY,47.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-12-13,1,53.06,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-12-20,1,47.81,PARTIAL,EARLY_REGIME,ELEVATED,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2024-12-27,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-01-03,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-01-10,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-01-17,1,54.37,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,62.14,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-01-24,1,50.63,PARTIAL,EARLY_REGIME,ELEVATED,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-01-31,1,50.63,PARTIAL,EARLY_REGIME,ELEVATED,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-02-07,1,55.88,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-02-14,1,49.32,PARTIAL,EARLY_REGIME,ELEVATED,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-02-21,1,54.57,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-02-28,1,55.88,PARTIAL,EARLY_REGIME,NORMAL,SETUP,READY,64.29,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-03-07,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-03-14,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-03-21,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-03-28,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-04-04,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-04-11,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-04-18,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TREND,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-04-25,1,64.63,PARTIAL,EARLY_REGIME,NORMAL,TRIGGER,READY,76.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,OBSERVED,NOT_OBSERVED
000050,경방,2025-05-02,1,69.07,PARTIAL,PERMITTED_REGIME,ELEVATED,TRIGGER,READY,76.79,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-05-09,1,76.0,PARTIAL,PERMITTED_REGIME,ELEVATED,TRIGGER,READY,81.79,EVENT_NOT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-05-16,1,45.5,PARTIAL,PERMITTED_REGIME,EXTREME,SETUP,READY,49.29,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-05-23,1,50.75,PARTIAL,PERMITTED_REGIME,ELEVATED,SETUP,READY,49.29,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-05-30,1,50.75,PARTIAL,PERMITTED_REGIME,ELEVATED,SETUP,READY,49.29,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-06-13,1,57.81,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,57.5,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-06-20,1,50.46,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,47.0,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-06-27,1,48.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,43.5,EVENT_OBSERVED,READY,0.0,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-07-04,1,48.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,43.5,EVENT_OBSERVED,READY,6.039512445975353,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-07-11,1,50.46,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,47.0,EVENT_OBSERVED,READY,6.039512445975353,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-07-18,1,50.46,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,47.0,EVENT_OBSERVED,READY,6.039512445975353,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-07-25,1,50.46,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,47.0,EVENT_OBSERVED,READY,6.039512445975353,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-08-01,1,46.96,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,42.0,EVENT_OBSERVED,READY,17.489951759879588,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-08-08,1,48.27,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,42.0,EVENT_OBSERVED,READY,17.489951759879588,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-08-22,1,48.27,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,42.0,EVENT_OBSERVED,READY,17.489951759879588,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-08-29,1,44.08,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,36.0,EVENT_OBSERVED,READY,17.489951759879588,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-09-05,1,44.08,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,36.0,EVENT_OBSERVED,READY,27.953400813125526,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-09-12,1,44.08,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,36.0,EVENT_OBSERVED,READY,27.953400813125526,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-09-19,1,44.08,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,36.0,EVENT_OBSERVED,READY,27.953400813125526,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-09-26,1,43.02,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,34.5,EVENT_OBSERVED,READY,27.953400813125526,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-10-10,1,43.02,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,34.5,EVENT_OBSERVED,READY,34.42680085676249,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-10-17,1,43.02,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,34.5,EVENT_OBSERVED,READY,34.42680085676249,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-10-24,1,43.02,READY,PERMITTED_REGIME,NORMAL,WATCH,READY,34.5,EVENT_OBSERVED,READY,34.42680085676249,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-10-31,1,32.52,READY,EARLY_REGIME,NORMAL,WATCH,READY,34.5,EVENT_OBSERVED,READY,40.27053565280507,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-11-07,1,39.22,READY,EARLY_REGIME,NORMAL,WATCH,READY,40.5,EVENT_NOT_OBSERVED,READY,40.27053565280507,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-11-14,1,37.91,READY,EARLY_REGIME,NORMAL,SETUP,READY,40.5,EVENT_NOT_OBSERVED,READY,40.27053565280507,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-11-21,1,50.07,READY,EARLY_REGIME,NORMAL,SETUP,READY,56.0,EVENT_NOT_OBSERVED,READY,40.27053565280507,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-11-28,1,50.07,READY,EARLY_REGIME,NORMAL,SETUP,READY,56.0,EVENT_NOT_OBSERVED,READY,40.27053565280507,weak,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-12-05,1,48.76,READY,PERMITTED_REGIME,EXTREME,SETUP,READY,56.0,EVENT_NOT_OBSERVED,READY,40.857230155217295,base,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-12-12,1,66.44,READY,PERMITTED_REGIME,EXTREME,TRIGGER,READY,81.25,EVENT_NOT_OBSERVED,READY,40.857230155217295,transition,True,OBSERVED,OBSERVED
000050,경방,2025-12-19,1,63.05,READY,PERMITTED_REGIME,EXTREME,SETUP,READY,74.0,EVENT_OBSERVED,READY,40.857230155217295,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2025-12-26,1,55.7,READY,PERMITTED_REGIME,EXTREME,SETUP,READY,63.5,EVENT_OBSERVED,READY,40.857230155217295,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-01-02,1,55.7,READY,PERMITTED_REGIME,EXTREME,SETUP,READY,63.5,EVENT_OBSERVED,READY,50.83956053003027,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-01-09,1,59.76,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,56.0,EVENT_OBSERVED,READY,50.83956053003027,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-01-16,1,59.76,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,56.0,EVENT_OBSERVED,READY,50.83956053003027,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-01-23,1,59.76,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,56.0,EVENT_OBSERVED,READY,50.83956053003027,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-01-30,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,50.83956053003027,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-02-06,1,58.45,READY,PERMITTED_REGIME,EXTREME,SETUP,READY,63.5,EVENT_OBSERVED,READY,61.10726225092697,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-02-13,1,63.7,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,63.5,EVENT_OBSERVED,READY,61.10726225092697,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-02-20,1,63.7,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,63.5,EVENT_OBSERVED,READY,61.10726225092697,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-02-27,1,63.7,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,63.5,EVENT_OBSERVED,READY,61.10726225092697,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-03-06,1,59.76,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,63.5,EVENT_OBSERVED,READY,80.84911366212658,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-03-13,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,80.42197628684632,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-03-20,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,80.05658389694271,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-03-27,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,71.87110727373522,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-04-03,1,59.76,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,63.5,EVENT_OBSERVED,READY,76.90177491831265,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-04-10,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,77.02619167856305,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-04-17,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,77.13927088852503,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-04-24,1,66.32,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,77.18863955586446,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-05-08,1,62.82,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,58.5,EVENT_OBSERVED,READY,78.6757332047272,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-05-15,1,61.51,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,58.5,EVENT_OBSERVED,READY,70.47699909235081,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-05-22,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,70.47699909235081,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-05-29,1,65.01,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,63.5,EVENT_OBSERVED,READY,70.47699909235081,transition,True,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-06-05,1,50.9,READY,PERMITTED_REGIME,ELEVATED,SETUP,READY,49.5,EVENT_OBSERVED,READY,55.09200710340495,progressed,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-06-12,1,49.46,READY,PERMITTED_REGIME,ELEVATED,WATCH,READY,49.5,EVENT_NOT_OBSERVED,READY,55.09200710340495,progressed,False,NOT_OBSERVED,NOT_OBSERVED
000050,경방,2026-06-19,1,54.71,READY,PERMITTED_REGIME,NORMAL,SETUP,READY,49.5,EVENT_NOT_OBSERVED,READY,55.09200710340495,progressed,False,NOT_OBSERVED,NOT_OBSERVED
