ticker,name,fast_trigger_event_date,fast_trigger_event_sequence,fast_trigger_event_status,fast_score_at_event,fast_monthly_state_at_event,fast_daily_risk_at_event,pattern_a_status_at_fast_event,pattern_a_active_at_fast_event,pattern_a_was_active_before_fast_event,pattern_a_prior_active_date,pattern_a_prior_candidate_event_date,pattern_a_next_candidate_event_date,pair_status,lead_days,lead_weeks,analysis_end,censor_status
012450,한화에어로스페이스,2022-07-29,6,OBSERVED,76.94,PERMITTED_REGIME,NORMAL,READY,False,YES,2021-08-27,,,PATTERN_A_PRIOR_ACTIVITY_BEFORE_FAST_EVENT,,,2024-06-28,NOT_CENSORED
032580,피델릭스,2026-05-08,1,OBSERVED,77.99,PERMITTED_REGIME,NORMAL,READY,False,YES,2025-10-31,2025-10-24,,PATTERN_A_PRIOR_ACTIVITY_BEFORE_FAST_EVENT,,,2026-08-14,NOT_CENSORED
032820,우리기술,2024-05-17,1,OBSERVED,61.57,EARLY_REGIME,ELEVATED,UNAVAILABLE,,,,,,DATA_UNAVAILABLE,,,2026-08-14,DATA_UNAVAILABLE
032820,우리기술,2024-07-12,2,OBSERVED,72.07,PERMITTED_REGIME,ELEVATED,UNAVAILABLE,,,,,,DATA_UNAVAILABLE,,,2026-08-14,DATA_UNAVAILABLE
032820,우리기술,2025-06-13,3,OBSERVED,71.42,PERMITTED_REGIME,EXTREME,READY,False,YES,2024-08-30,,,PATTERN_A_PRIOR_ACTIVITY_BEFORE_FAST_EVENT,,,2026-08-14,NOT_CENSORED
034220,LG디스플레이,2019-04-12,1,OBSERVED,64.63,EARLY_REGIME,NORMAL,READY,False,YES,2019-04-05,2019-04-05,,PATTERN_A_PRIOR_ACTIVITY_BEFORE_FAST_EVENT,,,2021-09-24,NOT_CENSORED
034220,LG디스플레이,2021-01-08,2,OBSERVED,73.24,PERMITTED_REGIME,NORMAL,READY,True,YES,2020-11-13,2020-11-06,2021-01-08,SAME_WEEK,0.0,0.0,2021-09-24,NOT_CENSORED
034220,LG디스플레이,2021-02-05,3,OBSERVED,78.49,PERMITTED_REGIME,NORMAL,READY,True,YES,2021-01-29,2021-01-08,,PATTERN_A_ALREADY_ACTIVE,,,2021-09-24,NOT_CENSORED
034220,LG디스플레이,2021-04-02,4,OBSERVED,82.05,PERMITTED_REGIME,NORMAL,READY,True,YES,2021-03-26,2021-01-08,,PATTERN_A_ALREADY_ACTIVE,,,2021-09-24,NOT_CENSORED
034220,LG디스플레이,2021-07-02,5,OBSERVED,77.74,PERMITTED_REGIME,NORMAL,READY,False,YES,2021-04-23,2021-01-08,,PATTERN_A_PRIOR_ACTIVITY_BEFORE_FAST_EVENT,,,2021-09-24,NOT_CENSORED
036170,에이치엠넥스,2024-08-16,1,OBSERVED,58.06,EARLY_REGIME,NORMAL,READY,False,NO,,,2024-08-30,FAST_EARLIER_PATTERN_A_LATER,14.0,2.0,2026-08-14,NOT_CENSORED
036170,에이치엠넥스,2026-01-09,2,OBSERVED,57.86,PERMITTED_REGIME,EXTREME,READY,True,YES,2025-05-30,2025-05-02,2026-01-09,SAME_WEEK,0.0,0.0,2026-08-14,NOT_CENSORED
