sample_id,ticker,name,reference_date,weekly_stage_at_reference,human_label,human_confidence,source_cohort,source_reason,monthly_feature_status,monthly_feature_missing_count,return_6m,return_12m,return_24m,drawdown_from_12m_high,drawdown_from_24m_high,drawdown_from_36m_high,distance_from_12m_low,distance_from_24m_low,monthly_ma6,monthly_ma12,monthly_ma24,close_vs_ma6_pct,close_vs_ma12_pct,close_vs_ma24_pct,ma6_slope_1m,ma12_slope_1m,ma24_slope_1m,ma_alignment_score,ma_spread_pct,max_ma_gap_pct,min_ma_gap_pct,close_above_ma_count,close_below_ma_count,range_position_12m,range_position_24m,range_position_36m,months_since_12m_low,months_since_24m_low,higher_monthly_low_count_12m,ma12_slope_change_3m,recent_3m_return_vs_prior_9m,monthly_down_month_ratio_6m,monthly_down_month_ratio_12m,monthly_up_month_ratio_6m,recent_3m_return,recent_6m_max_runup,consecutive_positive_months
000050_20251024,000050,경방,2025-10-24,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.08909370199692779,0.1584967320261439,-0.1639150943396226,-0.3507326007326007,-0.3507326007326007,-0.396595744680851,0.24823943661971826,0.24823943661971826,7286.666666666667,6785.0,7314.166666666667,-0.026989935956084232,0.044952100221075986,-0.03064828529110175,0.013444598980064892,0.012057178371659427,-0.007856214322048194,0.0,0.07463563704748476,0.07463563704748476,0.0038787023977433005,1.0,2.0,0.26908396946564883,0.26908396946564883,0.23228995057660626,10.0,10.0,6.0,0.013561126234800214,-0.051114546428525726,0.5,0.4166666666666667,0.5,-0.0744125326370757,0.09272467902995718,0.0
000250_20251226,000250,삼천당제약,2025-12-26,EXTENDED,TOO_EXTENDED,,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,OK,0,0.4778156996587031,1.1758793969849246,2.0407303370786516,-0.1936685288640596,-0.1936685288640596,-0.1936685288640596,1.4546485260770976,2.497576736672052,202033.33333333334,181875.0,150883.33333333334,0.07160534565253251,0.19037800687285222,0.43488346404506784,0.061285239012432324,0.056644880174292034,0.04180212319111609,1.0,0.23625866050808314,0.23625866050808314,0.09311008468052352,3.0,0.0,0.71159179145868,0.7483059051306873,0.7719298245614035,11.0,21.0,7.0,0.03811538919664592,-0.05209839755528155,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.12525987525987525,0.5885947046843176,0.0
000370_20250509,000370,한화손해보험,2025-05-09,SETUP,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,-0.1482254697286013,-0.19047619047619047,-0.10132158590308371,-0.3451043338683788,-0.3451043338683788,-0.3451043338683788,0.1208791208791209,0.146067415730337,4055.8333333333335,4623.333333333333,4461.875,0.005958495993425128,-0.11751982696467189,-0.08558621655694076,-0.02834897185066887,-0.01700921332388372,-0.004277279278441681,0.0,0.13909313725490186,0.13909313725490186,0.03957312091503261,1.0,2.0,0.16988416988416988,0.1947565543071161,0.22382671480144403,0.0,21.0,4.0,-0.011936562648963367,0.022861170066931457,0.5,0.5,0.5,0.0036900369003689537,0.14379084967320255,2.0
000650_20250926,000650,천일고속,2025-09-26,WATCH,TOO_EARLY,,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,OK,0,0.10079575596816981,-0.0223792697290931,-0.19729206963249513,-0.21102661596958172,-0.41301272984441306,-0.41301272984441306,0.22418879056047203,0.22418879056047203,40583.333333333336,39508.333333333336,43712.5,0.022587268993839782,0.05041130563172325,-0.05061481269659707,0.015853149770546526,-0.0019997894958424522,-0.009629000283205902,0.0,0.10130522088353408,0.10130522088353408,0.025903614457831327,2.0,1.0,0.40641711229946526,0.20652173913043478,0.20652173913043478,8.0,8.0,6.0,0.007267096830351982,0.011471027601899208,0.16666666666666666,0.5,0.8333333333333334,0.022167487684729092,0.12236842105263168,0.0
000650_20251226,000650,천일고속,2025-12-26,EXTENDED,TOO_EXTENDED,,RECENT_SYSTEMATIC,FAILED_BREAKOUT,OK,0,4.825123152709359,5.533149171270718,3.963273871983211,0.0,0.0,0.0,5.976401179941003,5.976401179941003,73258.33333333333,55758.333333333336,50693.75,2.228301672164714,3.2415184576296516,3.66526938725188,0.8040221629386413,0.4272610921501707,0.18374197314652663,1.0,0.0954105003523608,0.0954105003523608,0.021414728682170554,3.0,0.0,1.0,1.0,1.0,11.0,11.0,7.0,0.42926088164601317,1.7346948050471664,0.5,0.4166666666666667,0.5,4.698795180722891,5.35752688172043,1.0
000700_20260109,000700,유수홀딩스,2026-01-09,SETUP,BORDERLINE_TRIGGER,LOW,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,-0.025125628140703515,0.09193245778611625,0.005181347150259086,-0.11145038167938937,-0.14912280701754388,-0.1972413793103448,0.13229571984435795,0.1745711402623613,5786.666666666667,5710.833333333333,5597.083333333333,0.005760368663594528,0.019115715744929318,0.03982729099977678,-0.004301691998852886,0.007201646090534863,0.00022338049143710847,1.0,0.032574455899198274,0.032574455899198274,0.013029782359679372,3.0,0.0,0.48226950354609927,0.4588859416445623,0.3769063180827887,8.0,13.0,5.0,-0.002166743150927797,-0.0007219767754756846,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.021052631578947434,0.046099290780141855,0.0
000810_20180629,000810,삼성화재,2018-06-29,SETUP,TOO_EARLY,LOW,HISTORICAL_COVERAGE,RANGE_BOUND,OK,0,-0.03653846153846152,-0.14358974358974363,-0.09892086330935257,-0.18536585365853664,-0.18536585365853664,-0.24320241691842903,0.0020000000000000018,0.0020000000000000018,272250.0,274708.3333333333,274229.1666666667,-0.07988980716253447,-0.08812376763233731,-0.08653042619463658,-0.005782105903834434,-0.012580500224651736,-0.004160992585867662,0.0,0.009813705921490275,0.009813705921490275,0.0019128409846971173,0.0,3.0,0.008695652173913044,0.008695652173913044,0.047337278106508875,0.0,15.0,4.0,-0.022875731110344466,-0.04577087291859174,0.5,0.5833333333333334,0.3333333333333333,-0.13321799307958482,0.15369261477045915,0.0
000850_20250919,000850,화천기공,2025-09-19,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.0431034482758621,0.05769230769230771,-0.16088765603328714,-0.26488456865127585,-0.27370948379351745,-0.3395196506550219,0.18627450980392157,0.19565217391304346,30300.0,28845.833333333332,30110.416666666668,-0.0016501650165016146,0.04867831864798511,0.004635715768352533,0.0069232899473830045,0.004789550072568982,-0.007962111332280752,0.0,0.04807162534435266,0.04807162534435266,0.006267217630853954,2.0,1.0,0.3035143769968051,0.30275229357798167,0.24146341463414633,8.0,12.0,6.0,0.0009490773990090684,-0.025347753043244176,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.03968253968253965,0.2236842105263157,0.0
001210_20250314,001210,금호전기,2025-03-14,WATCH,NO_SETUP,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.0028248587570620654,-0.05710491367861881,-0.2596454640250261,-0.4736842105263158,-0.5196211096075778,-0.7848484848484849,0.2054329371816639,0.2054329371816639,3946.6666666666665,3767.9166666666665,4115.625,-0.10050675675675669,-0.05783478933982078,-0.13743356112376615,0.00042247570764675224,-0.004732555580013287,-0.012447510497900383,0.0,0.0979460093896714,0.0979460093896714,0.047593896713615066,0.0,3.0,0.15921052631578947,0.1361079865016873,0.04463297676134268,2.0,2.0,4.0,0.018582082053331117,0.0927214041004896,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.12698412698412698,0.4920634920634921,0.0
001260_20250926,001260,남광토건,2025-09-26,WATCH,NO_SETUP,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.11980440097799505,0.34114202049780373,0.018909899888765347,-0.25163398692810457,-0.25163398692810457,-0.25163398692810457,0.5394957983193278,0.6183745583038869,8766.666666666666,8115.0,7605.0,0.04486692015209126,0.128773875539125,0.2044707429322814,0.018984889577682962,0.024513413992635513,0.0009322731011789376,1.0,0.1268195050946142,0.1268195050946142,0.055676855895196505,3.0,0.0,0.5103338632750397,0.5319148936170213,0.5319148936170213,10.0,16.0,7.0,-0.005194081436980635,-0.02531296213017055,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.02921348314606731,0.31095890410958904,0.0
