sample_id,ticker,name,reference_date,weekly_stage_at_reference,human_label,human_confidence,source_cohort,source_reason,monthly_feature_status,monthly_feature_missing_count,return_6m,return_12m,return_24m,drawdown_from_12m_high,drawdown_from_24m_high,drawdown_from_36m_high,distance_from_12m_low,distance_from_24m_low,monthly_ma6,monthly_ma12,monthly_ma24,close_vs_ma6_pct,close_vs_ma12_pct,close_vs_ma24_pct,ma6_slope_1m,ma12_slope_1m,ma24_slope_1m,ma_alignment_score,ma_spread_pct,max_ma_gap_pct,min_ma_gap_pct,close_above_ma_count,close_below_ma_count,range_position_12m,range_position_24m,range_position_36m,months_since_12m_low,months_since_24m_low,higher_monthly_low_count_12m,ma12_slope_change_3m,recent_3m_return_vs_prior_9m,monthly_down_month_ratio_6m,monthly_down_month_ratio_12m,monthly_up_month_ratio_6m,recent_3m_return,recent_6m_max_runup,consecutive_positive_months
001450_20260116,001450,현대해상,2026-01-16,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.16446124763705106,0.24696356275303644,-0.006451612903225823,-0.026856240126382325,-0.1630434782608695,-0.2041343669250646,0.5524193548387097,0.5524193548387097,28416.666666666668,26112.5,28889.583333333332,0.08387096774193536,0.17951172809956928,0.06612821807168112,0.026181161600963065,0.019853539462977965,-0.00028837142239213076,0.0,0.09016504329004325,0.09016504329004325,0.01535443722943715,3.0,0.0,0.9280270956816258,0.6462264150943396,0.5811240721102863,8.0,8.0,6.0,0.03541337263590072,0.015783359584102596,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.09413854351687378,0.1711026615969582,2.0
001540_20260213,001540,안국약품,2026-02-13,TRIGGER,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.06818181818181812,0.3055555555555556,-0.03863636363636369,-0.08441558441558439,-0.08441558441558439,-0.1950523311132255,0.3579454253611556,0.3579454253611556,8118.333333333333,7696.666666666667,7515.0,0.0420858140012319,0.09917713295799047,0.12574850299401197,0.011210296865268754,0.021907501659659268,-0.0018815716657443193,1.0,0.0713159968479117,0.0713159968479117,0.021473601260835338,3.0,0.0,0.7408637873754153,0.7408637873754153,0.5210280373831776,10.0,10.0,5.0,0.013657443560658677,0.003376998642812823,0.3333333333333333,0.3333333333333333,0.5,0.07770700636942673,0.11811023622047245,0.0
001570_20240927,001570,금양,2024-09-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,OK,0,-0.5202072538860103,-0.6410852713178294,2.8423236514522823,-0.673943661971831,-0.761340206185567,-0.761340206185567,0.059496567505720854,3.079295154185022,82133.33333333333,92750.0,75375.0,-0.43628246753246747,-0.5008086253369273,-0.3857379767827529,-0.09244935543278088,-0.06916450614702685,0.01929849274545714,0.0,0.3752699784017279,0.3752699784017279,0.14596832253419717,0.0,3.0,0.026449643947100712,0.1913495756912127,0.22150480959283173,0.0,23.0,5.0,-0.09790932920849393,-0.1459005325622756,0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.4441776710684273,1.4967602591792657,0.0
001800_20250321,001800,오리온홀딩스,2025-03-21,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,-0.04606525911708248,0.04265734265734267,-0.05513307984790872,-0.1275599765944997,-0.1450688073394495,-0.1450688073394495,0.08832116788321165,0.1390374331550801,15665.0,15284.166666666666,15243.75,-0.048196616661347,-0.02448067171909929,-0.02189421894218946,-0.007602153943617407,0.0033369803063456605,-0.0023723821989528604,1.0,0.028252850435949026,0.028252850435949026,0.002710708696624149,0.0,3.0,0.35693215339233036,0.41839080459770117,0.41839080459770117,10.0,13.0,6.0,-0.0007561664384962974,-0.03939580198213144,0.5,0.4166666666666667,0.5,-0.07563546187228765,0.12743125419181767,0.0
002070_20260327,002070,비비안,2026-03-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,OK,0,-0.2545038802660754,-0.3354129347087529,-0.5232207746166799,-0.6228749693294542,-0.6228749693294542,-0.7302224116747323,0.02058432934926957,0.02058432934926957,12710.5,14362.583333333334,15965.958333333334,-0.15353447936745213,-0.25090077806337074,-0.32612876876061836,-0.04594925940752592,-0.030543196404565154,-0.02989189599736708,-1.0,0.3025800105338167,0.3025800105338167,0.14902639650525143,0.0,3.0,0.012064268638461112,0.012064268638461112,0.007396298442346365,0.0,0.0,3.0,-0.015843743990398784,-0.04916466733573735,0.8333333333333334,0.75,0.16666666666666666,-0.18658803961593706,0.4056139046379774,0.0
002170_20250321,002170,SYTS,2025-03-21,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,-0.010504201680672232,-0.07465618860510803,-0.08187134502923976,-0.10626185958254264,-0.13099630996309963,-0.22660098522167482,0.08275862068965512,0.08275862068965512,48641.666666666664,48750.0,49241.666666666664,-0.03169436354291588,-0.03384615384615386,-0.04349297681502784,-0.0017102787754404991,-0.006453804347826053,-0.0035413153456997915,-1.0,0.012738853503184714,0.012738853503184714,0.0023000707714084024,0.0,3.0,0.391304347826087,0.3364485981308411,0.20689655172413793,6.0,6.0,5.0,-0.011305694031176317,-0.01791449496091496,0.5,0.5833333333333334,0.5,-0.05800000000000005,0.06157112526539277,0.0
002460_20250509,002460,HS화성,2025-05-09,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_EARLY,OK,0,0.1179775280898876,-0.0050000000000000044,0.02366255144032925,-0.029268292682926855,-0.12334801762114533,-0.6388384754990926,0.19591346153846145,0.19591346153846145,9545.0,9349.166666666666,9820.416666666666,0.04243059193294929,0.06426597735983597,0.013195298909584707,0.01867662753468524,-0.0004454739843194888,0.00097681134799954,0.0,0.04736180904522613,0.04736180904522613,0.01968174204355115,3.0,0.0,0.844559585492228,0.5379537953795379,0.08476339053562143,4.0,4.0,4.0,0.007885689775118165,0.012266088804370709,0.16666666666666666,0.5,0.6666666666666666,0.026831785345717174,0.08624454148471616,2.0
003060_20260327,003060,에이프로젠바이오로직스,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,OK,0,-0.46405228758169936,-0.5531335149863761,-0.741732283464567,-0.6095238095238096,-0.8157303370786517,-0.939694796837654,0.1428571428571428,0.1428571428571428,522.5,591.8333333333334,782.9166666666666,-0.37224880382775116,-0.44578991833286397,-0.5810537519957424,-0.08306522374963443,-0.05407565263718683,-0.04773971214271233,-1.0,0.7939532520325202,0.7939532520325202,0.21138211382113833,0.0,3.0,0.07414104882459313,0.027461486939048894,0.00795807453416149,0.0,0.0,2.0,-0.03574190357258222,-0.12997310382127444,0.5,0.5,0.5,-0.4373927958833619,0.8689024390243902,0.0
003100_20250822,003100,선광,2025-08-22,WATCH,FALSE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.20740740740740748,0.16014234875444844,-0.02200000000000002,-0.15689655172413797,-0.15689655172413797,-0.8862790697674419,0.38038108680310523,0.38038108680310523,18000.0,16826.666666666668,17397.5,0.08666666666666667,0.16244057052297922,0.12429946831441296,0.032110091743119185,0.013552856138941971,-0.0010526819465045412,0.0,0.05998636673483293,0.05998636673483293,0.029183708248125363,3.0,0.0,0.5968992248062015,0.5968992248062015,0.034150668440727366,7.0,7.0,6.0,0.022231539444031112,0.07373223279019585,0.5,0.6666666666666666,0.5,0.20147420147420148,0.3234344738540995,0.0
003120_20260327,003120,일성아이에스,2026-03-27,WATCH,NO_SETUP,LOW,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.05708245243128962,0.6265452179570592,0.08459869848156187,-0.20508744038155802,-0.20508744038155802,-0.3429352396972245,0.7241379310344827,0.7241379310344827,23266.666666666668,21805.0,19611.25,0.0744985673352434,0.14652602614079346,0.27477850723436803,0.009764918625678076,0.038209736936078986,0.004160266257040357,1.0,0.14621666666666672,0.14621666666666672,0.058466666666666715,3.0,0.0,0.6194690265486725,0.6194690265486725,0.44589774078478,10.0,10.0,6.0,0.0067956737636889475,-0.02609948795668266,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.06837606837606836,0.14678899082568808,2.0
003480_20250207,003480,한진중공업홀딩스,2025-02-07,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,-0.008498583569405138,0.1182108626198084,-0.10941475826972014,-0.09677419354838712,-0.19168591224018472,-0.43181818181818177,0.12903225806451624,0.1326860841423949,3561.6666666666665,3518.3333333333335,3510.4166666666665,-0.017313991576976995,-0.005210800568451024,-0.0029673590504450953,-0.0014018691588785215,0.00884109916367981,-0.005077940481813981,1.0,0.014642857142857143,0.014642857142857143,0.0022619047619048486,0.0,3.0,0.5161290322580645,0.33064516129032256,0.13355048859934854,11.0,12.0,6.0,0.004813270529479885,-0.009758989843222987,0.6666666666666666,0.5,0.3333333333333333,0.005747126436781658,0.06178160919540221,0.0
003490_20250905,003490,대한항공,2025-09-05,SETUP,GOOD_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,0.006355932203389925,0.07709750566893425,0.04166666666666674,-0.11214953271028039,-0.11214953271028039,-0.12199630314232901,0.18809404702351173,0.23569198751300724,22516.666666666668,23208.333333333332,22610.416666666668,0.05477424130273856,0.02333931777378817,0.05040081083571346,0.0011115227862170673,0.006141618497109702,0.0017537382314936067,0.0,0.02912280701754376,0.02912280701754376,0.003947368421052632,3.0,0.0,0.5562130177514792,0.601593625498008,0.578544061302682,4.0,22.0,6.0,9.876920210882822e-05,0.01290993678165574,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.05555555555555558,0.13365155131264927,4.0
006260_20200925,006260,LS,2020-09-25,WATCH,BORDERLINE_TRIGGER,LOW,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,0.2552011095700417,0.0011061946902655162,-0.32663690476190477,-0.12813102119460495,-0.38013698630136983,-0.5081521739130435,0.8814968814968815,0.8814968814968815,37658.333333333336,40812.5,46387.5,0.20159327284797524,0.10872894333843797,-0.024521692266235462,0.04244521337946949,0.00010210332856841475,-0.01933494824928439,-1.0,0.19290976058931855,0.19290976058931855,0.06970534069981578,2.0,1.0,0.7612208258527827,0.4330949948927477,0.31199411331861665,5.0,5.0,6.0,0.016666460728938737,0.08253469536107075,0.5,0.5,0.5,0.2098930481283423,0.5657439446366781,2.0
006260_20221223,006260,LS,2022-12-23,SETUP,GOOD_TRIGGER,MEDIUM,HISTORICAL_COVERAGE,FAILED_BREAKOUT,OK,0,0.1393939393939394,0.5300101729399798,0.1898734177215189,-0.019556714471968717,-0.06000000000000005,-0.06000000000000005,0.5915343915343916,0.5915343915343916,64666.666666666664,59770.833333333336,63350.0,0.16288659793814442,0.25813872429417906,0.1870560378847672,0.024287222808869968,0.03768807870370372,0.007955449482895727,0.0,0.0651041666666666,0.0651041666666666,0.017508865248226917,3.0,0.0,0.9490662139219015,0.8534351145038168,0.9142091152815014,9.0,9.0,7.0,0.0369679289125473,0.010805483918156479,0.5,0.4166666666666667,0.5,0.12071535022354696,0.32627865961199287,2.0
008490_20250328,008490,서흥,2025-03-28,WATCH,FALSE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,OK,0,-0.10941043083900226,-0.39576923076923076,-0.5098283931357255,-0.39576923076923076,-0.5203053435114504,-0.6232613908872902,0.3179530201342282,0.3179530201342282,14835.0,17795.0,22912.083333333332,0.058982136838557464,-0.1171677437482439,-0.3143355943916055,-0.021222784253353777,-0.045972389760085774,-0.028857531391837332,-1.0,0.5141364311478888,0.5141364311478888,0.1884150222788033,1.0,2.0,0.26917613636363635,0.18194911185789725,0.12726662189388852,2.0,2.0,3.0,0.005259727684300386,0.12500320578979168,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.16629547141796586,0.3451536643026005,2.0
009150_20260327,009150,삼성전기,2026-03-27,EXTENDED,TOO_EXTENDED,HIGH,RECENT_SYSTEMATIC,STRONG_UPTREND_ALREADY_EXTENDED,OK,0,1.7943925233644862,2.3222222222222224,2.2035714285714287,-0.05379746835443033,-0.05379746835443033,-0.05379746835443033,3.1222426470588234,3.2511848341232223,278666.6666666667,207075.0,173195.83333333334,0.60944976076555,1.165881926838102,1.5895542136791203,0.20809248554913307,0.1443768996960486,0.0801673509692844,1.0,0.23516350798959496,0.23516350798959496,0.07553883314752878,3.0,0.0,0.9301752464403067,0.9308005427408412,0.9308005427408412,10.0,15.0,10.0,0.06276986893647551,0.1627432618666183,0.0,0.16666666666666666,1.0,0.7868525896414342,1.3178294573643412,10.0
009470_20250627,009470,삼화전기,2025-06-27,WATCH,FALSE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,OK,0,-0.05809859154929575,-0.6258741258741258,0.005639097744360999,-0.7024471635150167,-0.7024471635150167,-0.7024471635150167,0.13347457627118642,0.9511305616338439,31616.666666666668,39675.0,33217.916666666664,-0.15392725355824988,-0.32577189666036543,-0.19471168922393778,-0.008622942252416999,-0.08591725064797917,0.0001881868821196342,0.0,0.3012461059190031,0.3012461059190031,0.059859813084112014,0.0,3.0,0.04751131221719457,0.1711510696941856,0.17987012987012987,1.0,19.0,5.0,-0.12054359702248407,-0.03838748784131413,0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.25591098748261476,0.4280373831775701,0.0
009730_20260327,009730,이렘,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,OK,0,-0.30221955608878226,-0.41927109335996005,-0.8083437685362156,-0.5151313047102959,-0.8115298616286983,-0.8908531321547873,0.20739049200747361,0.20739049200747361,6423.0,7433.0,10355.666666666666,-0.09450412579791378,-0.21754338759585634,-0.4383751247304213,-0.061353727744355324,-0.044959580277316835,-0.0898317622845759,-1.0,0.6761806510774873,0.6761806510774873,0.17365887207702888,0.0,3.0,0.13917525773195877,0.038361108977805085,0.02061111225731911,0.0,0.0,2.0,-0.02292866470062238,-0.008951032331093227,0.8333333333333334,0.8333333333333334,0.16666666666666666,-0.1509489051094891,0.5394967817437097,1.0
009830_20250328,009830,한화솔루션,2025-03-28,WATCH,BORDERLINE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,OK,0,-0.1666735155126361,-0.2252531041069723,-0.5857539731176207,-0.3777348184970388,-0.6228145227289636,-0.6917194934707591,0.4468464611872147,0.4468464611872147,19007.333333333332,22359.083333333332,29077.416666666668,0.06690400196415425,-0.09303079658155333,-0.30258591289345405,-0.034343776460626585,-0.021502160792108205,-0.03946826916327262,-1.0,0.4965769186514787,0.4965769186514787,0.16528181863010996,1.0,2.0,0.33720992839067465,0.15756767636107477,0.12098908528928813,2.0,2.0,5.0,0.028317529129895713,0.15172163198169275,0.5,0.5,0.5,0.32551147133799585,0.6035514633344294,2.0
011070_20200925,011070,LG이노텍,2020-09-25,SETUP,GOOD_TRIGGER,LOW,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,0.11538461538461542,0.47208121827411165,0.010452961672473782,-0.19889502762430944,-0.19889502762430944,-0.21621621621621623,0.915455746367239,0.915455746367239,145666.66666666666,137750.0,123100.0,-0.004576659038901587,0.05263157894736836,0.17790414297319246,0.017462165308498312,0.02894491129785237,0.0005079752108096969,1.0,0.15563218390804592,0.15563218390804592,0.05459770114942522,2.0,1.0,0.6581196581196581,0.6581196581196581,0.6340347666971637,5.0,5.0,8.0,-0.007716663483428032,-0.04987385057916511,0.5,0.3333333333333333,0.5,-0.016949152542372836,0.5307017543859649,0.0
011200_20221223,011200,HMM,2022-12-23,WATCH,TOO_EARLY,LOW,HISTORICAL_COVERAGE,FAILED_BREAKOUT,OK,0,-0.312788906009245,-0.05508474576271183,0.6704119850187267,-0.4077025232403718,-0.5636007827788649,-0.5636007827788649,0.31176470588235294,0.8506224066390042,21933.333333333332,24937.5,27991.666666666668,0.016717325227963542,-0.10576441102756895,-0.20333432569217036,-0.07160493827160497,-0.004325403427050345,0.013502300671343503,-1.0,0.2716741405082213,0.2716741405082213,0.13471599402092682,1.0,2.0,0.2566585956416465,0.26248399487836105,0.412004899959167,1.0,23.0,4.0,0.05324637911193808,0.0035654619447818376,0.5,0.4166666666666667,0.5,0.0022471910112360494,0.3432432432432433,2.0
011210_20180629,011210,현대위아,2018-06-29,WATCH,TOO_EARLY,HIGH,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,-0.25406203840472674,-0.2681159420289855,-0.4546436285097192,-0.35256410256410253,-0.4766839378238342,-0.6493055555555556,0.026422764227642226,0.026422764227642226,57416.666666666664,62566.666666666664,69050.0,-0.12046444121915811,-0.19286094832179002,-0.26864590876176686,-0.04755322090129954,-0.024047835694787523,-0.024774907314776717,-1.0,0.23036303630363042,0.23036303630363042,0.10198019801980197,0.0,3.0,0.04513888888888889,0.02748414376321353,0.013713080168776372,0.0,0.0,3.0,-0.013073898794924821,-0.027336566509508147,1.0,0.75,0.0,-0.13080895008605853,0.28712871287128716,0.0
011330_20260327,011330,유니켐,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,OK,0,-0.2953020134228188,-0.12033511043412037,-0.4627906976744186,-0.38921205711263884,-0.4726027397260274,-0.6852861035422344,0.041478809738503264,0.041478809738503264,12905.0,14309.166666666666,15105.0,-0.10499806276636958,-0.19282511210762332,-0.23535253227408148,-0.05883067947003762,-0.00911766403139258,-0.026713560823690585,-1.0,0.19047619047619047,0.19047619047619047,0.06890331890331895,0.0,3.0,0.058823529411764705,0.0425531914893617,0.017961733697774308,0.0,0.0,4.0,0.01557301509975939,-0.05062023845995253,0.8333333333333334,0.6666666666666666,0.16666666666666666,-0.125,0.3116883116883118,0.0
012170_20250328,012170,아센디오,2025-03-28,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,STRONG_UPTREND_ALREADY_EXTENDED,OK,0,-0.6013864818024264,-0.8091286307053942,-0.7084917617237009,-0.8576732673267327,-0.9037656903765691,-0.9037656903765691,0.12195121951219523,0.12195121951219523,380.8333333333333,666.5833333333334,831.625,-0.39606126914660833,-0.6549568696087011,-0.723433037727341,-0.13183890577507607,-0.10864720303097841,-0.027244370796373873,-1.0,1.959963768115942,1.959963768115942,0.7175724637681158,0.0,3.0,0.01771793054571226,0.011441647597254004,0.011441647597254004,0.0,0.0,3.0,-0.008974000416599237,-0.0479537973216507,0.8333333333333334,0.75,0.16666666666666666,-0.4177215189873418,1.526086956521739,0.0
