sample_id,ticker,name,reference_date,weekly_stage_at_reference,human_label,human_confidence,source_cohort,source_reason,daily_feature_status,daily_feature_missing_count,completed_daily_bars_at_reference,effective_daily_as_of,daily_ma5,daily_ma20,daily_ma60,daily_ma120,daily_ma200,close_vs_dma5_pct,close_vs_dma20_pct,close_vs_dma60_pct,close_vs_dma120_pct,close_vs_dma200_pct,dma5_vs_dma20_pct,dma20_vs_dma60_pct,dma60_vs_dma120_pct,dma5_slope_1d,dma20_slope_1d,daily_return_5d,daily_return_10d,daily_return_20d,recent_5d_max_runup,recent_10d_max_runup,consecutive_positive_days,distance_to_prior_10d_high_pct,distance_to_prior_20d_high_pct,close_above_prior_20d_high,high_above_prior_20d_high,close_breakout_strength_20d,days_since_20d_close_breakout,post_breakout_min_close_vs_level_pct_20d,post_breakout_min_low_vs_level_pct_20d,post_breakout_close_hold_ratio_20d,days_closed_above_breakout_level_20d,close_back_below_breakout_level_20d,pullback_from_20d_high_pct,close_vs_recent_5d_high_pct,days_since_20d_high,higher_daily_low_count_5d,rolling_low_5d_change,days_since_10d_low,days_since_20d_low,daily_low_slope_10d,higher_daily_low_count_10d,range_position_10d,range_position_20d,daily_true_range_pct,atr_14_pct,realized_volatility_20d,gap_from_prev_close_pct,recent_5d_max_gap_abs_pct,volume_vs_20d_avg,volume_5d_vs_prior_20d,up_day_volume_ratio_10d,close_location_in_daily_range,daily_body_pct,upper_wick_pct,lower_wick_pct,MONTHLY_range_position_24m,MONTHLY_drawdown_from_12m_high,MONTHLY_close_vs_ma24_pct,MONTHLY_ma_alignment_score,MONTHLY_monthly_down_month_ratio_12m,MONTHLY_higher_monthly_low_count_12m,MONTHLY_recent_3m_return,WEEKLY_post_breakout_min_low_vs_level_pct_26w,WEEKLY_close_vs_wma200_pct,WEEKLY_distance_to_prior_26w_high_pct,WEEKLY_higher_weekly_low_count_13w,WEEKLY_wma52_slope_1w,WEEKLY_wma12_vs_wma26_pct,WEEKLY_rolling_low_4w_change
001450_20260116,001450,현대해상,2026-01-16,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,1081,2026-01-16,26660.0,29350.0,28958.333333333332,28273.75,26532.8,0.005251312828207011,-0.08688245315161836,-0.07453237410071933,-0.052124320261726864,0.010070554181993652,-0.09165247018739353,0.013525179856115122,0.024212682553015785,-0.0033644859813084516,-0.004409769335142477,-0.016513761467889854,-0.12274959083469716,-0.08843537414965985,0.020793950850661602,0.17391304347826098,2.0,-0.14102564102564108,-0.15323854660347547,0.0,0.0,-0.15323854660347547,14.0,-0.15764331210191085,-0.16878980891719741,0.0,0.0,1.0,-0.15323854660347547,-0.021897810218978075,14.0,2.0,-0.024299065420560706,2.0,2.0,-0.011940298507462687,3.0,0.13725490196078433,0.12612612612612611,0.029850746268656716,0.037846481876332626,0.02697634733284579,0.007518796992481258,0.011111111111111072,1.1614781889318055,0.5639843999635918,0.2614817748019087,0.2,0.0,0.022388059701492536,0.005597014925373134,0.6462264150943396,-0.0268562401263823,0.0661282180716811,0.0,0.3333333333333333,6.0,0.0941385435168737,,-0.1116856427849317,-0.1532385466034754,6.0,0.0010354263737888,0.0255230695835888,-0.0560578661844484
001540_20260213,001540,안국약품,2026-02-13,TRIGGER,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,4,1101,2026-02-13,8658.0,8411.0,8514.5,8163.25,7986.15,0.018711018711018657,0.048626798240399394,0.035879969463855854,0.08045202584754851,0.10441201329802219,0.029366306027820643,-0.012155734335545287,0.04302820567788568,0.009797060881735487,0.004838420643928032,0.050000000000000044,0.042553191489361764,0.101123595505618,0.03399765533411481,0.06393244873341386,5.0,0.008000000000000007,0.008000000000000007,1.0,1.0,0.008000000000000007,0.0,,,,,0.0,-0.004514672686230292,-0.004514672686230292,0.0,3.0,0.03571428571428581,5.0,19.0,0.0035147392290249433,6.0,0.9459459459459459,0.9611650485436893,0.026077097505668934,0.02656300615484289,0.01903637199051233,0.0,0.003516998827667095,0.9775622662736071,-0.15826292632570638,0.7277723363179128,0.8260869565217391,0.018140589569160998,0.0045351473922902496,0.003401360544217687,0.7408637873754153,-0.0844155844155843,0.1257485029940119,1.0,0.3333333333333333,5.0,0.0777070063694267,-0.0959537572254335,0.0982579785578203,-0.0454545454545454,6.0,0.0060500000000001,0.0479828850855745,0.0012787723785165
001570_20240927,001570,금양,2024-09-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,PARTIAL,6,766,2024-09-27,56220.0,49260.0,62218.333333333336,77326.66666666667,87837.5,0.004980434009249413,0.14697523345513597,-0.0919075299349067,-0.2693335632382102,-0.3567667567952184,0.14129110840438486,-0.20827194556802664,-0.19538322269161135,0.010061085159899452,0.0026460411154081154,0.05214152700186214,0.22162162162162158,0.04823747680890533,0.04954128440366978,0.2354211663066954,0.0,-0.08870967741935487,-0.08870967741935487,0.0,0.0,-0.08870967741935487,,,,,,,-0.08870967741935487,-0.030874785591766707,5.0,2.0,0.16721311475409828,9.0,11.0,0.02070796460176991,7.0,0.6615384615384615,0.7482837528604119,0.033628318584070796,0.0690897597977244,0.04697155336294186,-0.0174825174825175,0.0229681978798586,0.6512377056925037,-0.12515582761028843,0.8079360310381944,0.75,0.005309734513274336,0.007079646017699115,0.01592920353982301,0.1913495756912127,-0.673943661971831,-0.3857379767827529,0.0,0.6666666666666666,5.0,-0.4441776710684273,,,-0.540650406504065,5.0,-0.0134008275746182,-0.2270117819832448,-0.0812356979405034
001800_20250321,001800,오리온홀딩스,2025-03-21,SETUP,GOOD_TRIGGER,MEDIUM,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,880,2025-03-21,15660.0,15407.0,15278.0,15676.0,15478.4,0.008301404853128913,0.024858830401765397,0.03351223982196627,0.007272263332482876,0.020131279718833994,0.016421107288894676,0.008443513548893833,-0.02538912988007147,0.008630684013912093,9.736782317992798e-05,0.0443121693121693,0.03608923884514437,0.0019035532994924331,0.05559189012426424,0.07029177718832891,0.0,-0.03836784409256999,-0.03836784409256999,0.0,0.0,-0.03836784409256999,1.0,-0.007542426147077341,-0.015084852294154572,0.0,0.0,1.0,-0.03836784409256999,-0.03836784409256999,1.0,3.0,0.008000000000000007,6.0,14.0,0.0031665611146295125,5.0,0.5563380281690141,0.5827814569536424,0.029765674477517417,0.018682710576314123,0.015316515108561858,-0.0037174721189591198,0.004435994930291454,0.8046754441870202,0.7546640998362459,0.6878486416267211,0.2857142857142857,0.01836605446485117,0.0006333122229259025,0.007599746675110829,0.4183908045977011,-0.1275599765944997,-0.0218942189421894,1.0,0.4166666666666667,6.0,-0.0756354618722876,-0.1279761904761904,,-0.0760678759508484,7.0,0.0018006447063563,-0.0277490901937641,0.003364737550471
002070_20260327,002070,비비안,2026-03-27,WATCH,NO_SETUP,,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,PARTIAL,6,1127,2026-03-27,7359.6,8596.6,10524.2,12022.241666666667,13477.01,0.04611663677373756,-0.10441337272875328,-0.268447958039566,-0.359603623561607,-0.4287308535053398,-0.14389409766651928,-0.1831588149217993,-0.1246058520700174,0.015229266677702524,-0.019811067973341978,0.0772352035819226,-0.20735097292288684,-0.31098979774476465,0.12066957787481813,0.12066957787481813,2.0,-0.21845497918992995,-0.3333621958611135,0.0,0.0,-0.3333621958611135,,,,,,,-0.31098979774476465,-0.1014239028944911,19.0,3.0,0.0,9.0,9.0,-0.031796337186647615,4.0,0.5054069436539556,0.20352968141187255,0.07689310300038966,0.09542055554524706,0.06718998491369808,0.0,0.06899563318777302,0.4112156563745805,0.3032012286195249,0.3513300869542946,0.9003378378378378,0.03325107156773607,0.007663332900376673,0.03597869853227692,0.0120642686384611,-0.6228749693294542,-0.3261287687606183,-1.0,0.75,3.0,-0.186588039615937,,-0.6443181686936235,-0.5006809780141384,4.0,-0.0101915211838046,-0.1394289441233016,-0.3539176626826029
002170_20250321,002170,SYTS,2025-03-21,WATCH,TOO_EARLY,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,6,880,2025-03-21,48000.0,47385.0,48592.5,48769.166666666664,48432.25,-0.0031250000000000444,0.009813232035454256,-0.015280135823429575,-0.018847290808741812,-0.012021948185351738,0.012978790756568603,-0.024849513813860136,-0.003622507390256824,0.0031347962382444194,-0.000527314912465715,0.015923566878981,0.029032258064516148,-0.010341261633919352,0.013612565445026092,0.037513397642015,0.0,-0.020470829068577223,-0.020470829068577223,0.0,0.0,-0.020470829068577223,,,,,,,-0.020470829068577223,-0.020470829068577223,1.0,3.0,0.010775862068965525,9.0,9.0,0.002716823406478579,7.0,0.5918367346938775,0.5918367346938775,0.01671891327063741,0.01671891327063741,0.008563143469465365,-0.0010330578512396382,0.007322175732217606,0.7342339189472947,0.6402607269964411,0.8511265529585176,0.125,0.01044932079414838,0.0041797283176593526,0.0020898641588296763,0.3364485981308411,-0.1062618595825426,-0.0434929768150278,-1.0,0.5833333333333334,5.0,-0.058,,,-0.0920303605313093,4.0,-0.0012074186971755,-0.0069408740359897,-0.0021505376344086
002460_20250509,002460,HS화성,2025-05-09,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_EARLY,OK,0,912,2025-05-09,10010.0,9780.5,9575.0,9538.166666666666,9329.45,0.006993006993007089,0.030622156331475914,0.05274151436031338,0.056806863653042994,0.08044954418534855,0.023465058023618424,0.021462140992167145,0.003861678519631706,0.0016009605763458445,0.0031796502384737746,0.008000000000000007,0.015105740181268867,0.06553911205074003,0.01306532663316573,0.018181818181818077,1.0,-0.007874015748031482,-0.007874015748031482,0.0,0.0,-0.007874015748031482,9.0,-0.0060240963855421326,-0.011044176706827336,0.6666666666666666,6.0,0.0,-0.007874015748031482,-0.006896551724137945,9.0,2.0,0.007157464212679043,9.0,19.0,0.00248015873015873,4.0,0.7894736842105263,0.9157894736842105,0.01984126984126984,0.02239229024943311,0.009839670503503215,0.011964107676968982,0.019095477386934734,0.552246435981837,-0.6825631633323941,0.5836311028942373,0.65,0.006944444444444444,0.0,0.012896825396825396,0.5379537953795379,-0.0292682926829268,0.0131952989095847,0.0,0.5,4.0,0.0268317853457171,-0.0857142857142857,,-0.0165853658536585,6.0,0.0004718239071124,0.0056321238665435,0.0185995623632384
003060_20260327,003060,에이프로젠바이오로직스,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,AMBIGUOUS_STRUCTURE,PARTIAL,6,1114,2026-03-27,313.6,294.4,419.6666666666667,501.51666666666665,557.29,-0.027423469387755195,0.03600543478260887,-0.27323272438443214,-0.3918447376291915,-0.45270864361463503,0.0652173913043479,-0.29849086576648143,-0.16320494500016614,-0.019387116948092475,-0.006915162759318694,-0.09226190476190477,0.12132352941176472,-0.11849710982658956,0.11589403973509937,0.3011583011583012,1.0,-0.26682692307692313,-0.26682692307692313,0.0,0.0,-0.26682692307692313,,,,,,,-0.26682692307692313,-0.26682692307692313,4.0,1.0,0.1593625498007969,6.0,6.0,0.0072131147540983615,4.0,0.32727272727272727,0.32727272727272727,0.08196721311475409,0.11381733021077284,0.08146973312372276,0.0,0.11363636363636354,1.015589113404988,0.8547289077570053,0.4693164044858285,0.56,0.009836065573770493,0.036065573770491806,0.036065573770491806,0.0274614869390488,-0.6095238095238096,-0.5810537519957424,-1.0,0.5,2.0,-0.4373927958833619,,-0.8404225802445321,-0.5399698340874812,3.0,-0.0156291129244537,-0.1883202609303409,-0.1254355400696863
003100_20250822,003100,선광,2025-08-22,WATCH,FALSE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,6,984,2025-08-22,19032.0,19417.5,20560.666666666668,18462.0,17130.1,-0.003257671290458175,-0.023046221192223548,-0.07736454719367081,0.02751597876719747,0.10740742902843547,-0.019853225183468548,-0.05559968872604659,0.11367493590438027,-0.007302315877321108,-0.0026452308798602386,-0.03558718861209964,-0.036077235772357774,-0.05149999999999999,0.023872679045092937,0.049867374005305054,2.0,-0.05149999999999999,-0.06551724137931036,0.0,0.0,-0.06551724137931036,,,,,,,-0.058560794044664966,-0.05149999999999999,19.0,1.0,-0.03480519480519484,2.0,2.0,-0.0033737480231945177,1.0,0.2746478873239437,0.2484076433121019,0.009488666315234581,0.021236538896001203,0.014667879672920766,0.0026385224274405594,0.023048716605552633,0.20943305020371522,-0.5597170471431503,0.2525989317098386,0.7222222222222222,0.0015814443858724301,0.0010542962572482868,0.006852925672113864,0.5968992248062015,-0.1568965517241379,0.1242994683144129,0.0,0.6666666666666666,6.0,0.2014742014742014,-0.1496567505720824,-0.6151883943903109,-0.1823275862068966,4.0,0.0029369244254213,0.1101905954368391,-0.063508064516129
003120_20260327,003120,일성아이에스,2026-03-27,WATCH,NO_SETUP,LOW,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,PARTIAL,6,1124,2026-03-27,23290.0,23352.5,22810.333333333332,23061.833333333332,23574.95,-0.0017174753112924046,-0.0043892516861149256,0.019274890035217984,0.00815922411487957,-0.013783698374758013,-0.002676372979338426,0.023768467507416347,-0.010905464295264178,-0.007669365146996121,-0.004370070347473831,-0.037267080745341574,-0.027196652719665315,-0.0810276679841897,0.026086956521739202,0.05217391304347818,0.0,-0.045174537987679675,-0.1420664206642066,0.0,0.0,-0.1420664206642066,,,,,,,-0.09533073929961089,-0.01898734177215189,19.0,2.0,-0.023554603854389677,4.0,17.0,-0.002795698924731183,5.0,0.2903225806451613,0.5377358490566038,0.02795698924731183,0.03210445468509985,0.03634527636420604,-0.0021505376344086446,0.02898550724637683,0.5783241828335995,-0.7756440560998539,0.4374542360135362,0.5384615384615384,0.002150537634408602,0.012903225806451613,0.012903225806451613,0.6194690265486725,-0.205087440381558,0.274778507234368,1.0,0.3333333333333333,6.0,0.0683760683760683,-0.2123552123552123,0.121803493320203,-0.2064846416382252,7.0,0.0068773282621721,-0.001807369402985,-0.074829931972789
003480_20250207,003480,한진중공업홀딩스,2025-02-07,WATCH,BORDERLINE_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,851,2025-02-07,3502.0,3568.0,3596.6666666666665,3530.0833333333335,3553.225,-0.0005711022272987254,-0.01905829596412556,-0.02687673772011112,-0.008521989565874355,-0.014979349745653625,-0.018497757847533602,-0.007970342910101902,0.018861688817544353,0.0,-0.002655485674353586,0.0,-0.02777777777777779,-0.051490514905149,0.012949640287769792,0.018705035971223083,0.0,-0.02777777777777779,-0.06666666666666665,0.0,0.0,-0.06666666666666665,19.0,-0.06961178045515393,-0.07764390896921014,0.0,0.0,1.0,-0.06666666666666665,-0.012693935119887145,19.0,2.0,-0.010057471264367845,3.0,3.0,-0.0017142857142857142,2.0,0.36666666666666664,0.18032786885245902,0.01,0.015612244897959185,0.011770616337549228,0.002844950213371167,0.010000000000000009,1.4068710502412534,-0.17798575645410686,0.3433026868022991,0.2857142857142857,0.007142857142857143,0.0,0.002857142857142857,0.3306451612903225,-0.0967741935483871,-0.002967359050445,1.0,0.5,6.0,0.0057471264367816,,,-0.0789473684210526,6.0,0.0012907123633767,0.0176392741248345,-0.0240793201133144
003490_20250905,003490,대한항공,2025-09-05,SETUP,GOOD_TRIGGER,,PATTERN_A_HISTORICAL_CONTEXT,PATTERN_A_PRE_TRANSITION,OK,0,994,2025-09-05,23550.0,24325.0,23943.333333333332,22897.083333333332,23327.75,0.00424628450106157,-0.027749229188078095,-0.01225114854517606,0.03288264516950856,0.01381401978330521,-0.031860226104830414,0.015940414868439445,0.045693592706494535,-0.0008485362749257597,-0.0006162695152013287,-0.004210526315789442,-0.048289738430583484,-0.012526096033402934,0.008528784648187626,0.09168443496801704,2.0,-0.08155339805825246,-0.08155339805825246,0.0,0.0,-0.08155339805825246,9.0,-0.07677165354330706,-0.0807086614173228,0.0,0.0,1.0,-0.08155339805825246,-0.006302521008403339,9.0,2.0,-0.00849256900212314,2.0,2.0,-0.00507399577167019,2.0,0.125,0.125,0.009513742071881607,0.022727272727272728,0.018602582493229533,0.004237288135593209,0.006396588486140775,0.6654548132421666,-0.3990553980799202,0.31149978897521585,0.4444444444444444,0.0021141649048625794,0.003171247357293869,0.004228329809725159,0.601593625498008,-0.1121495327102803,0.0504008108357134,0.0,0.3333333333333333,6.0,0.0555555555555555,-0.0946745562130177,-0.0198455376033254,-0.1158878504672896,6.0,0.0011602370198484,0.0512237565959357,0.0174291938997821
006260_20200925,006260,LS,2020-09-25,WATCH,BORDERLINE_TRIGGER,LOW,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,1560,2020-09-25,53160.0,55850.0,45445.833333333336,40890.833333333336,40346.25,-0.03875094055680961,-0.08504923903312445,0.12441551297331976,0.2496688336831807,0.26653654304923013,-0.04816472694717999,0.22893554597964605,0.11139415924514462,-0.02957283680175249,0.007940804908861177,-0.13682432432432434,-0.13682432432432434,0.20803782505910173,0.09589041095890405,0.26614481409001955,0.0,-0.21020092735703244,-0.2853146853146853,0.0,0.0,-0.2853146853146853,14.0,-0.1595394736842105,-0.16447368421052633,0.14285714285714285,2.0,1.0,-0.2853146853146853,-0.1397306397306397,14.0,1.0,-0.11652173913043473,2.0,19.0,-0.01350293542074364,2.0,0.02158273381294964,0.2916666666666667,0.0410958904109589,0.07534246575342465,0.062078709665160554,0.011560693641618602,0.02814258911819889,0.28571913191553194,-0.5158770734206067,0.33208438704121146,0.047619047619047616,0.0273972602739726,0.011741682974559686,0.0019569471624266144,0.4330949948927477,-0.1281310211946049,-0.0245216922662354,-1.0,0.5,6.0,0.2098930481283423,0.1177117711771176,-0.1350843320206513,-0.2853146853146853,7.0,0.0018504383225776,0.1318407960199006,0.1236842105263158
006260_20221223,006260,LS,2022-12-23,SETUP,GOOD_TRIGGER,MEDIUM,HISTORICAL_COVERAGE,FAILED_BREAKOUT,PARTIAL,6,2113,2022-12-23,72780.0,71260.0,67148.33333333333,63780.833333333336,61448.5,-0.01483924154987637,0.006174571989896238,0.06778525155749726,0.12416216993088303,0.16683076071832503,0.02133033960145947,0.06123259450470364,0.05279799312750688,0.0,-0.0021005461419969507,0.0,0.06696428571428581,-0.04016064257028118,0.030683403068340276,0.06637806637806642,0.0,-0.03499327052489909,-0.06518904823989569,0.0,0.0,-0.06518904823989569,,,,,,,-0.06518904823989569,-0.03499327052489909,17.0,3.0,0.06174698795180733,9.0,9.0,0.0066945606694560665,6.0,0.6708860759493671,0.5145631067961165,0.03486750348675035,0.029487945805937436,0.018422863930412394,-0.012195121951219523,0.012195121951219523,1.018316852436716,-0.26192161358163546,0.5596536230619406,0.19047619047619047,0.016736401673640166,0.00697350069735007,0.005578800557880056,0.8534351145038168,-0.0195567144719687,0.1870560378847672,0.0,0.4166666666666667,7.0,0.1207153502235469,-0.0608203677510608,0.2996134692157457,-0.0651890482398956,9.0,0.0058544789998866,0.060122773230621,0.0215384615384615
008490_20250328,008490,서흥,2025-03-28,WATCH,FALSE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,PARTIAL,6,885,2025-03-28,14718.0,15215.0,15009.0,14855.916666666666,16575.85,-0.02975947818997149,-0.06145251396648044,-0.04857085748550871,-0.038766821300155296,-0.1385057176555048,-0.03266513309234309,0.01372509827436863,0.010304536351958493,-0.01274483498792589,-0.007177814029363794,-0.0623768877216021,-0.0623768877216021,-0.133495145631068,0.07212885154061621,0.10154061624649868,0.0,-0.10075566750629728,-0.16928446771378713,0.0,0.0,-0.16928446771378713,,,,,,,-0.13506965475469412,-0.09677419354838712,19.0,0.0,-0.05131667792032413,0.0,0.0,-0.004761904761904762,2.0,0.12568306010928962,0.09349593495934959,0.04551820728291316,0.03751500600240096,0.02324292148798878,-0.005528680027643396,0.01282916948008106,0.7071649251234823,-0.11442419470702936,0.3508893075535261,0.35384615384615387,0.007703081232492998,0.021708683473389355,0.01610644257703081,0.1819491118578972,-0.3957692307692307,-0.3143355943916055,-1.0,0.8333333333333334,3.0,0.1662954714179658,,,-0.1877133105802048,7.0,-0.0088941465124431,0.0269723416265033,0.0100647016534867
009150_20260327,009150,삼성전기,2026-03-27,EXTENDED,TOO_EXTENDED,HIGH,RECENT_SYSTEMATIC,STRONG_UPTREND_ALREADY_EXTENDED,OK,0,2905,2026-03-27,442000.0,424675.0,344566.6666666667,288075.8333333333,233761.5,-0.018099547511312264,0.021957967857773486,0.25955306181677473,0.5065477550760651,0.8565931515668748,0.04079590274916112,0.23249008416368389,0.1960970924901142,-0.01361303280517745,-0.003811869575416349,-0.06566200215285256,0.08364544319600498,-0.06966773847802787,0.06900584795321629,0.1610169491525424,0.0,-0.11156601842374614,-0.11156601842374614,0.0,0.0,-0.11156601842374614,6.0,-0.09810126582278478,-0.11814345991561181,0.0,0.0,1.0,-0.11156601842374614,-0.06966773847802787,5.0,1.0,0.03980099502487566,9.0,17.0,0.00783410138248848,4.0,0.3699421965317919,0.605072463768116,0.08986175115207373,0.06673798551678736,0.05717276945044078,-0.0448577680525164,0.057309941520467866,0.8929516691790473,-0.4063438638755642,0.7187104007041946,0.7804878048780488,0.00576036866359447,0.004608294930875576,0.03686635944700461,0.9308005427408412,-0.0537974683544303,1.5895542136791203,1.0,0.1666666666666666,10.0,0.7868525896414342,-0.0919689119170984,1.716447337537359,-0.1115660184237461,9.0,0.0272765536929946,0.2167952582677097,0.2791970802919707
009470_20250627,009470,삼화전기,2025-06-27,WATCH,FALSE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,OK,0,945,2025-06-27,29150.0,28572.5,28116.666666666668,32637.083333333332,34555.75,-0.015437392795883409,0.004462332662525048,0.020746887966804906,-0.12063220518581874,-0.16945804967335398,0.0202117420596728,0.016212211025488976,-0.1385055343487086,-0.005119453924914641,0.002631809807877916,-0.025466893039049254,0.03985507246376807,0.05514705882352944,0.03658536585365857,0.08377896613190727,0.0,-0.06818181818181823,-0.06818181818181823,0.0,0.0,-0.06818181818181823,8.0,-0.022146507666098825,-0.047700170357751315,0.625,5.0,1.0,-0.06818181818181823,-0.059016393442622994,8.0,1.0,0.040968342644320366,9.0,17.0,0.005574912891986063,4.0,0.46835443037974683,0.5116279069767442,0.029616724738675958,0.045047287207565956,0.027902977222641737,0.001721170395869276,0.028862478777589184,0.5566817207434078,-0.09784337038337998,0.5229546186458967,0.058823529411764705,0.013937282229965157,0.013937282229965157,0.0017421602787456446,0.1711510696941856,-0.7024471635150167,-0.1947116892239377,0.0,0.6666666666666666,5.0,-0.2559109874826147,,0.0217704754614878,-0.3719912472647703,6.0,-0.0249573164607812,-0.1428962710803303,0.0037878787878788
009730_20260327,009730,이렘,2026-03-27,WATCH,NO_SETUP,HIGH,RECENT_SYSTEMATIC,NEGATIVE_CONTROL,PARTIAL,6,1127,2026-03-27,4962.2,5299.9,5443.366666666667,6189.283333333334,7021.095,-0.0024585869170932195,-0.06602011358704873,-0.09063630963680569,-0.200230505955186,-0.2949817656647574,-0.06371818336195023,-0.0263562378674963,-0.12051745355547361,-0.006009374624414088,-0.004068363540697839,-0.02941176470588236,-0.0788983997022702,-0.08043841723945755,0.019771708112515274,0.07088398928497841,0.0,-0.09671532846715325,-0.1999353483109746,0.0,0.0,-0.1999353483109746,,,,,,,-0.1999353483109746,-0.039394527459732154,19.0,1.0,0.003729796933278129,6.0,6.0,-0.01,3.0,0.22627737226277372,0.09110947832476121,0.03737373737373737,0.041284271284271284,0.04972962409927821,-0.003597841295222892,0.023236852833265376,0.2609685971102933,-0.7104839472355883,0.3209867244596486,0.572972972972973,0.007070707070707071,0.008888888888888889,0.021414141414141413,0.038361108977805,-0.5151313047102959,-0.4383751247304213,-1.0,0.8333333333333334,2.0,-0.1509489051094891,,-0.7363365049299747,-0.4399818984047969,5.0,-0.0122458740684324,-0.1200855047758205,0.001868382810878
009830_20250328,009830,한화솔루션,2025-03-28,WATCH,BORDERLINE_TRIGGER,HIGH,RECENT_SYSTEMATIC,LONG_DOWNTREND_BOUNCE,PARTIAL,6,2663,2025-03-28,18500.2,19262.9,18759.05,18474.733333333334,21164.6,-0.022118679798056262,-0.06083715328429262,-0.035612144538236135,-0.020770710267356107,-0.14522362813377043,-0.03959424593389371,0.0268590360386054,0.015389486902833038,-0.0070845096123914875,-0.008184081331077953,-0.0351981227667858,-0.048142691781542624,-0.14945933239304188,0.042230943563097645,0.1261953457520315,0.0,-0.12421939294185991,-0.17505699954400367,0.0,0.0,-0.17505699954400367,,,,,,,-0.14945933239304188,-0.05282722513089,19.0,1.0,-0.035664108937641825,0.0,0.0,-0.005627107401470344,4.0,0.08715759516186411,0.071553738317757,0.03178375988060361,0.03944739689032431,0.028675888964533568,0.002560610187959611,0.008586208735534173,0.2875669328086729,-0.6891268021868403,0.49544116003343774,0.4260869565217391,0.017190868387596044,0.0010502459786634237,0.01354264551434415,0.1575676763610747,-0.3777348184970388,-0.302585912893454,-1.0,0.5,5.0,0.3255114713379958,,-0.5233671550939196,-0.2935686672654145,7.0,-0.0075408100899858,0.0485452454132333,0.001065799068828
011070_20200925,011070,LG이노텍,2020-09-25,SETUP,GOOD_TRIGGER,LOW,HISTORICAL_COVERAGE,AMBIGUOUS_STRUCTURE,OK,0,1560,2020-09-25,153200.0,160575.0,161991.66666666666,154062.5,146233.0,-0.011096605744125299,-0.056515646893974814,-0.0647667061062811,-0.016632860040567965,0.03601786190531553,-0.04592869375681141,-0.008745305828489092,0.05146720757268408,-0.012886597938144284,0.001403180542563165,-0.0619195046439629,-0.10619469026548678,0.030612244897959107,0.06779661016949157,0.15254237288135597,1.0,-0.1191860465116279,-0.12173913043478257,0.0,0.0,-0.12173913043478257,11.0,-0.1272189349112426,-0.13609467455621305,0.2727272727272727,3.0,1.0,-0.12173913043478257,-0.07055214723926384,11.0,0.0,-0.08750000000000002,0.0,18.0,-0.013201320132013201,1.0,0.21153846153846154,0.3225806451612903,0.039603960396039604,0.03913248467703913,0.03456489113247276,0.01016949152542379,0.016181229773462813,0.5098699321648177,-0.3672994494655285,0.13815729906208557,0.9166666666666666,0.0165016501650165,0.0033003300330033004,0.019801980198019802,0.6581196581196581,-0.1988950276243094,0.1779041429731924,1.0,0.3333333333333333,8.0,-0.0169491525423728,-0.1891117478510028,0.1586708634545097,-0.1629834254143646,6.0,0.0050528500805722,0.0526548672566371,-0.0139372822299651
