strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price,hwm_price
Julia,069500,2019-11-15,2019-11-18,28745.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,48.5,57.84,-30.61,424,9.34,1,JULIA_STRATEGY_V00,,,
Julia,069500,2019-11-22,2019-11-25,28135.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,51.71,61.26,-29.11,419,9.55,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-01-10,2020-01-13,30075.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,41.93,50.86,-33.68,387,8.93,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-01-17,2020-01-20,30865.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,38.3,46.99,-35.38,382,8.69,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-10-30,2020-11-02,30210.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,41.29,50.18,-0.1,188,8.89,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-11-06,2020-11-09,32485.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,31.4,39.66,-0.42,183,8.26,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-11-13,2020-11-16,33505.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,27.4,35.41,-0.25,178,8.01,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-11-20,2020-11-23,34150.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,24.99,32.86,-0.28,173,7.87,1,JULIA_STRATEGY_V00,,,
Julia,069500,2020-11-27,2020-11-30,35330.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,20.82,28.42,-1.83,168,7.6,1,JULIA_STRATEGY_V00,,,
Julia,069500,2021-01-29,2021-02-01,41000.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,4.11,7.74,-1.06,126,3.63,1,JULIA_STRATEGY_V00,,,
Julia,069500,2021-02-05,2021-02-08,42905.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-0.51,2.96,-5.45,121,3.47,1,JULIA_STRATEGY_V00,,,
Julia,069500,2021-02-19,2021-02-22,43055.0,2021-07-31,2021-08-02,42685.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-0.86,2.6,-5.78,113,3.46,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-05-03,2024-05-07,37075.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,148.24,158.18,-16.82,441,9.94,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-05-10,2024-05-13,37335.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,146.51,156.38,-17.4,437,9.87,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-05-17,2024-05-20,37480.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,145.56,155.39,-17.72,433,9.83,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-05-24,2024-05-27,36785.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,150.2,160.21,-16.16,428,10.01,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-05-31,2024-06-03,36265.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,153.78,163.95,-14.96,423,10.17,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-06-07,2024-06-10,36805.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,150.06,160.07,-16.21,419,10.01,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-06-14,2024-06-17,37470.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,145.62,155.46,-17.69,414,9.84,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-06-21,2024-06-24,37950.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,142.52,152.23,-18.74,409,9.71,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-08-02,2024-08-05,35660.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,158.09,168.42,-13.52,379,10.33,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-08-16,2024-08-19,37000.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,148.74,158.7,-16.65,370,9.96,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-08-23,2024-08-26,37025.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,148.58,158.53,-16.7,365,9.95,1,JULIA_STRATEGY_V00,,,
Julia,069500,2024-08-30,2024-09-02,36300.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,153.54,163.69,-15.04,360,10.15,1,JULIA_STRATEGY_V00,,,
Julia,069500,2025-05-30,2025-06-02,36040.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,155.37,165.59,-0.25,182,10.22,1,JULIA_STRATEGY_V00,,,
Julia,069500,2025-06-13,2025-06-16,39000.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,135.99,145.44,-0.65,174,9.45,1,JULIA_STRATEGY_V00,,,
Julia,069500,2025-06-20,2025-06-23,40260.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,128.6,137.75,-0.93,169,9.15,1,JULIA_STRATEGY_V00,,,
Julia,069500,2025-06-27,2025-06-30,41690.0,2026-02-28,2026-03-03,92035.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,120.76,129.6,-1.4,164,8.84,1,JULIA_STRATEGY_V00,,,
