effective_date,ticker,market,sector_codes,sector_names
2025-08-14,041910,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,041920,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,041930,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,041960,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,042110,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,042520,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,042600,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,042660,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,042670,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,042700,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,043100,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,043150,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,043200,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,043220,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,043260,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,043340,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,043360,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,043370,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,043590,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,043650,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
