effective_date,ticker,market,sector_codes,sector_names
2025-08-14,073110,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,073190,['KOSDAQ'],"['2024', '2077']","['기타제조', '제조']"
2025-08-14,073240,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,073490,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,073540,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,073560,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,073570,['KOSDAQ'],"['2024', '2077']","['기타제조', '제조']"
2025-08-14,073640,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,074430,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,074600,['KOSDAQ'],"['2024', '2067']","['비금속', '제조']"
2025-08-14,074610,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,075180,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,075580,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,075970,['KOSDAQ'],"['2024', '2067']","['비금속', '제조']"
2025-08-14,076610,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,077360,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,077970,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,078130,['KOSDAQ'],"['2024', '2062']","['제조', '종이·목재']"
2025-08-14,078140,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,078150,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,078160,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,078350,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,078520,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,078590,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,078600,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,078890,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,079000,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,079170,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,079190,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,079370,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,079550,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,079650,['KOSDAQ'],"['2024', '2067']","['비금속', '제조']"
2025-08-14,079810,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,079900,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,079950,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,079960,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,079980,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,080220,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,080470,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,080520,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,080530,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,080580,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,080720,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,081000,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,081150,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,081180,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,081580,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,082210,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,082270,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,082640,['KOSPI'],"['1021', '1025']","['금융', '보험']"
2025-08-14,082660,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,082740,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,082800,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,082850,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,082920,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,083310,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,083420,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,083450,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,083470,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,083500,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,083550,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,083650,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,083660,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,083930,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,084010,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,084110,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,084180,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,084370,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,084730,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,084850,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,084870,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,085310,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,085620,['KOSPI'],"['1021', '1025']","['금융', '보험']"
2025-08-14,085660,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,085670,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,085910,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,086390,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,086450,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,086670,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,086710,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,086820,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,086890,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,086900,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,087010,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,087600,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,088130,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,088280,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,088290,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,088350,['KOSPI'],"['1021', '1025']","['금융', '보험']"
2025-08-14,088390,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,088800,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,088910,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,089010,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,089030,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,089140,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,089470,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,089790,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,089890,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,089970,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,089980,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,090080,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,090150,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,090350,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,090360,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,090370,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,090410,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,090430,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,090460,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,090470,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,090710,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,091090,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,091120,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,091340,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,091440,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,091580,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,091700,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,091970,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,092040,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,092070,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,092190,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,092200,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,092220,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,092230,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,092300,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,092440,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,092460,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,092600,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,092730,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,092780,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,092790,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,092870,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,093050,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,093190,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,093240,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,093370,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,093380,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,093640,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,093920,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,094170,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,094360,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,094840,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,094940,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,094970,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,095190,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,095270,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,095500,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,095610,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,095910,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,096350,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,096530,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,096610,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,096630,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,096690,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,096770,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,096870,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,097520,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,097780,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,097800,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,097870,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,097950,['KOSPI'],"['1005', '1027']","['음식료·담배', '제조']"
2025-08-14,098070,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,098120,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,098460,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,098660,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,099190,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,099320,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,099410,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,099430,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,099440,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,099520,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,100090,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,100120,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,100130,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,100250,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,100590,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,100660,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,100700,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,100840,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,101000,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,101160,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,101170,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,101240,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,101330,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,101360,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,101390,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,101400,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,101490,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,101530,['KOSPI'],"['1005', '1027']","['음식료·담배', '제조']"
2025-08-14,101670,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,101680,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,101930,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,101970,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,102120,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,102260,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,102280,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,102460,['KOSPI'],"['1009', '1027']","['제약', '제조']"
2025-08-14,102710,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,102940,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,103140,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,103230,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,103590,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,103840,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,104040,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,104460,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,104480,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,104540,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,104700,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,104830,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,105330,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,105550,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,105630,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,105740,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,105760,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,105840,['KOSPI'],"['1014', '1027']","['의료·정밀기기', '제조']"
2025-08-14,106080,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,106190,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,106240,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,106520,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,107600,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,107640,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,108230,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,108320,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,108380,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,108490,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,108670,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,109070,['KOSPI'],"['1013', '1027']","['전기전자', '제조']"
2025-08-14,109080,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,109610,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,109670,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,109740,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,109860,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,110020,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,110790,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,110990,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,111110,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,111380,['KOSPI'],"['1006', '1027']","['섬유·의류', '제조']"
2025-08-14,111870,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,112290,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,112610,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,113810,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,114190,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,114450,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,114630,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,114810,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,114840,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,115160,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,115440,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,115480,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,115530,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,115570,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,115610,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,117670,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,117730,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,118990,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,119500,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,119610,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,119650,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,119850,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,120030,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,120110,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,120240,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,121600,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,121800,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,121850,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,121890,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,122310,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,122350,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,122640,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,122690,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,122990,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,123010,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,123040,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,123330,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,123410,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,123700,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,123750,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,123840,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,123860,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,125020,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,125210,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,126340,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,126600,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,126640,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,126700,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,126730,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,126880,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,127980,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,128540,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,128660,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,128940,['KOSPI'],"['1009', '1027']","['제약', '제조']"
2025-08-14,129890,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,129920,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,130500,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,130740,['KOSDAQ'],"['2024', '2075']","['운송장비·부품', '제조']"
2025-08-14,131030,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,131180,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,131290,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,131400,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,131760,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,133820,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,134380,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,136150,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,136410,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,136480,['KOSDAQ'],"['2024', '2056']","['음식료·담배', '제조']"
2025-08-14,136490,['KOSPI'],"['1005', '1027']","['음식료·담배', '제조']"
2025-08-14,137080,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,137310,['KOSPI'],"['1014', '1027']","['의료·정밀기기', '제조']"
2025-08-14,137400,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,137940,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,137950,['KOSDAQ'],"['2024', '2065']","['제조', '화학']"
2025-08-14,138070,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,138080,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,138360,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,138490,['KOSPI'],"['1008', '1027']","['제조', '화학']"
2025-08-14,138610,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,139990,['KOSPI'],"['1011', '1027']","['금속', '제조']"
2025-08-14,140520,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,140670,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,140860,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,141000,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,142280,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,143160,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,143210,['KOSPI'],"['1015', '1027']","['운송장비·부품', '제조']"
2025-08-14,143540,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,144960,['KOSDAQ'],"['2024', '2070']","['기계·장비', '제조']"
2025-08-14,145020,['KOSDAQ'],"['2024', '2066']","['제약', '제조']"
2025-08-14,145170,['KOSDAQ'],"['2024', '2058']","['섬유·의류', '제조']"
2025-08-14,145210,['KOSPI'],"['1012', '1027']","['기계·장비', '제조']"
2025-08-14,145720,['KOSPI'],"['1014', '1027']","['의료·정밀기기', '제조']"
2025-08-14,145990,['KOSPI'],"['1005', '1027']","['음식료·담배', '제조']"
2025-08-14,146060,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
2025-08-14,146320,['KOSDAQ'],"['2024', '2072']","['전기전자', '제조']"
2025-08-14,147760,['KOSDAQ'],"['2024', '2074']","['의료·정밀기기', '제조']"
2025-08-14,147830,['KOSDAQ'],"['2024', '2068']","['금속', '제조']"
