ticker,name,market,official_stage,candidate_state,market_cap_eok,avg_trading_value_20d_eok,avg_trading_value_60d_eok,investability_status,investability_reason,oracle_status,status_match
018120,진로발효,KOSDAQ,transition,candidate,1112.35,0.19,0.35,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.19억),FILTERED_LIQUIDITY,True
021320,KCC건설,KOSDAQ,transition,candidate,1230.5,0.98,1.96,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.98억),FILTERED_LIQUIDITY,True
026910,광진실업,KOSDAQ,transition,candidate,359.55,4.1,11.83,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (359.6억),FILTERED_MARKET_CAP,True
031510,오스템,KOSDAQ,transition,candidate,327.88,0.96,1.52,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (327.9억),FILTERED_MARKET_CAP,True
033560,블루콤,KOSDAQ,early_trend,candidate,783.18,4.17,2.7,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (783.2억),FILTERED_MARKET_CAP,True
034950,한국기업평가,KOSDAQ,transition,candidate,4672.19,1.63,2.27,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.63억),FILTERED_LIQUIDITY,True
035610,솔본,KOSDAQ,transition,candidate,1378.24,3.48,2.96,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
036000,예림당,KOSDAQ,transition,candidate,650.72,1.04,1.7,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (650.7억),FILTERED_MARKET_CAP,True
036190,금화피에스시,KOSDAQ,transition,candidate,2055.0,1.63,3.21,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.63억),FILTERED_LIQUIDITY,True
038390,레드캡투어,KOSDAQ,transition,candidate,1652.02,1.53,2.39,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.53억),FILTERED_LIQUIDITY,True
039420,케이엘넷,KOSDAQ,transition,candidate,657.43,1.18,1.51,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (657.4억),FILTERED_MARKET_CAP,True
042420,네오위즈홀딩스,KOSDAQ,transition,candidate,1950.08,2.23,2.8,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.23억),FILTERED_LIQUIDITY,True
043360,디지아이,KOSDAQ,transition,candidate,208.8,0.18,0.92,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (208.8억),FILTERED_MARKET_CAP,True
045340,토탈소프트,KOSDAQ,transition,candidate,569.11,2.06,3.05,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (569.1억),FILTERED_MARKET_CAP,True
049180,셀루메드,KOSDAQ,transition,candidate,839.75,,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,DATA_UNAVAILABLE,True
049960,쎌바이오텍,KOSDAQ,transition,candidate,1460.76,2.26,2.86,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.26억),FILTERED_LIQUIDITY,True
050120,ES큐브,KOSDAQ,transition,candidate,467.96,0.36,0.69,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (468.0억),FILTERED_MARKET_CAP,True
051390,YW,KOSDAQ,transition,candidate,472.95,0.33,0.49,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (472.9억),FILTERED_MARKET_CAP,True
051500,CJ프레시웨이,KOSDAQ,transition,candidate,2950.09,2.45,5.83,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.45억),FILTERED_LIQUIDITY,True
052330,코텍,KOSDAQ,transition,candidate,2193.56,3.56,3.31,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
053060,세동,KOSDAQ,transition,candidate,257.45,0.75,1.68,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (257.4억),FILTERED_MARKET_CAP,True
053260,금강철강,KOSDAQ,transition,candidate,1068.91,51.32,34.53,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
053350,이니텍,KOSDAQ,transition,candidate,832.4,3.74,3.0,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (832.4억),FILTERED_MARKET_CAP,True
065690,파커스,KOSDAQ,transition,candidate,229.0,1.24,0.63,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (229.0억),FILTERED_MARKET_CAP,True
066620,국보디자인,KOSDAQ,transition,candidate,1890.0,1.62,2.89,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.62억),FILTERED_LIQUIDITY,True
067290,JW신약,KOSDAQ,transition,candidate,1176.78,269.05,294.18,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
068930,디지털대성,KOSDAQ,transition,candidate,2230.63,2.58,2.85,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.58억),FILTERED_LIQUIDITY,True
069510,에스텍,KOSDAQ,transition,candidate,1370.3,0.53,1.52,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.53억),FILTERED_LIQUIDITY,True
071200,인피니트헬스케어,KOSDAQ,early_trend,candidate,2556.75,8.26,8.23,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
072870,메가스터디,KOSDAQ,transition,candidate,1589.06,2.71,3.62,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.71억),FILTERED_LIQUIDITY,True
073560,우리손에프앤지,KOSDAQ,transition,candidate,1076.65,2.08,2.42,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.08억),FILTERED_LIQUIDITY,True
079960,동양이엔피,KOSDAQ,transition,candidate,1597.18,5.77,7.81,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
080010,이상네트웍스,KOSDAQ,transition,candidate,796.64,0.65,0.56,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (796.6억),FILTERED_MARKET_CAP,True
086060,진바이오텍,KOSDAQ,early_trend,candidate,404.7,1.12,1.46,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (404.7억),FILTERED_MARKET_CAP,True
086450,동국제약,KOSDAQ,transition,candidate,8919.44,57.22,73.12,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
086820,바이오솔루션,KOSDAQ,transition,candidate,1729.14,5.24,7.71,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
091590,남화토건,KOSDAQ,transition,candidate,749.01,78.51,103.85,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (749.0억),FILTERED_MARKET_CAP,True
091970,LSK아이로봇,KOSDAQ,transition,candidate,308.55,4.02,9.95,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (308.6억),FILTERED_MARKET_CAP,True
092130,이크레더블,KOSDAQ,transition,candidate,1731.87,0.64,1.03,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.64억),FILTERED_LIQUIDITY,True
094840,슈프리마에이치큐,KOSDAQ,early_trend,candidate,1221.84,6.53,5.72,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
096530,씨젠,KOSDAQ,transition,candidate,16790.66,86.18,90.89,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
101680,한국정밀기계,KOSDAQ,transition,candidate,225.65,0.71,0.99,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (225.7억),FILTERED_MARKET_CAP,True
112290,와이씨켐,KOSDAQ,transition,candidate,2289.03,12.26,39.61,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
114450,그린생명과학,KOSDAQ,transition,candidate,452.0,3.1,18.0,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (452.0억),FILTERED_MARKET_CAP,True
121440,골프존홀딩스,KOSDAQ,early_trend,candidate,3075.68,19.99,21.39,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
122350,삼기,KOSDAQ,transition,candidate,639.12,78.28,83.36,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (639.1억),FILTERED_MARKET_CAP,True
123330,제닉,KOSDAQ,transition,candidate,2175.45,92.89,66.27,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
130580,나이스디앤비,KOSDAQ,transition,candidate,842.38,0.43,0.44,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (842.4억),FILTERED_MARKET_CAP,True
134060,이퓨쳐,KOSDAQ,transition,candidate,236.55,0.33,0.66,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (236.6억),FILTERED_MARKET_CAP,True
140860,파크시스템스,KOSDAQ,transition,candidate,19571.9,99.71,129.54,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
141000,비아트론,KOSDAQ,transition,candidate,1108.5,2.85,5.21,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.85억),FILTERED_LIQUIDITY,True
145020,휴젤,KOSDAQ,transition,candidate,32038.84,135.43,138.82,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
189330,씨이랩,KOSDAQ,transition,candidate,1667.23,81.48,78.88,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
192440,슈피겐코리아,KOSDAQ,transition,candidate,1765.45,3.23,3.71,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
196170,알테오젠,KOSDAQ,transition,candidate,168261.12,1496.66,1736.97,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
204620,글로벌텍스프리,KOSDAQ,transition,candidate,3689.87,35.8,48.09,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
226400,오스테오닉,KOSDAQ,transition,candidate,987.62,5.43,7.32,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (987.6억),FILTERED_MARKET_CAP,True
241710,코스메카코리아,KOSDAQ,transition,candidate,13584.96,196.2,109.92,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
251970,펌텍코리아,KOSDAQ,transition,candidate,6572.0,47.21,29.9,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
264660,씨앤지하이테크,KOSDAQ,transition,candidate,1369.71,4.02,10.16,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
286750,나노실리칸첨단소재,KOSDAQ,transition,candidate,456.41,,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,DATA_UNAVAILABLE,True
332370,아이디피,KOSDAQ,transition,candidate,727.4,0.36,0.8,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (727.4억),FILTERED_MARKET_CAP,True
339950,아이비김영,KOSDAQ,transition,candidate,1292.22,3.91,3.07,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
377450,리파인,KOSDAQ,transition,candidate,2353.41,7.95,5.07,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
900070,글로벌에스엠,KOSDAQ,transition,candidate,269.53,0.46,2.11,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (269.5억),FILTERED_MARKET_CAP,True
950190,고스트스튜디오,KOSDAQ,transition,candidate,1214.49,5.49,5.37,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
000050,경방,KOSPI,transition,candidate,2439.96,3.29,4.56,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
000370,한화손해보험,KOSPI,transition,candidate,8160.05,29.26,39.15,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
000700,유수홀딩스,KOSPI,transition,candidate,1627.61,3.17,2.44,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
000850,화천기공,KOSPI,transition,candidate,751.3,3.85,16.84,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (751.3억),FILTERED_MARKET_CAP,True
001210,금호전기,KOSPI,transition,candidate,803.2,140.79,190.13,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (803.2억),FILTERED_MARKET_CAP,True
001260,남광토건,KOSPI,transition,candidate,758.09,12.12,35.45,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (758.1억),FILTERED_MARKET_CAP,True
001450,현대해상,KOSPI,early_trend,candidate,38660.08,238.91,223.06,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
001800,오리온홀딩스,KOSPI,transition,candidate,16121.98,21.08,32.37,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
001940,KISCO홀딩스,KOSPI,transition,candidate,3955.21,3.9,2.7,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
002170,SYTS,KOSPI,transition,candidate,1704.0,1.64,1.64,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.64억),FILTERED_LIQUIDITY,True
002460,HS화성,KOSPI,transition,candidate,1195.67,1.76,2.72,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.76억),FILTERED_LIQUIDITY,True
003120,일성아이에스,KOSPI,transition,candidate,2733.15,1.69,1.9,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.69억),FILTERED_LIQUIDITY,True
003300,한일홀딩스,KOSPI,transition,candidate,5309.17,3.54,3.39,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
003480,한진중공업홀딩스,KOSPI,transition,candidate,1435.15,1.22,2.01,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.22억),FILTERED_LIQUIDITY,True
003490,대한항공,KOSPI,transition,candidate,96842.03,604.25,753.08,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
003650,미창석유,KOSPI,early_trend,candidate,2564.28,4.85,4.62,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
003830,대한화섬,KOSPI,transition,candidate,1565.71,0.14,0.3,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.14억),FILTERED_LIQUIDITY,True
004000,롯데정밀화학,KOSPI,transition,candidate,12151.8,25.69,30.38,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
004150,한솔홀딩스,KOSPI,transition,candidate,1427.73,3.02,15.14,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
004690,삼천리,KOSPI,transition,candidate,4522.59,9.77,13.53,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
004700,조광피혁,KOSPI,transition,candidate,4355.19,1.38,1.61,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.38억),FILTERED_LIQUIDITY,True
005430,한국공항,KOSPI,early_trend,candidate,2729.4,14.69,16.04,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
005720,넥센,KOSPI,transition,candidate,3294.51,1.93,2.13,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.93억),FILTERED_LIQUIDITY,True
005750,대림바스,KOSPI,transition,candidate,791.45,2.93,2.09,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (791.5억),FILTERED_MARKET_CAP,True
005810,풍산홀딩스,KOSPI,transition,candidate,5687.62,11.69,13.25,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
006040,동원산업,KOSPI,transition,candidate,16574.88,18.28,21.18,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
006280,녹십자,KOSPI,transition,candidate,15099.01,46.94,65.14,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
007070,GS리테일,KOSPI,transition,candidate,23159.25,60.24,52.44,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
007160,사조산업,KOSPI,transition,candidate,2475.0,4.05,3.32,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
007700,F&F홀딩스,KOSPI,transition,candidate,5843.69,4.1,3.6,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
008930,한미사이언스,KOSPI,transition,candidate,30297.46,84.15,61.59,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
009160,SIMPAC,KOSPI,transition,candidate,3268.55,6.04,7.13,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
009190,대양금속,KOSPI,transition,candidate,768.0,5.85,19.07,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (768.0억),FILTERED_MARKET_CAP,True
009450,경동나비엔,KOSPI,transition,candidate,9921.21,44.33,36.6,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
009680,모토닉,KOSPI,transition,candidate,2223.3,1.72,2.32,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.72억),FILTERED_LIQUIDITY,True
009770,삼정펄프,KOSPI,transition,candidate,712.49,1.12,0.72,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (712.5억),FILTERED_MARKET_CAP,True
010400,우진아이엔에스,KOSPI,transition,candidate,334.61,1.7,1.13,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (334.6억),FILTERED_MARKET_CAP,True
011200,HMM,KOSPI,transition,candidate,200438.07,273.43,307.67,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
011230,삼화전자,KOSPI,transition,candidate,569.22,39.08,116.41,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (569.2억),FILTERED_MARKET_CAP,True
011760,현대코퍼레이션,KOSPI,transition,candidate,3637.97,7.3,9.44,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
012750,에스원,KOSPI,transition,candidate,29525.36,41.7,60.23,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
013700,까뮤이앤씨,KOSPI,transition,candidate,1051.02,6.23,7.56,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
014440,영보화학,KOSPI,transition,candidate,934.0,0.75,1.09,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (934.0억),FILTERED_MARKET_CAP,True
015230,대창단조,KOSPI,transition,candidate,1682.9,3.42,3.52,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
017940,E1,KOSPI,transition,candidate,6139.7,8.75,10.18,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
018670,SK가스,KOSPI,transition,candidate,22616.96,38.83,35.14,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
020760,일진디스플,KOSPI,transition,candidate,555.03,,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,DATA_UNAVAILABLE,True
021240,코웨이,KOSPI,transition,candidate,69493.61,167.34,216.37,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
025000,KPX케미칼,KOSPI,transition,candidate,2211.25,2.09,2.29,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.09억),FILTERED_LIQUIDITY,True
025540,한국단자,KOSPI,transition,candidate,6493.83,11.11,15.67,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
025890,한국주강,KOSPI,transition,candidate,279.73,1.65,1.0,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (279.7억),FILTERED_MARKET_CAP,True
026960,동서,KOSPI,transition,candidate,26221.1,20.61,24.02,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
027410,BGF,KOSPI,transition,candidate,4015.32,3.99,6.79,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
028100,동아지질,KOSPI,transition,candidate,2372.62,5.33,6.25,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
029530,신도리코,KOSPI,transition,candidate,4192.34,4.7,4.85,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
029780,삼성카드,KOSPI,transition,candidate,56249.49,45.18,73.21,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
030000,제일기획,KOSPI,transition,candidate,21834.82,61.78,91.42,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
030190,NICE평가정보,KOSPI,transition,candidate,9349.26,9.65,12.92,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
030200,KT,KOSPI,transition,candidate,134579.58,238.52,248.35,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
030210,다올투자증권,KOSPI,transition,candidate,2387.72,2.15,3.04,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.15억),FILTERED_LIQUIDITY,True
033920,무학,KOSPI,transition,candidate,2288.55,2.45,3.79,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.45억),FILTERED_LIQUIDITY,True
034310,NICE,KOSPI,transition,candidate,4774.75,7.11,6.76,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
034590,인천도시가스,KOSPI,transition,candidate,1168.06,0.49,0.55,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.49억),FILTERED_LIQUIDITY,True
035420,NAVER,KOSPI,transition,candidate,357908.89,2921.0,5047.11,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
035510,신세계 I&C,KOSPI,transition,candidate,1926.57,7.1,19.98,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
036570,NC,KOSPI,transition,candidate,53321.45,191.4,331.74,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
037710,광주신세계,KOSPI,transition,candidate,3035.61,49.29,156.13,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
044450,KSS해운,KOSPI,transition,candidate,2391.7,4.97,6.04,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
051600,한전KPS,KOSPI,transition,candidate,20857.5,48.21,68.58,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
060980,HL홀딩스,KOSPI,transition,candidate,3731.41,6.61,11.58,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
064960,SNT모티브,KOSPI,transition,candidate,7550.71,17.53,19.76,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
068270,셀트리온,KOSPI,transition,candidate,467560.52,1461.08,1264.38,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
072130,유엔젤,KOSPI,transition,candidate,621.44,1.96,3.27,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (621.4억),FILTERED_MARKET_CAP,True
073240,금호타이어,KOSPI,transition,candidate,23382.99,604.82,398.99,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
079160,CJ CGV,KOSPI,transition,candidate,9007.69,35.72,24.4,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
081660,미스토홀딩스,KOSPI,transition,candidate,22564.03,54.7,76.63,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
082640,동양생명,KOSPI,transition,candidate,12875.16,,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,DATA_UNAVAILABLE,True
088790,진도,KOSPI,transition,candidate,278.21,0.52,0.73,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (278.2억),FILTERED_MARKET_CAP,True
089860,롯데렌탈,KOSPI,early_trend,candidate,16339.22,63.86,33.48,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
092790,넥스틸,KOSPI,transition,candidate,3359.46,67.25,70.16,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
096760,JW홀딩스,KOSPI,transition,candidate,3056.8,5.02,3.96,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
096770,SK이노베이션,KOSPI,transition,candidate,217570.94,1026.58,753.39,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
100220,비상교육,KOSPI,transition,candidate,671.93,3.31,3.5,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (671.9억),FILTERED_MARKET_CAP,True
139480,이마트,KOSPI,transition,candidate,21773.1,93.54,133.35,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
161890,한국콜마,KOSPI,early_trend,candidate,32268.14,507.67,385.89,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
180640,한진칼,KOSPI,transition,candidate,80114.73,142.08,204.3,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
192080,더블유게임즈,KOSPI,transition,candidate,13042.86,32.19,54.75,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
