ticker,name,market,official_stage,candidate_state,market_cap_eok,avg_trading_value_20d_eok,avg_trading_value_60d_eok,investability_status,investability_reason,oracle_status,status_match
192400,쿠쿠홀딩스,KOSPI,transition,candidate,9370.64,5.37,5.91,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
207940,삼성바이오로직스,KOSPI,transition,candidate,716583.92,1059.19,909.08,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
227840,현대코퍼레이션홀딩스,KOSPI,transition,candidate,1244.99,1.91,2.19,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.91억),FILTERED_LIQUIDITY,True
267290,경동도시가스,KOSPI,transition,candidate,1276.36,3.47,4.15,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
268280,미원에스씨,KOSPI,transition,candidate,6625.0,3.61,3.71,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
271560,오리온,KOSPI,transition,candidate,52968.58,147.35,162.37,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
282330,BGF리테일,KOSPI,transition,candidate,25096.23,103.81,108.76,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
300720,한일시멘트,KOSPI,transition,candidate,10958.24,10.22,16.64,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
317400,자이에스앤디,KOSPI,early_trend,candidate,3889.89,158.24,59.2,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
373220,LG에너지솔루션,KOSPI,transition,candidate,864630.0,996.93,1685.7,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
377740,바이오노트,KOSPI,transition,candidate,5022.98,3.71,3.76,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
383220,F&F,KOSPI,transition,candidate,25665.74,68.69,74.26,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
383800,LX홀딩스,KOSPI,transition,candidate,6323.67,6.82,12.62,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
453340,현대그린푸드,KOSPI,transition,candidate,6033.22,8.37,9.35,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,INVESTABLE,True
