ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,identity_lifecycle,identity_effective_from,identity_effective_to,entry_signal_date,entry_execution_date,entry_open,full_path_raw_mfe,full_path_raw_mae,full_path_mfe_cohort,v2_exit_reason,v2_exit_category,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_giveback,v4_exit_reason,v4_exit_signal_date,v4_exit_execution_date,v4_exit_price,v4_terminal_return,v4_strategy_path_mfe,v4_strategy_path_mae,v4_holding_days,v4_trade_status,v4_fast_state_at_exit,v4_active_soft_threshold,v4_active_hard_threshold,v4_mfe_tier,v4_phase_at_exit,v4_max_hwm_drawdown_pct,v4_final_valuation_date,v4_final_valuation_price,v4_unexecuted_exit_signal_date,v4_unexecuted_exit_reason,v4_giveback,v3_exit_reason,v3_terminal_return,v3_strategy_path_mfe,v3_giveback,entry_signal_date_match,entry_execution_date_match,entry_open_match,return_delta_v4_minus_v2,improved_worsened_same
034230,파라다이스,KOSDAQ,KR7034230003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034230_KR7034230003_KOSDAQ_01,1,2010-01-04|2024-06-21,2010-01-04,2024-06-21,2021-05-14,2021-05-17,18850.0,6.6313,-36.074271,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-08-17,2021-08-18,15450.0,-18.04,6.63,-18.04,66,REALIZED,24.67,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2021-08-17,2021-08-18,15450.0,-18.04,6.63,-18.04,66,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-22.39,2021-08-18,15450.0,,,24.67,OPEN_AT_CUTOFF,-21.17,6.63,27.8,True,True,True,0.0,same
034230,파라다이스,KOSDAQ,KR7034230003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034230_KR7034230003_KOSDAQ_02,2,2010-01-04|2024-06-21,2010-01-04,2024-06-21,2022-12-02,2022-12-05,17550.0,7.122507,-30.42735,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-04-21,2023-04-24,14700.0,-16.24,7.12,-16.7,97,REALIZED,23.36,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-04-21,2023-04-24,14700.0,-16.24,7.12,-16.7,97,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-21.6,2023-04-24,14700.0,,,23.36,OPEN_AT_CUTOFF,-15.33,7.12,22.45,True,True,True,0.0,same
034310,NICE,KOSPI,KR7034310003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034310_KR7034310003_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-06-27,2025-06-30,12500.0,23.44,-14.72,WINNER_CAPABLE_GE_20,NO_PROGRESSED_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,5.36,23.44,-14.72,281,OPEN_AT_CUTOFF,18.08,WINNER_HARD_EXIT,2026-05-28,2026-05-29,12240.0,-2.08,23.44,-3.28,224,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.67,2026-05-29,12240.0,,,25.52,SOFT_EXIT,5.92,23.44,17.52,True,True,True,-7.44,worsened
034730,SK,KOSPI,KR7034730002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034730_KR7034730002_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-02-23,2024-02-26,199800.0,341.941942,-42.542543,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-04-09,2024-04-11,161500.0,-19.17,0.05,-19.17,32,REALIZED,19.22,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-05-17,2024-05-20,156800.0,-21.52,0.05,-23.22,56,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-22.21,2024-05-20,156800.0,,,21.57,SOFT_EXIT,4.6,20.87,16.27,True,True,True,-2.35,worsened
034730,SK,KOSPI,KR7034730002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034730_KR7034730002_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-06-13,2025-06-16,190100.0,364.492372,-6.943714,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-01-31,2026-02-02,325000.0,70.96,78.59,-6.94,157,REALIZED,7.63,WINNER_HARD_EXIT,2025-08-01,2025-08-04,188000.0,-1.1,27.04,-1.21,36,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-21.95,2025-08-04,188000.0,,,28.14,SOFT_EXIT,9.94,27.04,17.1,True,True,True,-72.06,worsened
034810,해성산업,KOSDAQ,KR7034810002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034810_KR7034810002_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-04-02,2021-04-05,15723.0,13.432551,-66.86383,PRE_WINNER_LT_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-11-30,2021-12-01,12900.0,-17.95,13.43,-18.59,164,REALIZED,31.38,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2022-06-17,2022-06-20,11400.0,-27.49,13.43,-28.77,298,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-36.08,2022-06-20,11400.0,,,40.92,OPEN_AT_CUTOFF,-62.73,13.43,76.16,True,True,True,-9.54,worsened
034950,한국기업평가,KOSDAQ,KR7034950006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034950_KR7034950006_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-02-28,2025-03-04,87800.0,30.979499,-3.530752,WINNER_CAPABLE_GE_20,NO_PROGRESSED_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,15.38,30.98,-3.53,360,OPEN_AT_CUTOFF,15.6,WINNER_SOFT_WATCH_EXIT,2025-09-26,2025-09-29,95900.0,9.23,22.89,-3.53,144,REALIZED,WATCH,-10.0,-20.0,MFE_20_TO_50,WINNER,-10.75,2025-09-29,95900.0,,,13.66,SOFT_EXIT,10.48,22.89,12.41,True,True,True,-6.15,worsened
035250,강원랜드,KOSPI,KR7035250000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035250_KR7035250000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-08-08,2025-08-11,18910.0,3.595981,-26.388154,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-05-11,2026-05-12,16030.0,-15.23,3.6,-15.39,182,REALIZED,18.83,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-05-11,2026-05-12,16030.0,-15.23,3.6,-15.39,182,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-18.27,2026-05-12,16030.0,,,18.83,OPEN_AT_CUTOFF,-24.33,3.6,27.93,True,True,True,0.0,same
035420,NAVER,KOSPI,KR7035420009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035420_KR7035420009_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-02-07,2025-02-10,229500.0,32.461874,-23.224401,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-03-28,2025-03-31,191400.0,-16.6,1.09,-16.6,35,REALIZED,17.69,WINNER_HARD_EXIT,2025-07-22,2025-07-23,236000.0,2.83,28.54,-23.22,112,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-23.75,2025-07-23,236000.0,,,25.71,SOFT_EXIT,8.28,28.54,20.26,True,True,True,19.43,improved
035420,NAVER,KOSPI,KR7035420009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035420_KR7035420009_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-06-27,2025-06-30,257000.0,18.287938,-29.533074,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-08-27,2025-08-28,217500.0,-15.37,4.67,-15.76,43,REALIZED,20.04,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-04-03,2026-04-06,197100.0,-23.31,13.62,-24.28,188,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-32.95,2026-04-06,197100.0,,,36.93,OPEN_AT_CUTOFF,-13.62,18.29,31.91,True,True,True,-7.94,worsened
035600,KG이니시스,KOSDAQ,KR7035600006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035600_KR7035600006_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-05-28,2021-05-31,21950.0,14.578588,-63.690205,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-08-20,2021-08-23,18350.0,-16.4,7.06,-18.91,60,REALIZED,23.46,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2021-09-24,2021-09-27,18050.0,-17.77,7.06,-18.91,82,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-23.4,2021-09-27,18050.0,,,24.83,OPEN_AT_CUTOFF,-54.44,14.58,69.02,True,True,True,-1.37,worsened
035600,KG이니시스,KOSDAQ,KR7035600006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035600_KR7035600006_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2022-04-01,2022-04-04,22450.0,12.026726,-64.498886,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-04-15,2022-04-18,18900.0,-15.81,12.03,-15.81,11,REALIZED,27.84,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2022-05-06,2022-05-09,16650.0,-25.84,12.03,-26.28,25,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-33.4,2022-05-09,16650.0,,,37.87,OPEN_AT_CUTOFF,-55.46,12.03,67.49,True,True,True,-10.03,worsened
035600,KG이니시스,KOSDAQ,KR7035600006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035600_KR7035600006_KOSDAQ_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-07-11,2025-07-14,12710.0,1.888277,-29.81904,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-08-01,2025-08-04,10140.0,-20.22,1.89,-20.22,16,REALIZED,22.11,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-06-12,2026-06-15,10300.0,-18.96,1.89,-28.8,224,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-29.58,2026-06-15,10300.0,,,20.85,OPEN_AT_CUTOFF,-21.32,1.89,23.21,True,True,True,1.26,improved
035600,KG이니시스,KOSDAQ,KR7035600006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035600_KR7035600006_KOSDAQ_04,4,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-20,2026-02-23,12270.0,0.0815,-27.302363,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-04,2026-03-05,10190.0,-16.95,0.08,-19.4,8,REALIZED,17.03,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-06-12,2026-06-15,10300.0,-16.06,0.08,-26.24,76,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.73,2026-06-15,10300.0,,,16.14,OPEN_AT_CUTOFF,-18.5,0.08,18.58,True,True,True,0.89,improved
035720,카카오,KOSPI,KR7035720002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035720_KR7035720002_KOSPI_01,1,2017-07-10|2026-08-21,2017-07-10,2026-08-21,2025-09-12,2025-09-15,65000.0,7.230769,-50.384615,PRE_WINNER_LT_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-01-31,2026-02-02,60500.0,-6.92,7.23,-14.62,93,REALIZED,14.15,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-03-04,2026-03-05,51200.0,-21.23,7.23,-27.62,112,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-32.5,2026-03-05,51200.0,,,28.46,OPEN_AT_CUTOFF,-44.92,7.23,52.15,True,True,True,-14.31,worsened
035760,CJ ENM,KOSDAQ,KR7035760008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035760_KR7035760008_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-06-20,2025-06-23,77800.0,5.784062,-63.881748,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-07-24,2025-07-25,64700.0,-16.84,5.66,-17.61,25,REALIZED,22.5,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-11-06,2025-11-07,65400.0,-15.94,5.78,-19.41,94,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-21.9,2025-11-07,65400.0,,,21.72,OPEN_AT_CUTOFF,-59.13,5.78,64.91,True,True,True,0.9,improved
035760,CJ ENM,KOSDAQ,KR7035760008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_035760_KR7035760008_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-08-22,2025-08-25,77400.0,6.330749,-63.69509,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-06,2025-11-07,65400.0,-15.5,6.33,-17.83,50,REALIZED,21.83,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-11-06,2025-11-07,65400.0,-15.5,6.33,-17.83,50,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-21.26,2025-11-07,65400.0,,,21.83,OPEN_AT_CUTOFF,-58.91,6.33,65.24,True,True,True,0.0,same
036200,유니셈,KOSDAQ,KR7036200004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036200_KR7036200004_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-09-26,2025-09-29,10170.0,41.494592,-41.00295,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-04,2026-03-05,9130.0,-10.23,21.73,-15.73,102,REALIZED,31.96,WINNER_HARD_EXIT,2025-11-05,2025-11-06,10020.0,-1.47,21.73,-5.7,24,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.84,2025-11-06,10020.0,,,23.2,SOFT_EXIT,1.28,21.73,20.45,True,True,True,8.76,improved
036460,한국가스공사,KOSPI,KR7036460004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036460_KR7036460004_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-06-18,2021-06-21,38250.0,68.627451,-40.522876,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-12-31,2022-01-03,39250.0,2.61,35.42,-13.73,134,REALIZED,32.81,WINNER_HARD_EXIT,2021-11-15,2021-11-16,40700.0,6.41,35.42,-13.73,101,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-21.62,2021-11-16,40700.0,,,29.01,SOFT_EXIT,16.08,35.42,19.34,True,True,True,3.8,improved
036460,한국가스공사,KOSPI,KR7036460004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036460_KR7036460004_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-20,2026-02-23,45450.0,0.110011,-31.463146,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-04,2026-03-05,37600.0,-17.27,0.11,-20.57,8,REALIZED,17.38,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-06-26,2026-06-29,31700.0,-30.25,0.11,-31.46,86,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-29.89,2026-06-29,31700.0,,,30.36,OPEN_AT_CUTOFF,-21.56,0.11,21.67,True,True,True,-12.98,worsened
036530,SNT홀딩스,KOSPI,KR7036530004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036530_KR7036530004_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-02-02,2024-02-05,20850.0,326.858513,-5.227818,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2025-01-31,2025-02-03,25500.0,22.3,32.37,-5.23,239,REALIZED,10.07,WINNER_HARD_EXIT,2024-05-29,2024-05-30,21950.0,5.28,32.37,-5.23,77,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.65,2024-05-30,21950.0,,,27.09,SOFT_EXIT,14.63,32.37,17.74,True,True,True,-17.02,worsened
036540,SFA반도체,KOSDAQ,KR7036540003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036540_KR7036540003_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-06-09,2023-06-12,5860.0,98.634812,-56.484642,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-08-16,2023-08-17,4865.0,-16.98,5.63,-16.98,48,REALIZED,22.61,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-08-18,2023-08-21,4960.0,-15.36,5.63,-18.69,50,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-20.03,2023-08-21,4960.0,,,20.99,SOFT_EXIT,4.27,20.99,16.72,True,True,True,1.62,improved
036540,SFA반도체,KOSDAQ,KR7036540003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036540_KR7036540003_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-01-26,2024-01-29,7520.0,54.787234,-66.090426,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-01-31,2024-02-01,6430.0,-14.49,0.0,-15.43,4,REALIZED,14.49,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-03-29,2024-04-01,6140.0,-18.35,0.0,-24.34,43,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-23.8,2024-04-01,6140.0,,,18.35,HARD_EXIT,12.63,38.96,26.33,True,True,True,-3.86,worsened
036570,NC,KOSPI,KR7036570000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036570_KR7036570000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-04-17,2026-04-20,274000.0,25.364964,-25.912409,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-07-14,2026-07-15,232000.0,-15.33,25.36,-16.97,59,REALIZED,40.69,WINNER_HARD_EXIT,2026-06-08,2026-06-09,265500.0,-3.1,25.36,-14.05,33,REALIZED,TRIGGER,-10.0,-20.0,MFE_20_TO_50,WINNER,-22.27,2026-06-09,265500.0,,,28.46,HARD_EXIT,-3.1,25.36,28.46,True,True,True,12.23,improved
036800,나이스정보통신,KOSDAQ,KR7036800001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036800_KR7036800001_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-04-02,2021-04-05,6020.0,23.255814,-44.48505,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-06-17,2022-06-20,5110.0,-15.12,23.26,-18.6,299,REALIZED,38.38,WINNER_SOFT_WATCH_EXIT,2021-08-20,2021-08-23,6330.0,5.15,23.26,-3.16,98,REALIZED,WATCH,-10.0,-20.0,MFE_20_TO_50,WINNER,-16.98,2021-08-23,6330.0,,,18.11,SOFT_EXIT,11.63,23.26,11.63,True,True,True,20.27,improved
036810,에프에스티,KOSDAQ,KR7036810000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036810_KR7036810000_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-02-10,2023-02-13,21578.0,136.35184,-35.355455,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-07-10,2023-07-11,18088.0,-16.17,29.15,-18.0,102,REALIZED,45.32,WINNER_HARD_EXIT,2023-04-25,2023-04-26,22020.0,2.05,29.15,-12.58,52,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-21.16,2023-04-26,22020.0,,,27.1,SOFT_EXIT,5.69,29.15,23.46,True,True,True,18.22,improved
036810,에프에스티,KOSDAQ,KR7036810000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036810_KR7036810000_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-04-19,2024-04-22,28803.0,77.064889,-51.571017,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-06-30,2024-07-01,37799.0,31.23,42.84,-2.56,47,REALIZED,11.61,WINNER_HARD_EXIT,2024-05-10,2024-05-13,29491.0,2.39,31.06,-2.56,14,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.83,2024-05-13,29491.0,,,28.67,SOFT_EXIT,7.51,31.06,23.55,True,True,True,-28.84,worsened
036810,에프에스티,KOSDAQ,KR7036810000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036810_KR7036810000_KOSDAQ_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-09-12,2025-09-15,31882.0,59.96487,-52.951509,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-21,2025-11-24,27370.0,-14.15,25.35,-18.51,46,REALIZED,39.5,WINNER_HARD_EXIT,2025-11-18,2025-11-19,31386.0,-1.56,25.35,-10.73,43,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.85,2025-11-19,31386.0,,,26.91,HARD_EXIT,-1.56,25.35,26.91,True,True,True,12.59,improved
036830,솔브레인홀딩스,KOSDAQ,KR7036830008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036830_KR7036830008_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-09-01,2023-09-04,40600.0,129.55665,-38.300493,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-09-11,2023-09-12,33300.0,-17.98,0.25,-19.58,7,REALIZED,18.23,WINNER_HARD_EXIT,2024-01-26,2024-01-29,38850.0,-4.31,21.92,-34.73,98,REALIZED,WATCH,-10.0,-20.0,MFE_20_TO_50,WINNER,-33.78,2024-01-29,38850.0,,,26.23,SOFT_EXIT,4.93,21.92,16.99,True,True,True,13.67,improved
036830,솔브레인홀딩스,KOSDAQ,KR7036830008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036830_KR7036830008_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-12-15,2023-12-18,45950.0,102.829162,-45.484222,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-01-26,2024-01-29,38850.0,-15.45,7.73,-18.82,28,REALIZED,23.18,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-01-26,2024-01-29,38850.0,-15.45,7.73,-18.82,28,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-22.73,2024-01-29,38850.0,,,23.18,HARD_EXIT,39.28,91.08,51.8,True,True,True,0.0,same
036830,솔브레인홀딩스,KOSDAQ,KR7036830008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036830_KR7036830008_KOSDAQ_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-10-17,2025-10-20,45050.0,79.356271,-42.841287,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-19,2025-11-20,38700.0,-14.1,9.21,-16.2,24,REALIZED,23.31,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-01-02,2026-01-05,38500.0,-14.54,9.21,-18.65,53,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.3,2026-01-05,38500.0,,,23.75,SOFT_EXIT,12.1,33.19,21.09,True,True,True,-0.44,worsened
036890,진성티이씨,KOSDAQ,KR7036890002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036890_KR7036890002_KOSDAQ_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2022-12-02,2022-12-05,14350.0,47.038328,-48.432056,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-01-05,2023-01-06,12050.0,-16.03,3.48,-19.86,24,REALIZED,19.51,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-04-14,2023-04-17,11310.0,-21.18,3.48,-29.13,92,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-30.98,2023-04-17,11310.0,,,24.66,SOFT_EXIT,9.76,28.78,19.02,True,True,True,-5.15,worsened
036890,진성티이씨,KOSDAQ,KR7036890002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036890_KR7036890002_KOSDAQ_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-07-14,2023-07-17,15270.0,38.179437,-51.538965,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-08-14,2023-08-16,12490.0,-18.21,7.86,-18.21,22,REALIZED,26.07,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-10-13,2023-10-16,10410.0,-31.83,7.86,-33.53,60,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-38.25,2023-10-16,10410.0,,,39.69,SOFT_EXIT,3.14,21.02,17.88,True,True,True,-13.62,worsened
036890,진성티이씨,KOSDAQ,KR7036890002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_036890_KR7036890002_KOSDAQ_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-12-12,2025-12-15,13630.0,54.805576,-17.754952,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-03-31,2026-04-01,16550.0,21.42,35.58,-8.22,71,REALIZED,14.16,WINNER_HARD_EXIT,2026-03-04,2026-03-05,13610.0,-0.15,25.83,-8.22,52,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-23.97,2026-03-05,13610.0,,,25.98,SOFT_EXIT,9.32,25.83,16.51,True,True,True,-21.57,worsened
