case_type,rank,ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_execution_date,entry_open,full_path_raw_mfe,full_path_mfe_cohort,v2_exit_category,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_giveback,v3_exit_reason,v3_terminal_return,v4_exit_reason,v4_terminal_return,v4_strategy_path_mfe,v4_strategy_path_mae,v4_holding_days,v4_giveback,return_delta_v4_minus_v2
V4_HARD_DAMAGES_WINNER,7,032190,다우데이타,KOSDAQ,KR7032190001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_032190_KR7032190001_KOSDAQ_01,1,2022-10-28,2022-10-31,15250.0,260.655738,WINNER_CAPABLE_GE_20,EXIT4,218.36,260.66,-0.66,85,42.3,HARD_EXIT,40.0,WINNER_HARD_EXIT,40.0,260.66,-0.66,123,220.66,-178.36
V4_HARD_DAMAGES_WINNER,8,249420,일동제약,KOSPI,KR7249420001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_249420_KR7249420001_KOSPI_01,1,2021-12-10,2021-12-13,22800.0,248.684211,WINNER_CAPABLE_GE_20,EXIT4,197.81,230.7,-1.32,74,32.89,HARD_EXIT,25.88,WINNER_HARD_EXIT,25.88,79.82,-1.32,9,53.94,-171.93
V4_HARD_DAMAGES_WINNER,9,005830,DB손해보험,KOSPI,KR7005830005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_005830_KR7005830005_KOSPI_01,1,2021-06-25,2021-06-28,54000.0,296.296296,WINNER_CAPABLE_GE_20,EXIT4,159.63,296.3,-3.7,1205,136.67,SOFT_EXIT,10.56,WINNER_HARD_EXIT,-0.74,26.85,-2.22,105,27.59,-160.37
V4_HARD_DAMAGES_WINNER,10,267250,HD현대,KOSPI,KR7267250009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_267250_KR7267250009_KOSPI_03,3,2022-08-12,2022-08-16,59500.0,459.663866,WINNER_CAPABLE_GE_20,EXIT4,161.18,176.81,-10.42,767,15.63,SOFT_EXIT,13.28,WINNER_HARD_EXIT,3.19,26.89,-10.42,283,23.7,-157.99
PAIRED_DELTA_LOWEST,1,047040,대우건설,KOSPI,KR7047040001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047040_KR7047040001_KOSPI_01,1,2026-01-23,2026-01-26,5100.0,691.176471,WINNER_CAPABLE_GE_20,EXIT4,586.27,691.18,-6.67,66,104.91,HARD_EXIT,68.63,WINNER_HARD_EXIT,68.63,112.75,-6.67,25,44.12,-517.64
PAIRED_DELTA_LOWEST,2,080220,제주반도체,KOSDAQ,KR7080220007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_080220_KR7080220007_KOSDAQ_01,1,2025-09-19,2025-09-22,19250.0,616.883117,WINNER_CAPABLE_GE_20,OPEN_AT_CUTOFF,281.82,616.88,-9.19,222,335.06,HARD_EXIT,-0.05,WINNER_HARD_EXIT,-0.05,25.45,-7.01,31,25.5,-281.87
PAIRED_DELTA_LOWEST,3,307950,현대오토에버,KOSPI,KR7307950006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_307950_KR7307950006_KOSPI_01,1,2023-04-14,2023-04-17,126000.0,746.031746,WINNER_CAPABLE_GE_20,EXIT4,288.89,330.95,-15.08,698,42.06,SOFT_EXIT,15.08,WINNER_HARD_EXIT,46.27,108.73,-9.13,108,62.46,-242.62
PAIRED_DELTA_LOWEST,4,319660,피에스케이,KOSDAQ,KR7319660007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_319660_KR7319660007_KOSDAQ_03,3,2025-08-29,2025-09-01,24000.0,814.583333,WINNER_CAPABLE_GE_20,EXIT4,250.0,273.33,-6.46,141,23.33,HARD_EXIT,25.83,WINNER_HARD_EXIT,25.83,72.5,-6.46,56,46.67,-224.17
PAIRED_DELTA_LOWEST,5,281820,케이씨텍,KOSPI,KR7281820001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_281820_KR7281820001_KOSPI_02,2,2025-10-17,2025-10-20,38350.0,225.423729,WINNER_CAPABLE_GE_20,EXIT4,197.26,203.52,-8.47,172,6.26,SOFT_EXIT,0.26,WINNER_HARD_EXIT,-6.13,20.34,-8.08,41,26.47,-203.39
PAIRED_DELTA_LOWEST,6,000880,한화,KOSPI,KR7000880005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000880_KR7000880005_KOSPI_01,1,2021-08-27,2021-08-30,42556.0,369.402669,WINNER_CAPABLE_GE_20,EXIT4,184.63,193.66,-39.35,938,9.03,HARD_EXIT,15.94,PRE_WINNER_PRICE_STRUCTURE_FAILURE,-14.95,5.22,-15.8,63,20.17,-199.58
PAIRED_DELTA_LOWEST,7,047050,포스코인터내셔널,KOSPI,KR7047050000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_047050_KR7047050000_KOSPI_02,2,2023-04-14,2023-04-17,27450.0,252.276867,WINNER_CAPABLE_GE_20,EXIT4,191.07,252.28,-4.92,95,61.21,HARD_EXIT,0.91,WINNER_HARD_EXIT,0.91,26.05,-2.0,8,25.14,-190.16
PAIRED_DELTA_LOWEST,8,034020,두산에너빌리티,KOSPI,KR7034020008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_034020_KR7034020008_KOSPI_03,3,2025-01-24,2025-01-31,23500.0,492.340426,WINNER_CAPABLE_GE_20,EXIT4,188.51,207.23,-15.06,102,18.72,SOFT_EXIT,5.32,WINNER_HARD_EXIT,-0.21,31.49,-3.4,41,31.7,-188.72
PAIRED_DELTA_LOWEST,9,032190,다우데이타,KOSDAQ,KR7032190001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_032190_KR7032190001_KOSDAQ_01,1,2022-10-28,2022-10-31,15250.0,260.655738,WINNER_CAPABLE_GE_20,EXIT4,218.36,260.66,-0.66,85,42.3,HARD_EXIT,40.0,WINNER_HARD_EXIT,40.0,260.66,-0.66,123,220.66,-178.36
PAIRED_DELTA_LOWEST,10,249420,일동제약,KOSPI,KR7249420001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_249420_KR7249420001_KOSPI_01,1,2021-12-10,2021-12-13,22800.0,248.684211,WINNER_CAPABLE_GE_20,EXIT4,197.81,230.7,-1.32,74,32.89,HARD_EXIT,25.88,WINNER_HARD_EXIT,25.88,79.82,-1.32,9,53.94,-171.93
PAIRED_DELTA_HIGHEST,1,009150,삼성전기,KOSPI,KR7009150004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009150_KR7009150004_KOSPI_01,1,2025-08-08,2025-08-11,160700.0,1404.044804,WINNER_CAPABLE_GE_20,EXIT4,79.84,83.88,-4.29,117,4.04,SOFT_EXIT,29.43,WINNER_HARD_EXIT,690.29,1404.04,-4.29,225,713.75,610.45
PAIRED_DELTA_HIGHEST,2,095610,테스,KOSDAQ,KR7095610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_095610_KR7095610002_KOSDAQ_02,2,2025-03-14,2025-03-17,24000.0,885.416667,WINNER_CAPABLE_GE_20,LOSS_GUARD,-23.25,2.29,-23.25,16,25.54,HARD_EXIT,486.67,WINNER_HARD_EXIT,486.67,885.42,-28.21,322,398.75,509.92
PAIRED_DELTA_HIGHEST,3,006800,미래에셋증권,KOSPI,KR7006800007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_006800_KR7006800007_KOSPI_01,1,2024-02-16,2024-02-19,8911.0,885.299069,WINNER_CAPABLE_GE_20,LOSS_GUARD,-16.65,2.79,-17.1,39,19.44,HARD_EXIT,473.45,WINNER_HARD_EXIT,473.45,885.3,-26.26,559,411.85,490.1
PAIRED_DELTA_HIGHEST,4,095610,테스,KOSDAQ,KR7095610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_095610_KR7095610002_KOSDAQ_03,3,2025-04-25,2025-04-28,21950.0,977.448747,WINNER_CAPABLE_GE_20,EXIT4,84.28,134.17,-8.97,145,49.89,SOFT_EXIT,14.58,WINNER_HARD_EXIT,541.46,977.45,-8.97,292,435.99,457.18
PAIRED_DELTA_HIGHEST,5,030530,원익홀딩스,KOSDAQ,KR7030530000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_030530_KR7030530000_KOSDAQ_01,1,2025-05-23,2025-05-26,5110.0,890.215264,WINNER_CAPABLE_GE_20,EXIT4,79.26,79.26,0.0,68,0.0,SOFT_EXIT,4.11,WINNER_HARD_EXIT,470.45,890.22,0.0,188,419.77,391.19
PAIRED_DELTA_HIGHEST,6,006800,미래에셋증권,KOSPI,KR7006800007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_006800_KR7006800007_KOSPI_02,2,2024-09-13,2024-09-19,8752.0,903.199269,WINNER_CAPABLE_GE_20,EXIT4,112.51,188.39,-9.91,211,75.88,HARD_EXIT,483.87,WINNER_HARD_EXIT,483.87,903.2,-9.91,416,419.33,371.36
PAIRED_DELTA_HIGHEST,7,298040,효성중공업,KOSPI,KR7298040007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_298040_KR7298040007_KOSPI_02,2,2022-12-02,2022-12-05,80200.0,5812.718204,WINNER_CAPABLE_GE_20,LOSS_GUARD,-15.71,7.23,-16.08,34,22.94,HARD_EXIT,236.03,WINNER_HARD_EXIT,236.03,484.79,-20.32,411,248.76,251.74
PAIRED_DELTA_HIGHEST,8,042660,한화오션,KOSPI,KR7042660001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_042660_KR7042660001_KOSPI_03,3,2024-11-08,2024-11-11,37550.0,312.250333,WINNER_CAPABLE_GE_20,LOSS_GUARD,-17.71,9.32,-18.77,21,27.03,SOFT_EXIT,208.12,WINNER_SOFT_WATCH_EXIT,211.58,312.25,-20.51,386,100.67,229.29
PAIRED_DELTA_HIGHEST,9,174900,앱클론,KOSDAQ,KR7174900001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_174900_KR7174900001_KOSDAQ_01,1,2025-10-17,2025-10-20,19490.0,391.53412,WINNER_CAPABLE_GE_20,EXIT3,0.82,391.53,-16.62,194,390.71,HARD_EXIT,207.85,WINNER_HARD_EXIT,207.85,391.53,-14.32,111,183.68,207.03
PAIRED_DELTA_HIGHEST,10,140410,메지온,KOSDAQ,KR7140410002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_140410_KR7140410002_KOSDAQ_04,4,2025-04-25,2025-04-28,39200.0,358.928571,WINNER_CAPABLE_GE_20,OPEN_AT_CUTOFF,60.2,358.93,-9.44,321,298.73,HARD_EXIT,222.96,WINNER_HARD_EXIT,222.96,358.93,-9.44,206,135.97,162.76
