ticker,trade_sequence,legacy_trade_sequence,current_trade_sequence,legacy_present,current_present,legacy_entry_signal_date,current_entry_signal_date,market_cap_reference_date,market_cap_source,source_available_in_legacy_generation,source_available_in_current_generation,delta_classification
084110,1,1,1,True,True,2024-09-27,2024-09-27,2024-09-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20240927.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
086280,1,1,1,True,True,2024-09-27,2024-09-27,2024-09-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20240927.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
086790,1,,1,False,True,,2023-01-06,2023-01-06,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20230106.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
088350,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
089970,1,1,1,True,True,2025-03-28,2025-03-28,2025-03-28,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250328.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
090350,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
090850,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
092230,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
092730,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
095610,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
096530,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
097520,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
099430,1,1,1,True,True,2024-12-27,2024-12-27,2024-12-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20241227.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
