ticker,name,snapshot_date,history_start_date,history_end_date,available_history_months,available_history_years,has_5y_coverage,resistance_5y,distance_to_resistance_5y,range_position_5y,resistance_touch_count_5y,high_5y,low_5y,distance_to_high_5y,years_since_5y_high,drawdown_from_5y_high,prior_expansion_ratio_5y,base_duration_months_5y,months_since_5y_low,range_width_5y,calculation_version,official_stage,manual_stage_fit
001540,안국약품,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,12950.0,0.2683643486777669,0.5922619047619048,4,12950.0,6230.0,0.2683643486777669,4.46,0.21158301158301157,2.0786516853932584,42,16,1.0786516853932584,v0.4_research_candidate,early_trend,MATCH
001450,현대해상,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,44250.0,0.1508452535760728,0.7623924621056943,2,44250.0,19840.0,0.1508452535760728,0.46,0.1310734463276836,2.230342741935484,23,15,1.2303427419354838,v0.4_research_candidate,early_trend,MATCH
005430,한국공항,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,95900.0,0.05733186328555678,0.9154471544715447,2,95900.0,34400.0,0.05733186328555678,0.04,0.054223149113660066,2.7877906976744184,45,45,1.7877906976744187,v0.4_research_candidate,early_trend,MATCH
161890,한국콜마,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,124600.0,0.3088235294117647,0.6816459122902003,1,124600.0,32250.0,0.3088235294117647,0.04,0.23595505617977527,3.8635658914728683,43,45,2.8635658914728683,v0.4_research_candidate,early_trend,MATCH
